incident_datetime,incident_date,incident_time,incident_year,incident_day_of_week,report_datetime,row_id,incident_id,incident_number,computer_aided_dispatch_number,report_type_code,report_type_description,is_filed_online,incident_code,incident_category,incident_subcategory,incident_description,resolution,intersection,centerline_node_network,police_district,analysis_neighborhood,supervisor_district,supervisor_district_2012,latitude,longitude
2022-09-04 01:00:00,2022-09-04,01:00:00,2022,Sunday,2022-09-09 12:28:00,119208706244,1192087,226167632,222651071,II,Coplogic Initial,True,6244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,"20th St , Carolina St , Jack Balestreri Way",23738000,Bayview,Potrero hill,10,10,37.75979238249474,-122.400142699578
2023-03-08 03:00:00,2023-03-08,03:00:00,2023,Wednesday,2023-03-08 21:32:00,125201307021,1252013,230166763,230673376,VI,Vehicle Initial,True,7021,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",Open or Active,"Via Bufano , Greenwich St",25452000,Central,North beach,3,3,37.802050230194,-122.41160002289354
2022-11-15 16:53:00,2022-11-15,16:53:00,2022,Tuesday,2022-11-15 16:54:00,121497716652,1214977,220787012,223192459,II,Initial,True,16652,Drug Offense,Drug Violation,"Methamphetamine, Possession For Sale",Cite or Arrest Adult,"Stevenson St , 07th St , Odd Fellows Way",24319000,Tenderloin,South of market,6,6,37.78000586799482,-122.41193341005338
2022-08-13 09:30:00,2022-08-13,09:30:00,2022,Saturday,2022-08-14 11:21:00,118178406241,1181784,220544044,222261214,IS,Initial Supplement,True,6241,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, <$50",Open or Active,"Stockton St , Post St",24908000,Central,Fitenderloincial district/south beach,3,3,37.788499477941336,-122.4067711451779
2023-02-02 02:13:00,2023-02-02,02:13:00,2023,Thursday,2023-02-02 02:17:00,124047504014,1240475,230078215,230330192,II,Initial,True,4014,Assault,Aggravated Assault,"Assault, Aggravated, W/ Force",Open or Active,"Mission St , Lafayette St",24364000,Southern,Mission,6,6,37.77347441909959,-122.41803023409048
2022-08-27 15:04:00,2022-08-27,15:04:00,2022,Saturday,2022-08-27 15:04:00,118649407041,1186494,220578980,222391766,VS,Vehicle Supplement,True,7041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Open or Active,"05th Ave , California St",27594000,Richmond,Inner richmond,1,1,37.7851305374509,-122.4635030135185
2024-11-28 03:22:00,2024-11-28,03:22:00,2024,Thursday,2025-02-26 08:30:00,146481807055,1464818,240738415,243330100,VS,Vehicle Supplement,True,7055,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Recovered, Stolen outside SF",Open or Active,"Baden St , Joost Ave",22141000,Ingleside,West of twin peaks,8,8,37.73236846923828,-122.43975067138672
2024-08-26 00:00:00,2024-08-26,00:00:00,2024,Monday,2024-09-06 16:27:00,142187809024,1421878,240561830,242502512,II,Initial,True,9024,Fraud,Fraud,"Fraudulent Game or Trick, Obtaining Money or Property",Open or Active,"Geary St , Shannon St",24962000,Central,Tenderloin,5,6,37.78683471679688,-122.41233825683594
2022-09-04 11:55:00,2022-09-04,11:55:00,2022,Sunday,2022-09-04 11:55:00,118915604134,1189156,220586751,222422109,IS,Initial Supplement,True,4134,Assault,Simple Assault,Battery,Open or Active,"Van Ness Ave , Cedar St",30081000,Central,Western addition,3,5,37.78616615811754,-122.42137337495188
2022-06-10 19:30:00,2022-06-10,19:30:00,2022,Friday,2022-06-10 19:55:00,115950704134,1159507,220381147,221612952,II,Initial,True,4134,Assault,Simple Assault,Battery,Cite or Arrest Adult,"Vallejo St , Front St",24805000,Central,Fitenderloincial district/south beach,3,3,37.79968141342164,-122.40006607982292
2022-09-30 10:00:00,2022-09-30,10:00:00,2022,Friday,2022-10-02 08:22:00,119942868020,1199428,220669636,222731016,IS,Initial Supplement,True,68020,Miscellaneous Investigation,Miscellaneous Investigation,Miscellaneous Investigation,Open or Active,"Eddy St , Jones St",24929000,Tenderloin,Tenderloin,5,6,37.7839325760642,-122.4125952775858
2018-05-14 08:53:00,2018-05-14,08:53:00,2018,Monday,2018-05-14 14:00:00,67084507045,670845,180358294,181342382,VS,Vehicle Supplement,True,7045,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Truck",Open or Active,"Jennings St , Quesada Ave",20153000,Bayview,Bayview hunters point,10,10,37.730167388916016,-122.38584899902344
2022-09-05 17:00:00,2022-09-05,17:00:00,2022,Monday,2022-10-06 02:05:00,120289671000,1202896,226185060,222651071,II,Coplogic Initial,True,71000,Lost Property,Lost Property,Lost Property,Open or Active,"Montgomery St , Bush St",24716000,Central,Fitenderloincial district/south beach,3,3,37.790968609726725,-122.40238040320416
2018-05-28 02:32:00,2018-05-28,02:32:00,2018,Monday,2018-05-28 03:51:00,67317128150,673171,180396119,181480245,II,Initial,True,28150,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Property",Open or Active,"Fillmore St , Ofarrell St",26589000,Northern,Western addition,5,5,37.78329086303711,-122.43270874023438
2024-09-20 13:00:00,2024-09-20,13:00:00,2024,Friday,2024-12-14 19:43:00,144747205071,1447472,240771465,243492931,II,Initial,True,5071,Burglary,Burglary - Other,"Burglary, Other Bldg., Forcible Entry",Open or Active,"Gonzalez Dr , Rivas Ave",23093000,Taraval,Lakeshore,7,7,37.717529296875,-122.4815444946289
2023-03-02 17:40:00,2023-03-02,17:40:00,2023,Thursday,2023-03-04 10:00:00,125067604134,1250676,230154871,230622585,II,Initial,True,4134,Assault,Simple Assault,Battery,Open or Active,"20th Ave , Winston Dr",33719000,Taraval,Lakeshore,7,7,37.72694991292525,-122.47603947349434
2024-06-04 17:00:00,2024-06-04,17:00:00,2024,Tuesday,2024-06-05 16:49:00,139638307055,1396383,240352946,241572258,VI,Vehicle Initial,True,7055,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Recovered, Stolen outside SF",Open or Active,"Arago St , Paulding St",22122000,Out of SF,Outer mission,11,11,37.72813415527344,-122.44271850585938
2022-10-19 17:30:00,2022-10-19,17:30:00,2022,Wednesday,2022-10-19 17:33:00,120568303072,1205683,220719479,222922637,II,Initial,True,3072,Robbery,Robbery - Other,"Robbery, W/ Knife",Open or Active,"Cambridge St , John F Shelley Dr",20941000,Ingleside,Mclaren park,11,9,37.72180930929213,-122.41648441886228
2022-07-13 14:00:00,2022-07-13,14:00:00,2022,Wednesday,2022-08-08 17:17:00,118125306374,1181253,226143052,222651071,II,Coplogic Initial,True,6374,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, >$950",Open or Active,"Fulton St , Clayton St",26451000,Park,Lone mountain/usf,5,5,37.77538994058264,-122.44970782804012
2024-02-13 20:30:00,2024-02-13,20:30:00,2024,Tuesday,2024-02-13 21:32:00,136435406240,1364354,240098071,240443119,II,Initial,True,6240,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, Att.",Open or Active,"Clayton St , Hayes St",26421000,Park,Lone mountain/usf,5,5,37.77352523803711,-122.44932556152344
2018-05-14 10:00:00,2018-05-14,10:00:00,2018,Monday,2018-05-14 13:59:00,66836805043,668368,180359690,181342153,II,Initial,True,5043,Burglary,Burglary - Residential,"Burglary, Residence, Unlawful Entry",Open or Active,"Market St , Mason St , Turk St",24898000,Tenderloin,South of market,6,6,37.78328704833984,-122.40895080566406
2024-01-29 17:30:00,2024-01-29,17:30:00,2024,Monday,2024-02-05 10:53:00,136342306374,1363423,246015895,222651071,II,Coplogic Initial,True,6374,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, >$950",Open or Active,"Eddy St , Jones St",24929000,Out of SF,Tenderloin,6,6,37.76891890041693,-122.42199977156054
2024-03-07 19:00:00,2024-03-07,19:00:00,2024,Thursday,2024-03-07 19:12:00,137084203074,1370842,240150358,240673105,II,Initial,True,3074,Robbery,Robbery - Other,"Robbery, W/ Force",Open or Active,"Godeus St , Mission St",21330000,Ingleside,Bernal heights,9,9,37.742820739746094,-122.4216766357422
