incident_datetime,incident_date,incident_time,incident_year,incident_day_of_week,report_datetime,row_id,incident_id,incident_number,computer_aided_dispatch_number,report_type_code,report_type_description,is_filed_online,incident_code,incident_category,incident_subcategory,incident_description,resolution,intersection,centerline_node_network,police_district,analysis_neighborhood,supervisor_district,supervisor_district_2012,latitude,longitude
2021-12-27 22:03:00,2021-12-27,22:03:00,2021,Monday,2021-12-27 22:12:00,110656727170,1106567,210856536,213613093,II,Initial,True,27170,Other Miscellaneous,Other,"Resisting, Delaying, or Obstructing  Peace Officer Duties",Cite or Arrest Adult,"South Van Ness Ave , 16th St",24142000,Mission,Mission,9,9,37.765183133520345,-122.41748659732669
2022-02-16 13:00:00,2022-02-16,13:00:00,2022,Wednesday,2022-02-16 14:13:00,112253306244,1122533,226023448,220800404,II,Coplogic Initial,True,6244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,"Clayton St , Haight St",26409000,Park,Haight ashbury,5,5,37.76979784988983,-122.44857881825683
2022-03-30 16:10:00,2022-03-30,16:10:00,2022,Wednesday,2022-03-30 16:16:00,113582006364,1135820,220208369,220892425,II,Initial,True,6364,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, >$950",Cite or Arrest Adult,"Grant Ave , Post St",24660000,Central,Fitenderloincial district/south beach,3,3,37.78869399111178,-122.40522117345618
2024-05-23 05:00:00,2024-05-23,05:00:00,2024,Thursday,2024-06-05 09:46:00,139650006244,1396500,246068032,220800404,IS,Coplogic Supplement,True,6244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,"21st Ave , Kirkham St",27368000,Taraval,Sunset/parkside,4,4,37.75973892211914,-122.47900390625
2022-09-27 20:15:00,2022-09-27,20:15:00,2022,Tuesday,2022-09-27 20:15:00,119790316625,1197903,220662743,222703042,II,Initial,True,16625,Drug Offense,Drug Violation,"Cocaine, Base/rock, Sale",Cite or Arrest Adult,"Mcallister St , Larkin St",24439000,Tenderloin,Tenderloin,5,6,37.780470340397024,-122.4169476062052
2022-05-22 11:30:00,2022-05-22,11:30:00,2022,Sunday,2022-05-23 13:06:00,115352607020,1153526,220336829,221431124,VI,Vehicle Initial,True,7020,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen & Recovered",Open or Active,"30th St , Dolores St",21841000,Ingleside,Noe valley,8,8,37.74223630077866,-122.42423327853184
2023-01-26 20:30:00,2023-01-26,20:30:00,2023,Thursday,2023-02-01 06:54:00,124021406232,1240214,230075772,230320464,II,Initial,True,6232,Larceny Theft,Larceny - Auto Parts,"Theft, Vehicle Strip, $50-$200",Open or Active,"Ellis St , Larkin St",25149000,Tenderloin,Tenderloin,5,6,37.78423573864025,-122.4177067508564
2022-02-20 21:00:00,2022-02-20,21:00:00,2022,Sunday,2022-03-07 17:54:00,113560228150,1135602,226049400,220800404,II,Coplogic Initial,True,28150,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Property",Open or Active,"07th St , Cleveland St",24257000,Southern,South of market,6,6,37.77630595203942,-122.40728965907792
2021-01-06 14:33:00,2021-01-06,14:33:00,2021,Wednesday,2021-01-06 14:33:00,99356962071,993569,210003878,210022428,IS,Initial Supplement,True,62071,Warrant,Other,Probation Search,Cite or Arrest Adult,"Dormitory Rd , Kirkwood Ave , Kiska Rd",20046000,Bayview,Bayview hunters point,10,10,37.72966003417969,-122.37493133544922
2022-05-10 22:00:00,2022-05-10,22:00:00,2022,Tuesday,2022-05-11 19:59:00,114949028160,1149490,220308680,221312908,II,Initial,True,28160,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Vehicle",Open or Active,"Corbett Ave , Danvers St",26189000,Park,Castro/upper market,8,8,37.76128192231601,-122.44400802665297
2024-03-22 04:40:00,2024-03-22,04:40:00,2024,Friday,2024-03-22 05:07:00,137565704144,1375657,240182674,240820371,II,Initial,True,4144,Assault,Simple Assault,"Battery, Sexual",Open or Active,"05th St , Bluxome St",23824000,Southern,Mission bay,6,6,37.77593994140625,-122.3979721069336
2020-12-18 13:15:00,2020-12-18,13:15:00,2020,Friday,2020-12-21 16:52:00,98894106303,988941,200768913,203562288,II,Initial,True,6303,Larceny Theft,Larceny Theft - From Building,"Theft, From Building, $200-$950",Open or Active,"Eddy St , Taylor St",24925000,Tenderloin,Tenderloin,5,6,37.784141540527344,-122.41094970703124
2022-03-14 16:53:00,2022-03-14,16:53:00,2022,Monday,2022-03-22 04:38:00,113303206361,1133032,220187058,220810322,II,Initial,True,6361,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, <$50",Open or Active,"04th St , Minna St",24631000,Southern,Fitenderloincial district/south beach,6,6,37.78404443715923,-122.40371175457705
2021-12-27 19:15:00,2021-12-27,19:15:00,2021,Monday,2021-12-27 19:37:00,110653806154,1106538,210856241,213612742,II,Initial,True,6154,Larceny Theft,Larceny Theft - Other,"Theft, From Person, >$950 (other than Pickpocket)",Open or Active,"Masonic Ave , Pine St , Presidio Ave",26844000,Richmond,Presidio heights,2,2,37.78630229746396,-122.4466104660471
2022-03-31 10:38:00,2022-03-31,10:38:00,2022,Thursday,2022-03-31 10:38:00,113612264085,1136122,220210148,220901058,II,Initial,True,64085,Other Miscellaneous,Other,Investigative Detention,Open or Active,"United Nations Plz , Leavenworth St",30044000,Tenderloin,Tenderloin,5,6,37.77999173926721,-122.41348740024354
