incident_datetime,incident_date,incident_time,incident_year,incident_day_of_week,report_datetime,row_id,incident_id,incident_number,computer_aided_dispatch_number,report_type_code,report_type_description,is_filed_online,incident_code,incident_category,incident_subcategory,incident_description,resolution,intersection,centerline_node_network,police_district,analysis_neighborhood,supervisor_district,supervisor_district_2012,latitude,longitude
2021-06-16 10:50:00,2021-06-16,10:50:00,2021,Wednesday,2021-06-16 10:52:00,104076205081,1040762,210375031,211671187,II,Initial,True,5081,Burglary,Burglary - Hot Prowl,"Burglary, Hot Prowl, Forcible Entry",Open or Active,"Chicago Way , Naylor St",21383000,Ingleside,Excelsior,11,11,37.70972442626953,-122.43246459960938
2021-04-01 11:00:00,2021-04-01,11:00:00,2021,Thursday,2021-04-01 11:55:00,101798472000,1017984,210202177,210911420,II,Initial,True,72000,Non-Criminal,Non-Criminal,Found  Property,Open or Active,"Clarion Aly , Valencia St",24173000,Mission,Mission,9,9,37.762916564941406,-122.42169189453124
2021-07-17 21:00:00,2021-07-17,21:00:00,2021,Saturday,2021-07-28 10:37:00,105455807021,1054558,210476996,212091130,VI,Vehicle Initial,True,7021,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",Open or Active,"Bosworth St , Brompton Ave",21808000,Ingleside,West of twin peaks,8,8,37.73371887207031,-122.43499755859376
2021-11-12 21:15:00,2021-11-12,21:15:00,2021,Friday,2021-11-12 22:54:00,109101506244,1091015,210746915,213163739,II,Initial,True,6244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,"Divisadero St , Page St",26029000,Northern,Haight ashbury,5,5,37.7722053527832,-122.4372329711914
2021-07-08 00:00:00,2021-07-08,00:00:00,2021,Thursday,2021-07-16 14:29:00,105118719057,1051187,210449921,211972002,II,Initial,True,19057,Disorderly Conduct,Intimidation,Terrorist Threats,Open or Active,"Griffith St , Oakdale Ave",20065000,Bayview,Bayview hunters point,10,10,37.72823333740234,-122.3791732788086
2021-09-22 18:00:00,2021-09-22,18:00:00,2021,Wednesday,2021-09-23 10:54:00,107326607021,1073266,210617253,212661297,VI,Vehicle Initial,True,7021,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",Open or Active,"Desmond St , Leland Ave",20315000,Ingleside,Visitacion valley,10,10,37.71160888671875,-122.40480041503906
2021-03-19 07:50:00,2021-03-19,07:50:00,2021,Friday,2021-03-19 08:03:00,101452364070,1014523,210173443,210780694,II,Initial,True,64070,Suspicious Occ,Suspicious Occ,Suspicious Occurrence,Open or Active,"Eddy St , Leavenworth St",24935000,Tenderloin,Tenderloin,5,6,37.783721923828125,-122.41423797607422
2021-07-17 21:31:00,2021-07-17,21:31:00,2021,Saturday,2021-07-17 21:32:00,105154765010,1051547,210452805,211983100,II,Initial,True,65010,Traffic Violation Arrest,Traffic Violation Arrest,Traffic Violation Arrest,Cite or Arrest Adult,"Fulton St , Park Presidio Blvd , Park Presidio Bypass Dr",27444000,Richmond,Golden gate park,1,1,37.77313995361328,-122.47176361083984
2021-05-05 22:54:00,2021-05-05,22:54:00,2021,Wednesday,2021-05-05 22:54:00,102761365010,1027613,210276166,211253416,II,Initial,True,65010,Traffic Violation Arrest,Traffic Violation Arrest,Traffic Violation Arrest,Cite or Arrest Adult,"Parkridge Dr , Vista Ln",32974000,Park,Twin peaks,8,8,37.752349853515625,-122.44598388671876
2021-09-17 14:30:00,2021-09-17,14:30:00,2021,Friday,2021-09-25 11:44:00,107416309029,1074163,210623034,212681301,II,Initial,True,9029,Fraud,Fraud,False Personation to Receive Money or Property,Open or Active,"The Embarcadero , Washington St",24572000,Central,Fisouth of marketcial district/south beach,3,3,37.79668426513672,-122.3954086303711
