incident_datetime,incident_date,incident_time,incident_year,incident_day_of_week,report_datetime,row_id,incident_id,incident_number,computer_aided_dispatch_number,report_type_code,report_type_description,is_filed_online,incident_code,incident_category,incident_subcategory,incident_description,resolution,intersection,centerline_node_network,police_district,analysis_neighborhood,supervisor_district,supervisor_district_2012,latitude,longitude
2023-03-23 19:10:00,2023-03-23,19:10:00,2023,Thursday,2023-03-23 19:44:00,125734906243,1257349,230205101,230822954,II,Initial,True,6243,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, $200-$950",Open or Active,"Lurmont Ter , Leavenworth St",25519000,Central,Russian hill,3,2,37.80170674982928,-122.41787748900316
2023-03-23 16:00:00,2023-03-23,16:00:00,2023,Thursday,2023-03-23 17:20:00,125732006113,1257320,230204711,230822466,II,Initial,True,6113,Larceny Theft,Larceny Theft - Pickpocket,"Theft, Pickpocket, $200-$950",Open or Active,"Geary Blvd , Arguello Blvd",27230000,Richmond,Lone mountain/usf,2,1,37.78125705990525,-122.45885866208032
2023-03-23 09:00:00,2023-03-23,09:00:00,2023,Thursday,2023-03-23 12:17:00,125733428160,1257334,230204090,230821459,II,Initial,True,28160,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Vehicle",Open or Active,"Geary Blvd , Presidio Ave",26834000,Richmond,Lone mountain/usf,2,2,37.782488031626265,-122.4458205129012
2025-03-18 14:00:00,2025-03-18,14:00:00,2025,Tuesday,2025-03-19 11:05:00,146991206304,1469912,250155592,250781306,II,Initial,True,6304,Larceny Theft,Larceny Theft - From Building,"Theft, From Building, >$950",Open or Active,"Geary St , Hyde St",25166000,Central,Tenderloin,3,6,37.78631210327149,-122.41645050048828
2023-03-22 18:00:00,2023-03-22,18:00:00,2023,Wednesday,2023-03-23 18:01:00,125733227070,1257332,230204818,230822613,II,Initial,True,27070,Other Miscellaneous,Other,Impersonating A Police Officer,Open or Active,"Fillmore St , Turk St",25973000,Northern,Western addition,5,5,37.78049625961115,-122.43214039079034
2025-03-16 18:00:00,2025-03-16,18:00:00,2025,Sunday,2025-03-17 18:31:00,146985706244,1469857,256027119,232731784,II,Coplogic Initial,True,6244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,"Fillmore St , Pacific Ave",26657000,Northern,Pacific heights,2,2,37.7933464050293,-122.43473052978516
2023-03-23 12:00:00,2023-03-23,12:00:00,2023,Thursday,2023-03-23 12:37:00,125727406304,1257274,230204147,230821531,II,Initial,True,6304,Larceny Theft,Larceny Theft - From Building,"Theft, From Building, >$950",Open or Active,"Jamestown Ave , Hawes St",33227000,Bayview,Bayview hunters point,10,10,37.71752615792832,-122.39159941138196
2025-03-19 20:40:00,2025-03-19,20:40:00,2025,Wednesday,2025-03-19 21:40:00,147007068030,1470070,250157059,250783225,II,Initial,True,68030,Courtesy Report,Courtesy Report,Courtesy Report,Open or Active,"Larkin St , Myrtle St",25171000,Out of SF,Tenderloin,5,6,37.785640716552734,-122.41799926757812
2025-03-23 20:00:00,2025-03-23,20:00:00,2025,Sunday,2025-03-26 08:49:00,147158371013,1471583,250169822,250850749,VI,Vehicle Initial,True,71013,Larceny Theft,Theft From Vehicle,"License Plate, Stolen",Open or Active,"Del Sur Ave , Juanita Way",22431000,Ingleside,West of twin peaks,7,7,37.74177551269531,-122.4549331665039
2023-03-23 18:28:00,2023-03-23,18:28:00,2023,Thursday,2023-03-23 20:57:00,125738606373,1257386,230205286,230822958,II,Initial,True,6373,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, $200-$950",Open or Active,"Stockton St , Francisco St",25405000,Central,North beach,3,3,37.8050981670941,-122.41012359091263
2025-03-26 00:00:00,2025-03-26,00:00:00,2025,Wednesday,2025-03-26 13:13:00,147166116040,1471661,250170631,250851712,II,Initial,True,16040,Drug Offense,Drug Violation,"Marijuana, Sales",Cite or Arrest Adult,"06th St , Stevenson St",24295000,Southern,South of market,6,6,37.78175354003906,-122.4096908569336
2023-01-25 11:55:00,2023-01-25,11:55:00,2023,Wednesday,2023-01-26 13:40:00,125706906372,1257069,236032285,232731784,II,Coplogic Initial,True,6372,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, $50-$200",Open or Active,"Beale St , Harrison St",24495000,Southern,Fitenderloincial district/south beach,6,6,37.78745518601511,-122.39117965917616
2023-03-22 22:27:00,2023-03-22,22:27:00,2023,Wednesday,2023-03-22 22:27:00,125693226170,1256932,230203086,230813608,II,Initial,True,26170,Other Miscellaneous,Other,Probation Violation,Cite or Arrest Adult,"Golden Gate Ave , Hyde St",24431000,Tenderloin,Tenderloin,5,6,37.7816542606277,-122.41550518013352
2023-03-23 15:00:00,2023-03-23,15:00:00,2023,Thursday,2023-03-23 15:50:00,125729807021,1257298,230204545,230822168,VI,Vehicle Initial,True,7021,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",Open or Active,"18th St , Folsom St",24126000,Mission,Mission,9,9,37.76209916032053,-122.41499861820772
2024-11-13 19:00:00,2024-11-13,19:00:00,2024,Wednesday,2024-11-14 08:28:00,147001706314,1470017,240711938,243190774,IS,Initial Supplement,True,6314,Larceny Theft,Larceny Theft - Bicycle,"Theft, Bicycle, >$950",Cite or Arrest Adult,"Francisco St , Taylor St",25523000,Central,North beach,3,3,37.804481506347656,-122.41505432128906
2025-03-19 19:11:00,2025-03-19,19:11:00,2025,Wednesday,2025-03-19 19:27:00,147005019024,1470050,250156863,250782901,II,Initial,True,19024,Disorderly Conduct,Disorderly Conduct,"Disturbing The Peace, Fighting",Open or Active,"Godeus St , Mission St",21330000,Ingleside,Bernal heights,9,9,37.742820739746094,-122.4216766357422
