incident_datetime,incident_date,incident_time,incident_year,incident_day_of_week,report_datetime,row_id,incident_id,incident_number,computer_aided_dispatch_number,report_type_code,report_type_description,is_filed_online,incident_code,incident_category,incident_subcategory,incident_description,resolution,intersection,centerline_node_network,police_district,analysis_neighborhood,supervisor_district,supervisor_district_2012,latitude,longitude
2024-09-10 09:43:00,2024-09-10,09:43:00,2024,Tuesday,2024-09-10 09:50:00,142284627195,1422846,240569185,242541002,II,Initial,True,27195,Other Miscellaneous,Trespass,Trespassing,Open or Active,"Oakdale Ave , Rankin St",20748000,Bayview,Bayview hunters point,10,10,37.73884582519531,-122.39781188964844
2024-10-29 18:00:00,2024-10-29,18:00:00,2024,Tuesday,2024-10-30 21:46:00,143656307100,1436563,240682806,243043017,II,Initial,True,7100,Vandalism,Vandalism,"Vehicle, Tampering",Open or Active,"21st St , Florida St",23995000,Mission,Mission,9,9,37.75753784179688,-122.41053009033205
2023-01-11 07:15:00,2023-01-11,07:15:00,2023,Wednesday,2023-01-11 07:28:00,123341204014,1233412,230023674,230110524,II,Initial,True,4014,Assault,Aggravated Assault,"Assault, Aggravated, W/ Force",Open or Active,"London St , Persia Ave",21725000,Ingleside,Excelsior,11,11,37.72276306152344,-122.43521118164062
2024-05-18 17:44:00,2024-05-18,17:44:00,2024,Saturday,2024-05-18 17:44:00,139152303401,1391523,240295095,241392266,IS,Initial Supplement,True,3401,Robbery,Robbery - Commercial,"Shoplifting, Force against Agent",Cite or Arrest Adult,"Leavenworth St , Turk St",24934000,Tenderloin,Tenderloin,5,6,37.78279495239258,-122.41405487060548
2024-12-16 17:54:00,2024-12-16,17:54:00,2024,Monday,2024-12-19 09:25:00,144876906372,1448769,246162173,182202136,II,Coplogic Initial,True,6372,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, $50-$200",Open or Active,"24th St , Rhode Island St",23697000,Bayview,Potrero hill,10,10,37.75329208374024,-122.4014663696289
2025-01-25 17:29:00,2025-01-25,17:29:00,2025,Saturday,2025-01-25 17:36:00,145717364020,1457173,250049343,250252488,II,Initial,True,64020,Non-Criminal,Other,Mental Health Detention,Open or Active,"05th St , Mission St",24634000,Southern,South of market,6,6,37.78273010253906,-122.40647888183594
2024-08-30 14:30:00,2024-08-30,14:30:00,2024,Friday,2024-08-30 15:51:00,141977768020,1419777,240545505,242432151,II,Initial,True,68020,Miscellaneous Investigation,Miscellaneous Investigation,Miscellaneous Investigation,Open or Active,"Boutwell St , Industrial St , Loomis St",20779000,Bayview,Bayview hunters point,10,10,37.73832321166992,-122.40564727783205
2024-11-03 11:47:00,2024-11-03,11:47:00,2024,Sunday,2024-11-03 11:51:00,143740312100,1437403,240689937,243081447,II,Initial,True,12100,Weapons Carrying Etc,Weapons Offense,"Firearm, Possession of Loaded",Cite or Arrest Adult,"Harrison St , Oak Grove St",23930000,Southern,South of market,6,6,37.77814865112305,-122.40296173095705
2024-06-04 11:44:00,2024-06-04,11:44:00,2024,Tuesday,2024-06-04 14:50:00,139611704134,1396117,240350605,241562198,II,Initial,True,4134,Assault,Simple Assault,Battery,Open or Active,"Polk St , Sacramento St",25301000,Northern,Nob hill,3,3,37.79149627685547,-122.4208755493164
2018-01-03 16:31:00,2018-01-03,16:31:00,2018,Wednesday,2018-01-03 16:43:00,61978551040,619785,180007344,180032843,II,Initial,True,51040,Non-Criminal,Non-Criminal,Aided Case,Open or Active,"Haight St , Shrader St",26430000,Park,Haight ashbury,5,5,37.769378662109375,-122.45186614990234
2022-12-22 11:15:00,2022-12-22,11:15:00,2022,Thursday,2022-12-22 11:25:00,122695604136,1226956,220874807,223561223,II,Initial,True,4136,Assault,Simple Assault,Battery with Serious Injuries,Open or Active,"Bryant St , Morris St",23898000,Southern,South of market,6,6,37.77647018432617,-122.4019775390625
2018-02-09 10:30:00,2018-02-09,10:30:00,2018,Friday,2018-02-09 16:06:00,63370861030,633708,180108453,180402643,II,Initial,True,61030,Other,Other,"Death Report, Cause Unknown",Open or Active,"05th St , Clementina St",23939000,Southern,South of market,6,6,37.78070068359375,-122.40392303466795
2018-01-26 14:16:00,2018-01-26,14:16:00,2018,Friday,2018-01-26 16:30:00,62848006304,628480,180069639,180262306,II,Initial,True,6304,Larceny Theft,Larceny Theft - From Building,"Theft, From Building, >$950",Open or Active,"Divisadero St , Mcallister St",26067000,Northern,Western addition,5,5,37.777793884277344,-122.43836212158205
2019-02-16 02:30:00,2019-02-16,02:30:00,2019,Saturday,2019-02-16 02:50:00,77052904134,770529,190116430,190470333,II,Initial,True,4134,Assault,Simple Assault,Battery,Cite or Arrest Adult,"Minna St , Shaw Aly",24600000,Southern,Fisouth of marketcial district/south beach,6,6,37.78855514526367,-122.39801788330078
2018-10-27 10:30:00,2018-10-27,10:30:00,2018,Saturday,2018-10-27 10:30:00,73083114020,730831,180815410,183001274,II,Initial,True,14020,Sex Offense,Sex Offense,"Sex Offender, Failure To Register for Sexual Assault of Adult",Cite or Arrest Adult,"Boardman Pl , Bryant St",23914000,Southern,South of market,6,6,37.77516174316406,-122.40363311767578
2024-05-10 08:00:00,2024-05-10,08:00:00,2024,Friday,2024-05-15 18:27:00,139065406152,1390654,240306476,241362762,II,Initial,True,6152,Larceny Theft,Larceny Theft - Other,"Theft, From Person, $50-$200 (other than Pickpocket)",Open or Active,"Eddy St , Taylor St",24925000,Tenderloin,Tenderloin,5,6,37.784141540527344,-122.41094970703124
2018-02-07 10:00:00,2018-02-07,10:00:00,2018,Wednesday,2018-02-12 10:41:00,63469806303,634698,180114808,180431290,II,Initial,True,6303,Larceny Theft,Larceny Theft - From Building,"Theft, From Building, $200-$950",Open or Active,"Cole St , Haight St",26417000,Park,Haight ashbury,5,5,37.76958847045898,-122.4502182006836
2024-08-01 17:02:00,2024-08-01,17:02:00,2024,Thursday,2024-08-01 17:12:00,141157504134,1411575,240480763,242142061,II,Initial,True,4134,Assault,Simple Assault,Battery,Open or Active,"25th St , Illinois St",23548000,Bayview,Potrero hill,10,10,37.752891540527344,-122.38681030273438
2024-05-14 12:39:00,2024-05-14,12:39:00,2024,Tuesday,2024-05-14 12:39:00,139034403074,1390344,240303422,241351648,II,Initial,True,3074,Robbery,Robbery - Other,"Robbery, W/ Force",Open or Active,"25th St , Lilac St",24071000,Mission,Mission,9,9,37.750675201416016,-122.417724609375
