incident_datetime,incident_date,incident_time,incident_year,incident_day_of_week,report_datetime,row_id,incident_id,incident_number,computer_aided_dispatch_number,report_type_code,report_type_description,is_filed_online,incident_code,incident_category,incident_subcategory,incident_description,resolution,intersection,centerline_node_network,police_district,analysis_neighborhood,supervisor_district,supervisor_district_2012,latitude,longitude
2024-05-12 22:12:00,2024-05-12,22:12:00,2024,Sunday,2024-05-12 22:13:00,138989504013,1389895,240299520,241332662,II,Initial,True,4013,Assault,Aggravated Assault,"Assault, Aggravated, W/ Other Weapon",Open or Active,"Arelious Walker Dr , Fitzgerald Ave",33220000,Bayview,Bayview hunters point,10,10,37.7177963256836,-122.3856964111328
2019-01-07 10:25:00,2019-01-07,10:25:00,2019,Monday,2019-01-07 10:45:00,75676561030,756765,190015644,190071162,II,Initial,True,61030,Other,Other,"Death Report, Cause Unknown",Open or Active,"Dore St , Folsom St",24234000,Southern,South of market,6,6,37.773284912109375,-122.41222381591795
2018-07-21 14:23:00,2018-07-21,14:23:00,2018,Saturday,2018-07-21 14:23:00,69324609215,693246,180542635,182022043,II,Initial,True,9215,Forgery And Counterfeiting,Forgery And Counterfeiting,"Counterfeit Coins Or Notes, Possessing or Receiving",Open or Active,"03rd St , King St",23799000,Southern,Mission bay,6,6,37.77812576293945,-122.39183807373048
2023-12-06 12:30:00,2023-12-06,12:30:00,2023,Wednesday,2023-12-07 10:15:00,134523706244,1345237,230857069,233401697,IS,Initial Supplement,True,6244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,"Leavenworth St , Lombard St",25530000,Central,Russian hill,3,2,37.80220031738281,-122.41796875
2022-11-09 17:30:00,2022-11-09,17:30:00,2022,Wednesday,2022-11-09 23:51:00,121298905053,1212989,220772756,223133008,II,Initial,True,5053,Burglary,Burglary - Commercial,"Burglary, Store, Unlawful Entry",Open or Active,"20th St , Mission St",24144000,Mission,Mission,9,9,37.75863256660654,-122.41905260777229
2024-01-04 09:00:00,2024-01-04,09:00:00,2024,Thursday,2024-01-05 14:40:00,135341706242,1353417,240010809,240051907,II,Initial,True,6242,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, $50-$200",Open or Active,"Hamilton St , Wayland St",20869000,Bayview,Portola,9,9,37.724884033203125,-122.40902709960938
2018-10-31 21:00:00,2018-10-31,21:00:00,2018,Wednesday,2018-11-02 11:43:00,73326805013,733268,180832408,183060832,II,Initial,True,5013,Burglary,Burglary - Residential,"Burglary, Apartment House, Unlawful Entry",Open or Active,"Moultrie St , Powhattan Ave",21268000,Ingleside,Bernal heights,9,9,37.741607666015625,-122.41569519042967
2022-10-05 17:40:00,2022-10-05,17:40:00,2022,Wednesday,2022-10-06 08:11:00,120084603414,1200846,220685466,222790625,II,Initial,True,3414,Robbery,Robbery - Street,"Robbery, Att., Street or Public Place, W/ Force",Open or Active,"16th St , Mission St",24170000,Mission,Mission,9,9,37.76505133632968,-122.41966897380142
2018-11-29 09:30:00,2018-11-29,09:30:00,2018,Thursday,2018-11-29 09:52:00,74276003071,742760,180901122,183331069,II,Initial,True,3071,Robbery,Robbery - Other,"Robbery, W/ Gun",Open or Active,"Geary St , Grant Ave",24655000,Central,Fisouth of marketcial district/south beach,3,3,37.78776550292969,-122.40504455566406
2018-11-07 04:49:00,2018-11-07,04:49:00,2018,Wednesday,2018-11-07 04:50:00,73506651040,735066,180844873,183110306,II,Initial,True,51040,Non-Criminal,Non-Criminal,Aided Case,Open or Active,"24th St , Hampshire St",23954000,Mission,Mission,9,9,37.752906799316406,-122.40728759765624
2019-02-05 21:00:00,2019-02-05,21:00:00,2019,Tuesday,2019-02-06 09:58:00,76722106243,767221,190091729,190371147,II,Initial,True,6243,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, $200-$950",Open or Active,"Division St , Vermont St",23879000,Southern,Mission,6,10,37.76971435546875,-122.40499114990234
2022-08-16 11:15:00,2022-08-16,11:15:00,2022,Tuesday,2022-09-10 12:41:00,120681506244,1206815,226133031,222791728,IS,Coplogic Supplement,True,6244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,"Haight St , Shrader St",26430000,Park,Haight ashbury,5,5,37.76937866272304,-122.4518657283479
2018-10-12 10:15:00,2018-10-12,10:15:00,2018,Friday,2018-10-12 17:51:00,72577606244,725776,186236131,222791728,II,Coplogic Initial,True,6244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,"Bush St , Taylor St",24957000,Central,Nob hill,3,3,37.78974151611328,-122.41207885742188
2018-08-14 00:00:00,2018-08-14,00:00:00,2018,Tuesday,2018-08-19 11:06:00,70468707025,704687,180623122,182311232,VI,Vehicle Initial,True,7025,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Truck",Open or Active,"Lane St , Van Dyke Ave",20505000,Bayview,Bayview hunters point,10,10,37.72916030883789,-122.39241790771484
2022-10-24 20:00:00,2022-10-24,20:00:00,2022,Monday,2022-10-24 21:51:00,120776907021,1207769,220733269,222973370,VI,Vehicle Initial,True,7021,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",Open or Active,"Beaver St , Noe St",25809000,Mission,Castro/upper market,8,8,37.76506065111531,-122.43317863645372
2022-10-13 11:20:00,2022-10-13,11:20:00,2022,Thursday,2022-10-13 12:30:00,119672209320,1196722,220704094,222861518,II,Initial,True,9320,Fraud,Fraud,"Access Card, incl. Credit, Phone, ATM, Fraudulent Use of",Open or Active,"Lombard St , Hyde St",25565000,Central,Russian hill,3,2,37.80199486194488,-122.41961397441789
