incident_datetime,incident_date,incident_time,incident_year,incident_day_of_week,report_datetime,row_id,incident_id,incident_number,computer_aided_dispatch_number,report_type_code,report_type_description,is_filed_online,incident_code,incident_category,incident_subcategory,incident_description,resolution,intersection,centerline_node_network,police_district,analysis_neighborhood,supervisor_district,supervisor_district_2012,latitude,longitude
2018-03-09 20:00:00,2018-03-09,20:00:00,2018,Friday,2018-03-09 20:00:00,64421106364,644211,180156894,180681633,IS,Initial Supplement,True,6364,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, >$950",Cite or Arrest Adult,"Ellis St , Webster St",26585000,Northern,Western addition,5,5,37.78256988779636,-122.4307978821342
2018-07-18 06:30:00,2018-07-18,06:30:00,2018,Wednesday,2018-07-18 06:50:00,69190927195,691909,180532909,181990443,II,Initial,True,27195,Other Miscellaneous,Trespass,Trespassing,Open or Active,"Wiese St , 15th St",24179000,Mission,Mission,9,9,37.7666245156216,-122.42063784502452
2018-01-18 14:55:00,2018-01-18,14:55:00,2018,Thursday,2018-01-18 15:21:00,62534003494,625340,180047196,180182317,II,Initial,True,3494,Robbery,Robbery - Other,"Robbery,  ATM, Force, Att.",Open or Active,"New Montgomery St , Ambrose Bierce St",24611000,Central,Fisouth of marketcial district/south beach,6,6,37.78769894626064,-122.40080859571334
2018-01-28 21:00:00,2018-01-28,21:00:00,2018,Sunday,2018-01-30 23:09:00,63102771000,631027,186027491,193301102,II,Coplogic Initial,True,71000,Lost Property,Lost Property,Lost Property,Open or Active,"Clementina St , Gallagher Ln",24626000,Southern,South of market,6,6,37.78154754638672,-122.40284729003906
2019-11-09 18:56:00,2019-11-09,18:56:00,2019,Saturday,2019-11-09 19:18:00,86863328100,868633,190849465,193133288,II,Initial,True,28100,Malicious Mischief,Vandalism,"Malicious Mischief, Breaking Windows",Open or Active,"Brookdale Ave , Santos St",20432000,Ingleside,Visitacion valley,10,10,37.71193313598633,-122.41876220703124
2018-02-11 02:15:00,2018-02-11,02:15:00,2018,Sunday,2018-02-11 04:27:00,63422106154,634221,180112147,180420527,II,Initial,True,6154,Larceny Theft,Larceny Theft - Other,"Theft, From Person, >$950 (other than Pickpocket)",Open or Active,"Folsom St , Juniper St",24244000,Southern,South of market,6,6,37.772342681884766,-122.41342163085938
2020-01-12 16:05:00,2020-01-12,16:05:00,2020,Sunday,2020-01-13 09:28:00,90359906224,903599,206035372,193301102,II,Coplogic Initial,True,6224,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",Open or Active,"El Camino Del Mar , Legion Of Honor Dr",51489000,Richmond,Lincoln park,1,1,37.7856674194336,-122.50037384033205
2018-02-26 12:20:00,2018-02-26,12:20:00,2018,Monday,2018-02-26 14:20:00,63994675000,639946,180136567,180571719,IS,Initial Supplement,True,75000,Missing Person,Missing Person,Found Person,Open or Active,"Golden Gate Ave , Laguna St",25959000,Northern,Western addition,5,5,37.78019332885742,-122.42701721191406
2018-06-26 11:50:00,2018-06-26,11:50:00,2018,Tuesday,2018-06-26 11:51:00,68364863010,683648,180473949,181771512,II,Initial,True,63010,Warrant,Other,"Warrant Arrest, Local SF Warrant",Cite or Arrest Adult,"Thornton Ave , San Bruno Ave",33183000,Bayview,Portola,9,9,37.730318019697776,-122.40470639531522
2018-03-22 19:00:00,2018-03-22,19:00:00,2018,Thursday,2018-03-26 23:09:00,65089206244,650892,186070036,193301102,II,Coplogic Initial,True,6244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,"Pierce St , Post St",26615000,Northern,Japantown,5,5,37.78473606531529,-122.43636836004865
