incident_datetime,incident_date,incident_time,incident_year,incident_day_of_week,report_datetime,row_id,incident_id,incident_number,computer_aided_dispatch_number,report_type_code,report_type_description,is_filed_online,incident_code,incident_category,incident_subcategory,incident_description,resolution,intersection,centerline_node_network,police_district,analysis_neighborhood,supervisor_district,supervisor_district_2012,latitude,longitude
2022-08-11 17:44:00,2022-08-11,17:44:00,2022,Thursday,2022-08-11 17:44:00,118076327170,1180763,220538081,222232565,II,Initial,True,27170,Other Miscellaneous,Other,"Resisting, Delaying, or Obstructing  Peace Officer Duties",Open or Active,"Badger St , Cayuga Ave",21790000,Ingleside,Outer mission,11,8,37.73032818333781,-122.43385427555675
2022-10-23 15:18:00,2022-10-23,15:18:00,2022,Sunday,2022-10-23 15:18:00,120724007020,1207240,220728715,222960583,IS,Initial Supplement,True,7020,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen & Recovered",Open or Active,"Mendell St , Hudson Ave",20215000,Bayview,Bayview hunters point,10,10,37.73898304975426,-122.3863989064933
2022-08-15 07:59:00,2022-08-15,07:59:00,2022,Monday,2022-08-15 07:59:00,118213263010,1182132,220545973,222270888,II,Initial,True,63010,Warrant,Other,"Warrant Arrest, Local SF Warrant",Cite or Arrest Adult,"Saint Francis Blvd , San Fereddy St , Jones Stdo Way",22935000,Taraval,West of twin peaks,7,7,37.734786391682135,-122.46968665754456
2022-08-02 12:00:00,2022-08-02,12:00:00,2022,Tuesday,2022-08-08 23:37:00,117949406386,1179494,220530253,222203472,II,Initial,True,6386,Larceny Theft,Larceny Theft - Other,"Theft, Grand, of Firearm",Open or Active,"18th St , Texas St",23672000,Bayview,Potrero hill,10,10,37.762637925312205,-122.3955613099636
2024-02-10 17:42:00,2024-02-10,17:42:00,2024,Saturday,2024-02-10 17:44:00,136347428160,1363474,240090867,240412386,II,Initial,True,28160,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Vehicle",Open or Active,"26th St , Osage Aly",24086000,Mission,Mission,9,9,37.74900817871094,-122.41870880126952
2018-10-19 09:50:00,2018-10-19,09:50:00,2018,Friday,2018-10-19 12:22:00,72957906244,729579,186245198,222802108,II,Coplogic Initial,True,6244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,"Eddy St , Jones St",24902000,Richmond,Mission,6,6,37.768693131237804,-122.42405787447832
2018-08-14 15:30:00,2018-08-14,15:30:00,2018,Tuesday,2018-08-15 14:30:00,70324175030,703241,180545009,182031867,IS,Initial Supplement,True,75030,Case Closure,Case Closure,Case Closure,Cite or Arrest Adult,"San Jose Ave , Sergeant John V Young St",22101000,Ingleside,Outer mission,11,11,37.7249870300293,-122.4430694580078
2018-08-11 08:30:00,2018-08-11,08:30:00,2018,Saturday,2018-10-17 10:25:00,72707264060,727072,180787364,182901254,II,Initial,True,64060,Suspicious Occ,Suspicious Occ,Suspicious Act Towards Female,Open or Active,"Market St , South Van Ness Ave , Van Ness Ave",30748000,Southern,Mission,6,6,37.775146484375,-122.41925811767578
2022-11-11 12:00:00,2022-11-11,12:00:00,2022,Friday,2022-11-11 14:28:00,121359706244,1213597,220776526,223151856,II,Initial,True,6244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,"Ashbury St , Haight St",26338000,Park,Haight ashbury,5,5,37.77000760474354,-122.44693382058487
2023-01-01 18:10:00,2023-01-01,18:10:00,2023,Sunday,2023-01-01 18:10:00,123025407041,1230254,220833580,222802108,VS,Vehicle Supplement,True,7041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Open or Active,"Eddy St , Jones St",24902000,Out of SF,Mission,6,6,37.768693131237804,-122.42405787447832
2023-01-05 12:00:00,2023-01-05,12:00:00,2023,Thursday,2023-01-05 16:54:00,123158407025,1231584,230010994,230052192,VI,Vehicle Initial,True,7025,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Truck",Open or Active,"Santa Rosa Ave , Capistrano Ave",21802000,Ingleside,Outer mission,11,11,37.72786053209599,-122.43808472880306
2018-10-05 16:32:00,2018-10-05,16:32:00,2018,Friday,2018-12-28 11:42:00,75382306374,753823,186298391,222802108,II,Coplogic Initial,True,6374,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, >$950",Open or Active,"Belden St , Bush St",24722000,Central,Fimissioncial district/south beach,3,3,37.79080581665039,-122.40367126464844
2022-09-17 17:00:00,2022-09-17,17:00:00,2022,Saturday,2022-09-19 10:15:00,119547806244,1195478,226174085,222802108,II,Coplogic Initial,True,6244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,"Washington St , Cherry St",27572000,Richmond,Presidio heights,2,2,37.78867960449925,-122.45723393259075
