incident_datetime,incident_date,incident_time,incident_year,incident_day_of_week,report_datetime,row_id,incident_id,incident_number,computer_aided_dispatch_number,report_type_code,report_type_description,is_filed_online,incident_code,incident_category,incident_subcategory,incident_description,resolution,intersection,centerline_node_network,police_district,analysis_neighborhood,supervisor_district,supervisor_district_2012,latitude,longitude
2025-01-07 14:00:00,2025-01-07,14:00:00,2025,Tuesday,2025-01-09 10:43:00,145316574000,1453165,250017237,250091247,II,Initial,True,74000,Missing Person,Missing Adult,Missing Adult,Open or Active,"Clay St , Laguna St",26562000,Northern,Pacific heights,2,2,37.79133987426758,-122.42926788330078
2024-05-03 19:45:00,2024-05-03,19:45:00,2024,Friday,2024-05-03 20:25:00,138761004134,1387610,240279958,241243034,II,Initial,True,4134,Assault,Simple Assault,Battery,Open or Active,"Harold Ave , Ocean Ave",22217000,Taraval,West of twin peaks,11,7,37.723243713378906,-122.45310974121094
2024-05-23 15:25:00,2024-05-23,15:25:00,2024,Thursday,2024-05-23 15:35:00,139286303474,1392863,240323919,241442220,II,Initial,True,3474,Robbery,Robbery - Other,"Robbery, Att., W/ Force",Open or Active,"Chestnut St , Powell St",25455000,Central,North beach,3,3,37.80396270751953,-122.41158294677734
2018-01-26 19:00:00,2018-01-26,19:00:00,2018,Friday,2018-01-30 08:25:00,62983871000,629838,180079337,180300906,II,Initial,True,71000,Lost Property,Lost Property,Lost Property,Open or Active,"16th St , Wiese St",24180000,Mission,Mission,9,9,37.7650032043457,-122.42047882080078
2022-12-10 14:01:00,2022-12-10,14:01:00,2022,Saturday,2022-12-10 14:01:00,122310307041,1223103,220843012,223441533,VS,Vehicle Supplement,True,7041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Open or Active,"Jones St , Sutter St",24959000,Central,Nob hill,3,3,37.7885971069336,-122.41354370117188
2018-02-17 14:20:00,2018-02-17,14:20:00,2018,Saturday,2018-02-17 14:20:00,63670306304,636703,180113822,180423302,IS,Initial Supplement,True,6304,Larceny Theft,Larceny Theft - From Building,"Theft, From Building, >$950",Cite or Arrest Adult,"20th Ave , Buckingham Way , Winston Dr",33717000,Taraval,Lakeshore,7,7,37.73011779785156,-122.47593688964844
2024-08-22 13:12:00,2024-08-22,13:12:00,2024,Thursday,2024-08-22 13:12:00,141756007041,1417560,210255477,241720461,VS,Vehicle Supplement,True,7041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Open or Active,"06th St , Stevenson St",24908000,Out of SF,Mission,6,6,37.767891999416534,-122.424457682699
2018-10-09 12:28:00,2018-10-09,12:28:00,2018,Tuesday,2018-11-16 09:48:00,73847306372,738473,186264740,241720461,II,Coplogic Initial,True,6372,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, $50-$200",Open or Active,"16th St , Wiese St",24180000,Mission,Mission,9,9,37.7650032043457,-122.42047882080078
2018-01-01 11:06:00,2018-01-01,11:06:00,2018,Monday,2018-01-01 11:07:00,61897805013,618978,180001051,180011754,II,Initial,True,5013,Burglary,Burglary - Residential,"Burglary, Apartment House, Unlawful Entry",Cite or Arrest Adult,"11th St , Minna St",24363000,Southern,South of market,6,6,37.77390670776367,-122.41657257080078
2022-09-10 09:00:00,2022-09-10,09:00:00,2022,Saturday,2022-09-21 16:37:00,119590406374,1195904,226175005,241720461,II,Coplogic Initial,True,6374,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, >$950",Open or Active,"Baker St , Bay St",27007000,Northern,Marina,2,2,37.80141830444336,-122.446533203125
