incident_datetime,incident_date,incident_time,incident_year,incident_day_of_week,report_datetime,row_id,incident_id,incident_number,computer_aided_dispatch_number,report_type_code,report_type_description,is_filed_online,incident_code,incident_category,incident_subcategory,incident_description,resolution,intersection,centerline_node_network,police_district,analysis_neighborhood,supervisor_district,supervisor_district_2012,latitude,longitude
2022-03-06 14:00:00,2022-03-06,14:00:00,2022,Sunday,2022-03-06 15:43:00,112834003074,1128340,220150447,220652022,II,Initial,True,3074,Robbery,Robbery - Other,"Robbery, W/ Force",Cite or Arrest Adult,"19th Ave , Taraval St",23183000,Taraval,Sunset/parkside,7,4,37.7430534362793,-122.47564697265624
2019-02-09 15:30:00,2019-02-09,15:30:00,2019,Saturday,2019-02-09 17:36:00,76832606113,768326,190100289,190402620,II,Initial,True,6113,Larceny Theft,Larceny Theft - Pickpocket,"Theft, Pickpocket, $200-$950",Open or Active,"Eddy St , Powell St",50350000,Tenderloin,Tenderloin,3,3,37.784698486328125,-122.40769958496094
2018-10-08 10:14:00,2018-10-08,10:14:00,2018,Monday,2018-10-21 17:04:00,73040671000,730406,186247069,220702133,II,Coplogic Initial,True,71000,Lost Property,Lost Property,Lost Property,Open or Active,"04th St , Mission St",24918000,Out of SF,Mission,6,6,37.76846552147971,-122.42339283689336
2023-01-15 09:30:00,2023-01-15,09:30:00,2023,Sunday,2023-01-15 10:51:00,123481006244,1234810,230033899,230151079,II,Initial,True,6244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,"Baker St , Bay St",27010000,Northern,Marina,2,2,37.801788330078125,-122.44660949707033
2023-01-10 11:30:00,2023-01-10,11:30:00,2023,Tuesday,2023-01-10 13:45:00,123307906244,1233079,230021963,230101769,II,Initial,True,6244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,"Hyde St , Jefferson St",25600000,Central,Russian hill,2,2,37.80759048461914,-122.42074584960938
2022-01-28 08:55:00,2022-01-28,08:55:00,2022,Friday,2022-01-28 09:05:00,111604304134,1116043,220061640,220280714,II,Initial,True,4134,Assault,Simple Assault,Battery,Cite or Arrest Adult,"Golden Gate Ave , Jones St",24326000,Tenderloin,Tenderloin,5,6,37.782073974609375,-122.41222381591795
2023-03-11 11:00:00,2023-03-11,11:00:00,2023,Saturday,2023-03-11 19:35:00,125303606244,1253036,230173768,230702811,II,Initial,True,6244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,"Broadway , Davis St",24798000,Central,Fimissioncial district/south beach,3,3,37.79888153076172,-122.39869689941406
2022-05-18 01:39:00,2022-05-18,01:39:00,2022,Wednesday,2022-05-18 01:44:00,115138328100,1151383,220323804,221380137,II,Initial,True,28100,Malicious Mischief,Vandalism,"Malicious Mischief, Breaking Windows",Cite or Arrest Adult,"Golden Gate Ave , Polk St",24463000,Tenderloin,Tenderloin,5,6,37.78123474121094,-122.41880798339844
2023-01-06 12:33:00,2023-01-06,12:33:00,2023,Friday,2023-01-06 12:33:00,123181016220,1231810,230012542,230061500,II,Initial,True,16220,Drug Offense,Drug Violation,"Opiates, Possession For Sale",Cite or Arrest Adult,"Eddy St , Polk St",25176000,Northern,Tenderloin,5,6,37.78310012817383,-122.41918182373048
2022-05-22 17:00:00,2022-05-22,17:00:00,2022,Sunday,2022-05-29 14:06:00,115558207020,1155582,220352079,221491584,VI,Vehicle Initial,True,7020,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen & Recovered",Open or Active,"21st St , Lexington St",24121000,Mission,Mission,9,9,37.75695037841797,-122.42034149169922
