incident_datetime,incident_date,incident_time,incident_year,incident_day_of_week,report_datetime,row_id,incident_id,incident_number,computer_aided_dispatch_number,report_type_code,report_type_description,is_filed_online,incident_code,incident_category,incident_subcategory,incident_description,resolution,intersection,centerline_node_network,police_district,analysis_neighborhood,supervisor_district,supervisor_district_2012,latitude,longitude
2020-08-08 16:00:00,2020-08-08,16:00:00,2020,Saturday,2020-08-08 19:56:00,95632106244,956321,206126062,213220855,II,Coplogic Initial,True,6244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,"Ellis St , Mason St",24900000,Tenderloin,Tenderloin,5,6,37.785282135009766,-122.40950012207033
2024-01-17 20:00:00,2024-01-17,20:00:00,2024,Wednesday,2024-01-24 16:03:00,135882407021,1358824,240052607,240242197,VI,Vehicle Initial,True,7021,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",Open or Active,"16th Ave , Fulton St",27453000,Richmond,Outer richmond,1,1,37.77301025390625,-122.47454833984376
2020-06-09 19:23:00,2020-06-09,19:23:00,2020,Tuesday,2020-06-09 19:23:00,93415812168,934158,200349187,201612989,II,Initial,True,12168,Weapons Carrying Etc,Weapons Offense,"Firearm, Loaded, in Vehicle, Possession or Use",Cite or Arrest Adult,"Dr Carlton B Goodlett Pl , Mcallister St , Polk St",24462000,Northern,Tenderloin,5,6,37.7802619934082,-122.4186019897461
2020-02-05 12:59:00,2020-02-05,12:59:00,2020,Wednesday,2020-02-05 12:59:00,89946107041,899461,200088755,200361981,VS,Vehicle Supplement,True,7041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Open or Active,"Hawes St , Shafter Ave",20119000,Bayview,Bayview hunters point,10,10,37.72679901123047,-122.38324737548828
2024-01-05 17:23:00,2024-01-05,17:23:00,2024,Friday,2024-01-05 17:25:00,135348903013,1353489,240011318,240052415,II,Initial,True,3013,Robbery,Robbery - Street,"Robbery, Street or Public Place, W/ Other Weapon",Open or Active,"12th St , Mission St , Otis St , South Van Ness Ave",24388000,Southern,Mission,6,6,37.77305221557617,-122.41861724853516
2020-05-08 08:00:00,2020-05-08,08:00:00,2020,Friday,2020-05-18 14:15:00,92836106374,928361,206081682,213220855,II,Coplogic Initial,True,6374,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, >$950",Open or Active,"Baker St , Grove St",26352000,Park,Lone mountain/usf,5,5,37.77550506591797,-122.44129943847656
2020-10-18 11:00:00,2020-10-18,11:00:00,2020,Sunday,2020-10-19 21:30:00,97191206372,971912,206147773,213220855,II,Coplogic Initial,True,6372,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, $50-$200",Open or Active,"Turk St , Webster St",25972000,Northern,Western addition,5,5,37.78071594238281,-122.43042755126952
2021-07-29 13:18:00,2021-07-29,13:18:00,2021,Thursday,2021-07-29 13:18:00,105497216652,1054972,210480050,212101630,II,Initial,True,16652,Drug Offense,Drug Violation,"Methamphetamine, Possession For Sale",Cite or Arrest Adult,"Mission St , Laskie St",24314000,Southern,South of market,6,6,37.776707686920346,-122.41410689674208
2022-09-26 04:03:00,2022-09-26,04:03:00,2022,Monday,2022-09-26 09:57:00,119730905073,1197309,220658407,222690957,II,Initial,True,5073,Burglary,Burglary - Other,"Burglary, Other Bldg., Unlawful Entry",Open or Active,"Eddy St , Van Ness Ave",25186000,Northern,Tenderloin,5,6,37.78289412114938,-122.42081700428416
2021-10-28 10:37:00,2021-10-28,10:37:00,2021,Thursday,2021-10-28 10:37:00,108562407041,1085624,210635120,213011051,VS,Vehicle Supplement,True,7041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Open or Active,"Orizaba Ave , Sagamore St",22469000,Taraval,Oceanview/merced/ingleside,11,11,37.71137030068488,-122.46257005228485
2020-01-27 19:50:00,2020-01-27,19:50:00,2020,Monday,2020-01-27 19:53:00,89641303071,896413,200067997,200273277,II,Initial,True,3071,Robbery,Robbery - Other,"Robbery, W/ Gun",Open or Active,"Duncombe Aly , Jackson St",30721000,Central,Chinatown,3,3,37.7959098815918,-122.40756225585938
2021-09-19 03:22:00,2021-09-19,03:22:00,2021,Sunday,2021-09-19 03:22:00,107192665015,1071926,210606767,212620404,II,Initial,True,65015,Other Miscellaneous,Other,"Driving, No License Issued",Cite or Arrest Adult,"Clara St , 06th St",23922000,Southern,South of market,6,6,37.777699658507856,-122.4046055071112
2021-10-23 23:00:00,2021-10-23,23:00:00,2021,Saturday,2021-10-23 23:05:00,108403807041,1084038,210696263,212963573,VI,Vehicle Initial,True,7041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Open or Active,"Gladstone Dr , Cambridge St",20999000,Ingleside,Portola,11,9,37.73146321390061,-122.42018514148504
2024-01-31 16:10:00,2024-01-31,16:10:00,2024,Wednesday,2024-01-31 16:39:00,136083764020,1360837,240069260,240312182,II,Initial,True,64020,Non-Criminal,Other,Mental Health Detention,Open or Active,"14th St , Sanchez St",25977000,Park,Castro/upper market,8,8,37.76759338378906,-122.43119049072266
2020-07-30 18:00:00,2020-07-30,18:00:00,2020,Thursday,2020-08-01 10:48:00,94904428100,949044,200460012,202140926,II,Initial,True,28100,Malicious Mischief,Vandalism,"Malicious Mischief, Breaking Windows",Open or Active,"16th St , Missouri St",23787000,Southern,Mission bay,10,10,37.76642990112305,-122.39689636230467
2022-05-10 17:04:00,2022-05-10,17:04:00,2022,Tuesday,2022-05-10 17:04:00,114912672000,1149126,220306151,221302226,II,Initial,True,72000,Non-Criminal,Non-Criminal,Found  Property,Open or Active,"Ashbury St , Clifford Ter",32830000,Park,Haight ashbury,8,8,37.76418782169413,-122.44607364963916
2021-10-20 07:50:00,2021-10-20,07:50:00,2021,Wednesday,2021-10-20 08:14:00,108264804134,1082648,210687444,212930684,II,Initial,True,4134,Assault,Simple Assault,Battery,Open or Active,"Castro St , Duboce Ave",26005000,Park,Haight ashbury,8,8,37.76905845294093,-122.43579421432648
2022-01-18 19:27:00,2022-01-18,19:27:00,2022,Tuesday,2022-01-26 11:38:00,111544464070,1115444,220057570,220261233,II,Initial,True,64070,Suspicious Occ,Suspicious Occ,Suspicious Occurrence,Open or Active,"Taylor St , Sutter St",24958000,Central,Nob hill,3,3,37.78880754257507,-122.41188565874673
2021-10-17 07:30:00,2021-10-17,07:30:00,2021,Sunday,2021-10-21 13:20:00,108317907021,1083179,210690378,212941422,VI,Vehicle Initial,True,7021,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",Open or Active,"Tapia Dr , Pinto Ave",23096000,Taraval,Lakeshore,7,7,37.72039897116088,-122.48135379506492
