incident_datetime,incident_date,incident_time,incident_year,incident_day_of_week,report_datetime,row_id,incident_id,incident_number,computer_aided_dispatch_number,report_type_code,report_type_description,is_filed_online,incident_code,incident_category,incident_subcategory,incident_description,resolution,intersection,centerline_node_network,police_district,analysis_neighborhood,supervisor_district,supervisor_district_2012,latitude,longitude
2021-09-06 21:02:00,2021-09-06,21:02:00,2021,Monday,2021-09-06 21:08:00,106777264020,1067772,210575548,212492980,II,Initial,True,64020,Non-Criminal,Other,Mental Health Detention,Open or Active,"18th St , Castro St",25813000,Mission,Castro/upper market,8,8,37.76088893209152,-122.4350007026991
2021-07-22 12:29:00,2021-07-22,12:29:00,2021,Thursday,2021-07-22 13:24:00,105301019089,1053010,210463777,212031654,II,Initial,True,19089,Disorderly Conduct,Other,Incident On School Grounds,Open or Active,"Geneva Ave , Louisburg St",22188000,Ingleside,Oceanview/merced/ingleside,11,7,37.72175241158197,-122.44929574336275
2019-06-09 21:45:00,2019-06-09,21:45:00,2019,Sunday,2019-06-10 08:50:00,81108406244,811084,196113193,212422884,II,Coplogic Initial,True,6244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,"06th St , Mission St",24968000,Richmond,Mission,6,6,37.76940584290422,-122.42478083309906
2023-10-31 22:30:00,2023-10-31,22:30:00,2023,Tuesday,2023-11-01 06:18:00,133354728100,1333547,230779463,233050419,II,Initial,True,28100,Malicious Mischief,Vandalism,"Malicious Mischief, Breaking Windows",Open or Active,"Chestnut St , Steiner St",26771000,Northern,Marina,2,2,37.80060958862305,-122.4378890991211
2019-08-25 09:37:00,2019-08-25,09:37:00,2019,Sunday,2019-09-05 08:00:00,84320775030,843207,190644425,192422176,IS,Initial Supplement,True,75030,Case Closure,Case Closure,Case Closure,Unfounded,"Mission St , Virginia Ave",21331000,Ingleside,Bernal heights,9,9,37.74312210083008,-122.4214859008789
2023-08-16 02:40:00,2023-08-16,02:40:00,2023,Wednesday,2023-08-16 02:53:00,130786106234,1307861,230579699,232280182,II,Initial,True,6234,Larceny Theft,Larceny - Auto Parts,"Theft, Vehicle Strip, >$950",Open or Active,"38th Ave , Ulloa St",23382000,Taraval,Sunset/parkside,4,4,37.74028396606445,-122.49591827392578
2021-10-30 17:51:00,2021-10-30,17:51:00,2021,Saturday,2021-11-29 08:31:00,109652006362,1096520,210786739,213330672,II,Initial,True,6362,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, $50-$200",Open or Active,"04th St , Minna St",24631000,Southern,Fimissioncial district/south beach,6,6,37.78404443715923,-122.40371175457705
2021-11-02 12:11:00,2021-11-02,12:11:00,2021,Tuesday,2021-11-30 06:43:00,109683806361,1096838,210789335,213340455,II,Initial,True,6361,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, <$50",Open or Active,"04th St , Minna St",24631000,Southern,Fimissioncial district/south beach,6,6,37.78404443715923,-122.40371175457705
2019-08-09 11:00:00,2019-08-09,11:00:00,2019,Friday,2019-08-09 11:30:00,83257007041,832570,190477840,191831171,VS,Vehicle Supplement,True,7041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Open or Active,"Boutwell St , Industrial St , Loomis St",20779000,Bayview,Bayview hunters point,10,10,37.73832321166992,-122.40564727783205
2023-02-19 17:00:00,2023-02-19,17:00:00,2023,Sunday,2023-02-19 18:59:00,126754906244,1267549,236030712,212422884,II,Coplogic Initial,True,6244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,"Fillmore St , Sutter St",26607000,Northern,Pacific heights,5,5,37.78608703613281,-122.43327331542967
2019-10-03 10:30:00,2019-10-03,10:30:00,2019,Thursday,2019-10-17 10:15:00,85932610125,859326,171008296,173473204,IS,Initial Supplement,True,10125,Fraud,Fraud,"Theft, False Pretenses, Felony",Exceptional Adult,"Chestnut St , Steiner St",26771000,Northern,Marina,2,2,37.80060958862305,-122.4378890991211
2021-07-10 03:00:00,2021-07-10,03:00:00,2021,Saturday,2021-07-10 13:13:00,105064906314,1050649,216093172,212422884,II,Coplogic Initial,True,6314,Larceny Theft,Larceny Theft - Bicycle,"Theft, Bicycle, >$950",Open or Active,"03rd St , Mission Bay Blvd",34159000,Southern,Mission bay,6,6,37.77110995195781,-122.38952660390618
2021-10-16 15:00:00,2021-10-16,15:00:00,2021,Saturday,2021-10-21 11:54:00,108313128160,1083131,210690083,212941410,II,Initial,True,28160,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Vehicle",Open or Active,"06th St , Minna St",24285000,Southern,South of market,6,6,37.7805353858225,-122.40816079455212
2021-08-22 16:40:00,2021-08-22,16:40:00,2021,Sunday,2021-08-22 18:27:00,106276106244,1062761,210538029,212342594,II,Initial,True,6244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,"Geary Blvd , Presidio Ave",26834000,Richmond,Lone mountain/usf,2,2,37.782488031626265,-122.4458205129012
2023-09-20 09:18:00,2023-09-20,09:18:00,2023,Wednesday,2023-09-20 09:20:00,132081863010,1320818,190747126,232631050,IS,Initial Supplement,True,63010,Warrant,Other,"Warrant Arrest, Local SF Warrant",Cite or Arrest Adult,"Continuum Way , Golden Gate Ave",24932000,Tenderloin,Tenderloin,5,6,37.78175735473633,-122.41468048095705
2021-10-19 12:24:00,2021-10-19,12:24:00,2021,Tuesday,2021-10-19 13:24:00,108235564015,1082355,210685119,212921744,II,Initial,True,64015,Non-Criminal,Other,"Aided Case, Injured or Sick Person",Open or Active,"39th Ave , Clement St",27899000,Richmond,Lincoln park,1,1,37.781327195293386,-122.4998705718611
2021-08-03 06:53:00,2021-08-03,06:53:00,2021,Tuesday,2021-08-03 06:53:00,105659105041,1056591,210491007,212150493,II,Initial,True,5041,Burglary,Burglary - Residential,"Burglary, Residence, Forcible Entry",Cite or Arrest Adult,"Kansas St , 19th St",23760000,Bayview,Potrero hill,10,10,37.7608921280721,-122.40317091731887
2023-08-28 12:00:00,2023-08-28,12:00:00,2023,Monday,2023-08-30 19:39:00,131337606244,1313376,236164941,212422884,II,Coplogic Initial,True,6244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,"Martin Luther King Jr Dr , Stow Lake Dr",27442000,Richmond,Golden gate park,7,5,37.76705551147461,-122.47328186035156
2021-11-11 08:00:00,2021-11-11,08:00:00,2021,Thursday,2021-11-26 14:25:00,109545609250,1095456,210780220,213301523,II,Initial,True,9250,Fraud,Fraud,Fraudulent Use Of Automated Teller Card,Open or Active,"York St , 22nd St",23970000,Mission,Mission,9,9,37.756054713668725,-122.40849924216332
2023-09-08 07:00:00,2023-09-08,07:00:00,2023,Friday,2023-09-08 12:15:00,131648071013,1316480,230643391,232511492,VI,Vehicle Initial,True,71013,Larceny Theft,Theft From Vehicle,"License Plate, Stolen",Open or Active,"Arkansas St , Mariposa St",23683000,Bayview,Potrero hill,10,10,37.76373672485352,-122.3985824584961
2022-06-26 01:00:00,2022-06-26,01:00:00,2022,Sunday,2022-06-26 01:16:00,116551471000,1165514,226108874,212422884,II,Coplogic Initial,True,71000,Lost Property,Lost Property,Lost Property,Open or Active,"Hartford St , 17th St",25793000,Mission,Castro/upper market,8,8,37.76255082381586,-122.43406238857597
2021-07-08 14:00:00,2021-07-08,14:00:00,2021,Thursday,2021-07-08 14:06:00,104833404134,1048334,210429939,211891828,II,Initial,True,4134,Assault,Simple Assault,Battery,Open or Active,"Loomis St , Oakdale Ave",20813000,Bayview,Bayview hunters point,10,10,37.74252073319404,-122.40430629342
2021-08-20 15:43:00,2021-08-20,15:43:00,2021,Friday,2021-08-20 16:19:00,106224828164,1062248,210533320,212322288,II,Initial,True,28164,Malicious Mischief,Vandalism,Vandalism or Graffiti on or within 100 ft of Highway,Open or Active,"16th St , Mission St",24170000,Mission,Mission,9,9,37.76505133632968,-122.41966897380142
2021-08-24 09:28:00,2021-08-24,09:28:00,2021,Tuesday,2021-08-24 09:30:00,106331006362,1063310,210541715,212360844,II,Initial,True,6362,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, $50-$200",Cite or Arrest Adult,"23rd St , Mission St",24094000,Mission,Mission,9,9,37.753836586731786,-122.4185939462998
2020-07-16 03:36:00,2020-07-16,03:36:00,2020,Thursday,2020-07-17 10:43:00,94446405071,944464,200427357,201991060,II,Initial,True,5071,Burglary,Burglary - Other,"Burglary, Other Bldg., Forcible Entry",Open or Active,"Carmelita St , Waller St",25998000,Park,Haight ashbury,8,8,37.77064514160156,-122.43440246582033
