incident_datetime,incident_date,incident_time,incident_year,incident_day_of_week,report_datetime,row_id,incident_id,incident_number,computer_aided_dispatch_number,report_type_code,report_type_description,is_filed_online,incident_code,incident_category,incident_subcategory,incident_description,resolution,intersection,centerline_node_network,police_district,analysis_neighborhood,supervisor_district,supervisor_district_2012,latitude,longitude
2025-01-19 22:00:00,2025-01-19,22:00:00,2025,Sunday,2025-01-21 09:08:00,145626806244,1456268,256005814,212197188,IS,Coplogic Supplement,True,6244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,"Ellis St , Steiner St",26593000,Northern,Western addition,5,5,37.78215026855469,-122.43415832519533
2024-01-21 22:24:00,2024-01-21,22:24:00,2024,Sunday,2025-01-21 23:22:00,145623616662,1456236,250041634,250213533,II,Initial,True,16662,Drug Offense,Drug Violation,"Controlled Substance, Possession For Sale",Cite or Arrest Adult,"Eddy St , Hyde St",25138000,Tenderloin,Tenderloin,5,6,37.78351593017578,-122.41588592529295
2025-01-21 15:53:00,2025-01-21,15:53:00,2025,Tuesday,2025-01-21 15:53:00,145620264020,1456202,250040971,250212262,II,Initial,True,64020,Non-Criminal,Other,Mental Health Detention,Open or Active,"16th St , Albion St",25699000,Mission,Mission,9,8,37.76484298706055,-122.42311096191406
2025-01-22 06:30:00,2025-01-22,06:30:00,2025,Wednesday,2025-01-22 06:50:00,145628504013,1456285,250041907,250220453,II,Initial,True,4013,Assault,Aggravated Assault,"Assault, Aggravated, W/ Other Weapon",Open or Active,"Ellis St , Jones St",24936000,Tenderloin,Tenderloin,5,6,37.78486633300781,-122.41278076171876
2025-01-20 22:40:00,2025-01-20,22:40:00,2025,Monday,2025-01-20 22:45:00,145600927195,1456009,250039639,250203219,II,Initial,True,27195,Other Miscellaneous,Trespass,Trespassing,Cite or Arrest Adult,"California St , Drumm St",30049000,Central,Fimissioncial district/south beach,3,3,37.79366302490234,-122.39639282226562
2025-01-21 13:31:00,2025-01-21,13:31:00,2025,Tuesday,2025-01-21 13:31:00,145612030190,1456120,250040658,250211797,II,Initial,True,30190,Other Offenses,Other,Municipal Police Code Violation (general),Cite or Arrest Adult,"Ellis St , Hyde St",25144000,Tenderloin,Tenderloin,5,6,37.78445053100586,-122.41606903076172
2025-01-18 07:00:00,2025-01-18,07:00:00,2025,Saturday,2025-01-22 12:37:00,145632328010,1456323,250042400,250221536,II,Initial,True,28010,Malicious Mischief,Other,"Animal, Cruelty to",Open or Active,"Wayland St , Yale St",20936000,Bayview,Portola,9,9,37.72308349609375,-122.41592407226562
2025-01-21 19:20:00,2025-01-21,19:20:00,2025,Tuesday,2025-01-21 21:14:00,145623064070,1456230,250041496,250213241,II,Initial,True,64070,Suspicious Occ,Suspicious Occ,Suspicious Occurrence,Open or Active,"Mission St , Onondaga Ave",21751000,Ingleside,Excelsior,11,11,37.72116470336914,-122.43746185302734
2025-01-22 12:49:00,2025-01-22,12:49:00,2025,Wednesday,2025-01-22 13:00:00,145635106363,1456351,250042579,250221586,II,Initial,True,6363,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, $200-$950",Open or Active,"24th St , Potrero Ave",23953000,Mission,Mission,10,10,37.75300216674805,-122.40633392333984
2024-11-30 14:12:00,2024-11-30,14:12:00,2024,Saturday,2025-01-21 15:40:00,145615206154,1456152,240742284,212197188,IS,Initial Supplement,True,6154,Larceny Theft,Larceny Theft - Other,"Theft, From Person, >$950 (other than Pickpocket)",Open or Active,"Mission St , Ruth St",21746000,Ingleside,Outer mission,11,11,37.72304534912109,-122.43604278564452
2019-06-09 15:00:00,2019-06-09,15:00:00,2019,Sunday,2019-06-09 18:40:00,80989007021,809890,190415185,191603045,VI,Vehicle Initial,True,7021,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",Open or Active,"Laguna St , Marina Blvd",26759000,Northern,Marina,2,2,37.8051986694336,-122.43209075927734
2025-01-22 11:50:00,2025-01-22,11:50:00,2025,Wednesday,2025-01-22 11:50:00,145633407041,1456334,240800939,250221381,VS,Vehicle Supplement,True,7041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Open or Active,"Bacon St , Holyoke St",20890000,Bayview,Portola,9,9,37.726341247558594,-122.40853881835938
2025-01-20 22:20:00,2025-01-20,22:20:00,2025,Monday,2025-01-20 22:26:00,145600303424,1456003,250039617,250203179,II,Initial,True,3424,Robbery,Robbery - Commercial,"Robbery, Att., Comm. Establ., W/ Force",Open or Active,"Grant Ave , Union St",25343000,Central,North beach,3,3,37.80063629150391,-122.40758514404295
2025-01-20 23:00:00,2025-01-20,23:00:00,2025,Monday,2025-01-21 00:56:00,145601411012,1456014,250039695,250210076,II,Initial,True,11012,Stolen Property,Stolen Property,"Stolen Property, Possession with Knowledge, Receiving",Cite or Arrest Adult,"18th St , Castro St",25813000,Mission,Castro/upper market,8,8,37.760887145996094,-122.43499755859376
2025-01-21 05:58:00,2025-01-21,05:58:00,2025,Tuesday,2025-01-21 06:02:00,145606019057,1456060,250039899,250210384,II,Initial,True,19057,Disorderly Conduct,Intimidation,Terrorist Threats,Open or Active,"Mariposa St , Pennsylvania Ave",23655000,Northern,Potrero hill,10,10,37.76402282714844,-122.39373016357422
2025-01-22 02:49:00,2025-01-22,02:49:00,2025,Wednesday,2025-01-22 02:49:00,145624607041,1456246,250012027,212197188,VS,Vehicle Supplement,True,7041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Open or Active,"06th St , Mission St",24933000,Out of SF,Mission,6,6,37.76780449781295,-122.42287301812561
2025-01-22 16:45:00,2025-01-22,16:45:00,2025,Wednesday,2025-01-22 16:45:00,145641063010,1456410,230787789,250222364,IS,Initial Supplement,True,63010,Warrant,Other,"Warrant Arrest, Local SF Warrant",Cite or Arrest Adult,"Bay Shore Blvd , Cortland Ave",21023000,Bayview,Bayview hunters point,10,10,37.73956680297852,-122.40697479248048
2025-01-21 18:50:00,2025-01-21,18:50:00,2025,Tuesday,2025-01-21 19:16:00,145619628100,1456196,250041305,250212914,II,Initial,True,28100,Malicious Mischief,Vandalism,"Malicious Mischief, Breaking Windows",Open or Active,"14th Ti St , Avenue I",34114000,Southern,Treasure island,6,6,37.82954788208008,-122.37142944335938
2025-01-18 22:00:00,2025-01-18,22:00:00,2025,Saturday,2025-01-19 22:38:00,145638606244,1456386,256005723,212197188,II,Coplogic Initial,True,6244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,"06th St , Mission St",24933000,Northern,Mission,6,6,37.76780449781295,-122.42287301812561
2025-01-20 16:50:00,2025-01-20,16:50:00,2025,Monday,2025-01-20 17:05:00,145603206126,1456032,250039037,250202302,II,Initial,True,6126,Larceny Theft,Larceny Theft - Other,Theft of Computers or Cell Phones,Open or Active,"Ofarrell St , Powell St",24904000,Central,Tenderloin,3,3,37.78641128540039,-122.40803527832033
2023-07-09 03:00:00,2023-07-09,03:00:00,2023,Sunday,2023-07-09 06:01:00,145636004138,1456360,230474867,231900502,IS,Initial Supplement,True,4138,Assault,Simple Assault,"Battery, former Spouse or Dating Relationship",Cite or Arrest Adult,"Ceres St , Thornton Ave",20522000,Bayview,Bayview hunters point,10,10,37.73092651367188,-122.39415740966795
