incident_datetime,incident_date,incident_time,incident_year,incident_day_of_week,report_datetime,row_id,incident_id,incident_number,computer_aided_dispatch_number,report_type_code,report_type_description,is_filed_online,incident_code,incident_category,incident_subcategory,incident_description,resolution,intersection,centerline_node_network,police_district,analysis_neighborhood,supervisor_district,supervisor_district_2012,latitude,longitude
2019-01-08 12:27:00,2019-01-08,12:27:00,2019,Tuesday,2019-01-08 12:37:00,75705664020,757056,190018416,190081559,II,Initial,True,64020,Non-Criminal,Other,Mental Health Detention,Open or Active,"Welsh St , 05th St",23888000,Southern,South of market,6,6,37.77737199450485,-122.39976258647586
2019-05-18 10:30:00,2019-05-18,10:30:00,2019,Saturday,2019-05-18 13:13:00,80245806244,802458,196096862,191663095,II,Coplogic Initial,True,6244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,"Webster St , Post St",26591000,Northern,Japantown,5,5,37.78537264618818,-122.43136639807877
2020-11-10 15:00:00,2020-11-10,15:00:00,2020,Tuesday,2020-11-10 19:03:00,97730605021,977306,200680254,203152780,II,Initial,True,5021,Burglary,Burglary - Residential,"Burglary, Flat, Forcible Entry",Open or Active,"15th St , Castro St",25824000,Park,Castro/upper market,8,8,37.76572799682617,-122.43547058105467
2019-05-17 15:00:00,2019-05-17,15:00:00,2019,Friday,2019-05-17 15:03:00,80195904134,801959,190353745,191372292,II,Initial,True,4134,Assault,Simple Assault,Battery,Open or Active,"36th Ave , Spreckels Lake Dr",27823000,Richmond,Golden gate park,1,1,37.77166582234381,-122.49569657160394
2020-12-19 22:00:00,2020-12-19,22:00:00,2020,Saturday,2020-12-20 07:41:00,98858374000,988583,200755841,203502733,IS,Initial Supplement,True,74000,Missing Person,Missing Adult,Missing Adult,Open or Active,"La Salle Ave , Lindsay Cir",33635000,Bayview,Bayview hunters point,10,10,37.73493194580078,-122.38607025146484
2018-08-20 16:45:00,2018-08-20,16:45:00,2018,Monday,2018-08-23 09:22:00,70621706126,706217,180634486,182351073,II,Initial,True,6126,Larceny Theft,Larceny Theft - Other,Theft of Computers or Cell Phones,Open or Active,"20th Ave , Buckingham Way , Winston Dr",33717000,Taraval,Lakeshore,7,7,37.73011880465789,-122.47593733565002
2019-06-10 16:16:00,2019-06-10,16:16:00,2019,Monday,2019-06-10 21:59:00,81067671000,810676,196112991,191663095,II,Coplogic Initial,True,71000,Lost Property,Lost Property,Lost Property,Open or Active,"Wisconsin St , 20th St",23734000,Bayview,Potrero hill,10,10,37.75985052037038,-122.399181612888
2020-10-17 01:30:00,2020-10-17,01:30:00,2020,Saturday,2020-10-17 04:50:00,97026405083,970264,200625755,202910398,VI,Vehicle Initial,True,5083,Burglary,Burglary - Hot Prowl,"Burglary, Hot Prowl, Unlawful Entry",Open or Active,"Ellis St , Polk St",25178000,Tenderloin,Tenderloin,5,6,37.78403091430664,-122.41936492919922
2018-09-25 12:34:00,2018-09-25,12:34:00,2018,Tuesday,2018-09-25 12:34:00,71862616040,718626,180727592,182681694,II,Initial,True,16040,Drug Offense,Drug Violation,"Marijuana, Sales",Cite or Arrest Adult,"Stevenson St , 07th St , Odd Fellows Way",24319000,Tenderloin,South of market,6,6,37.78000586799482,-122.41193341005338
2019-04-03 19:30:00,2019-04-03,19:30:00,2019,Wednesday,2019-04-04 14:04:00,78686707021,786867,190238658,190942382,VI,Vehicle Initial,True,7021,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",Open or Active,"Duboce Ave , Belcher St",25892000,Park,Hayes valley,8,8,37.76939226074814,-122.43024736196624
2020-08-29 11:02:00,2020-08-29,11:02:00,2020,Saturday,2020-09-08 13:18:00,96072506372,960725,206132768,191663095,II,Coplogic Initial,True,6372,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, $50-$200",Open or Active,"Fillmore St , Ofarrell St",26589000,Northern,Western addition,5,5,37.78329086303711,-122.43270874023438
2018-10-23 20:25:00,2018-10-23,20:25:00,2018,Tuesday,2018-10-23 20:39:00,72953106364,729531,180806209,182963758,II,Initial,True,6364,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, >$950",Open or Active,"Powell St , Ofarrell St",24904000,Central,Tenderloin,3,3,37.78640961281089,-122.40803623744476
2020-11-08 17:30:00,2020-11-08,17:30:00,2020,Sunday,2020-11-09 14:00:00,97803406374,978034,206157619,191663095,II,Coplogic Initial,True,6374,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, >$950",Open or Active,"15th St , Vermont St",23863000,Southern,Mission,6,10,37.76725769042969,-122.40474700927734
2019-02-09 07:09:00,2019-02-09,07:09:00,2019,Saturday,2019-02-09 07:15:00,76826561030,768265,190099109,190400563,II,Initial,True,61030,Other,Other,"Death Report, Cause Unknown",Open or Active,"Mendell St , Cargo Way",33105000,Central,Bayview hunters point,10,10,37.74388333564679,-122.38311822134833
2020-09-18 23:44:00,2020-09-18,23:44:00,2020,Friday,2020-09-18 23:44:00,96263412168,962634,200564131,202623718,II,Initial,True,12168,Weapons Carrying Etc,Weapons Offense,"Firearm, Loaded, in Vehicle, Possession or Use",Cite or Arrest Adult,"18th St , South Van Ness Ave",24132000,Mission,Mission,9,9,37.761966705322266,-122.41717529296876
2020-09-06 21:00:00,2020-09-06,21:00:00,2020,Sunday,2020-09-07 09:12:00,95958506244,959585,206131312,191663095,II,Coplogic Initial,True,6244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,"Eddy St , Jones St",24904000,Southern,Mission,6,6,37.76880218650563,-122.42379376884585
2018-10-24 22:04:00,2018-10-24,22:04:00,2018,Wednesday,2018-10-24 22:06:00,72994263010,729942,180808794,182974281,II,Initial,True,63010,Warrant,Other,"Warrant Arrest, Local SF Warrant",Cite or Arrest Adult,"Taylor St , 06th St , Golden Gate Ave , Market St",24922000,Tenderloin,South of market,6,6,37.78223057378371,-122.4102920278806
2018-09-05 14:22:00,2018-09-05,14:22:00,2018,Wednesday,2018-09-05 14:22:00,71109912100,711099,180659707,182433997,IS,Initial Supplement,True,12100,Weapons Carrying Etc,Weapons Offense,"Firearm, Possession of Loaded",Cite or Arrest Adult,"Santa Rosa Ave , San Jose Ave",22128000,Ingleside,Outer mission,11,11,37.728922713693294,-122.44006203468729
