incident_datetime,incident_date,incident_time,incident_year,incident_day_of_week,report_datetime,row_id,incident_id,incident_number,computer_aided_dispatch_number,report_type_code,report_type_description,is_filed_online,incident_code,incident_category,incident_subcategory,incident_description,resolution,intersection,centerline_node_network,police_district,analysis_neighborhood,supervisor_district,supervisor_district_2012,latitude,longitude
2021-08-01 17:00:00,2021-08-01,17:00:00,2021,Sunday,2021-08-01 18:00:00,105604672000,1056046,210487749,212133073,II,Initial,True,72000,Non-Criminal,Non-Criminal,Found  Property,Open or Active,"03rd St , Kearny St , Market St",30738000,Central,Fimissioncial district/south beach,6,6,37.78764184761752,-122.40343080114776
2021-12-09 12:00:00,2021-12-09,12:00:00,2021,Thursday,2021-12-09 22:34:00,110078907041,1100789,210815203,213433710,VS,Vehicle Supplement,True,7041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Open or Active,"Thornton Ave , Topeka Ave",20531000,Ingleside,Bayview hunters point,10,10,37.73107360106008,-122.39519164529332
2021-11-03 19:00:00,2021-11-03,19:00:00,2021,Wednesday,2021-11-04 00:01:00,108788007041,1087880,210721644,213071083,VS,Vehicle Supplement,True,7041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Open or Active,"Polaris Way , Pope St",33351000,Ingleside,Excelsior,11,11,37.70896857990599,-122.4400245681816
2019-09-02 17:56:00,2019-09-02,17:56:00,2019,Monday,2019-09-02 17:56:00,84202927170,842029,190653614,192453084,II,Initial,True,27170,Other Miscellaneous,Other,"Resisting, Delaying, or Obstructing  Peace Officer Duties",Cite or Arrest Adult,"Mission St , Theresa St",21767000,Ingleside,Outer mission,11,11,37.72771835327149,-122.43236541748048
2021-11-16 13:40:00,2021-11-16,13:40:00,2021,Tuesday,2021-11-16 14:58:00,109212606244,1092126,216175156,213136598,II,Coplogic Initial,True,6244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,"Beach St , Hyde St",30766000,Central,Russian hill,2,2,37.80665773234824,-122.42055996630992
2023-10-13 14:00:00,2023-10-13,14:00:00,2023,Friday,2023-10-14 00:36:00,132823671013,1328236,230737217,232870066,VI,Vehicle Initial,True,71013,Larceny Theft,Theft From Vehicle,"License Plate, Stolen",Open or Active,"24th St , Noe St",25738000,Mission,Noe valley,8,8,37.75143814086914,-122.43187713623048
2021-07-18 17:10:00,2021-07-18,17:10:00,2021,Sunday,2021-07-18 17:10:00,105177327066,1051773,210454453,211992322,II,Initial,True,27066,Other Miscellaneous,Other,Other Offenses Against Public Justice,Open or Active,"North Point St , Powell St",25480000,Central,North beach,3,3,37.80675808244208,-122.4121414255319
2021-10-23 00:00:00,2021-10-23,00:00:00,2021,Saturday,2021-10-23 09:48:00,108390116710,1083901,210694897,212961009,II,Initial,True,16710,Drug Offense,Drug Violation,"Narcotics Paraphernalia, Possession of",Cite or Arrest Adult,"Ellis St , Hyde St",25144000,Tenderloin,Tenderloin,5,6,37.78444884061359,-122.41607173623365
2022-01-23 18:25:00,2022-01-23,18:25:00,2022,Sunday,2022-01-23 21:33:00,111445406244,1114454,220051083,220232906,II,Initial,True,6244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,"Steuart St , Mission St",24552000,Southern,Fimissioncial district/south beach,3,3,37.79323049132005,-122.3931813328012
2021-11-10 12:00:00,2021-11-10,12:00:00,2021,Wednesday,2021-11-13 22:19:00,109122307021,1091223,210748961,213173060,VI,Vehicle Initial,True,7021,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",Open or Active,"22nd St , Fair Oaks St",25626000,Mission,Mission,8,8,37.75510576220189,-122.42428976309424
2023-11-20 13:55:00,2023-11-20,13:55:00,2023,Monday,2023-11-20 14:01:00,133886004013,1338860,230822175,233241774,II,Initial,True,4013,Assault,Aggravated Assault,"Assault, Aggravated, W/ Other Weapon",Open or Active,"09th Ave , Judah St",27147000,Taraval,Inner sunset,7,5,37.76217651367188,-122.46617889404295
2019-08-15 15:00:00,2019-08-15,15:00:00,2019,Thursday,2019-09-16 09:34:00,84719371000,847193,190690995,192591122,II,Initial,True,71000,Lost Property,Lost Property,Lost Property,Open or Active,"Gilman Ave , Griffith St",20096000,Bayview,Bayview hunters point,10,10,37.71823501586914,-122.3881378173828
2023-08-11 19:50:00,2023-08-11,19:50:00,2023,Friday,2023-08-11 19:50:00,130651365056,1306513,230568589,232233264,II,Initial,True,65056,Other Miscellaneous,Liquor Law Violation,"Driving While Under The Influence Of Alcohol, w/Injury",Cite or Arrest Adult,"18th St , Castro St",25813000,Mission,Castro/upper market,8,8,37.760887145996094,-122.43499755859376
2019-12-09 10:45:00,2019-12-09,10:45:00,2019,Monday,2019-12-09 20:23:00,87904706302,879047,190927986,193433670,II,Initial,True,6302,Larceny Theft,Larceny Theft - From Building,"Theft, From Building, $50-$200",Open or Active,"Gonzalez Dr , Rivas Ave",23093000,Taraval,Lakeshore,7,7,37.717529296875,-122.4815444946289
2019-05-20 01:30:00,2019-05-20,01:30:00,2019,Monday,2019-06-05 10:27:00,80840606224,808406,190403613,191561276,II,Initial,True,6224,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",Open or Active,"Juanita Way , Rex Ave",22808000,Ingleside,West of twin peaks,7,7,37.740421295166016,-122.45699310302734
2023-10-18 03:15:00,2023-10-18,03:15:00,2023,Wednesday,2023-10-18 04:33:00,132938303011,1329383,230746810,232910265,II,Initial,True,3011,Robbery,Robbery - Street,"Robbery, Street or Public Place, W/ Gun",Open or Active,"05th St , Cyril Magnin St , Market St",30739000,Tenderloin,South of market,6,6,37.783992767333984,-122.40806579589844
2021-10-29 23:40:00,2021-10-29,23:40:00,2021,Friday,2021-10-29 23:46:00,108621264020,1086212,210711322,213024254,II,Initial,True,64020,Non-Criminal,Other,Mental Health Detention,Open or Active,"The Embarcadero , Howard St",24546000,Southern,Fimissioncial district/south beach,6,6,37.792436047188296,-122.39109612051386
2021-07-15 10:53:00,2021-07-15,10:53:00,2021,Thursday,2021-07-15 10:53:00,105072268020,1050722,210446789,211961068,II,Initial,True,68020,Miscellaneous Investigation,Miscellaneous Investigation,Miscellaneous Investigation,Open or Active,"Market St , 16th St , Noe St",25804000,Mission,Castro/upper market,8,8,37.76419571221531,-122.4330744722702
2019-11-02 00:00:00,2019-11-02,00:00:00,2019,Saturday,2019-11-03 13:18:00,86584107054,865841,190831456,193071665,VS,Vehicle Supplement,True,7054,Vehicle Misplaced,Vehicle Misplaced,"Vehicle, Misplaced",Open or Active,"16th St , Capp St",24365000,Mission,Mission,9,9,37.76511764526367,-122.4185791015625
2019-12-11 23:15:00,2019-12-11,23:15:00,2019,Wednesday,2019-12-12 00:06:00,87985864070,879858,190933795,193460012,II,Initial,True,64070,Suspicious Occ,Suspicious Occ,Suspicious Occurrence,Open or Active,"Bay St , Octavia St",26727000,Northern,Marina,2,2,37.80351638793945,-122.43004608154295
2021-09-14 16:50:00,2021-09-14,16:50:00,2021,Tuesday,2021-09-14 18:50:00,107049609215,1070496,210595712,212572750,II,Initial,True,9215,Forgery And Counterfeiting,Forgery And Counterfeiting,"Counterfeit Coins Or Notes, Possessing or Receiving",Open or Active,"16th St , Bryant St",24048000,Mission,Mission,9,10,37.76560583760297,-122.41048669029504
2019-08-18 11:00:00,2019-08-18,11:00:00,2019,Sunday,2019-09-05 10:17:00,84324004134,843240,190661338,192481203,II,Initial,True,4134,Assault,Simple Assault,Battery,Open or Active,"Pine St , Polk St",25222000,Northern,Nob hill,3,3,37.78961944580078,-122.42049407958984
2021-09-14 20:00:00,2021-09-14,20:00:00,2021,Tuesday,2021-09-15 09:03:00,107168006244,1071680,216131625,213136598,II,Coplogic Initial,True,6244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,"Fillmore St , Eddy St",26044000,Northern,Western addition,5,5,37.7814283707046,-122.43232898312252
2021-12-21 12:00:00,2021-12-21,12:00:00,2021,Tuesday,2021-12-21 13:03:00,110467715161,1104677,210842955,213551589,II,Initial,True,15161,Offences Against The Family And Children,Other,Violation of Restraining Order,Open or Active,"Lakeview Ave , Jules Ave",22604000,Taraval,Oceanview/merced/ingleside,11,11,37.71823161227283,-122.46123080459296
2023-04-16 22:02:00,2023-04-16,22:02:00,2023,Sunday,2023-04-16 22:02:00,126624107041,1266241,230249682,213136598,VS,Vehicle Supplement,True,7041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Open or Active,"Boardman Pl , Bryant St",24916000,Out of SF,Mission,6,6,37.768396871935636,-122.42388448363516
2023-12-01 13:13:00,2023-12-01,13:13:00,2023,Friday,2023-12-01 13:20:00,134238506244,1342385,230845917,233351626,II,Initial,True,6244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,"Geary Blvd , Presidio Ave",26834000,Richmond,Lone mountain/usf,2,2,37.78248977661133,-122.4458236694336
2021-10-16 10:11:00,2021-10-16,10:11:00,2021,Saturday,2021-10-16 10:26:00,108141674000,1081416,210677285,212891051,II,Initial,True,74000,Missing Person,Missing Adult,Missing Adult,Open or Active,"Coleridge St , Cortland Ave",21263000,Ingleside,Bernal heights,9,9,37.74058073209826,-122.4217416810084
2021-09-26 23:47:00,2021-09-26,23:47:00,2021,Sunday,2021-09-26 23:58:00,107453528150,1074535,210626765,212693412,II,Initial,True,28150,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Property",Cite or Arrest Adult,"Marina Green Dr , Cervantes Blvd , Marina Blvd , Scott St",26796000,Northern,Marina,2,2,37.8057862738592,-122.44220978629164
2021-10-28 20:30:00,2021-10-28,20:30:00,2021,Thursday,2021-10-28 21:20:00,108662828150,1086628,216163402,213136598,II,Coplogic Initial,True,28150,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Property",Open or Active,"Boardman Pl , Bryant St",24916000,Central,Mission,6,6,37.768396871935636,-122.42388448363516
2021-09-10 19:50:00,2021-09-10,19:50:00,2021,Friday,2021-09-10 22:43:00,106955406244,1069554,216127094,213136598,II,Coplogic Initial,True,6244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,"Broadway , Davis St",24798000,Central,Fimissioncial district/south beach,3,3,37.79888096617859,-122.39869570327996
