incident_datetime,incident_date,incident_time,incident_year,incident_day_of_week,report_datetime,row_id,incident_id,incident_number,computer_aided_dispatch_number,report_type_code,report_type_description,is_filed_online,incident_code,incident_category,incident_subcategory,incident_description,resolution,intersection,centerline_node_network,police_district,analysis_neighborhood,supervisor_district,supervisor_district_2012,latitude,longitude
2022-02-01 02:07:00,2022-02-01,02:07:00,2022,Tuesday,2022-02-01 02:07:00,111725828100,1117258,220070061,220320123,II,Initial,True,28100,Malicious Mischief,Vandalism,"Malicious Mischief, Breaking Windows",Open or Active,"Howard St , Langton St",24290000,Southern,South of market,6,6,37.77755355834961,-122.40991973876952
2024-09-20 16:50:00,2024-09-20,16:50:00,2024,Friday,2025-03-13 12:00:00,146860706364,1468607,250144006,250721437,II,Initial,True,6364,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, >$950",Cite or Arrest Adult,"Eddy St , Powell St",50350000,Southern,Tenderloin,3,3,37.784698486328125,-122.40769958496094
2024-01-02 00:00:00,2024-01-02,00:00:00,2024,Tuesday,2024-02-21 14:54:00,136662209027,1366622,240114984,240521887,II,Initial,True,9027,Fraud,Fraud,False Personation,Open or Active,"Ocean Ave , San Benito Way",22771000,Taraval,West of twin peaks,7,7,37.72897338867188,-122.46807861328124
2024-05-30 01:35:00,2024-05-30,01:35:00,2024,Thursday,2024-05-30 01:37:00,139454528166,1394545,240338269,241510117,II,Initial,True,28166,Malicious Mischief,Vandalism,"Vandalism or Graffiti Tools, Possession",Cite or Arrest Adult,"12th St , Howard St",24354000,Southern,Mission,6,6,37.77172470092773,-122.41690063476562
2024-12-07 12:46:00,2024-12-07,12:46:00,2024,Saturday,2024-12-07 16:13:00,144573472000,1445734,240756906,243421450,II,Initial,True,72000,Non-Criminal,Non-Criminal,Found  Property,Open or Active,"Ellis St , Mason St",24900000,Tenderloin,Tenderloin,5,6,37.785282135009766,-122.40950012207033
2024-11-05 18:07:00,2024-11-05,18:07:00,2024,Tuesday,2024-11-05 18:07:00,143804407043,1438044,240669478,243101853,VS,Vehicle Supplement,True,7043,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Motorcycle",Open or Active,"Lakeshore Plz , Sloat Blvd",33724000,Taraval,Sunset/parkside,4,7,37.73405075073242,-122.49044036865234
2024-06-20 09:16:00,2024-06-20,09:16:00,2024,Thursday,2024-06-20 09:16:00,140015827199,1400158,240384767,241720869,II,Initial,True,27199,Other Miscellaneous,Loitering,Lodging Without Permission,Cite or Arrest Adult,"Boutwell St , Industrial St , Loomis St",20779000,Bayview,Bayview hunters point,10,10,37.73832321166992,-122.40564727783205
2022-02-26 19:00:00,2022-02-26,19:00:00,2022,Saturday,2022-02-26 23:51:00,112603628150,1126036,226030211,241621737,II,Coplogic Initial,True,28150,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Property",Open or Active,"Sawyer St , Sunrise Way",20404000,Ingleside,Visitacion valley,10,10,37.709693908691406,-122.41595458984376
2024-11-30 09:00:00,2024-11-30,09:00:00,2024,Saturday,2024-12-02 15:15:00,144510406244,1445104,246156041,241621737,II,Coplogic Initial,True,6244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,"18th St , Vermont St",23767000,Bayview,Potrero hill,10,10,37.76211166381836,-122.40425872802734
2024-10-30 19:00:00,2024-10-30,19:00:00,2024,Wednesday,2024-10-31 07:28:00,143663171013,1436631,240683183,243050601,VI,Vehicle Initial,True,71013,Larceny Theft,Theft From Vehicle,"License Plate, Stolen",Open or Active,"06th St , Tehama St",24280000,Southern,South of market,6,6,37.77931594848633,-122.40663146972656
