incident_datetime,incident_date,incident_time,incident_year,incident_day_of_week,report_datetime,row_id,incident_id,incident_number,computer_aided_dispatch_number,report_type_code,report_type_description,is_filed_online,incident_code,incident_category,incident_subcategory,incident_description,resolution,intersection,centerline_node_network,police_district,analysis_neighborhood,supervisor_district,supervisor_district_2012,latitude,longitude
2020-01-05 12:30:00,2020-01-05,12:30:00,2020,Sunday,2020-01-06 16:09:00,88894906244,888949,206002478,200022485,IS,Coplogic Supplement,True,6244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,"Hayes St , Scott St",26052000,Northern,Hayes valley,5,5,37.77520751953125,-122.43612670898438
2020-01-01 22:33:00,2020-01-01,22:33:00,2020,Wednesday,2020-01-03 12:24:00,88762619055,887626,200006086,200031618,II,Initial,True,19055,Disorderly Conduct,Intimidation,"Phone Calls, Threatening",Open or Active,"05th Ave , Balboa St",27243000,Richmond,Inner richmond,1,1,37.77728271484375,-122.46294403076172
2021-02-27 12:20:00,2021-02-27,12:20:00,2021,Saturday,2021-02-27 12:20:00,100895464085,1008954,210130904,210581264,II,Initial,True,64085,Other Miscellaneous,Other,Investigative Detention,Open or Active,"Denslowe Dr , Holloway Ave",23031000,Taraval,West of twin peaks,7,7,37.72119692139814,-122.47454732860476
2019-12-10 09:00:00,2019-12-10,09:00:00,2019,Tuesday,2019-12-17 17:00:00,88199074000,881990,190947928,193512904,II,Initial,True,74000,Missing Person,Missing Adult,Missing Adult,Open or Active,"Eddy St , Jones St",24929000,Out of SF,Tenderloin,5,6,37.78393173217773,-122.41259765625
2018-06-20 23:25:00,2018-06-20,23:25:00,2018,Wednesday,2018-06-20 23:31:00,68160703013,681607,180458913,181714145,II,Initial,True,3013,Robbery,Robbery - Street,"Robbery, Street or Public Place, W/ Other Weapon",Open or Active,"Mason St , Beach St",25485000,Central,North beach,3,3,37.80748251193778,-122.41397500878728
2018-01-17 16:00:00,2018-01-17,16:00:00,2018,Wednesday,2018-01-17 21:39:00,62517406244,625174,186014125,200022485,II,Coplogic Initial,True,6244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,"Laguna St , Marina Blvd",26759000,Northern,Marina,2,2,37.8051986694336,-122.43209075927734
2018-01-12 07:26:00,2018-01-12,07:26:00,2018,Friday,2018-01-12 07:26:00,62310965010,623109,180030884,180120662,II,Initial,True,65010,Traffic Violation Arrest,Traffic Violation Arrest,Traffic Violation Arrest,Cite or Arrest Adult,"South Van Ness Ave , 17th St",24139000,Mission,Mission,9,9,37.76357160254071,-122.41733240731716
2018-07-19 11:46:00,2018-07-19,11:46:00,2018,Thursday,2018-07-19 11:51:00,69251863010,692518,170065669,182001564,IS,Initial Supplement,True,63010,Warrant,Other,"Warrant Arrest, Local SF Warrant",Cite or Arrest Adult,"Central Ave , Oak St",26326000,Park,Golden gate park,5,5,37.772295288962425,-122.44402430732715
2019-11-18 11:25:00,2019-11-18,11:25:00,2019,Monday,2019-11-18 11:30:00,87149206303,871492,190872375,193221575,II,Initial,True,6303,Larceny Theft,Larceny Theft - From Building,"Theft, From Building, $200-$950",Open or Active,"24th St , Osage Aly",24089000,Mission,Mission,9,9,37.75220489501953,-122.41901397705078
2018-05-09 16:00:00,2018-05-09,16:00:00,2018,Wednesday,2018-05-10 14:33:00,66688804014,666888,180348706,181302354,II,Initial,True,4014,Assault,Aggravated Assault,"Assault, Aggravated, W/ Force",Open or Active,"Jules Ave , Lakeview Ave",22604000,Taraval,Oceanview/merced/ingleside,11,11,37.71823120117188,-122.4612274169922
