"incident_datetime","incident_date","incident_time","incident_year","incident_day_of_week","report_datetime","row_id","incident_id","incident_number","cad_number","report_type_code","report_type_description","filed_online","incident_code","incident_category","incident_subcategory","incident_description","resolution","intersection","cnn","police_district","analysis_neighborhood","supervisor_district","supervisor_district_2012","latitude","longitude","point",":@computed_region_jwn9_ihcz",":@computed_region_jg9y_a9du",":@computed_region_h4ep_8xdi",":@computed_region_n4xg_c4py",":@computed_region_nqbw_i6c3",":@computed_region_viu7_rrfi",":@computed_region_26cr_cadq",":@computed_region_qgnn_b9vv"
"2022-07-08T14:36:00.000","2022-07-08T00:00:00.000","14:36","2022","Friday","2022-07-08T14:36:00.000","116871016710","1168710","220450015","221891735","II","Initial",,"16710","Drug Offense","Drug Violation","Narcotics Paraphernalia, Possession of","Cite or Arrest Adult","17TH ST \ MISSION ST","24165000","Mission","Mission","9","9","37.763427734375","-122.41950988769531","POINT (-122.41950988769531 37.763427734375)","53",,,,"3",,"2","3"
"2021-11-17T11:04:00.000","2021-11-17T00:00:00.000","11:04","2021","Wednesday","2021-11-17T11:04:00.000","109251216780","1092512","210757940","213211218","II","Initial",,"16780","Drug Violation","Drug Violation","Firearm, Armed While Possessing Controlled Substance","Open or Active","NEWHALL ST \ PALOU AVE","20664000","Bayview","Bayview Hunters Point","10","10","37.73503875732422","-122.39277648925781","POINT (-122.39277648925781 37.73503875732422)","87",,,,,,"9","2"
"2022-05-29T03:47:00.000","2022-05-29T00:00:00.000","03:47","2022","Sunday","2022-05-29T03:47:00.000","115543707041","1155437","220347519",,"VS","Vehicle Supplement",,"07041","Recovered Vehicle","Recovered Vehicle","Vehicle, Recovered, Auto","Open or Active",,,"Out of SF",,,,,,,,,,,,,,
"2022-04-30T14:00:00.000","2022-04-30T00:00:00.000","14:00","2022","Saturday","2022-05-02T19:05:00.000","114706806244","1147068","226073073",,"IS","Coplogic Supplement","true","06244","Larceny Theft","Larceny - From Vehicle","Theft, From Locked Vehicle, >$950","Open or Active","07TH ST \ CLEVELAND ST","24257000","Southern","South of Market","6","6","37.77630615234375","-122.40728759765625","POINT (-122.40728759765625 37.77630615234375)","32",,,,,,"10","1"
"2022-07-01T18:20:00.000","2022-07-01T00:00:00.000","18:20","2022","Friday","2022-07-01T18:32:00.000","116654504013","1166545","220433287","221822417","II","Initial",,"04013","Assault","Aggravated Assault","Assault, Aggravated, W/ Other Weapon","Open or Active","MCALLISTER ST \ VAN NESS AVE","24466000","Northern","Hayes Valley","5","5","37.78007507324219","-122.42024993896484","POINT (-122.42024993896484 37.78007507324219)","21",,,"1","1",,"11","4"
"2022-08-23T08:49:00.000","2022-08-23T00:00:00.000","08:49","2022","Tuesday","2022-08-23T08:49:00.000","118488851050","1184888","220567206","222350728","II","Initial",,"51050","Non-Criminal","Non-Criminal","Aided case, Naloxone Deployment","Open or Active","LEAVENWORTH ST \ TURK ST","24934000","Tenderloin","Tenderloin","5","6","37.78279495239258","-122.41405487060547","POINT (-122.41405487060547 37.78279495239258)","20",,"1","1","1",,"10","5"
"2021-12-22T16:40:00.000","2021-12-22T00:00:00.000","16:40","2021","Wednesday","2021-12-22T17:00:00.000","110631106372","1106311","216203860",,"II","Coplogic Initial","true","06372","Larceny Theft","Larceny Theft - Other","Theft, Other Property, $50-$200","Open or Active","22ND ST \ HARRISON ST","23994000","Mission","Mission","9","9","37.75583267211914","-122.41220092773438","POINT (-122.41220092773438 37.75583267211914)","53",,,,"3",,"2","3"
"2022-07-18T05:20:00.000","2022-07-18T00:00:00.000","05:20","2022","Monday","2022-07-18T05:29:00.000","117224863010","1172248","220474510","221990332","IS","Initial Supplement",,"63010","Warrant","Other","Warrant Arrest, Local SF Warrant","Cite or Arrest Adult","01ST ST \ BUSH ST \ MARKET ST","30731000","Central","Financial District/South Beach","6","6","37.791015625","-122.3991470336914","POINT (-122.3991470336914 37.791015625)","108",,,,,,"10","6"
"2022-03-13T21:00:00.000","2022-03-13T00:00:00.000","21:00","2022","Sunday","2022-07-13T21:00:00.000","117057609029","1170576","220458702","221930222","IS","Initial Supplement",,"09029","Fraud","Fraud","False Personation to Receive Money or Property","Open or Active","11TH AVE \ KIRKHAM ST","27158000","Taraval","Inner Sunset","7","7","37.760215759277344","-122.46819305419922","POINT (-122.46819305419922 37.760215759277344)","109",,,,,,"8","10"
"2021-11-27T00:00:00.000","2021-11-27T00:00:00.000","00:00","2021","Saturday","2021-11-30T05:00:00.000","109679309029","1096793","210783315","213312588","IS","Initial Supplement",,"09029","Fraud","Fraud","False Personation to Receive Money or Property","Open or Active","BELGRAVE AVE \ STANYAN ST","26288000","Park","Inner Sunset","8","7","37.75947189331055","-122.45155334472656","POINT (-122.45155334472656 37.75947189331055)","110",,,,,,"8","7"
"2022-07-17T09:30:00.000","2022-07-17T00:00:00.000","09:30","2022","Sunday","2022-07-17T14:25:00.000","117186268020","1171862","220473249","221981618","II","Initial",,"68020","Miscellaneous Investigation","Miscellaneous Investigation","Miscellaneous Investigation","Open or Active","JONES ST \ MCALLISTER ST","24325000","Tenderloin","Tenderloin","5","6","37.78113555908203","-122.41202545166016","POINT (-122.41202545166016 37.78113555908203)","20",,"1","1","1",,"10","5"
"2022-06-28T20:00:00.000","2022-06-28T00:00:00.000","20:00","2022","Tuesday","2022-06-29T09:25:00.000","116559328160","1165593","220426254","221800671","II","Initial",,"28160","Malicious Mischief","Vandalism","Malicious Mischief, Vandalism to Vehicle","Open or Active","LOUISBURG ST \ MOUNT VERNON AVE","22184000","Taraval","Oceanview/Merced/Ingleside","11","11","37.719356536865234","-122.45082092285156","POINT (-122.45082092285156 37.719356536865234)","81",,,,,,"1","10"
"2022-04-06T09:00:00.000","2022-04-06T00:00:00.000","09:00","2022","Wednesday","2022-04-07T09:03:00.000","113957506372","1139575","226059158",,"II","Coplogic Initial","true","06372","Larceny Theft","Larceny Theft - Other","Theft, Other Property, $50-$200","Open or Active","VAN NESS AVE \ WASHINGTON ST","26540000","Northern","Pacific Heights","3","2","37.79304885864258","-122.4228744506836","POINT (-122.4228744506836 37.79304885864258)","102",,,,,,"6","4"
