"incident_datetime","incident_date","incident_time","incident_year","incident_day_of_week","report_datetime","row_id","incident_id","incident_number","cad_number","report_type_code","report_type_description","filed_online","incident_code","incident_category","incident_subcategory","incident_description","resolution","intersection","cnn","police_district","analysis_neighborhood","supervisor_district","supervisor_district_2012","latitude","longitude","point",":@computed_region_jwn9_ihcz",":@computed_region_jg9y_a9du",":@computed_region_h4ep_8xdi",":@computed_region_n4xg_c4py",":@computed_region_nqbw_i6c3",":@computed_region_viu7_rrfi",":@computed_region_26cr_cadq",":@computed_region_qgnn_b9vv"
"2021-09-03T09:00:00.000","2021-09-03T00:00:00.000","09:00","2021","Friday","2021-09-07T15:10:00.000","106801109024","1068011","210577196","212502252","II","Initial",,"09024","Fraud","Fraud","Fraudulent Game or Trick, Obtaining Money or Property","Open or Active","GONZALEZ DR \ RIVAS AVE","23093000","Taraval","Lakeshore","7","7","37.717529296875","-122.4815444946289","POINT (-122.4815444946289 37.717529296875)","42",,,,,,"8","10"
"2021-08-04T16:05:00.000","2021-08-04T00:00:00.000","16:05","2021","Wednesday","2021-08-04T16:21:00.000","105704164020","1057041","210494562","212162425","II","Initial",,"64020","Non-Criminal","Other","Mental Health Detention","Open or Active","GOUGH ST \ MARKET ST","30754000","Southern","Hayes Valley","6","6","37.77290725708008","-122.42218780517578","POINT (-122.42218780517578 37.77290725708008)","26",,,"1",,,"10","1"
"2021-07-05T18:00:00.000","2021-07-05T00:00:00.000","18:00","2021","Monday","2021-07-05T22:34:00.000","104780706244","1047807","216087335",,"II","Coplogic Initial","true","06244","Larceny Theft","Larceny - From Vehicle","Theft, From Locked Vehicle, >$950","Open or Active","CLAYTON ST \ HAIGHT ST","26409000","Park","Haight Ashbury","5","5","37.769798278808594","-122.44857788085938","POINT (-122.44857788085938 37.769798278808594)","25",,,,,,"11","7"
"2021-06-12T00:05:00.000","2021-06-12T00:00:00.000","00:05","2021","Saturday","2021-06-12T00:05:00.000","103942565021","1039425","210364824","211623817","II","Initial",,"65021",,,"Driving, Stunt Vehicle/Street Racing","Open or Active","HOLLADAY AVE \ RUTLEDGE ST","20820000","Bayview","Bernal Heights","9","9","37.74502944946289","-122.40557098388672","POINT (-122.40557098388672 37.74502944946289)","60",,,,,,"2","9"
"2021-09-23T11:33:00.000","2021-09-23T00:00:00.000","11:33","2021","Thursday","2021-09-23T13:48:00.000","107329604136","1073296","210611528","212661439","IS","Initial Supplement",,"04136","Assault","Simple Assault","Battery with Serious Injuries","Cite or Arrest Adult","CARROLL AVE \ HAWES ST","20110000","Bayview","Bayview Hunters Point","10","10","37.7218132019043","-122.38774871826172","POINT (-122.38774871826172 37.7218132019043)","88",,,,,,"9","2"
"2021-04-19T13:45:00.000","2021-04-19T00:00:00.000","13:45","2021","Monday","2021-04-20T11:11:00.000","102323568020","1023235","210242123","211101242","II","Initial",,"68020","Miscellaneous Investigation","Miscellaneous Investigation","Miscellaneous Investigation","Open or Active","SILVER AVE \ TOPEKA AVE","20743000","Bayview","Bayview Hunters Point","10","10","37.735260009765625","-122.40095520019531","POINT (-122.40095520019531 37.735260009765625)","87",,,,,,"9","2"
"2021-01-17T01:15:00.000","2021-01-17T00:00:00.000","01:15","2021","Sunday","2021-03-06T16:04:00.000","101092309027","1010923","210146729","210652018","II","Initial",,"09027","Fraud","Fraud","False Personation","Open or Active","HUDSON AVE \ WESTBROOK CT","20189000","Bayview","Bayview Hunters Point","10","10","37.73497772216797","-122.38313293457031","POINT (-122.38313293457031 37.73497772216797)","86",,,,,,"9","2"
"2021-09-18T04:49:00.000","2021-09-18T00:00:00.000","04:49","2021","Saturday","2021-09-18T05:02:00.000","107164205071","1071642","210604426","212610443","II","Initial",,"05071","Burglary","Burglary - Other","Burglary, Other Bldg., Forcible Entry","Open or Active","10TH ST \ NATOMA ST","24412000","Southern","South of Market","6","6","37.77447509765625","-122.41490936279297","POINT (-122.41490936279297 37.77447509765625)","32",,"1","1","1",,"10","1"
"2021-06-29T11:15:00.000","2021-06-29T00:00:00.000","11:15","2021","Tuesday","2021-08-24T14:05:00.000","106334971000","1063349","210542393","212361930","II","Initial",,"71000","Lost Property","Lost Property","Lost Property","Open or Active","EDDY ST \ POWELL ST","50350000","Central","Tenderloin","3","3","37.784698486328125","-122.40769958496094","POINT (-122.40769958496094 37.784698486328125)","19",,"1",,,,"3","6"
"2021-03-21T23:00:00.000","2021-03-21T00:00:00.000","23:00","2021","Sunday","2021-03-30T13:57:00.000","101816206244","1018162","216034499",,"II","Coplogic Initial","true","06244","Larceny Theft","Larceny - From Vehicle","Theft, From Locked Vehicle, >$950","Open or Active","LAGUNA ST \ PACIFIC AVE","26569000","Northern","Pacific Heights","2","2","37.793975830078125","-122.42980194091797","POINT (-122.42980194091797 37.793975830078125)","102",,,,,,"6","4"
