"incident_datetime","incident_date","incident_time","incident_year","incident_day_of_week","report_datetime","row_id","incident_id","incident_number","cad_number","report_type_code","report_type_description","filed_online","incident_code","incident_category","incident_subcategory","incident_description","resolution","intersection","cnn","police_district","analysis_neighborhood","supervisor_district","supervisor_district_2012","latitude","longitude","point",":@computed_region_jwn9_ihcz",":@computed_region_jg9y_a9du",":@computed_region_h4ep_8xdi",":@computed_region_n4xg_c4py",":@computed_region_nqbw_i6c3",":@computed_region_viu7_rrfi",":@computed_region_26cr_cadq",":@computed_region_qgnn_b9vv"
"2024-08-10T07:30:00.000","2024-08-10T00:00:00.000","07:30","2024","Saturday","2024-08-11T12:52:00.000","141582306372","1415823","246101892",,"II","Coplogic Initial","true","06372","Larceny Theft","Larceny Theft - Other","Theft, Other Property, $50-$200","Open or Active","25TH AVE \ CROSSOVER DR \ FULTON ST","27519000","Richmond","Outer Richmond","1","1","37.77256774902344","-122.48419189453125","POINT (-122.48419189453125 37.77256774902344)","9",,,,,,"4","8"
"2024-08-11T21:30:00.000","2024-08-11T00:00:00.000","21:30","2024","Sunday","2024-08-11T23:35:00.000","141602506374","1416025","246102072",,"II","Coplogic Initial","true","06374","Larceny Theft","Larceny Theft - Other","Theft, Other Property, >$950","Open or Active",,,"Richmond",,,,,,,,,,,,,,
"2024-08-18T08:39:00.000","2024-08-18T00:00:00.000","08:39","2024","Sunday","2024-08-18T08:43:00.000","141593328100","1415933","240516954","242310779","II","Initial",,"28100","Malicious Mischief","Vandalism","Malicious Mischief, Breaking Windows","Open or Active","BUSH ST \ DIVISADERO ST","26810000","Northern","Pacific Heights","2","2","37.78617858886719","-122.4400634765625","POINT (-122.4400634765625 37.78617858886719)","103",,,,,,"6","4"
"2024-08-18T15:41:00.000","2024-08-18T00:00:00.000","15:41","2024","Sunday","2024-08-18T16:58:00.000","141610026080","1416100","240517849","242312137","II","Initial",,"26080","Other Miscellaneous","Other","Conspiracy","Cite or Arrest Adult","EDDY ST \ MASON ST","24897000","Tenderloin","Tenderloin","5","6","37.78434753417969","-122.40930938720703","POINT (-122.40930938720703 37.78434753417969)","20",,"1","1",,,"10","5"
"2024-08-10T22:01:00.000","2024-08-10T00:00:00.000","22:01","2024","Saturday","2024-08-11T12:25:00.000","141587506372","1415875","246101864",,"II","Coplogic Initial","true","06372","Larceny Theft","Larceny Theft - Other","Theft, Other Property, $50-$200","Open or Active","32ND AVE \ LINCOLN WAY","27722000","Richmond","Sunset/Parkside","4","4","37.76483154296875","-122.4911880493164","POINT (-122.4911880493164 37.76483154296875)","9",,,,,,"7","10"
"2024-08-07T10:00:00.000","2024-08-07T00:00:00.000","10:00","2024","Wednesday","2024-08-16T08:58:00.000","141602606244","1416026","246102248",,"II","Coplogic Initial","true","06244","Larceny Theft","Larceny - From Vehicle","Theft, From Locked Vehicle, >$950","Open or Active",,,"Richmond",,,,,,,,,,,,,,
"2024-07-09T19:40:00.000","2024-07-09T00:00:00.000","19:40","2024","Tuesday","2024-07-09T22:17:00.000","141605406374","1416054","246102925",,"II","Coplogic Initial","true","06374","Larceny Theft","Larceny Theft - Other","Theft, Other Property, >$950","Open or Active","HALLECK ST \ SANSOME ST","24689000","Central","Financial District/South Beach","3","3","37.79354476928711","-122.4012222290039","POINT (-122.4012222290039 37.79354476928711)","108",,,,,,"3","6"
"2024-08-10T22:00:00.000","2024-08-10T00:00:00.000","22:00","2024","Saturday","2024-08-11T10:43:00.000","141585806372","1415858","246102260",,"II","Coplogic Initial","true","06372","Larceny Theft","Larceny Theft - Other","Theft, Other Property, $50-$200","Open or Active",,,"Richmond",,,,,,,,,,,,,,
"2024-08-17T22:39:00.000","2024-08-17T00:00:00.000","22:39","2024","Saturday","2024-08-17T22:39:00.000","141614475000","1416144","240197645","242303116","IS","Initial Supplement",,"75000","Missing Person","Missing Person","Found Person","Cite or Arrest Adult","GREEN ST \ LARKIN ST","25314000","Northern","Russian Hill","3","3","37.79803466796875","-122.42050170898438","POINT (-122.42050170898438 37.79803466796875)","105",,,,,,"3","6"
"2024-08-18T16:01:00.000","2024-08-18T00:00:00.000","16:01","2024","Sunday","2024-08-18T16:02:00.000","141609427195","1416094","240517736","242311961","II","Initial",,"27195","Other Miscellaneous","Trespass","Trespassing","Cite or Arrest Adult","GOUGH ST \ SACRAMENTO ST","26542000","Northern","Pacific Heights","2","2","37.79087448120117","-122.4258041381836","POINT (-122.4258041381836 37.79087448120117)","102",,,,,,"6","4"
