"incident_datetime","incident_date","incident_time","incident_year","incident_day_of_week","report_datetime","row_id","incident_id","incident_number","cad_number","report_type_code","report_type_description","filed_online","incident_code","incident_category","incident_subcategory","incident_description","resolution","intersection","cnn","police_district","analysis_neighborhood","supervisor_district","supervisor_district_2012","latitude","longitude","point",":@computed_region_jwn9_ihcz",":@computed_region_jg9y_a9du",":@computed_region_h4ep_8xdi",":@computed_region_n4xg_c4py",":@computed_region_nqbw_i6c3",":@computed_region_viu7_rrfi",":@computed_region_26cr_cadq",":@computed_region_qgnn_b9vv"
"2019-09-29T17:00:00.000","2019-09-29T00:00:00.000","17:00","2019","Sunday","2019-09-29T21:02:00.000","85251506303","852515","190731709","192723245","II","Initial",,"06303","Larceny Theft","Larceny Theft - From Building","Theft, From Building, $200-$950","Open or Active","03RD ST \ STEVENSON ST","24639000","Central","Financial District/South Beach","6","6","37.78702441743788","-122.40302819424984","POINT (-122.40302819424984 37.78702441743788)","32",,,,,,"10","6"
"2020-04-28T00:00:00.000","2020-04-28T00:00:00.000","00:00","2020","Tuesday","2020-04-28T22:40:00.000","92312428160","923124","200265969","201193563","II","Initial",,"28160","Malicious Mischief","Vandalism","Malicious Mischief, Vandalism to Vehicle","Open or Active","KEITH ST \ QUESADA AVE","20161000","Bayview","Bayview Hunters Point","10","10","37.73123178759346","-122.38772939117182","POINT (-122.38772939117182 37.73123178759346)","86",,,,,,"9","2"
"2020-04-04T15:28:00.000","2020-04-04T00:00:00.000","15:28","2020","Saturday","2020-04-05T15:36:00.000","91762704134","917627","200224404","200962426","II","Initial",,"04134","Assault","Simple Assault","Battery","Open or Active","SANTA FE AVE \ QUINT ST","20738000","Bayview","Bayview Hunters Point","10","10","37.73335135825967","-122.40003563410093","POINT (-122.40003563410093 37.73335135825967)","87",,,,,,"9","2"
"2019-07-12T00:30:00.000","2019-07-12T00:00:00.000","00:30","2019","Friday","2019-07-17T09:46:00.000","82387306244","823873","196142396",,"II","Coplogic Initial","true","06244","Larceny Theft","Larceny - From Vehicle","Theft, From Locked Vehicle, >$950","Open or Active","BEALE ST \ HOWARD ST","24506000","Southern","Financial District/South Beach","6","6","37.78992622888631","-122.39427622920932","POINT (-122.39427622920932 37.78992622888631)",,,,,,,"10","1"
"2020-04-23T11:38:00.000","2020-04-23T00:00:00.000","11:38","2020","Thursday","2020-04-23T11:38:00.000","92148751050","921487","200255722","201141445","II","Initial",,"51050","Non-Criminal","Non-Criminal","Aided case, Naloxone Deployment","Open or Active","MCALLISTER ST \ LARKIN ST","24439000","Tenderloin","Tenderloin","5","6","37.780470340397024","-122.41694760620521","POINT (-122.41694760620521 37.780470340397024)","21",,"1","1","1",,"10","5"
"2019-07-24T13:45:00.000","2019-07-24T00:00:00.000","13:45","2019","Wednesday","2019-07-24T15:14:00.000","82649706244","826497","196147352",,"II","Coplogic Initial","true","06244","Larceny Theft","Larceny - From Vehicle","Theft, From Locked Vehicle, >$950","Open or Active","19TH ST \ MISSION ST","24145000","Mission","Mission","9","9","37.7602353540718","-122.41920604493745","POINT (-122.41920604493745 37.7602353540718)","53",,,,"3",,"2","3"
"2020-02-08T05:37:00.000","2020-02-08T00:00:00.000","05:37","2020","Saturday","2020-02-08T05:37:00.000","90045427065","900454","200096855","200390514","II","Initial",,"27065","Other Miscellaneous","Fraud","Identification To Peace Officer, False","Cite or Arrest Adult","ARMSTRONG AVE \ KEITH ST","20490000","Bayview","Bayview Hunters Point","10","10","37.72622241965958","-122.3922354967543","POINT (-122.3922354967543 37.72622241965958)","86",,,,,,"9","2"
"2020-03-19T12:00:00.000","2020-03-19T00:00:00.000","12:00","2020","Thursday","2020-04-30T17:12:00.000","92359071013","923590","200269347","201212528","VI","Vehicle Initial",,"71013","Larceny Theft","Theft From Vehicle","License Plate, Stolen","Open or Active","FONT BLVD \ GONZALEZ DR","33481000","Taraval","Lakeshore","7","7","37.716787778245425","-122.47591842963345","POINT (-122.47591842963345 37.716787778245425)","42",,,,,,"8","10"
"2020-01-12T00:00:00.000","2020-01-12T00:00:00.000","00:00","2020","Sunday","2020-01-20T15:45:00.000","89369506314","893695","206013027",,"II","Coplogic Initial","true","06314","Larceny Theft","Larceny Theft - Bicycle","Theft, Bicycle, >$950","Open or Active","BROADWAY \ CYRUS PL","25290000","Central","Russian Hill","3","3","37.7965602708769","-122.41718743750015","POINT (-122.41718743750015 37.7965602708769)","107",,,,,,"3","6"
"2020-02-10T19:30:00.000","2020-02-10T00:00:00.000","19:30","2020","Monday","2020-02-11T01:03:00.000","90185506244","901855","206032005",,"II","Coplogic Initial","true","06244","Larceny Theft","Larceny - From Vehicle","Theft, From Locked Vehicle, >$950","Open or Active","PACIFIC AVE \ MONTGOMERY ST","24762000","Central","North Beach","3","3","37.79729810374323","-122.40367597742333","POINT (-122.40367597742333 37.79729810374323)","106",,,,,,"3","6"
