"incident_datetime","incident_date","incident_time","incident_year","incident_day_of_week","report_datetime","row_id","incident_id","incident_number","cad_number","report_type_code","report_type_description","filed_online","incident_code","incident_category","incident_subcategory","incident_description","resolution","intersection","cnn","police_district","analysis_neighborhood","supervisor_district","supervisor_district_2012","latitude","longitude","point",":@computed_region_jwn9_ihcz",":@computed_region_jg9y_a9du",":@computed_region_h4ep_8xdi",":@computed_region_n4xg_c4py",":@computed_region_nqbw_i6c3",":@computed_region_viu7_rrfi",":@computed_region_26cr_cadq",":@computed_region_qgnn_b9vv"
"2020-11-08T14:20:00.000","2020-11-08T00:00:00.000","14:20","2020","Sunday","2020-11-08T16:24:00.000","97705206372","977052","206156166",,"II","Coplogic Initial","true","06372","Larceny Theft","Larceny Theft - Other","Theft, Other Property, $50-$200","Open or Active","OAK ST \ SCOTT ST","26027000","Northern","Haight Ashbury","5","5","37.773345947265625","-122.43575286865234","POINT (-122.43575286865234 37.773345947265625)","26",,,,,,"11","4"
"2019-03-23T15:12:00.000","2019-03-23T00:00:00.000","15:12","2019","Saturday","2019-03-23T15:17:00.000","78276763010","782767","190207584","190822322","II","Initial",,"63010","Warrant","Other","Warrant Arrest, Local SF Warrant","Cite or Arrest Adult","POLK ST \ ALICE B TOKLAS PL \ MYRTLE ST","25181000","Northern","Tenderloin","5","6","37.785433035069246","-122.41963899044026","POINT (-122.41963899044026 37.785433035069246)","20",,"1",,,,"10","4"
"2019-06-15T05:48:00.000","2019-06-15T00:00:00.000","05:48","2019","Saturday","2019-06-15T06:18:00.000","81194965016","811949","190430202","191660503","II","Initial",,"65016","Other Miscellaneous","Other","Driving, License Suspended or Revoked","Cite or Arrest Adult","CLAY ST \ LEAVENWORTH ST","25249000","Central","Nob Hill","3","3","37.7930136072549","-122.41611301730221","POINT (-122.41611301730221 37.7930136072549)","16",,,,,,"3","6"
"2019-01-14T15:51:00.000","2019-01-14T00:00:00.000","15:51","2019","Monday","2019-01-14T15:51:00.000","75924868060","759248","190029708","190122568","IS","Initial Supplement",,"68060","Traffic Collision","Traffic Collision - Hit & Run","Traffic Collision, Hit & Run, Property Damage","Open or Active","BROADWAY \ DAVIS ST","24798000","Central","Financial District/South Beach","3","3","37.79888096617859","-122.39869570327996","POINT (-122.39869570327996 37.79888096617859)","77",,,,,,"3","6"
"2020-11-07T17:00:00.000","2020-11-07T00:00:00.000","17:00","2020","Saturday","2020-11-08T16:15:00.000","97662207021","976622","200675471","203132017","VI","Vehicle Initial",,"07021","Motor Vehicle Theft","Motor Vehicle Theft","Vehicle, Stolen, Auto","Open or Active","CASTRO ST \ STATES ST","25822000","Park","Castro/Upper Market","8","8","37.76346206665039","-122.43525695800781","POINT (-122.43525695800781 37.76346206665039)","28",,,,"5",,"5","7"
"2020-08-17T22:10:00.000","2020-08-17T00:00:00.000","22:10","2020","Monday","2020-08-17T22:10:00.000","95374362050","953743","200495934","202303431","II","Initial",,"62050","Warrant","Warrant","Warrant Arrest, Enroute To Outside Jurisdiction","Cite or Arrest Adult","FULTON ST \ MASONIC AVE","26379000","Park","Lone Mountain/USF","1","1","37.77580261230469","-122.44647216796875","POINT (-122.44647216796875 37.77580261230469)","12",,,,,,"4","7"
"2018-08-29T05:00:00.000","2018-08-29T00:00:00.000","05:00","2018","Wednesday","2018-08-29T11:03:00.000","71074306244","710743","186201043",,"II","Coplogic Initial","true","06244","Larceny Theft","Larceny - From Vehicle","Theft, From Locked Vehicle, >$950","Open or Active","OFARRELL ST \ GRANT AVE \ MARKET ST","30768000","Tenderloin","Financial District/South Beach","6","6","37.78673056551673","-122.40458331824809","POINT (-122.40458331824809 37.78673056551673)","32",,,,,,"10","5"
"2020-08-30T21:28:00.000","2020-08-30T00:00:00.000","21:28","2020","Sunday","2020-08-30T21:28:00.000","95731307041","957313","200444840","202432825","VS","Vehicle Supplement",,"07041","Recovered Vehicle","Recovered Vehicle","Vehicle, Recovered, Auto","Open or Active","EGBERT AVE \ HAWES ST","51651000","Bayview","Bayview Hunters Point","10","10","37.72056198120117","-122.388916015625","POINT (-122.388916015625 37.72056198120117)","88",,,,,,"9","2"
"2020-09-24T17:56:00.000","2020-09-24T00:00:00.000","17:56","2020","Thursday","2020-10-04T15:46:00.000","96672406303","966724","200597825","202781961","II","Initial",,"06303","Larceny Theft","Larceny Theft - From Building","Theft, From Building, $200-$950","Open or Active","POST ST \ STOCKTON ST","24908000","Central","Financial District/South Beach","3","3","37.78849792480469","-122.40676879882812","POINT (-122.40676879882812 37.78849792480469)","19",,,,,,"3","6"
"2018-09-29T23:00:00.000","2018-09-29T00:00:00.000","23:00","2018","Saturday","2018-09-30T04:31:00.000","72092606244","720926","186222936",,"II","Coplogic Initial","true","06244","Larceny Theft","Larceny - From Vehicle","Theft, From Locked Vehicle, >$950","Open or Active","VAN NESS AVE \ CEDAR ST","30081000","Northern","Western Addition","3","5","37.78616615811754","-122.42137337495188","POINT (-122.42137337495188 37.78616615811754)","50",,,,,,"11","4"
