"by_month_incident_date","incident_category","analysis_neighborhood","count","point"
"2024-07-01T00:00:00.000","Warrant","Tenderloin","3","POINT (-122.41405487060547 37.78279495239258)"
"2020-10-01T00:00:00.000","Larceny Theft","Tenderloin","2","POINT (-122.41095161908784 37.78414101130419)"
"2022-05-01T00:00:00.000","Larceny Theft","Bayview Hunters Point","1","POINT (-122.38862609863281 37.751502990722656)"
"2019-09-01T00:00:00.000","Malicious Mischief","Inner Sunset","1","POINT (-122.45256805419922 37.76451110839844)"
"2018-11-01T00:00:00.000","Lost Property","Golden Gate Park","1","POINT (-122.4601058959961 37.77040100097656)"
"2020-03-01T00:00:00.000","Larceny Theft","Russian Hill","1","POINT (-122.41651077151808 37.803347966850026)"
"2020-11-01T00:00:00.000","Disorderly Conduct","Bayview Hunters Point","1","POINT (-122.40583815976386 37.74239176061754)"
"2021-12-01T00:00:00.000","Warrant","West of Twin Peaks","1","POINT (-122.45744575733735 37.73068763436866)"
"2020-03-01T00:00:00.000","Forgery And Counterfeiting","Bayview Hunters Point","1","POINT (-122.38775628177875 37.7528356110411)"
"2018-04-01T00:00:00.000","Larceny Theft","Oceanview/Merced/Ingleside","2","POINT (-122.46842956542969 37.71101760864258)"
"2023-08-01T00:00:00.000","Other","Financial District/South Beach","1","POINT (-122.40206909179688 37.78872299194336)"
"2019-11-01T00:00:00.000","Non-Criminal","Nob Hill","1","POINT (-122.41739133606869 37.790973190511274)"
"2020-01-01T00:00:00.000","Fraud","North Beach","1","POINT (-122.40720639505003 37.798776308543445)"
"2021-10-01T00:00:00.000","Motor Vehicle Theft","Nob Hill","1","POINT (-122.42251586914062 37.791290283203125)"
"2020-05-01T00:00:00.000","Burglary","Bernal Heights","1","POINT (-122.41822052001953 37.748165130615234)"
"2023-07-01T00:00:00.000","Burglary","Glen Park","1","POINT (-122.43749500643504 37.739978588435484)"
"2020-02-01T00:00:00.000","Recovered Vehicle","South of Market","1","POINT (-122.41261666820427 37.77702641978903)"
"2024-12-01T00:00:00.000","Warrant","Tenderloin","2","POINT (-122.4180908203125 37.786102294921875)"
"2023-02-01T00:00:00.000","Non-Criminal","Excelsior","1","POINT (-122.43531036376953 37.72400665283203)"
"2025-04-01T00:00:00.000","Suspicious Occ","Bayview Hunters Point","1","POINT (-122.39405059814453 37.74616241455078)"
"2020-06-01T00:00:00.000","Robbery","Mission Bay","1","POINT (-122.38930771704929 37.76881993660798)"
"2019-12-01T00:00:00.000","Burglary","Pacific Heights","1","POINT (-122.4243392944336 37.79196548461914)"
"2023-02-01T00:00:00.000","Larceny Theft","Glen Park","1","POINT (-122.42662048339844 37.73973083496094)"
"2021-10-01T00:00:00.000","Assault","Western Addition","1","POINT (-122.43291473388672 37.78435516357422)"
"2023-12-01T00:00:00.000","Malicious Mischief","Mission","1","POINT (-122.42138147669485 37.76494788696337)"
"2022-05-01T00:00:00.000","Recovered Vehicle","South of Market","1","POINT (-122.40827158967764 37.778860686349766)"
"2022-10-01T00:00:00.000","Burglary","Financial District/South Beach","1","POINT (-122.39427947998047 37.78992462158203)"
"2020-06-01T00:00:00.000","Offences Against The Family And Children","South of Market","1","POINT (-122.40528580238285 37.77385630397913)"
"2018-06-01T00:00:00.000","Warrant","Mission","1","POINT (-122.42607650292528 37.76142713261589)"
"2024-06-01T00:00:00.000","Motor Vehicle Theft","Bernal Heights","1","POINT (-122.40493774414062 37.74822235107422)"
"2018-02-01T00:00:00.000","Suspicious Occ","Tenderloin","1","POINT (-122.41480664938405 37.78651981906591)"
"2024-08-01T00:00:00.000","Robbery","Glen Park","1","POINT (-122.43414306640625 37.733551025390625)"
"2025-03-01T00:00:00.000","Larceny Theft","Russian Hill","1","POINT (-122.41905212402344 37.799198150634766)"
"2018-04-01T00:00:00.000","Burglary","Western Addition","1","POINT (-122.4225579822023 37.78315142705044)"
"2018-03-01T00:00:00.000","Burglary","Outer Mission","1","POINT (-122.44306587712263 37.72498829635846)"
"2021-11-01T00:00:00.000","Larceny Theft","Oceanview/Merced/Ingleside","1","POINT (-122.4590054691805 37.7113873289337)"
"2024-01-01T00:00:00.000","Other Miscellaneous","West of Twin Peaks","1","POINT (-122.47109427284008 37.739515148271785)"
"2018-10-01T00:00:00.000","Non-Criminal","Twin Peaks","1","POINT (-122.44598388671875 37.752349853515625)"
"2023-01-01T00:00:00.000","Other Miscellaneous","Portola","1","POINT (-122.40206146240234 37.72391891479492)"
"2022-04-01T00:00:00.000","Missing Person","Castro/Upper Market","1","POINT (-122.44462942946897 37.75970837295266)"
"2023-06-01T00:00:00.000","Other Miscellaneous","Tenderloin","1","POINT (-122.41461944580078 37.78558349609375)"
"2021-10-01T00:00:00.000","Fraud","Financial District/South Beach","1","POINT (-122.39833068847656 37.79709243774414)"
"2020-02-01T00:00:00.000","Recovered Vehicle","Financial District/South Beach","2","POINT (-122.4075004964411 37.7903218900193)"
"2018-11-01T00:00:00.000","Motor Vehicle Theft","Bayview Hunters Point","1","POINT (-122.40078735351562 37.71201705932617)"
"2021-10-01T00:00:00.000","Malicious Mischief","Bayview Hunters Point","2","POINT (-122.39458465576172 37.75242614746094)"
"2018-06-01T00:00:00.000","Non-Criminal","Financial District/South Beach","1","POINT (-122.40043640136719 37.8015251159668)"
"2023-02-01T00:00:00.000","Assault","Nob Hill","1","POINT (-122.41169738769531 37.787872314453125)"
"2018-02-01T00:00:00.000","Warrant","Western Addition","1","POINT (-122.4215701166973 37.78661895979627)"
"2025-02-01T00:00:00.000","Larceny Theft","Western Addition","2","POINT (-122.42189025878906 37.77989196777344)"
"2020-07-01T00:00:00.000","Larceny Theft","Mission","3","POINT (-122.42188644715362 37.76491737717617)"
