"by_month_incident_date","incident_category","analysis_neighborhood","count","point"
"2018-02-01T00:00:00.000","Assault","Mission Bay","1","POINT (-122.39143433652146 37.773466920607476)"
"2021-05-01T00:00:00.000","Burglary","Castro/Upper Market","1","POINT (-122.43119049072266 37.76759338378906)"
"2022-03-01T00:00:00.000","Motor Vehicle Theft","Sunset/Parkside","1","POINT (-122.49602149765326 37.75711662984663)"
"2023-04-01T00:00:00.000","Lost Property","Financial District/South Beach","1","POINT (-122.40253268056037 37.78999553992629)"
"2018-05-01T00:00:00.000","Larceny Theft","South of Market","1","POINT (-122.40928340438033 37.77965775127483)"
"2020-07-01T00:00:00.000","Malicious Mischief","Chinatown","1","POINT (-122.41064427447627 37.79930285244731)"
"2022-08-01T00:00:00.000","Recovered Vehicle","Oceanview/Merced/Ingleside","1","POINT (-122.46556091308594 37.72167205810547)"
"2021-06-01T00:00:00.000","Motor Vehicle Theft","South of Market","3","POINT (-122.40486479517743 37.784006612420036)"
"2019-03-01T00:00:00.000","Larceny Theft","Potrero Hill","1","POINT (-122.38986206054688 37.75400161743164)"
"2024-08-01T00:00:00.000","Non-Criminal","Mission","1","POINT (-122.41322326660156 37.7667236328125)"
"2021-01-01T00:00:00.000","Other","Bayview Hunters Point","1","POINT (-122.3879304959651 37.724729109115316)"
"2018-07-01T00:00:00.000","Larceny Theft","Russian Hill","7","POINT (-122.41796875 37.80220031738281)"
"2020-04-01T00:00:00.000","Larceny Theft","West of Twin Peaks","1","POINT (-122.47436458651232 37.73937137119882)"
"2018-08-01T00:00:00.000","Weapons Offense","Visitacion Valley","1","POINT (-122.41600028103292 37.71191455546749)"
"2022-03-01T00:00:00.000","Motor Vehicle Theft","Hayes Valley","1","POINT (-122.42086029052734 37.77476119995117)"
"2024-02-01T00:00:00.000","Larceny Theft","Mission","1","POINT (-122.42447662353516 37.76914978027344)"
"2023-04-01T00:00:00.000","Burglary","Chinatown","1","POINT (-122.4091914521134 37.79389640842504)"
"2020-01-01T00:00:00.000","Larceny Theft","South of Market","1","POINT (-122.40460550711119 37.777699658507856)"
