"by_month_incident_date","incident_category","analysis_neighborhood","count","point"
"2018-09-01T00:00:00.000","Larceny Theft","Golden Gate Park","1","POINT (-122.50726318359375 37.76411437988281)"
"2018-01-01T00:00:00.000","Malicious Mischief","Mission","1","POINT (-122.42277526855469 37.7640380859375)"
"2019-06-01T00:00:00.000","Disorderly Conduct","Castro/Upper Market","1","POINT (-122.42592030312977 37.759829612490556)"
"2021-10-01T00:00:00.000","Robbery","Nob Hill","1","POINT (-122.42194037566323 37.788968773950536)"
"2019-08-01T00:00:00.000","Prostitution","Mission","1","POINT (-122.41796470626194 37.758698271638025)"
"2018-03-01T00:00:00.000","Traffic Violation Arrest","South of Market","1","POINT (-122.39983345203913 37.78221337826227)"
"2023-07-01T00:00:00.000","Other Miscellaneous","Lakeshore","1","POINT (-122.47750075164777 37.71601422542118)"
"2024-07-01T00:00:00.000","Larceny Theft","Mission Bay","2","POINT (-122.3929443359375 37.77179718017578)"
"2023-12-01T00:00:00.000","Other Miscellaneous","Bayview Hunters Point","1","POINT (-122.38311822134833 37.74388333564679)"
"2021-07-01T00:00:00.000","Other Miscellaneous","South of Market","1","POINT (-122.41414642333984 37.77824020385742)"
"2018-11-01T00:00:00.000","Burglary","Nob Hill","2","POINT (-122.4217498823547 37.7880272139735)"
"2018-09-01T00:00:00.000","Non-Criminal","West of Twin Peaks","1","POINT (-122.45244193895934 37.72986637466551)"
"2023-10-01T00:00:00.000","Motor Vehicle Theft","West of Twin Peaks","1","POINT (-122.4488525390625 37.72907257080078)"
"2020-05-01T00:00:00.000","Offences Against The Family And Children","Mission","2","POINT (-122.41803023409047 37.773474419099585)"
"2018-04-01T00:00:00.000","Offences Against The Family And Children","Outer Richmond","1","POINT (-122.47737121582031 37.7823600769043)"
"2023-11-01T00:00:00.000","Stolen Property","South of Market","1","POINT (-122.41215795469684 37.77666098665174)"
"2022-10-01T00:00:00.000","Larceny Theft","Financial District/South Beach","3","POINT (-122.39097101886335 37.79006979947905)"
"2018-11-01T00:00:00.000","Other Miscellaneous","Haight Ashbury","1","POINT (-122.45040750689292 37.770519317566674)"
"2021-05-01T00:00:00.000","Larceny Theft","North Beach","4","POINT (-122.41580242607432 37.80821405292514)"
"2020-09-01T00:00:00.000","Other Miscellaneous","Hayes Valley","1","POINT (-122.42297815011955 37.77688352592902)"
"2020-12-01T00:00:00.000","Motor Vehicle Theft","Bayview Hunters Point","1","POINT (-122.39334106445312 37.749916076660156)"
"2020-03-01T00:00:00.000","Assault","South of Market","1","POINT (-122.39980220366621 37.7814979983372)"
"2019-07-01T00:00:00.000","Malicious Mischief","Bernal Heights","1","POINT (-122.42089366066374 37.74403763134634)"
"2019-07-01T00:00:00.000","Other","Sunset/Parkside","1","POINT (-122.4910535356294 37.762947979740304)"
"2025-03-01T00:00:00.000","Warrant","Presidio Heights","1","POINT (-122.45340728759766 37.78641891479492)"
"2023-03-01T00:00:00.000","Traffic Violation Arrest","Bayview Hunters Point","1","POINT (-122.3826904296875 37.72742462158203)"
"2019-03-01T00:00:00.000","Prostitution","South of Market","2","POINT (-122.39893341064453 37.78378677368164)"
"2021-10-01T00:00:00.000","Forgery And Counterfeiting","Presidio Heights","1","POINT (-122.44679278091652 37.78726185246508)"
"2023-05-01T00:00:00.000","Warrant","Financial District/South Beach","1","POINT (-122.39703369140625 37.78933334350586)"
"2022-05-01T00:00:00.000","Larceny Theft","Outer Richmond","3","POINT (-122.51129492624534 37.77507596005672)"
"2022-11-01T00:00:00.000","Recovered Vehicle","Marina","1","POINT (-122.4368896484375 37.80360412597656)"
"2023-05-01T00:00:00.000","Forgery And Counterfeiting","Bayview Hunters Point","1","POINT (-122.38865297228483 37.736482820127975)"
"2021-08-01T00:00:00.000","Assault","Inner Sunset","2","POINT (-122.46630859375 37.7640380859375)"
"2023-11-01T00:00:00.000","Burglary","Hayes Valley","1","POINT (-122.43082427978516 37.77397155761719)"
"2021-08-01T00:00:00.000","Burglary","Inner Richmond","1","POINT (-122.4664306640625 37.78092575073242)"
"2021-08-01T00:00:00.000","Fraud","Presidio Heights","1","POINT (-122.44279479980469 37.78288650512695)"
"2020-06-01T00:00:00.000","Burglary","Bayview Hunters Point","1","POINT (-122.39002227783203 37.71929931640625)"
"2021-03-01T00:00:00.000","Larceny Theft","Nob Hill","2","POINT (-122.42049407958984 37.78961944580078)"
"2020-01-01T00:00:00.000","Burglary","Sunset/Parkside","1","POINT (-122.48748016357422 37.742530822753906)"
"2023-04-01T00:00:00.000","Lost Property","Marina","1","POINT (-122.44117737724194 37.80019018537176)"
"2019-07-01T00:00:00.000","Larceny Theft","Mission","1","POINT (-122.41859436035156 37.75383758544922)"
"2023-10-01T00:00:00.000","Recovered Vehicle","Sunset/Parkside","1","POINT (-122.4849148517768 37.75199819121172)"
"2023-05-01T00:00:00.000","Warrant","Tenderloin","1","POINT (-122.41296966814406 37.78578958358186)"
"2020-02-01T00:00:00.000","Weapons Offense","Bayview Hunters Point","1","POINT (-122.39623260498047 37.73746871948242)"
"2022-03-01T00:00:00.000","Warrant","Bayview Hunters Point","2","POINT (-122.39717687851248 37.72990988256753)"
"2018-10-01T00:00:00.000","Larceny Theft","Lakeshore","1","POINT (-122.5067138671875 37.735469818115234)"
"2021-08-01T00:00:00.000","Larceny Theft","South of Market","1","POINT (-122.39506530761719 37.78070068359375)"
"2021-03-01T00:00:00.000","Suspicious Occ","Outer Richmond","1","POINT (-122.51105499267578 37.77134323120117)"
"2022-05-01T00:00:00.000","Weapons Offense","Tenderloin","1","POINT (-122.41714561338313 37.78144749392477)"
"2024-03-01T00:00:00.000","Larceny Theft","Sunset/Parkside","1","POINT (-122.48377227783203 37.73434066772461)"
"2022-01-01T00:00:00.000","Burglary","Glen Park","2","POINT (-122.43331511280763 37.74249471717274)"
"2021-12-01T00:00:00.000","Lost Property","Bayview Hunters Point","1","POINT (-122.38470458984375 37.74089813232422)"
"2020-12-01T00:00:00.000","Non-Criminal","Inner Richmond","1","POINT (-122.46588316416654 37.77339820414022)"
