"by_month_incident_date","incident_category","analysis_neighborhood","count","point"
"2025-01-01T00:00:00.000","Larceny Theft","Russian Hill","1","POINT (-122.42252349853516 37.7996940612793)"
"2025-01-01T00:00:00.000","Larceny Theft","Russian Hill","1","POINT (-122.4223403930664 37.798763275146484)"
"2025-01-01T00:00:00.000","Larceny Theft","Russian Hill","1","POINT (-122.42214965820312 37.79782485961914)"
"2025-01-01T00:00:00.000","Larceny Theft","Russian Hill","1","POINT (-122.42378997802734 37.79761505126953)"
"2025-01-01T00:00:00.000","Larceny Theft","Russian Hill","1","POINT (-122.42200469970703 37.80549621582031)"
"2025-01-01T00:00:00.000","Larceny Theft","Russian Hill","2","POINT (-122.42219543457031 37.806434631347656)"
"2025-01-01T00:00:00.000","Larceny Theft","Seacliff","1","POINT (-122.47550201416016 37.78618240356445)"
"2025-01-01T00:00:00.000","Larceny Theft","Seacliff","1","POINT (-122.47871398925781 37.78602981567383)"
"2025-01-01T00:00:00.000","Larceny Theft","Seacliff","1","POINT (-122.48622131347656 37.78569793701172)"
"2025-01-01T00:00:00.000","Larceny Theft","Seacliff","1","POINT (-122.49311828613281 37.78657913208008)"
"2025-01-01T00:00:00.000","Larceny Theft","South of Market","1","POINT (-122.40542602539062 37.771297454833984)"
"2025-01-01T00:00:00.000","Larceny Theft","South of Market","2","POINT (-122.40374755859375 37.77262496948242)"
"2025-01-01T00:00:00.000","Larceny Theft","South of Market","1","POINT (-122.39484405517578 37.7796630859375)"
"2025-01-01T00:00:00.000","Larceny Theft","South of Market","1","POINT (-122.39753723144531 37.77913284301758)"
"2025-01-01T00:00:00.000","Larceny Theft","South of Market","3","POINT (-122.39706420898438 37.778751373291016)"
"2025-01-01T00:00:00.000","Larceny Theft","South of Market","1","POINT (-122.39574432373047 37.7776985168457)"
"2025-01-01T00:00:00.000","Larceny Theft","South of Market","1","POINT (-122.39498138427734 37.7770881652832)"
"2025-01-01T00:00:00.000","Larceny Theft","South of Market","1","POINT (-122.403076171875 37.77470779418945)"
"2025-01-01T00:00:00.000","Larceny Theft","South of Market","1","POINT (-122.40474700927734 37.7742805480957)"
"2025-01-01T00:00:00.000","Larceny Theft","South of Market","2","POINT (-122.40547943115234 37.776161193847656)"
"2025-01-01T00:00:00.000","Larceny Theft","South of Market","1","POINT (-122.40396118164062 37.77631378173828)"
"2025-01-01T00:00:00.000","Larceny Theft","South of Market","2","POINT (-122.40406799316406 37.77727127075195)"
"2025-01-01T00:00:00.000","Larceny Theft","South of Market","1","POINT (-122.40460205078125 37.7776985168457)"
"2025-01-01T00:00:00.000","Larceny Theft","South of Market","2","POINT (-122.4061508178711 37.77808380126953)"
"2025-01-01T00:00:00.000","Larceny Theft","South of Market","1","POINT (-122.40388488769531 37.77900314331055)"
"2025-01-01T00:00:00.000","Larceny Theft","South of Market","3","POINT (-122.40238189697266 37.778602600097656)"
"2025-01-01T00:00:00.000","Larceny Theft","South of Market","1","POINT (-122.40296173095703 37.77814865112305)"
"2025-01-01T00:00:00.000","Larceny Theft","South of Market","2","POINT (-122.40237426757812 37.779457092285156)"
"2025-01-01T00:00:00.000","Larceny Theft","South of Market","3","POINT (-122.400146484375 37.78121566772461)"
"2025-01-01T00:00:00.000","Larceny Theft","South of Market","3","POINT (-122.40571594238281 37.780879974365234)"
"2025-01-01T00:00:00.000","Larceny Theft","South of Market","2","POINT (-122.40815734863281 37.78053665161133)"
"2025-01-01T00:00:00.000","Larceny Theft","South of Market","1","POINT (-122.40928649902344 37.779659271240234)"
"2025-01-01T00:00:00.000","Larceny Theft","South of Market","1","POINT (-122.4076919555664 37.7801628112793)"
"2025-01-01T00:00:00.000","Larceny Theft","South of Market","1","POINT (-122.40715789794922 37.77973937988281)"
"2025-01-01T00:00:00.000","Larceny Theft","South of Market","1","POINT (-122.40663146972656 37.77931594848633)"
"2025-01-01T00:00:00.000","Larceny Theft","South of Market","1","POINT (-122.40701293945312 37.777400970458984)"
"2025-01-01T00:00:00.000","Larceny Theft","South of Market","1","POINT (-122.41093444824219 37.779212951660156)"
"2025-01-01T00:00:00.000","Larceny Theft","South of Market","3","POINT (-122.41315460205078 37.77745819091797)"
"2025-01-01T00:00:00.000","Larceny Theft","South of Market","3","POINT (-122.41251373291016 37.780479431152344)"
"2025-01-01T00:00:00.000","Larceny Theft","South of Market","8","POINT (-122.41414642333984 37.77824020385742)"
"2025-01-01T00:00:00.000","Larceny Theft","South of Market","1","POINT (-122.41532135009766 37.77671813964844)"
"2025-01-01T00:00:00.000","Larceny Theft","South of Market","1","POINT (-122.41865539550781 37.77555847167969)"
"2025-01-01T00:00:00.000","Larceny Theft","South of Market","1","POINT (-122.4139404296875 37.77437973022461)"
"2025-01-01T00:00:00.000","Larceny Theft","South of Market","1","POINT (-122.41160583496094 37.776222229003906)"
"2025-01-01T00:00:00.000","Larceny Theft","South of Market","1","POINT (-122.40894317626953 37.775875091552734)"
"2025-01-01T00:00:00.000","Larceny Theft","South of Market","2","POINT (-122.40729522705078 37.77717971801758)"
"2025-01-01T00:00:00.000","Larceny Theft","South of Market","2","POINT (-122.40740203857422 37.77463912963867)"
"2025-01-01T00:00:00.000","Larceny Theft","South of Market","2","POINT (-122.40851593017578 37.77375793457031)"
"2025-01-01T00:00:00.000","Larceny Theft","South of Market","1","POINT (-122.40968322753906 37.7728385925293)"
"2025-01-01T00:00:00.000","Larceny Theft","South of Market","1","POINT (-122.41069030761719 37.77302551269531)"
"2025-01-01T00:00:00.000","Larceny Theft","South of Market","1","POINT (-122.41222381591797 37.773284912109375)"
"2025-01-01T00:00:00.000","Larceny Theft","South of Market","2","POINT (-122.41282653808594 37.77281188964844)"
"2025-01-01T00:00:00.000","Larceny Theft","South of Market","3","POINT (-122.4112777709961 37.77157974243164)"
"2025-01-01T00:00:00.000","Larceny Theft","South of Market","7","POINT (-122.40699768066406 37.770050048828125)"
"2025-01-01T00:00:00.000","Larceny Theft","South of Market","3","POINT (-122.41093444824219 37.769412994384766)"
