"by_month_incident_date","incident_category","analysis_neighborhood","count","point"
"2023-07-01T00:00:00.000","Fraud","Mission","2","POINT (-122.42166247826907 37.76257883049033)"
"2024-09-01T00:00:00.000","Larceny Theft","Mission","1","POINT (-122.41870880126953 37.74900817871094)"
"2022-09-01T00:00:00.000","Motor Vehicle Theft","Western Addition","1","POINT (-122.44096374511719 37.7822380065918)"
"2024-03-01T00:00:00.000","Miscellaneous Investigation","Outer Richmond","1","POINT (-122.50186920166016 37.7793083190918)"
"2018-11-01T00:00:00.000","Offences Against The Family And Children","West of Twin Peaks","1","POINT (-122.4504483953692 37.73380415536194)"
"2021-01-01T00:00:00.000","Larceny Theft","Oceanview/Merced/Ingleside","1","POINT (-122.44929574336275 37.72175241158197)"
"2018-06-01T00:00:00.000","Assault","West of Twin Peaks","1","POINT (-122.4443359375 37.73455810546875)"
"2019-10-01T00:00:00.000","Larceny Theft","Financial District/South Beach","1","POINT (-122.40055526483039 37.790247403765534)"
"2024-02-01T00:00:00.000","Burglary","South of Market","1","POINT (-122.40616607666016 37.7789421081543)"
"2022-03-01T00:00:00.000","Recovered Vehicle","Nob Hill","1","POINT (-122.4185562133789 37.78843307495117)"
"2019-07-01T00:00:00.000","Disorderly Conduct","Financial District/South Beach","2","POINT (-122.3979721069336 37.79531478881836)"
"2023-07-01T00:00:00.000","Fraud","Bayview Hunters Point","1","POINT (-122.39599491107272 37.71893208858006)"
"2024-08-01T00:00:00.000","Malicious Mischief","Nob Hill","1","POINT (-122.41118621826172 37.793643951416016)"
"2019-05-01T00:00:00.000","Recovered Vehicle","Bayview Hunters Point","1","POINT (-122.40003563410093 37.73335135825967)"
"2022-03-01T00:00:00.000","Malicious Mischief","Tenderloin","1","POINT (-122.41600949683082 37.777773070705116)"
"2018-07-01T00:00:00.000","Recovered Vehicle","Bayview Hunters Point","1","POINT (-122.39780954703679 37.73884664690457)"
"2022-05-01T00:00:00.000","Weapons Carrying Etc","Bayview Hunters Point","1","POINT (-122.38847589500467 37.74110763100082)"
"2023-07-01T00:00:00.000","Motor Vehicle Theft","Mission","1","POINT (-122.41377258300781 37.749305725097656)"
"2023-02-01T00:00:00.000","Robbery","Portola","1","POINT (-122.40657806396484 37.732139587402344)"
"2018-03-01T00:00:00.000","Motor Vehicle Theft","Russian Hill","1","POINT (-122.41815185546875 37.80313491821289)"
"2018-03-01T00:00:00.000","Disorderly Conduct","Hayes Valley","1","POINT (-122.43448332106492 37.77541686019655)"
"2021-03-01T00:00:00.000","Larceny Theft","Inner Sunset","1","POINT (-122.4692631573105 37.7601705853474)"
"2021-08-01T00:00:00.000","Malicious Mischief","West of Twin Peaks","1","POINT (-122.4702377319336 37.743289947509766)"
"2019-02-01T00:00:00.000","Robbery","Tenderloin","1","POINT (-122.40803527832031 37.78641128540039)"
"2022-01-01T00:00:00.000","Malicious Mischief","Bayview Hunters Point","1","POINT (-122.38911341071439 37.73911266036485)"
"2020-05-01T00:00:00.000","Larceny Theft","Outer Richmond","2","POINT (-122.49745452596986 37.77757937015435)"
"2019-04-01T00:00:00.000","Other","Tenderloin","1","POINT (-122.41241455078125 37.78300476074219)"
"2019-07-01T00:00:00.000","Malicious Mischief","Sunset/Parkside","1","POINT (-122.49440249519098 37.764686190619194)"
"2023-10-01T00:00:00.000","Malicious Mischief","South of Market","1","POINT (-122.41161346435547 37.77376937866211)"
"2023-06-01T00:00:00.000","Missing Person","Portola","1","POINT (-122.40657806396484 37.72951889038086)"
"2020-12-01T00:00:00.000","Recovered Vehicle","Castro/Upper Market","1","POINT (-122.43135833740234 37.76932144165039)"
"2020-12-01T00:00:00.000","Suspicious Occ","Pacific Heights","1","POINT (-122.44394001951028 37.7885701896427)"
"2018-03-01T00:00:00.000","Warrant","South of Market","1","POINT (-122.41160583496094 37.776222229003906)"
"2022-06-01T00:00:00.000","Motor Vehicle Theft","Haight Ashbury","1","POINT (-122.44473266601562 37.767425537109375)"
"2018-04-01T00:00:00.000","Disorderly Conduct","Bayview Hunters Point","1","POINT (-122.38324737548828 37.72679901123047)"
"2021-06-01T00:00:00.000","Offences Against The Family And Children","Mission Bay","2","POINT (-122.39143433652146 37.773466920607476)"
"2020-03-01T00:00:00.000","Motor Vehicle Theft","Mission","1","POINT (-122.4117431640625 37.751033782958984)"
"2022-07-01T00:00:00.000","Larceny Theft","Haight Ashbury","1","POINT (-122.43556213378906 37.77241897583008)"
"2018-11-01T00:00:00.000","Motor Vehicle Theft","Hayes Valley","1","POINT (-122.42922462065675 37.77035061756687)"
"2019-03-01T00:00:00.000","Suspicious Occ","South of Market","1","POINT (-122.41050575404132 37.77709218421705)"
"2018-06-01T00:00:00.000","Larceny Theft","Chinatown","2","POINT (-122.40779730536886 37.79588096144563)"
"2024-03-01T00:00:00.000","Larceny Theft","Inner Richmond","1","POINT (-122.46387481689453 37.775367736816406)"
"2019-05-01T00:00:00.000","Other Miscellaneous","Mission","1","POINT (-122.42397338541623 37.771369004996274)"
"2019-12-01T00:00:00.000","Suspicious Occ","Haight Ashbury","1","POINT (-122.44995880126953 37.76580047607422)"
"2018-12-01T00:00:00.000","Fraud","Inner Sunset","1","POINT (-122.47015380859375 37.75752258300781)"
"2020-10-01T00:00:00.000","Motor Vehicle Theft","Sunset/Parkside","1","POINT (-122.49829318785163 37.75888761039598)"
"2018-11-01T00:00:00.000","Larceny Theft","Pacific Heights","1","POINT (-122.42852783203125 37.78765106201172)"
"2022-03-01T00:00:00.000","Larceny Theft","Mission Bay","1","POINT (-122.39143433652146 37.773466920607476)"
"2018-06-01T00:00:00.000","Warrant","Mission","1","POINT (-122.41947628865915 37.76305083908165)"
"2019-07-01T00:00:00.000","Traffic Collision","South of Market","1","POINT (-122.40528869628906 37.77385711669922)"
"2023-01-01T00:00:00.000","Suspicious Occ","Financial District/South Beach","1","POINT (-122.4014892578125 37.78582763671875)"
"2023-02-01T00:00:00.000","Other Offenses","Portola","1","POINT (-122.41741180419922 37.72401809692383)"
"2022-08-01T00:00:00.000","Non-Criminal","Hayes Valley","1","POINT (-122.42899005279499 37.77324779963808)"
"2020-12-01T00:00:00.000","Other Offenses","Mission","1","POINT (-122.4067997377898 37.75776205694905)"
"2023-03-01T00:00:00.000","Recovered Vehicle","Tenderloin","1","POINT (-122.42081451416016 37.782894134521484)"
"2019-04-01T00:00:00.000","Miscellaneous Investigation","Sunset/Parkside","1","POINT (-122.50462341308594 37.741764068603516)"
"2019-12-01T00:00:00.000","Larceny Theft","Mission","1","POINT (-122.42425811457072 37.766405766276556)"
"2019-09-01T00:00:00.000","Lost Property","South of Market","1","POINT (-122.41644287109375 37.775699615478516)"
"2020-02-01T00:00:00.000","Motor Vehicle Theft","Outer Richmond","1","POINT (-122.50989475109745 37.771396030943585)"
"2019-05-01T00:00:00.000","Larceny Theft","Russian Hill","1","POINT (-122.42530059814453 37.805076599121094)"
"2018-07-01T00:00:00.000","Assault","Mission","1","POINT (-122.42410268505228 37.764783451283925)"
"2024-11-01T00:00:00.000","Miscellaneous Investigation","Mission","1","POINT (-122.41561126708984 37.76853561401367)"
"2022-07-01T00:00:00.000","Other Miscellaneous","South of Market","2","POINT (-122.40993824145319 37.77841628146485)"
"2018-07-01T00:00:00.000","Recovered Vehicle","Pacific Heights","1","POINT (-122.43731856945608 37.7894216306171)"
"2021-12-01T00:00:00.000","Other Miscellaneous","Mission Bay","1","POINT (-122.39119934924325 37.77100919089478)"
"2018-02-01T00:00:00.000","Larceny Theft","Tenderloin","1","POINT (-122.41780582056246 37.784709803078236)"
"2022-05-01T00:00:00.000","Robbery","South of Market","2","POINT (-122.41160611386445 37.77622135530407)"
"2023-03-01T00:00:00.000","Larceny Theft","Tenderloin","4","POINT (-122.41973876953125 37.785892486572266)"
"2023-04-01T00:00:00.000","Malicious Mischief","Tenderloin","1","POINT (-122.41405487060547 37.78279495239258)"
"2023-05-01T00:00:00.000","Assault","Lone Mountain/USF","1","POINT (-122.44730151526936 37.78239164108496)"
"2021-11-01T00:00:00.000","Non-Criminal","Tenderloin","1","POINT (-122.40803623744476 37.78640961281089)"
"2021-04-01T00:00:00.000","Larceny Theft","Castro/Upper Market","1","POINT (-122.4340591430664 37.762550354003906)"
"2021-09-01T00:00:00.000","Assault","Hayes Valley","1","POINT (-122.42456817626953 37.77620315551758)"
"2023-10-01T00:00:00.000","Larceny Theft","Pacific Heights","1","POINT (-122.44229733312673 37.788780747749065)"
"2021-04-01T00:00:00.000","Motor Vehicle Theft","Mission","1","POINT (-122.40520770408881 37.751786947167794)"
"2021-03-01T00:00:00.000","Traffic Violation Arrest","Mission","1","POINT (-122.41593170166016 37.760433197021484)"
"2021-09-01T00:00:00.000","Larceny Theft","Potrero Hill","1","POINT (-122.4018325805664 37.75712203979492)"
"2021-04-01T00:00:00.000","Drug Offense","Bayview Hunters Point","1","POINT (-122.39710998535156 37.71769714355469)"
"2022-12-01T00:00:00.000","Larceny Theft","Financial District/South Beach","1","POINT (-122.39888041931147 37.79384367995605)"
"2018-06-01T00:00:00.000","Assault","Mission Bay","1","POINT (-122.39137353346597 37.77283099431839)"
"2022-10-01T00:00:00.000","Larceny Theft","Inner Sunset","1","POINT (-122.46209716796875 37.76516342163086)"
"2018-03-01T00:00:00.000","Drug Offense","Tenderloin","2","POINT (-122.41899108886719 37.782169342041016)"
"2023-10-01T00:00:00.000","Larceny Theft","Golden Gate Park","3","POINT (-122.46975708007812 37.76921081542969)"
"2019-12-01T00:00:00.000","Fraud","Marina","1","POINT (-122.43384673355347 37.797298027642356)"
