"by_month_incident_date","incident_category","analysis_neighborhood","count","point"
"2023-08-01T00:00:00.000","Fraud","Chinatown","1","POINT (-122.40470886230469 37.79402160644531)"
"2019-02-01T00:00:00.000","Other Miscellaneous","Glen Park","1","POINT (-122.43562104740643 37.7415342624393)"
"2024-02-01T00:00:00.000","Recovered Vehicle","Inner Richmond","1","POINT (-122.46066284179688 37.775516510009766)"
"2020-08-01T00:00:00.000","Motor Vehicle Theft","Bayview Hunters Point","1","POINT (-122.39458465576172 37.75242614746094)"
"2021-02-01T00:00:00.000","Larceny Theft","Western Addition","1","POINT (-122.43892675625831 37.78058848569914)"
"2019-05-01T00:00:00.000","Burglary","Western Addition","1","POINT (-122.42080688476562 37.78241729736328)"
"2023-03-01T00:00:00.000","Malicious Mischief","Lincoln Park","1","POINT (-122.4998705718611 37.781327195293386)"
"2021-07-01T00:00:00.000","Non-Criminal","Nob Hill","1","POINT (-122.41766565520432 37.79233793073956)"
"2020-06-01T00:00:00.000","Assault","Portola","1","POINT (-122.40470639531522 37.730318019697776)"
"2019-10-01T00:00:00.000","Fraud","Inner Sunset","1","POINT (-122.46725463867188 37.76212692260742)"
"2018-12-01T00:00:00.000","Larceny Theft","Marina","1","POINT (-122.43970489501953 37.801536560058594)"
"2018-02-01T00:00:00.000","Malicious Mischief","Chinatown","1","POINT (-122.40919494628906 37.79389572143555)"
"2018-02-01T00:00:00.000","Missing Person","West of Twin Peaks","3","POINT (-122.45917437674753 37.74728631866501)"
"2021-02-01T00:00:00.000","Malicious Mischief","Mission","2","POINT (-122.41048669029503 37.76560583760297)"
"2020-10-01T00:00:00.000","Malicious Mischief","Western Addition","1","POINT (-122.43763345468696 37.78266289872301)"
"2019-05-01T00:00:00.000","Recovered Vehicle","Mission","1","POINT (-122.40794002618608 37.759305173456276)"
"2022-05-01T00:00:00.000","Disorderly Conduct","South of Market","1","POINT (-122.41160611386445 37.77622135530407)"
"2020-03-01T00:00:00.000","Robbery","Lakeshore","1","POINT (-122.48301534194144 37.7204499957522)"
"2023-07-01T00:00:00.000","Recovered Vehicle","Tenderloin","1","POINT (-122.41367636179726 37.780926854425914)"
"2023-10-01T00:00:00.000","Burglary","Portola","1","POINT (-122.40356926790251 37.719663855277965)"
"2022-09-01T00:00:00.000","Non-Criminal","Inner Richmond","1","POINT (-122.46173342924563 37.77546739903482)"
"2020-11-01T00:00:00.000","Non-Criminal","Tenderloin","2","POINT (-122.41808809883916 37.78610103879033)"
"2022-08-01T00:00:00.000","Non-Criminal","Inner Sunset","1","POINT (-122.4605712890625 37.76055145263672)"
"2021-09-01T00:00:00.000","Fraud","Inner Richmond","1","POINT (-122.4649429321289 37.77532196044922)"
"2020-07-01T00:00:00.000","Larceny Theft","South of Market","1","POINT (-122.41394376427236 37.77437811971276)"
"2022-11-01T00:00:00.000","Non-Criminal","Russian Hill","1","POINT (-122.41594335448349 37.80054721325604)"
"2018-02-01T00:00:00.000","Fraud","Tenderloin","1","POINT (-122.4186019897461 37.7802619934082)"
"2021-12-01T00:00:00.000","Motor Vehicle Theft","Inner Sunset","1","POINT (-122.47325897216797 37.75437927246094)"
"2020-10-01T00:00:00.000","Larceny Theft","Financial District/South Beach","1","POINT (-122.39581342280272 37.791152807557935)"
"2024-09-01T00:00:00.000","Robbery","South of Market","1","POINT (-122.40406799316406 37.77727127075195)"
"2018-02-01T00:00:00.000","Larceny Theft","Financial District/South Beach","1","POINT (-122.40218964667669 37.7900390957152)"
"2021-09-01T00:00:00.000","Missing Person","Lakeshore","1","POINT (-122.47525024414062 37.71741485595703)"
"2022-11-01T00:00:00.000","Traffic Violation Arrest","Tenderloin","1","POINT (-122.41569387441227 37.78258503232177)"
"2020-01-01T00:00:00.000","Robbery","South of Market","1","POINT (-122.39584350585938 37.78132247924805)"
"2024-03-01T00:00:00.000","Malicious Mischief","Financial District/South Beach","1","POINT (-122.4073257446289 37.791297912597656)"
"2018-08-01T00:00:00.000","Disorderly Conduct","Financial District/South Beach","4","POINT (-122.39658591411781 37.79458821565897)"
"2024-11-01T00:00:00.000","Assault","Nob Hill","1","POINT (-122.4085922241211 37.78922653198242)"
"2021-02-01T00:00:00.000","Assault","Bayview Hunters Point","1","POINT (-122.38772939117182 37.73123178759346)"
"2022-10-01T00:00:00.000","Missing Person","Inner Sunset","1","POINT (-122.46404266357422 37.76226806640625)"
"2021-03-01T00:00:00.000","Assault","Mission","2","POINT (-122.41964721679688 37.7710075378418)"
"2020-04-01T00:00:00.000","Malicious Mischief","Marina","1","POINT (-122.43933868408203 37.7994270324707)"
"2025-03-01T00:00:00.000","Motor Vehicle Theft","Potrero Hill","1","POINT (-122.400390625 37.76234817504883)"
"2024-02-01T00:00:00.000","Malicious Mischief","Mission","1","POINT (-122.41515350341797 37.76369857788086)"
"2023-07-01T00:00:00.000","Robbery","Presidio Heights","1","POINT (-122.44798278808594 37.784019470214844)"
"2020-04-01T00:00:00.000","Motor Vehicle Theft","Haight Ashbury","1","POINT (-122.4491195678711 37.76164627075195)"
"2019-02-01T00:00:00.000","Assault","Marina","1","POINT (-122.42891397690136 37.79792540700026)"
"2025-01-01T00:00:00.000","Larceny Theft","Presidio Heights","1","POINT (-122.44798278808594 37.784019470214844)"
"2019-06-01T00:00:00.000","Larceny Theft","Seacliff","1","POINT (-122.48964135506954 37.78748651536362)"
"2023-07-01T00:00:00.000","Larceny Theft","Hayes Valley","1","POINT (-122.42170715332031 37.77895736694336)"
"2020-01-01T00:00:00.000","Suspicious Occ","Financial District/South Beach","1","POINT (-122.40522117345618 37.78869399111178)"
"2021-08-01T00:00:00.000","Malicious Mischief","Potrero Hill","1","POINT (-122.3941071115673 37.75759158940101)"
"2018-12-01T00:00:00.000","Larceny Theft","South of Market","1","POINT (-122.40284729003906 37.78154754638672)"
"2023-04-01T00:00:00.000","Recovered Vehicle","Castro/Upper Market","1","POINT (-122.430419921875 37.75955581665039)"
"2022-07-01T00:00:00.000","Other Miscellaneous","Russian Hill","1","POINT (-122.42017812719197 37.8047903066652)"
"2022-12-01T00:00:00.000","Larceny Theft","Inner Sunset","3","POINT (-122.46297200199032 37.76231576837908)"
"2022-06-01T00:00:00.000","Motor Vehicle Theft","Mission","1","POINT (-122.4248631979599 37.7598935187085)"
"2024-10-01T00:00:00.000","Robbery","Portola","1","POINT (-122.40359497070312 37.72763442993164)"
"2018-05-01T00:00:00.000","Motor Vehicle Theft","Noe Valley","1","POINT (-122.4384765625 37.75102233886719)"
"2022-06-01T00:00:00.000","Missing Person","Bernal Heights","1","POINT (-122.41431267246323 37.734762791636435)"
"2022-02-01T00:00:00.000","Fraud","Excelsior","1","POINT (-122.43478495933782 37.720444910347176)"
"2022-12-01T00:00:00.000","Malicious Mischief","Noe Valley","1","POINT (-122.43187668590397 37.751437158318524)"
"2023-06-01T00:00:00.000","Missing Person","Haight Ashbury","1","POINT (-122.4471206665039 37.77093505859375)"
"2023-01-01T00:00:00.000","Motor Vehicle Theft","Glen Park","1","POINT (-122.43807983398438 37.735416412353516)"
"2020-02-01T00:00:00.000","Larceny Theft","West of Twin Peaks","2","POINT (-122.46625728592838 37.73032902186771)"
"2018-05-01T00:00:00.000","Lost Property","South of Market","1","POINT (-122.41629170279316 37.77749384266056)"
"2022-08-01T00:00:00.000","Malicious Mischief","Tenderloin","1","POINT (-122.4133529663086 37.787662506103516)"
"2020-08-01T00:00:00.000","Larceny Theft","Golden Gate Park","3","POINT (-122.47327983402523 37.76705684499688)"
"2022-10-01T00:00:00.000","Burglary","Lone Mountain/USF","1","POINT (-122.44515575412403 37.77788650585072)"
"2024-05-01T00:00:00.000","Fraud","Visitacion Valley","2","POINT (-122.40653228759766 37.712284088134766)"
"2023-02-01T00:00:00.000","Recovered Vehicle","South of Market","1","POINT (-122.41189720901338 37.77207267883614)"
"2018-03-01T00:00:00.000","Larceny Theft","Financial District/South Beach","1","POINT (-122.40112990566737 37.7911279922278)"
"2018-01-01T00:00:00.000","Larceny Theft","Pacific Heights","1","POINT (-122.43355560302734 37.78748321533203)"
"2019-11-01T00:00:00.000","Assault","Bernal Heights","1","POINT (-122.42167663574219 37.742820739746094)"
"2021-06-01T00:00:00.000","Larceny Theft","South of Market","3","POINT (-122.40374755859375 37.77262496948242)"
"2024-05-01T00:00:00.000","Burglary","Marina","1","POINT (-122.44730377197266 37.798458099365234)"
"2024-09-01T00:00:00.000","Larceny Theft","Lakeshore","8","POINT (-122.47313690185547 37.71367263793945)"
"2022-04-01T00:00:00.000","Assault","Western Addition","1","POINT (-122.4329142491479 37.78435505539235)"
"2023-02-01T00:00:00.000","Burglary","Pacific Heights","1","POINT (-122.43109130859375 37.79200744628906)"
"2022-02-01T00:00:00.000","Burglary","Visitacion Valley","1","POINT (-122.40480341654703 37.71161058077062)"
"2020-08-01T00:00:00.000","Robbery","Tenderloin","2","POINT (-122.41405487060547 37.78279495239258)"
"2019-10-01T00:00:00.000","Miscellaneous Investigation","Nob Hill","1","POINT (-122.41171264648438 37.79172134399414)"
"2020-06-01T00:00:00.000","Non-Criminal","Tenderloin","1","POINT (-122.41424157409635 37.78372378203807)"
"2022-04-01T00:00:00.000","Larceny Theft","Presidio Heights","1","POINT (-122.44483184814453 37.78461837768555)"
"2023-11-01T00:00:00.000","Missing Person","Bernal Heights","1","POINT (-122.42174168100841 37.74058073209826)"
"2019-06-01T00:00:00.000","Robbery","Financial District/South Beach","1","POINT (-122.40050506591797 37.78744888305664)"
"2020-02-01T00:00:00.000","Larceny Theft","Hayes Valley","1","POINT (-122.436318144307 37.7761378357141)"
"2022-02-01T00:00:00.000","Larceny Theft","Bayview Hunters Point","1","POINT (-122.39900693300045 37.72130252269158)"
"2022-03-01T00:00:00.000","Larceny Theft","Mission","2","POINT (-122.41546212875728 37.76693705518631)"
"2023-09-01T00:00:00.000","Larceny Theft","North Beach","5","POINT (-122.41561643757444 37.80727586975037)"
"2025-02-01T00:00:00.000","Recovered Vehicle","Tenderloin","1","POINT (-122.41645050048828 37.786312103271484)"
"2018-10-01T00:00:00.000","Assault","Bayview Hunters Point","2","POINT (-122.38156441612668 37.72867801184137)"
"2020-12-01T00:00:00.000","Motor Vehicle Theft","Bayview Hunters Point","1","POINT (-122.38457148087929 37.71905903668968)"
"2023-12-01T00:00:00.000","Burglary","Sunset/Parkside","1","POINT (-122.48201751708984 37.73442077636719)"
"2019-09-01T00:00:00.000","Burglary","Pacific Heights","1","POINT (-122.42726135253906 37.78974151611328)"
"2022-11-01T00:00:00.000","Larceny Theft","North Beach","1","POINT (-122.41068267822266 37.807891845703125)"
"2019-07-01T00:00:00.000","Offences Against The Family And Children","South of Market","1","POINT (-122.4124133449216 37.77804532780479)"
"2020-05-01T00:00:00.000","Weapons Offense","South of Market","1","POINT (-122.40332794189453 37.78192901611328)"
