"by_month_incident_date","incident_category","analysis_neighborhood","count","point"
"2018-10-01T00:00:00.000","Motor Vehicle Theft","South of Market","1","POINT (-122.41629170279316 37.77749384266056)"
"2024-05-01T00:00:00.000","Offences Against The Family And Children","Bayview Hunters Point","1","POINT (-122.38176727294922 37.737464904785156)"
"2022-07-01T00:00:00.000","Malicious Mischief","Financial District/South Beach","1","POINT (-122.40041268582165 37.79544849687888)"
"2023-07-01T00:00:00.000","Other Miscellaneous","South of Market","1","POINT (-122.40238189697266 37.778602600097656)"
"2019-05-01T00:00:00.000","Burglary","Chinatown","1","POINT (-122.40694427490234 37.79747009277344)"
"2019-04-01T00:00:00.000","Other Miscellaneous","Excelsior","1","POINT (-122.42683410644531 37.72086715698242)"
"2023-08-01T00:00:00.000","Larceny Theft","Sunset/Parkside","1","POINT (-122.50818665232855 37.75096819873766)"
"2019-03-01T00:00:00.000","Other Offenses","Sunset/Parkside","1","POINT (-122.48131042513991 37.746543332034335)"
"2019-09-01T00:00:00.000","Larceny Theft","Financial District/South Beach","1","POINT (-122.39360046386719 37.78799819946289)"
"2022-04-01T00:00:00.000","Motor Vehicle Theft","Haight Ashbury","1","POINT (-122.45073676822004 37.76234170414449)"
"2018-01-01T00:00:00.000","Fraud","Nob Hill","1","POINT (-122.40936279296875 37.792972564697266)"
"2021-06-01T00:00:00.000","Robbery","South of Market","1","POINT (-122.40699768066406 37.770050048828125)"
"2024-02-01T00:00:00.000","Larceny Theft","Mission","1","POINT (-122.40890502929688 37.759246826171875)"
"2022-04-01T00:00:00.000","Offences Against The Family And Children","Excelsior","1","POINT (-122.44041773893213 37.717244618148314)"
"2021-06-01T00:00:00.000","Malicious Mischief","Bayview Hunters Point","1","POINT (-122.39424349422065 37.72547564939949)"
"2023-02-01T00:00:00.000","Other Miscellaneous","Bayview Hunters Point","1","POINT (-122.39041626502802 37.73559051983254)"
"2022-04-01T00:00:00.000","Malicious Mischief","Bayview Hunters Point","1","POINT (-122.3931719589466 37.722034716260424)"
"2022-12-01T00:00:00.000","Disorderly Conduct","Mission","1","POINT (-122.42327880859375 37.76646423339844)"
"2024-03-01T00:00:00.000","Other Offenses","Outer Richmond","1","POINT (-122.49877166748047 37.780941009521484)"
"2018-03-01T00:00:00.000","Assault","Portola","2","POINT (-122.41147550084597 37.72025167148699)"
"2024-06-01T00:00:00.000","Burglary","Inner Richmond","3","POINT (-122.4598617553711 37.77928161621094)"
"2020-06-01T00:00:00.000","Lost Property","Tenderloin","1","POINT (-122.41588253952085 37.78351564008561)"
"2021-01-01T00:00:00.000","Larceny Theft","Chinatown","1","POINT (-122.40779730536886 37.79588096144563)"
"2021-11-01T00:00:00.000","Other Miscellaneous","Tenderloin","2","POINT (-122.41945454389607 37.78450084289595)"
"2022-06-01T00:00:00.000","Assault","Nob Hill","2","POINT (-122.41188565874671 37.78880754257507)"
"2020-01-01T00:00:00.000","Missing Person","Treasure Island","1","POINT (-122.37142899749846 37.82954857858764)"
"2021-10-01T00:00:00.000","Larceny Theft","Western Addition","4","POINT (-122.43291473388672 37.78435516357422)"
"2022-01-01T00:00:00.000","Larceny Theft","Golden Gate Park","1","POINT (-122.45428466796875 37.77289581298828)"
