"by_month_incident_date","incident_category","analysis_neighborhood","count","point"
"2019-06-01T00:00:00.000","Motor Vehicle Theft","Russian Hill","1","POINT (-122.41949462890625 37.7972297668457)"
"2020-10-01T00:00:00.000","Assault","Financial District/South Beach","1","POINT (-122.40150988963866 37.78826926778294)"
"2020-05-01T00:00:00.000","Malicious Mischief","Bayview Hunters Point","1","POINT (-122.39485205000103 37.720175220095285)"
"2023-06-01T00:00:00.000","Fraud","South of Market","2","POINT (-122.40363311767578 37.77516174316406)"
"2019-08-01T00:00:00.000","Burglary","Visitacion Valley","1","POINT (-122.41157531738281 37.71246337890625)"
"2023-02-01T00:00:00.000","Fraud","Hayes Valley","1","POINT (-122.42922462065675 37.77035061756687)"
"2020-12-01T00:00:00.000","Other","South of Market","1","POINT (-122.40647888183594 37.78273010253906)"
"2019-10-01T00:00:00.000","Larceny Theft","Portola","1","POINT (-122.41888781569907 37.72496594996197)"
"2019-10-01T00:00:00.000","Non-Criminal","South of Market","2","POINT (-122.41106944380195 37.77579380320729)"
"2018-01-01T00:00:00.000","Non-Criminal","Tenderloin","1","POINT (-122.40866708530758 37.7853882479001)"
"2021-01-01T00:00:00.000","Malicious Mischief","Treasure Island","1","POINT (-122.37608337402344 37.82647705078125)"
"2022-09-01T00:00:00.000","Lost Property","South of Market","1","POINT (-122.4159081801724 37.77527205930737)"
"2023-01-01T00:00:00.000","Larceny Theft","South of Market","1","POINT (-122.41471099853516 37.77622985839844)"
"2020-10-01T00:00:00.000","Malicious Mischief","Golden Gate Park","1","POINT (-122.46721649169922 37.771663665771484)"
"2022-04-01T00:00:00.000","Other Miscellaneous","South of Market","1","POINT (-122.40924544400873 37.781398133437946)"
"2024-02-01T00:00:00.000","Other Miscellaneous","Bernal Heights","1","POINT (-122.423583984375 37.73988342285156)"
"2023-03-01T00:00:00.000","Larceny Theft","Tenderloin","2","POINT (-122.41259527758581 37.7839325760642)"
