ttxid,certificate_number,ownership_name,dba_name,full_business_address,city,state,business_zip,dba_start_date,dba_end_date,location_start_date,location_end_date,mailing_address_1
0165299-02-001,165299,Lee Howard M,709-711 Clayton St Apartment,709 Clayton St,San Francisco,CA,94117.0,1987-04-20T00:00:00.000,,1987-04-20T00:00:00.000,,Po Box 591765
0165304-01-001,165304,Hitchcock J & Florence L Etal,795-799 Cole St Apartment,795 Cole St,San Francisco,CA,94117.0,1987-01-01T00:00:00.000,,1987-01-01T00:00:00.000,,587 Castro St
0165321-01-001,165321,Neighborhood Hsng Ren Corp II,735 Ellis St Apartments,735 Ellis St,San Francisco,CA,94109.0,1987-01-01T00:00:00.000,,1987-01-01T00:00:00.000,,1167 Mission St Fl 4
0165328-01-001,165328,Lew Gordon & Julia C,2052 Filbert St Apartments,2052 Filbert St,San Francisco,CA,94123.0,1987-01-01T00:00:00.000,,1987-01-01T00:00:00.000,,10 Corte Del Bayo
0165330-01-001,165330,Sanchez Eusebio & Bernarda,2612 Folsom St Apartments,2612 Folsom St,San Francisco,CA,94110.0,1987-01-01T00:00:00.000,,1987-01-01T00:00:00.000,,2230 Shannon Dr
0165338-01-001,165338,Yee Charlene,240-244 Guerrero St Apartments,240 Guerrero St,San Francisco,CA,94103.0,1987-01-01T00:00:00.000,,1987-01-01T00:00:00.000,,231 27th Ave
0165339-01-001,165339,Beigel Lynda,1230 Haight St Apartments,1230 Haight St,San Francisco,CA,94117.0,2007-12-31T00:00:00.000,,2007-12-31T00:00:00.000,,Po Box 170636
0165343-01-001,165343,Swingle David B,148 Hermann St Rentals,148 Hermann St,San Francisco,CA,94102.0,1987-03-27T00:00:00.000,,1987-03-27T00:00:00.000,,3520 Williams Ranch Rd
0165344-02-001,165344,James Soong H,168 Hermann St Apartments,168 Hermann St,San Francisco,CA,94102.0,1986-01-01T00:00:00.000,,1989-12-31T00:00:00.000,,168.1a Hermann St
0165346-01-001,165346,Lee Quon Yin & Dai Jan,1542 Jackson St Apartments,1542 Jackson St,San Francisco,CA,94109.0,1987-01-01T00:00:00.000,,1987-01-01T00:00:00.000,,6527 Hagen Blvd
0165346-03-001,165346,Lee Quon Yin & Dai Jan,810 Vallejo St Apts,810 Vallejo St,San Francisco,CA,94133.0,1987-01-01T00:00:00.000,,1987-01-01T00:00:00.000,,6527 Hagen Blvd
0165347-01-001,165347,Wong Clifton M,1627 Jackson St Apartments,1627 Jackson St,San Francisco,CA,94109.0,1987-04-10T00:00:00.000,,1987-04-10T00:00:00.000,,Po Box 16188
0165347-02-001,165347,Wong Clifton M,962 Jones St Apts,962 Jones St,San Francisco,CA,94109.0,1987-04-10T00:00:00.000,,2007-03-01T00:00:00.000,,Po Box 16188
0165352-01-001,165352,Karah Mohammed,450 Jones St Apartments,450 Jones St,San Francisco,CA,94102.0,1987-01-01T00:00:00.000,,1987-01-01T00:00:00.000,,1010 W Railroad Ave
0165358-01-001,165358,Lee Fay Wah & Eileen,1131-1141 Leavenworth St Apts,1131 Leavenworth St,San Francisco,CA,94109.0,1986-02-24T00:00:00.000,,1987-01-01T00:00:00.000,,359 11th Ave Apt 2
0165360-01-001,165360,Chan Gaywynn L & Lorraine M,201 Mallorca Wy Apartments,201 Mallorca Way,San Francisco,CA,94123.0,1987-01-01T00:00:00.000,,1987-01-01T00:00:00.000,,230 Mallorca Way
0165373-01-001,165373,Hrvatin Claudio & Giovanna,4352 Mission St Building,4352 Mission St,San Francisco,CA,94112.0,1987-02-04T00:00:00.000,,1987-02-04T00:00:00.000,,550 Junipero Serra Blvd
0165376-01-001,165376,Curletto Mirella,230 Mississippi St Apts,230 Mississippi St,San Francisco,CA,94107.0,1987-01-01T00:00:00.000,,1987-01-01T00:00:00.000,,385 Pennsylvania Ave
0165376-02-001,165376,Curletto Mirella,415 Pennsylvania Av Apts,415 Pennsylvania Ave,San Francisco,CA,94107.0,1987-01-01T00:00:00.000,,1989-01-01T00:00:00.000,,385 Pennsylvania Ave
0165382-01-001,165382,Chen Wellington,850 Oak St Apartments,850 Oak St,San Francisco,CA,94117.0,1987-01-01T00:00:00.000,,1987-01-01T00:00:00.000,,424 Somerset St
0165387-01-001,165387,Buoncristiani Romano & Lucian,3010 Octavia St Apartments,3010 Octavia St,San Francisco,CA,94123.0,1987-01-01T00:00:00.000,,1987-01-01T00:00:00.000,,1572 Union St
0165391-01-001,165391,Wong James Y F,1054 Pacific Av Apartments,1054 Pacific Ave,San Francisco,CA,94133.0,1987-01-01T00:00:00.000,,1987-01-01T00:00:00.000,,175 12th Ave
0165395-01-001,165395,Sattler Thomas A,1428-1434 Page St Apartments,1428 Page St,San Francisco,CA,94117.0,1987-01-01T00:00:00.000,,1987-01-01T00:00:00.000,,1428 Page St
0165400-01-001,165400,"Mar V/Mock D/Chun E,Et Al",745-749 Portola Dr Building,745 Portola Dr,San Francisco,CA,94127.0,1987-01-01T00:00:00.000,,1987-01-01T00:00:00.000,,Po Box 225007
0165414-01-001,165414,Ku Bean-Jiang Xiao Hong S,546 Taraval St Building,546 Taraval St,San Francisco,CA,94116.0,1987-01-01T00:00:00.000,,1987-01-01T00:00:00.000,,718 Long Bridge St Apt 505
0165418-02-001,165418,Smucha Beverly & Smucha Barak,524 Union Street,76 Brentwood Ave,San Francisco,CA,94127.0,1987-01-01T00:00:00.000,,1987-01-01T00:00:00.000,,76 Brentwood Ave
0165419-01-001,165419,Wong Kwok Y & Margaret,558-562 Union St Apartments,558 Union St,San Francisco,CA,94133.0,1987-01-01T00:00:00.000,,1987-01-01T00:00:00.000,,26 Auburn St
0165420-01-001,165420,Best Gina K,2159-71 Union St Apartments,2159 Union St,San Francisco,CA,94123.0,1987-05-29T00:00:00.000,,1987-05-29T00:00:00.000,,2368 Vallejo St
0165420-02-001,165420,Best Gina K,Gina Best Real Estate,2368 Vallejo St,San Francisco,CA,94123.0,1987-05-29T00:00:00.000,,2004-04-29T00:00:00.000,,2368 Vallejo St
0165428-01-001,165428,Takashi Masashi & Margaret,231 Valley St Apartments,231 Valley St,San Francisco,CA,94131.0,1987-02-11T00:00:00.000,,1987-02-11T00:00:00.000,,8 Forest Knolls Dr
0165428-03-001,165428,Takashi Masashi & Margaret,3183-3185 Mission St Bldg,3183 Mission St,San Francisco,CA,94110.0,1987-02-11T00:00:00.000,,1988-09-30T00:00:00.000,,8 Forest Knolls Dr
0165442-01-001,165442,Fong Ben B & Jenny S T,1252 2nd Av Apartments,1252 2nd Ave,San Francisco,CA,94122.0,1987-01-01T00:00:00.000,,1987-01-01T00:00:00.000,,1622 28th Ave
0165445-01-001,165445,Chun Ronald K & Eilene L,1374 5th Av Apartments,1374 5th Ave,San Francisco,CA,94122.0,1987-01-01T00:00:00.000,,1987-01-01T00:00:00.000,,1535 26th Ave
0165459-01-001,165459,Edwards Sandra,489-495 17th Av Apartments,489 17th Ave,San Francisco,CA,94121.0,1987-01-01T00:00:00.000,,1987-01-01T00:00:00.000,,226 28th Ave
0165461-02-001,165461,Wong Sun Keung & King Nam,1378 33rd Ave Apts,1378 33rd Ave,San Francisco,CA,94122.0,1987-01-01T00:00:00.000,,1993-08-25T00:00:00.000,,1425 18th Ave Apt 2
0165463-02-001,165463,Fleming Thomas & Margaret,1320 De Haro St Property,1320 De Haro St,San Francisco,CA,94107.0,1984-08-30T00:00:00.000,,1984-08-30T00:00:00.000,,5204 Springridge Way
0165463-04-001,165463,Fleming Thomas & Margaret,872 Rhode Island St Properties,872 Rhode Island St,San Francisco,CA,94107.0,1984-08-30T00:00:00.000,,1985-07-12T00:00:00.000,,5204 Springridge Way
0165467-01-001,165467,Dominguez Lidya,3465 22nd St Apartments,3465 22nd St,San Francisco,CA,94110.0,1987-01-01T00:00:00.000,,1987-01-01T00:00:00.000,,3465 22nd St Apt 3
0165471-01-001,165471,Dugoni Patricia J,3560 24th St Apartments,3560 24th St,San Francisco,CA,94110.0,1987-01-01T00:00:00.000,,1987-01-01T00:00:00.000,,Po Box 1652
0165472-01-001,165472,Hsia Yu Long & Chun,4118 24th St Apartments,4118 24th St Apt 1,San Francisco,CA,94114.0,1987-01-01T00:00:00.000,,1987-01-01T00:00:00.000,,4118 24th St Apt 1
0165473-01-001,165473,Badger Emily Tr,3470 25th St Apartments,3470 25th St,San Francisco,CA,94110.0,1987-07-03T00:00:00.000,,1987-07-03T00:00:00.000,,3755 Brickway Blvd Ste 100
0165476-01-001,165476,Key Ok Soon,474 27th Av Apartments,474 27th Ave,San Francisco,CA,94121.0,1987-01-01T00:00:00.000,,1987-01-01T00:00:00.000,,474 27th Ave
0165476-02-001,165476,Key Ok Soon,2467 Sutter St Apartments,2467 Sutter St,San Francisco,CA,94115.0,1987-01-01T00:00:00.000,,1989-01-01T00:00:00.000,,474 27th Ave
0165477-01-001,165477,Leong Tin G & Lily,1390-1396 27th Av Apartments,1390 27th Ave,San Francisco,CA,94122.0,1987-01-01T00:00:00.000,,1987-01-01T00:00:00.000,,777 22nd Ave
0165637-01-001,165637,Hoa Kim Nguyen,Neighbors,530 Buchanan St,San Francisco,CA,94102.0,1999-10-29T00:00:00.000,,2001-07-07T00:00:00.000,,534 Buchanan St
0165639-01-001,165639,New Lun Ting Cafe Inc,New Lun Ting Cafe Inc,670 Jackson St,San Francisco,CA,94133.0,1987-08-01T00:00:00.000,,1987-08-01T00:00:00.000,,567 Pine St Ste 201
0165647-03-001,165647,Lau Hung C,General Lau Construction Co,1307 42nd Ave,San Francisco,CA,94122.0,1997-06-01T00:00:00.000,,1997-06-01T00:00:00.000,,1307 42nd Ave
0165675-02-001,165675,Clement Travel Service Inc,Clement Tours & Travel,100 Clement St,San Francisco,CA,94118.0,1984-01-01T00:00:00.000,,2008-01-01T00:00:00.000,,100 Clement St
0165711-02-001,165711,Hardy Thomas R,Thomas Rex Hardy Aia,510 Stockton St Apt 101,San Francisco,CA,94108.0,2001-10-01T00:00:00.000,,2001-10-01T00:00:00.000,,3826 Balboa St
0165745-01-999,165745,Smith Willie H,D D & L Trucking,99 Marin City Ca,Brisbane Q4068,,,1984-01-01T00:00:00.000,,1984-01-01T00:00:00.000,,35 Park Cir
0165753-01-001,165753,Wong Basalle Realty Inc,Wong Basalle Realty Inc,2543 Clement St,San Francisco,CA,94121.0,1980-06-01T00:00:00.000,,1980-06-01T00:00:00.000,,2543 Clement St
0165754-01-001,165754,Evelyns Antique Chinese Furn,Evelyns Antique Chinese Furn,2088 Oakdale Ave,San Francisco,CA,94124.0,2009-07-30T00:00:00.000,,2009-07-31T00:00:00.000,,170 Vernon St
0165765-02-001,165765,Wong Lawrence K & Pearl,854-864 Lombard St Apartments,854 Lombard St #864,San Francisco,CA,94133.0,1987-07-17T00:00:00.000,,2011-07-01T00:00:00.000,,623 Lakeridge Dr
0165780-01-001,165780,Ark Christian Preschool Inc,Ark Christian Preschool The,3141 Vicente St,San Francisco,CA,94116.0,1987-01-01T00:00:00.000,,1987-01-01T00:00:00.000,,3141 Vicente St
0165832-01-001,165832,Hermes Of Paris Inc,Hermes Of Paris Inc,125 Grant Ave,San Francisco,CA,94108.0,1987-11-09T00:00:00.000,,2003-07-23T00:00:00.000,,55 E 59th St
0165880-03-001,165880,Kwong Pak Tung,H K Hair & Nail Beauty Salon,199 Leland Ave,San Francisco,CA,94134.0,2006-12-16T00:00:00.000,,2006-12-16T00:00:00.000,,199 Leland Ave
0165951-01-001,165951,Stephenson Lucy B,Stephenson Lucy B Cpa,964 Chenery St,San Francisco,CA,94131.0,1984-04-01T00:00:00.000,,1984-04-01T00:00:00.000,,964 Chenery St
0165976-02-001,165976,Sirhed Bassem R,3911-15 24th St. Bldg.,3911 24th St,San Francisco,CA,94114.0,1990-12-31T00:00:00.000,,1990-12-31T00:00:00.000,,Po Box 626
0165976-03-001,165976,Sirhed Bassem R,514-520 Castro St Bldg,514 Castro St,San Francisco,CA,94114.0,1990-12-31T00:00:00.000,,1990-12-31T00:00:00.000,,Po Box 626
0165976-04-001,165976,Sirhed Bassem R,465-469 Castro St Bldg,465 Castro St,San Francisco,CA,94114.0,1990-12-31T00:00:00.000,,1990-12-31T00:00:00.000,,Po Box 626
0165976-05-001,165976,Sirhed Bassem R,1573 Haight St Bldg,1573 Haight St,San Francisco,CA,94117.0,1990-12-31T00:00:00.000,,1990-12-31T00:00:00.000,,Po Box 626
0165976-16-001,165976,Sirhed Bassem R,1597-99 Haight St Bldg,1597 Haight St,San Francisco,CA,94117.0,1990-12-31T00:00:00.000,,2010-01-01T00:00:00.000,,Po Box 626
0165976-17-001,165976,Sirhed Bassem R,1515-19 Haight St Bldg,1515 Haight St,San Francisco,CA,94117.0,1990-12-31T00:00:00.000,,2010-01-01T00:00:00.000,,Po Box 626
0165976-19-001,165976,Sirhed Bassem R,222 Powell St Bldg,222 Powell St,San Francisco,CA,94102.0,1990-12-31T00:00:00.000,,2010-01-01T00:00:00.000,,Po Box 626
0165976-20-001,165976,Sirhed Bassem R,1944 Union St Bldg,1944 Union St,San Francisco,CA,94123.0,1990-12-31T00:00:00.000,,2010-01-01T00:00:00.000,,Po Box 626
0165981-01-999,165981,Viking Drillers Inc,Viking Drillers Inc,801 Northport Dr,Brisbane Q4068,,,1987-03-11T00:00:00.000,,1987-03-11T00:00:00.000,,5950 Granite Lake Dr
0165984-01-001,165984,Wellmans Pharmacy Inc,Wellmans Inc,1053 Stockton St,San Francisco,CA,94108.0,1987-10-01T00:00:00.000,,1987-10-01T00:00:00.000,,1053 Stockton St
0165984-01-002,165984,Wellmans Pharmacy Inc,Wellmans Inc,728 Pacific Ave Ste 110,San Francisco,CA,94133.0,1987-10-01T00:00:00.000,,1991-09-15T00:00:00.000,,1053 Stockton St
0165988-01-001,165988,Harper Timothy A,International Tennis Players,2920 Buchanan St Apt 9,San Francisco,CA,94123.0,1987-09-01T00:00:00.000,,1987-09-01T00:00:00.000,,2920 Buchanan St Apt 9
0166027-01-001,166027,Ho Tat Choy,Fay Tat Construction Co,219 Faxon Ave,San Francisco,CA,94112.0,1987-09-01T00:00:00.000,,2001-07-11T00:00:00.000,,219 Faxon Ave
0166058-04-001,166058,Voyvodich Kay E,Kv Associates,671 14th Ave,San Francisco,CA,94118.0,2004-04-01T00:00:00.000,,2004-04-01T00:00:00.000,,671 14th Ave
0166062-02-999,166062,Rios Gustavo,Alvren Maintenance,2839 Cornelius Dr,Richmond,CA,94806.0,1987-11-02T00:00:00.000,,2004-11-16T00:00:00.000,,Po Box 20121
0166068-02-999,166068,C & J Roofing Co Inc,C & J Roofing Company Inc,233 South Maple Ave Bldg 0,S San Fran,CA,94080.0,1999-12-22T00:00:00.000,,1999-12-23T00:00:00.000,,233 S Maple Ave Bldg 0
0166093-02-001,166093,Look Model Agency Corp,Look Artists Agency,166 Geary St Ste 1400,San Francisco,CA,94108.0,1987-01-01T00:00:00.000,,2009-06-01T00:00:00.000,,333 Bryant St 370 Ste
0166100-01-001,166100,Mcvey Anthony J,Menagerie Productions,250 Napoleon St,San Francisco,CA,94124.0,1987-10-08T00:00:00.000,,2000-09-09T00:00:00.000,,250 Napoleon St Ste J
0166101-01-001,166101,Batt Patrick E,Mercury Distributing,4077 18th St #A,San Francisco,CA,94114.0,1987-10-16T00:00:00.000,,2009-01-29T00:00:00.000,,4077a 18th St
0166101-02-001,166101,Batt Patrick E,Auto Erotica,4077 18th St #A,San Francisco,CA,94114.0,1987-10-16T00:00:00.000,,1997-01-20T00:00:00.000,,4077a 18th St
0166101-03-001,166101,Batt Patrick E,The Dildo Mines,4077 18th St #A,San Francisco,CA,94114.0,1987-10-16T00:00:00.000,,1997-01-20T00:00:00.000,,4077a 18th St
0166101-04-001,166101,Batt Patrick E,Mercury Distributors,4077 18th St #A,San Francisco,CA,94114.0,1987-10-16T00:00:00.000,,2009-01-29T00:00:00.000,,4077a 18th St
0166101-05-001,166101,Batt Patrick E,Mercury Management,4077 18th St #A,San Francisco,CA,94114.0,1987-10-16T00:00:00.000,,2009-01-29T00:00:00.000,,4077a 18th St
0166101-06-001,166101,Batt Patrick E,Mercury Publishing,4077 18th St #A,San Francisco,CA,94114.0,1987-10-16T00:00:00.000,,2009-01-29T00:00:00.000,,4077a 18th St
0166101-07-001,166101,Batt Patrick E,Mercury Mail Order,4077 18th St #A,San Francisco,CA,94114.0,1987-10-16T00:00:00.000,,2009-01-29T00:00:00.000,,4077a 18th St
0166109-02-999,166109,Abc Security Service Inc,Abc Security Service,1840 Embarcadero,Oakland,CA,94606.0,1999-06-01T00:00:00.000,,1999-06-01T00:00:00.000,,1840 Embarcadero
0166118-01-001,166118,Chinese Community Health Plan,Chinese Community Health Plan,445 Grant Ave Ste 700,San Francisco,CA,94108.0,1987-08-06T00:00:00.000,,2005-09-30T00:00:00.000,,445 Grant Ave Ste 700
0166129-01-001,166129,Emmert Rhonda L Dc,Dr Emmert Chiropratic Offices,399 Arguello Blvd,San Francisco,CA,94118.0,1987-11-01T00:00:00.000,,2010-01-01T00:00:00.000,,329 Point Lobos Ave
0166146-01-001,166146,Johnides Steven T,Johnides Steven Photography,226 Valley St,San Francisco,CA,94131.0,1987-01-01T00:00:00.000,,1996-01-01T00:00:00.000,,23 Blossom Dr
0166213-01-999,166213,Morton Smith Electrical Inc,Morton Smith Electrical Inc,955 Piner Pl,Santa Rosa,CA,95403.0,1994-03-11T00:00:00.000,,1994-03-11T00:00:00.000,,955 Piner Pl
0166219-01-001,166219,Yeung Patty Lew,Super Performance,1457 A Powell St,San Francisco,CA,94133.0,1987-10-01T00:00:00.000,,1987-10-01T00:00:00.000,,1457a Powell St
0166241-02-001,166241,Cut Loose Inc,Cut Loose Inc,1218 Valencia St,San Francisco,CA,94110.0,1987-10-05T00:00:00.000,,2000-11-18T00:00:00.000,,101 Williams Ave
0166241-04-001,166241,Cut Loose Inc,Cut Loose Inc,101 Williams Ave,San Francisco,CA,94124.0,1987-10-05T00:00:00.000,,2013-04-22T00:00:00.000,,101 Williams Ave
0166272-03-001,166272,Hmw & Jk Enterprises Inc,Hmw & Jk Enterprises Inc,1290 24th Ave,San Francisco,CA,94122.0,1987-07-01T00:00:00.000,,2002-09-18T00:00:00.000,,1290 24th Ave
0166276-01-001,166276,John Stewart Co Inc,John Stewart Co The,1388 Sutter St Fl 11,San Francisco,CA,94109.0,1987-06-26T00:00:00.000,,1999-12-06T00:00:00.000,,1388 Sutter St Fl
0166288-01-001,166288,Dyer Royce & Kaplan Gwen,Ace Mailing,2757 16th St,San Francisco,CA,94103.0,2002-10-30T00:00:00.000,,2002-10-30T00:00:00.000,,2736 16th St
0166293-01-001,166293,Perlite Thomas M/ Sheila K,Golden Gate Orchids,225 Velasco Ave,San Francisco,CA,94134.0,1987-10-25T00:00:00.000,,1987-10-25T00:00:00.000,,2990 25th Ave
0166329-01-001,166329,Franks Trading Co Inc,Franks Trading Co Inc,1683 Galvez Ave,San Francisco,CA,94124.0,1985-01-01T00:00:00.000,,1994-11-15T00:00:00.000,,1683 Galvez Ave
0166329-01-002,166329,Franks Trading Co Inc,Franks Trading Co Inc,1660 Hudson Ave,San Francisco,CA,94124.0,1985-01-01T00:00:00.000,,1986-10-01T00:00:00.000,,1683 Galvez Ave
0166365-01-001,166365,Mortenson Dale N,Russian Hill Chiropractic Off,2041 Polk St Ste A,San Francisco,CA,94109.0,1987-11-15T00:00:00.000,,1997-12-01T00:00:00.000,,2041 Polk St Ste A
0166459-02-001,166459,K C Glass Inc,K C Glass Inc.,1360 Yosemite Ave,San Francisco,CA,94124.0,1995-07-12T00:00:00.000,,2009-11-05T00:00:00.000,,1360 Yosemite Ave
0166490-01-001,166490,Conlon Patrick & Loudis George,Pilsner Inn,225 Church St,San Francisco,CA,94114.0,1987-05-01T00:00:00.000,,1987-05-01T00:00:00.000,,225 Church St
