"pdid","incidntnum","incident_code","category","descript","dayofweek","date","time","pddistrict","resolution","address","x","y","location",":@computed_region_6qbp_sg9q",":@computed_region_qgnn_b9vv",":@computed_region_26cr_cadq",":@computed_region_ajp5_b2md",":@computed_region_yftq_j783",":@computed_region_p5aj_wyqh",":@computed_region_rxqg_mtj9",":@computed_region_bh8s_q3mv",":@computed_region_fyvs_ahh9",":@computed_region_9dfj_4gjx",":@computed_region_n4xg_c4py",":@computed_region_4isq_27mq",":@computed_region_fcz8_est8",":@computed_region_pigm_ib2e",":@computed_region_9jxd_iqea",":@computed_region_6pnf_4xz7",":@computed_region_6ezc_tdp2",":@computed_region_h4ep_8xdi",":@computed_region_nqbw_i6c3",":@computed_region_2dwj_jsy4",":@computed_region_jwn9_ihcz"
"15017952571000","150179525","71000","NON-CRIMINAL","LOST PROPERTY","Thursday","2015-02-26T00:00:00.000","13:30","TARAVAL","NONE","TARAVAL ST / 22ND AV","-122.478902513336","37.7429079761232","POINT (-122.47890251333601 37.7429079761232)","40","10","7","35","1","8","3","29491","35",,,"25",,"24",,"1",,,,,"40"
"15017584664070","150175846","64070","SUSPICIOUS OCC","SUSPICIOUS OCCURRENCE","Wednesday","2015-02-25T00:00:00.000","20:30","TENDERLOIN","NONE","100 Block of ELLIS ST","-122.408269031453","37.7853831105797","POINT (-122.408269031453 37.7853831105797)","19","5","3","36","14","10","10","28852","36",,,,,,"5","2","1","1",,,"19"
"16103070405083","161030704","05083","BURGLARY","BURGLARY, HOT PROWL, UNLAWFUL ENTRY","Tuesday","2016-12-20T00:00:00.000","02:40","PARK","ARREST, BOOKED","4100 Block of 17TH ST","-122.43790573131092","37.762376307983764","POINT (-122.43790573131092 37.762376307983764)","113","7","5","5","15","5","5","28862","3",,,,,,,"1",,,,,"113"
"17101675006153","171016750","06153","LARCENY/THEFT","GRAND THEFT FROM PERSON","Saturday","2017-12-16T00:00:00.000","12:46","MISSION","NONE","2000 Block of MARKET ST","-122.42695563170949","37.769247063207025","POINT (-122.42695563170949 37.769247063207025)","28","3","5","5","7","4","5","28862","3","18",,"20","5","20","9","1",,,"5",,"28"
"16103580107023","161035801","07023","VEHICLE THEFT","STOLEN MOTORCYCLE","Wednesday","2016-12-21T00:00:00.000","08:55","CENTRAL","NONE","400 Block of BROADWAY ST","-122.40428249774496","37.79822493454871","POINT (-122.40428249774496 37.79822493454871)","106","6","3","23","3","1","10","308","23","21",,"23",,,"1","2",,,,,"106"
"15006535015160","150065350","15160","OTHER OFFENSES","VIOLATION OF EMERGENCY PROTECTIVE ORDER","Saturday","2015-01-17T00:00:00.000","22:00","TARAVAL","NONE","4100 Block of IRVING ST","-122.502313645004","37.7623956491177","POINT (-122.502313645004 37.7623956491177)","39","10","7","35","1","8","3","56","35",,,,,,,"1",,,,,"39"
"15018304368020","150183043","68020","OTHER OFFENSES","MISCELLANEOUS INVESTIGATION","Saturday","2015-02-28T00:00:00.000","08:20","NORTHERN","ARREST, BOOKED","200 Block of PAGE ST","-122.424851402509","37.773829832494","POINT (-122.424851402509 37.773829832494)","26","4","11","9","7","9","11","28852","10",,,,,,,"1",,,,,"26"
"15017358328100","150173583","28100","VANDALISM","MALICIOUS MISCHIEF, BREAKING WINDOWS","Wednesday","2015-02-25T00:00:00.000","14:50","INGLESIDE","NONE","0 Block of ARLETA AV","-122.40366319182","37.7126960034611","POINT (-122.40366319182002 37.7126960034611)","75","9","9","40","9","7","8","309","39",,,,,,,"2",,,,,"75"
"15015594515200","150155945","15200","SECONDARY CODES","DOMESTIC VIOLENCE","Thursday","2015-02-19T00:00:00.000","10:00","TENDERLOIN","NONE","500 Block of JONES ST","-122.412999075009","37.786277459166","POINT (-122.412999075009 37.786277459166)","20","5","10","36","5","10","9","28852","36",,,,,,,"2","1","1",,,"20"
"16099885475025","160998854","75025","NON-CRIMINAL","SEARCH WARRANT SERVICE","Friday","2016-12-09T00:00:00.000","10:10","INGLESIDE","NONE","0 Block of MURRAY ST","-122.42572382074745","37.733545209149334","POINT (-122.42572382074745 37.733545209149334)","93","9","2","2","2","7","7","28861","2",,,,,,,"1",,,,,"93"
