"pdid","incidntnum","incident_code","category","descript","dayofweek","date","time","pddistrict","resolution","address","x","y","location",":@computed_region_6qbp_sg9q",":@computed_region_qgnn_b9vv",":@computed_region_26cr_cadq",":@computed_region_ajp5_b2md",":@computed_region_yftq_j783",":@computed_region_p5aj_wyqh",":@computed_region_rxqg_mtj9",":@computed_region_bh8s_q3mv",":@computed_region_fyvs_ahh9",":@computed_region_9dfj_4gjx",":@computed_region_n4xg_c4py",":@computed_region_4isq_27mq",":@computed_region_fcz8_est8",":@computed_region_pigm_ib2e",":@computed_region_9jxd_iqea",":@computed_region_6pnf_4xz7",":@computed_region_6ezc_tdp2",":@computed_region_h4ep_8xdi",":@computed_region_nqbw_i6c3",":@computed_region_2dwj_jsy4",":@computed_region_jwn9_ihcz"
"13045978965016","130459789","65016","OTHER OFFENSES","DRIVERS LICENSE, SUSPENDED OR REVOKED","Tuesday","2013-06-04T00:00:00.000","09:50","INGLESIDE","ARREST, CITED","GENEVA AV / SAN JOSE AV","-122.44660721495","37.7207231268789","POINT (-122.44660721495 37.7207231268789)","80","9","1","28","9","7","6","28861","25",,,,,,,"2",,,,,"80"
"5026776116621","050267761","16621","DRUG/NARCOTIC","POSSESSION OF BASE/ROCK COCAINE","Wednesday","2005-03-09T00:00:00.000","13:30","TENDERLOIN","ARREST, BOOKED","400 Block of JONES ST","-122.412993783039","37.7855629695287","POINT (-122.412993783039 37.7855629695287)","20","5","10","36","7","10","9","28852","36",,,,,,"6","2","1","1",,,"20"
"10015904406244","100159044","06244","LARCENY/THEFT","GRAND THEFT FROM LOCKED AUTO","Wednesday","2010-02-17T00:00:00.000","00:01","BAYVIEW","NONE","DEHARO ST / 20TH ST","-122.400419418641","37.7520752845309","POINT (-122.400419418641 37.7520752845309)","54","2","9","26","10","3","8","28856","29",,,,,,,"2",,,,,"54"
"4019202111010","040192021","11010","STOLEN PROPERTY","RECEIVING STOLEN PROPERTY","Tuesday","2004-02-17T00:00:00.000","13:25","SOUTHERN","ARREST, BOOKED","300 Block of 7TH ST","-122.406841835314","37.7758712904252","POINT (-122.40684183531401 37.7758712904252)","32","1","10","34","8","2","9","28853","34","24",,"6",,"6",,"2",,,,,"32"
"6071796665016","060717966","65016","OTHER OFFENSES","DRIVERS LICENSE, SUSPENDED OR REVOKED","Friday","2006-07-07T00:00:00.000","09:35","BAYVIEW","ARREST, CITED","NEWHALL ST / MCKINNON AV","-122.391090325597","37.7369085657287","POINT (-122.391090325597 37.7369085657287)","86","2","9","1","10","3","8","58","1","11",,"13",,"13",,"2",,,,,"86"
"8040198919022","080401989","19022","DISORDERLY CONDUCT","DISTURBING THE PEACE","Monday","2008-04-14T00:00:00.000","15:20","BAYVIEW","ARREST, BOOKED","1600 Block of PALOU AV","-122.391849084977","37.7345805334314","POINT (-122.391849084977 37.7345805334314)","87","2","9","1","10","3","8","58","1",,,,,,,"2",,,,,"87"
"12049496106153","120494961","06153","LARCENY/THEFT","GRAND THEFT FROM PERSON","Saturday","2012-06-23T00:00:00.000","23:50","TENDERLOIN","NONE","POWELL ST / ELLIS ST","-122.407854234538","37.7854922044602","POINT (-122.40785423453801 37.7854922044602)","19","6","3","36","14","10","10","28852","36","10",,"12",,"12","5","2","1","1",,,"19"
"11056997204134","110569972","04134","ASSAULT","BATTERY","Saturday","2011-07-16T00:00:00.000","14:15","MISSION","NONE","200 Block of GUERRERO ST","-122.424185302421","37.7668770284191","POINT (-122.42418530242101 37.7668770284191)","37","3","5","20","8","4","5","28853","19",,,,,,,"2",,,,,"37"
"6096989474000","060969894","74000","MISSING PERSON","MISSING ADULT","Monday","2006-09-11T00:00:00.000","11:30","SOUTHERN","NONE","100 Block of 4TH ST","-122.4039407276","37.7843007072344","POINT (-122.4039407276 37.7843007072344)","32","1","10","8","12","2","9","28853","6",,,,,,"4","1",,,,,"32"
"7068814705051","070688147","05051","BURGLARY","BURGLARY OF STORE, FORCIBLE ENTRY","Monday","2007-07-09T00:00:00.000","00:30","CENTRAL","NONE","1000 Block of BUSH ST","-122.414554947333","37.7893683441939","POINT (-122.414554947333 37.7893683441939)","50","6","3","21","5","1","10","28858","21",,,,,,,"2",,,,,"50"
"11007454565016","110074545","65016","OTHER OFFENSES","DRIVERS LICENSE, SUSPENDED OR REVOKED","Monday","2011-01-24T00:00:00.000","20:45","INGLESIDE","ARREST, CITED","PERSIA AV / MOSCOW ST","-122.428805979714","37.7197111452786","POINT (-122.428805979714 37.7197111452786)","90","9","1","7","9","7","6","28861","5",,,,,,,"2",,,,,"90"
"4040505606151","040405056","06151","LARCENY/THEFT","GRAND THEFT FROM PERSON","Thursday","2004-04-08T00:00:00.000","20:31","TENDERLOIN","NONE","300 Block of ELLIS ST","-122.411965795229","37.7849141859562","POINT (-122.411965795229 37.7849141859562)","20","5","10","36","14","10","9","28852","36","17",,"18",,"18","6","2","1","1",,,"20"
"13088394009320","130883940","09320","FRAUD","CREDIT CARD, THEFT BY USE OF","Friday","2013-09-20T00:00:00.000","16:21","BAYVIEW","NONE","1100 Block of 26TH ST","-122.390804345826","37.7514316446928","POINT (-122.390804345826 37.7514316446928)","56","2","9","1","10","3","8","28856","1",,,,,,"14","1",,,,,"56"
"10610138271000","106101382","71000","NON-CRIMINAL","LOST PROPERTY","Friday","2010-08-13T00:00:00.000","21:00","CENTRAL","NONE","CALIFORNIA ST / MONTGOMERY ST","-122.402771438385","37.7928508774587","POINT (-122.402771438385 37.7928508774587)","108","6","3","8","4","1","10","28854","6",,,,,,,"2",,,,,"108"
"3142804306244","031428043","06244","LARCENY/THEFT","GRAND THEFT FROM LOCKED AUTO","Saturday","2003-12-06T00:00:00.000","19:30","NORTHERN","NONE","PINE ST / LAGUNA ST","-122.428715158648","37.7885754519761","POINT (-122.428715158648 37.7885754519761)","101","4","11","30","13","9","11","28858","27",,,,,,,"1",,,,,"101"
"11604841706372","116048417","06372","LARCENY/THEFT","PETTY THEFT OF PROPERTY","Thursday","2011-04-14T00:00:00.000","13:45","TARAVAL","NONE","100 Block of FONT BL","-122.473644075533","37.7155536666978","POINT (-122.473644075533 37.7155536666978)","42","10","8","16","1","8","4","64","14",,,,,,,"2",,,,,"42"
"12093497307023","120934973","07023","VEHICLE THEFT","STOLEN MOTORCYCLE","Friday","2012-11-16T00:00:00.000","17:00","PARK","NONE","100 Block of GARDENSIDE DR","-122.444670064346","37.7541385212721","POINT (-122.44467006434598 37.7541385212721)","51","7","5","38","2","5","5","63","38",,,,,,,"1",,,,,"51"
"4067731804134","040677318","04134","ASSAULT","BATTERY","Sunday","2004-06-13T00:00:00.000","18:54","SOUTHERN","ARREST, CITED","1000 Block of MARKET ST","-122.411339562557","37.7812707434494","POINT (-122.41133956255702 37.7812707434494)","32","5","10","34","14","2","9","28853","34",,"1",,"1",,"7","2","1","1","1","35","32"
"9057618007021","090576180","07021","VEHICLE THEFT","STOLEN AUTOMOBILE","Thursday","2009-06-04T00:00:00.000","15:45","RICHMOND","NONE","MARTIN LUTHER KING JR DR / 9TH AV","-122.466429551488","37.7664741386096","POINT (-122.46642955148799 37.7664741386096)","9","8","11","12","11","6","11","29492","8",,,,,,,"1",,,,,"9"
"13104798364080","131047983","64080","SUSPICIOUS OCC","SUSPICIOUS PERSON","Wednesday","2013-12-11T00:00:00.000","17:00","SOUTHERN","UNFOUNDED","300 Block of BRANNAN ST","-122.393695035908","37.7804903448208","POINT (-122.39369503590801 37.7804903448208)","31","1","10","8","6","2","9","28856","6",,,,,,,"1",,,,,"31"
"12607688428150","126076884","28150","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Thursday","2012-05-31T00:00:00.000","14:00","NORTHERN","NONE","3600 Block of LYON ST","-122.44827840533","37.804271887891","POINT (-122.44827840532999 37.804271887891)","17","4","6","13","13","9","1","57","17",,,,,,,"1",,,,"15","17"
"10047060209250","100470602","09250","FRAUD","FRAUDULENT USE OF AUTOMATED TELLER CARD","Friday","2010-05-21T00:00:00.000","02:12","NORTHERN","ARREST, BOOKED","OLIVE ST / POLK ST","-122.419458073153","37.7844990197997","POINT (-122.419458073153 37.7844990197997)","20","4","10","36","7","9","9","28858","36",,,,,,,"2","1","1",,,"20"
"11054717264085","110547172","64085","SUSPICIOUS OCC","INVESTIGATIVE DETENTION","Friday","2011-07-08T00:00:00.000","08:02","BAYVIEW","NONE","800 Block of MISSOURI ST","-122.39565974671","37.7552453099076","POINT (-122.39565974671 37.7552453099076)","54","2","9","26","10","3","8","28856","29",,,,,,,"2",,,,,"54"
"11071418307021","110714183","07021","VEHICLE THEFT","STOLEN AUTOMOBILE","Friday","2011-09-02T00:00:00.000","08:00","NORTHERN","NONE","1900 Block of WASHINGTON ST","-122.425342309555","37.7926813633502","POINT (-122.425342309555 37.7926813633502)","102","4","6","30","13","9","1","28858","27",,,,,,,"1",,,,,"102"
"6126680764020","061266807","64020","NON-CRIMINAL","AIDED CASE, MENTAL DISTURBED","Tuesday","2006-11-28T00:00:00.000","16:34","MISSION","PSYCHOPATHIC CASE","100 Block of CAPP ST","-122.418549940195","37.7642837095036","POINT (-122.41854994019499 37.7642837095036)","53","3","2","20","8","4","7","28859","19","12",,"14","3","14",,"2",,,"3",,"53"
"4035469165015","040354691","65015","OTHER OFFENSES","TRAFFIC VIOLATION","Saturday","2004-03-27T00:00:00.000","19:35","INGLESIDE","ARREST, BOOKED","5800 Block of MISSION ST","-122.45181851562","37.7091542140065","POINT (-122.45181851562 37.7091542140065)","66","9","1","28","9","7","6","28861","25",,,,,,,"2",,,,,"66"
"4013526909120","040135269","09120","FORGERY/COUNTERFEITING","FORGERY, DRIVERS LICENSE OR ID-CARD","Tuesday","2003-05-13T00:00:00.000","12:20","SOUTHERN","NONE","6TH ST / MISSION ST","-122.408710606671","37.7809706721824","POINT (-122.408710606671 37.7809706721824)","32","1","10","34","14","2","9","28853","34","24","1","6","1","6","7","2","1","1","1",,"32"
"3145296706244","031452967","06244","LARCENY/THEFT","GRAND THEFT FROM LOCKED AUTO","Sunday","2003-12-14T00:00:00.000","10:00","NORTHERN","NONE","500 Block of LARKIN ST","-122.417367329727","37.7828626236813","POINT (-122.417367329727 37.782862623681304)","20","5","10","36","7","9","9","28852","36","17","1","18",,"18","6","2","1","1",,,"20"
"12600705528150","126007055","28150","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Thursday","2012-01-12T00:00:00.000","19:20","MISSION","NONE","800 Block of SHOTWELL ST","-122.415464220212","37.7548143096921","POINT (-122.41546422021202 37.7548143096921)","53","3","2","20","2","4","7","28859","19",,,,"3",,,"2",,,"3",,"53"
"3012103003471","030121030","03471","ROBBERY","ATTEMPTED ROBBERY WITH A GUN","Wednesday","2003-01-29T00:00:00.000","21:53","BAYVIEW","NONE","2400 Block of NEWCOMB AV","-122.402209611741","37.7423447248336","POINT (-122.402209611741 37.7423447248336)","85","2","9","1","10","3","8","58","1",,,,,,,"1",,,,,"85"
"8119595706314","081195957","06314","LARCENY/THEFT","GRAND THEFT BICYCLE","Friday","2008-11-07T00:00:00.000","19:30","MISSION","NONE","400 Block of BARTLETT ST","-122.419252716313","37.7497620227402","POINT (-122.41925271631298 37.7497620227402)","53","3","2","20","2","4","7","28859","19",,,,"3",,,"2",,,"3",,"53"
"3076769027040","030767690","27040","OTHER OFFENSES","DUMPING OF OFFENSIVE MATTER","Thursday","2003-06-26T00:00:00.000","18:00","RICHMOND","ARREST, CITED","300 Block of ARGUELLO BL","-122.459156870347","37.7844209056208","POINT (-122.45915687034699 37.7844209056208)","5","8","4","11","11","6","2","54","11",,,,,,,"1",,,,,"5"
"8130733465050","081307334","65050","DRIVING UNDER THE INFLUENCE","DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL","Sunday","2008-12-07T00:00:00.000","16:15","BAYVIEW","ARREST, BOOKED","600 Block of GILMAN AV","-122.383440897994","37.7156328950599","POINT (-122.383440897994 37.7156328950599)","79","2","9","1","10","3","8","58","1",,,,,,,"1",,,,,"79"
"5108012816650","051080128","16650","DRUG/NARCOTIC","POSSESSION OF METH-AMPHETAMINE","Sunday","2005-09-25T00:00:00.000","23:06","TENDERLOIN","ARREST, CITED","400 Block of ELLIS ST","-122.413631253258","37.7848053746211","POINT (-122.413631253258 37.7848053746211)","20","5","10","36","7","10","9","28852","36","17",,"18",,"18","6","2","1","1",,,"20"
"4027154068030","040271540","68030","NON-CRIMINAL","COURTESY REPORT","Sunday","2004-03-07T00:00:00.000","21:45","NORTHERN","NONE","200 Block of OAK ST","-122.423371067788","37.774866634941","POINT (-122.423371067788 37.774866634941)","26","4","11","9","7","9","11","28852","10",,,,,,,"1",,,,,"26"
"4021494806242","040214948","06242","LARCENY/THEFT","PETTY THEFT FROM LOCKED AUTO","Saturday","2004-02-21T00:00:00.000","22:30","CENTRAL","NONE","UNION ST / SANSOME ST","-122.402792626131","37.801242299483","POINT (-122.402792626131 37.801242299483)","18","6","3","23","3","1","10","28860","23",,,,,,,"1",,,,,"18"
"11001063065016","110010630","65016","OTHER OFFENSES","DRIVERS LICENSE, SUSPENDED OR REVOKED","Tuesday","2011-01-04T00:00:00.000","14:30","RICHMOND","ARREST, CITED","GEARY BL / 22ND AV","-122.481516526312","37.7802227066368","POINT (-122.481516526312 37.7802227066368)","8","8","4","29","11","6","2","55","26",,,,,,,"1",,,,,"8"
"13045850916010","130458509","16010","DRUG/NARCOTIC","POSSESSION OF MARIJUANA","Monday","2013-06-03T00:00:00.000","19:00","TARAVAL","ARREST, BOOKED","RANDOLPH ST / BRIGHT ST","-122.46350020774","37.7143005357792","POINT (-122.46350020774 37.7143005357792)","65","10","1","24","9","8","6","64","24",,,,,,,"2",,,,,"65"
"10113035828150","101130358","28150","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Tuesday","2010-12-07T00:00:00.000","21:00","INGLESIDE","NONE","900 Block of GENEVA AV","-122.439909766772","37.715765426995","POINT (-122.439909766772 37.715765426995)","58","9","1","7","9","7","6","28861","5","4",,"4",,"4",,"2",,,,,"58"
"12007407463010","120074074","63010","WARRANTS","WARRANT ARREST","Thursday","2011-01-27T00:00:00.000","06:47","TARAVAL","ARREST, BOOKED","3000 Block of SAN JOSE AV","-122.457441212767","37.7098427794823","POINT (-122.457441212767 37.7098427794823)","66","10","1","28","9","8","6","28861","25",,,,,,,"2",,,,,"66"
"11611627428150","116116274","28150","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Tuesday","2011-09-13T00:00:00.000","13:15","MISSION","NONE","LILAC ST / 24TH ST","-122.417878226786","37.7522731644848","POINT (-122.41787822678602 37.7522731644848)","53","3","2","20","2","4","7","28859","19",,,,"3",,,"2",,,"3",,"53"
"6027124119090","060271241","19090","DRUNKENNESS","UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE","Sunday","2006-03-12T00:00:00.000","00:30","TARAVAL","ARREST, BOOKED","1800 Block of 31ST AV","-122.489188317452","37.7527256561676","POINT (-122.48918831745202 37.7527256561676)","39","10","7","35","1","8","3","56","35",,,,,,,"1",,,,,"39"
"7043281906242","070432819","06242","LARCENY/THEFT","PETTY THEFT FROM LOCKED AUTO","Wednesday","2007-04-25T00:00:00.000","15:00","PARK","NONE","100 Block of DOWNEY ST","-122.446916939832","37.7653845336286","POINT (-122.44691693983198 37.7653845336286)","114","7","11","3","15","5","11","29492","9",,,,,,,"1",,,,,"114"
"7103934307021","071039343","07021","VEHICLE THEFT","STOLEN AUTOMOBILE","Tuesday","2007-10-09T00:00:00.000","16:30","TARAVAL","NONE","1000 Block of LAWTON ST","-122.474159809917","37.7581797014873","POINT (-122.474159809917 37.7581797014873)","44","10","8","14","1","8","4","56","12",,,,,,,"1",,,,,"44"
"6030775563010","060307755","63010","WARRANTS","WARRANT ARREST","Tuesday","2006-03-21T00:00:00.000","18:48","SOUTHERN","ARREST, BOOKED","800 Block of MARKET ST","-122.407633520742","37.7841893501425","POINT (-122.40763352074198 37.7841893501425)","32","5","10","34","12","2","9","28853","34","17","1","18",,"18","5","2",,,,"35","32"
"4030157372000","040301573","72000","NON-CRIMINAL","FOUND PROPERTY","Monday","2004-03-15T00:00:00.000","06:00","MISSION","NONE","500 Block of NOE ST","-122.432823612921","37.760618201641","POINT (-122.43282361292101 37.760618201641)","38","3","5","5","2","4","5","28862","3",,,,,,,"1",,,"5",,"38"
"3124427528160","031244275","28160","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Sunday","2003-08-10T00:00:00.000","08:00","CENTRAL","NONE","JACKSON ST / LEAVENWORTH ST","-122.416476781637","37.79477699918","POINT (-122.41647678163702 37.79477699918)","16","6","3","32","5","1","10","28858","32",,,,,,,"1",,,,,"16"
"5043070871010","050430708","71010","OTHER OFFENSES","LOST/STOLEN LICENSE PLATE","Sunday","2005-04-17T00:00:00.000","16:00","MISSION","NONE","800 Block of POTRERO AV","-122.406725329529","37.7585641691709","POINT (-122.406725329529 37.7585641691709)","54","3","9","20","10","4","8","28859","19",,,,"3",,,"2",,,"3",,"54"
"13012785109029","130127851","09029","OTHER OFFENSES","FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY","Wednesday","2013-02-13T00:00:00.000","13:48","TENDERLOIN","ARREST, BOOKED","100 Block of STOCKTON ST","-122.40642786236","37.78710945429","POINT (-122.40642786236002 37.78710945429)","19","6","3","8","5","10","10","28857","6","10",,"12",,"12","5","2",,,,,"19"
