"pdid","incidntnum","incident_code","category","descript","dayofweek","date","time","pddistrict","resolution","address","x","y","location",":@computed_region_6qbp_sg9q",":@computed_region_qgnn_b9vv",":@computed_region_26cr_cadq",":@computed_region_ajp5_b2md",":@computed_region_yftq_j783",":@computed_region_p5aj_wyqh",":@computed_region_rxqg_mtj9",":@computed_region_bh8s_q3mv",":@computed_region_fyvs_ahh9",":@computed_region_9dfj_4gjx",":@computed_region_n4xg_c4py",":@computed_region_4isq_27mq",":@computed_region_fcz8_est8",":@computed_region_pigm_ib2e",":@computed_region_9jxd_iqea",":@computed_region_6pnf_4xz7",":@computed_region_6ezc_tdp2",":@computed_region_h4ep_8xdi",":@computed_region_nqbw_i6c3",":@computed_region_2dwj_jsy4",":@computed_region_jwn9_ihcz"
"11039986003014","110399860","03014","ROBBERY","ROBBERY ON THE STREET, STRONGARM","Tuesday","2011-05-17T00:00:00.000","21:00","NORTHERN","NONE","GEARY BL / GOUGH ST","-122.424688703591","37.7853339640306","POINT (-122.42468870359102 37.7853339640306)","100","4","11","39","13","9","11","28858","41",,,,,,,"2",,,,,"100"
"5041017062030","050410170","62030","WARRANTS","ENROUTE TO PAROLE OFFICER","Wednesday","2005-04-13T00:00:00.000","16:38","SOUTHERN","ARREST, BOOKED","1200 Block of HOWARD ST","-122.412349694893","37.775555848279","POINT (-122.412349694893 37.775555848279)","32","1","10","34","8","2","9","28853","34",,"1",,"1",,,"2",,,"1",,"32"
"12603342071000","126033420","71000","NON-CRIMINAL","LOST PROPERTY","Friday","2012-03-02T00:00:00.000","14:00","TENDERLOIN","NONE","100 Block of STOCKTON ST","-122.40642786236","37.78710945429","POINT (-122.40642786236002 37.78710945429)","19","6","3","8","5","10","10","28857","6","10",,"12",,"12","5","2",,,,,"19"
"4032724016660","040327240","16660","DRUG/NARCOTIC","POSSESSION OF CONTROLLED SUBSTANCE","Sunday","2004-03-21T00:00:00.000","07:36","TENDERLOIN","ARREST, BOOKED","100 Block of TAYLOR ST","-122.410928353347","37.7836778741124","POINT (-122.410928353347 37.7836778741124)","20","5","10","36","14","10","9","28852","36","17","1","18",,"18","6","2","1","1",,,"20"
"9030395504134","090303955","04134","ASSAULT","BATTERY","Saturday","2009-02-14T00:00:00.000","05:00","INGLESIDE","NONE","300 Block of NIAGARA AV","-122.446782286569","37.7191115043993","POINT (-122.446782286569 37.7191115043993)","80","9","1","28","9","7","6","28861","25",,,,,,,"2",,,,,"80"
"10602394606244","106023946","06244","LARCENY/THEFT","GRAND THEFT FROM LOCKED AUTO","Friday","2010-02-05T00:00:00.000","20:00","PARK","NONE","MCALLISTER ST / LYON ST","-122.443324444777","37.7771638194542","POINT (-122.44332444477702 37.7771638194542)","97","7","11","18","15","5","11","29492","16",,,,,,,"1",,,,,"97"
"4054419307021","040544193","07021","VEHICLE THEFT","STOLEN AUTOMOBILE","Sunday","2004-05-02T00:00:00.000","11:40","INGLESIDE","NONE","1500 Block of GENEVA AV","-122.430826301881","37.7124349004423","POINT (-122.430826301881 37.7124349004423)","58","9","1","7","9","7","6","28861","5",,,,,,,"2",,,,,"58"
"4070193912100","040701939","12100","WEAPON LAWS","POSS OF LOADED FIREARM","Saturday","2004-06-19T00:00:00.000","12:14","INGLESIDE","ARREST, BOOKED","SUNNYDALE AV / HAHN ST","-122.416000227914","37.711915543725","POINT (-122.416000227914 37.711915543725)","75","9","9","40","9","7","8","309","39","14",,"16",,"16",,"2",,,,,"75"
"11606597228150","116065972","28150","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Thursday","2011-05-19T00:00:00.000","23:00","PARK","NONE","TWINPEAKS BL / CROWN TR","-122.448079649276","37.7590901554798","POINT (-122.448079649276 37.7590901554798)","47","7","5","14","15","5","5","28862","12",,,,,,,"1",,,,,"47"
"8049113403012","080491134","03012","ROBBERY","ROBBERY ON THE STREET WITH A KNIFE","Saturday","2008-05-10T00:00:00.000","19:04","PARK","NONE","PAGE ST / BAKER ST","-122.440546619508","37.7717788990149","POINT (-122.440546619508 37.7717788990149)","112","7","11","3","15","5","11","29492","9",,,,,,,"1",,,,,"112"
"9112806707021","091128067","07021","VEHICLE THEFT","STOLEN AUTOMOBILE","Sunday","2009-11-01T00:00:00.000","14:30","SOUTHERN","NONE","TOWNSEND ST / 5TH ST","-122.397207764774","37.7753329097568","POINT (-122.39720776477398 37.7753329097568)","32","1","10","4","14","2","9","28856","20",,,,,,,"1",,,,,"32"
"12083750906224","120837509","06224","LARCENY/THEFT","GRAND THEFT FROM UNLOCKED AUTO","Wednesday","2012-10-17T00:00:00.000","18:30","NORTHERN","NONE","200 Block of WEBSTER ST","-122.429013659092","37.7730173653905","POINT (-122.429013659092 37.7730173653905)","26","4","11","9","7","9","11","29492","10",,,,,,,"1",,,,,"26"
"11052485713060","110524857","13060","PROSTITUTION","SOLICITS FOR ACT OF PROSTITUTION","Thursday","2011-06-30T00:00:00.000","00:50","MISSION","ARREST, BOOKED","600 Block of SOUTH VAN NESS AV","-122.417323188551","37.7627500212999","POINT (-122.41732318855101 37.7627500212999)","53","3","2","20","8","4","7","28859","19","13",,"15","3","15",,"2",,,"3",,"53"
