incident_number,exposure_number,id,address,incident_date,call_number,alarm_dttm,arrival_dttm,close_dttm,city,zipcode,battalion,station_area,box,suppression_units,suppression_personnel,ems_units,ems_personnel,other_units,other_personnel,first_unit_on_scene,estimated_property_loss,estimated_contents_loss,fire_fatalities,fire_injuries,civilian_fatalities,civilian_injuries,number_of_alarms,primary_situation,mutual_aid,action_taken_primary,action_taken_secondary,action_taken_other,detector_alerted_occupants,property_use,area_of_fire_origin,ignition_cause,ignition_factor_primary,ignition_factor_secondary,heat_source,item_first_ignited,human_factors_associated_with_ignition,structure_type,structure_status,floor_of_fire_origin,fire_spread,no_flame_spread,number_of_floors_with_minimum_damage,number_of_floors_with_significant_damage,number_of_floors_with_heavy_damage,number_of_floors_with_extreme_damage,detectors_present,detector_type,detector_operation,detector_effectiveness,detector_failure_reason,automatic_extinguishing_system_present,automatic_extinguishing_sytem_type,automatic_extinguishing_sytem_perfomance,automatic_extinguishing_sytem_failure_reason,number_of_sprinkler_heads_operating,supervisor_district,neighborhood_district,point,data_as_of,data_loaded_at
19085723,0,190857230,BAY STREET,2019-07-20T00:00:00.000,192013491,2019-07-20T21:15:52.000,2019-07-20T21:19:38.000,2019-07-20T21:26:27.000,San Francisco,94123.0,B04,16,3236,1,4,0,0,0,0,,,100.0,0,0,0,0,1,154 Dumpster or other outside trash receptacle fire,N None,11 Extinguishment by fire service personnel,,,,NNN None,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Marina,POINT (-122.425111 37.804146),2019-07-20T21:26:27.000,2025-06-01T02:18:08.000
19085728,0,190857280,9TH AVENUE,2019-07-20T00:00:00.000,192013527,2019-07-20T21:27:35.000,2019-07-20T21:31:30.000,2019-07-20T21:32:10.000,San Francisco,94122.0,B08,22,7336,2,9,0,0,0,0,,,,0,0,0,0,1,"712 Direct tie to FD, malicious false alarm",N None,86 Investigate,,,,"960 Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,Inner Sunset,POINT (-122.465661 37.754708),2019-07-20T21:32:10.000,2025-06-01T02:18:08.000
19085734,0,190857340,129 HYDE STREET,2019-07-20T00:00:00.000,192013619,2019-07-20T21:59:56.000,2019-07-20T22:03:37.000,2019-07-20T22:10:18.000,San Francisco,94102.0,B02,3,1554,3,11,0,0,0,0,,,,0,0,0,0,1,735 Alarm system sounded due to malfunction,N None,86 Investigate,,,,"439 Boarding/rooming house, residential hotels",,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Tenderloin,POINT (-122.415653 37.781938),2019-07-20T22:10:18.000,2025-06-01T02:18:08.000
19085736,0,190857360,TAYLOR STREET,2019-07-20T00:00:00.000,192013658,2019-07-20T22:11:45.000,2019-07-20T22:13:25.000,2019-07-20T22:13:43.000,San Francisco,94102.0,B03,3,1453,3,14,0,0,0,0,,,,0,0,0,0,1,"700 False alarm or false call, other",N None,"00 Action taken, other",,,,"960 Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Tenderloin,POINT (-122.410955 37.78414),2019-07-20T22:13:43.000,2025-06-01T02:18:08.000
19085739,0,190857390,129 HYDE STREET,2019-07-20T00:00:00.000,192013701,2019-07-20T22:25:29.000,2019-07-20T22:28:46.000,2019-07-20T22:38:04.000,San Francisco,94102.0,B02,3,1554,3,11,0,0,0,0,,,,0,0,0,0,1,735 Alarm system sounded due to malfunction,N None,86 Investigate,,,,"439 Boarding/rooming house, residential hotels",,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Tenderloin,POINT (-122.415653 37.781938),2019-07-20T22:38:04.000,2025-06-01T02:18:08.000
19085740,0,190857400,CESAR CHAVEZ STREET,2019-07-20T00:00:00.000,192013707,2019-07-20T22:26:36.000,2019-07-20T22:29:31.000,2019-07-20T22:43:21.000,San Francisco,94124.0,B10,25,2635,3,10,0,0,0,0,,,,0,0,0,0,1,"651 Smoke scare, odor of smoke",N None,86 Investigate,,,,936 Vacant lot,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,Bayview Hunters Point,POINT (-122.392382 37.75002),2019-07-20T22:43:21.000,2025-06-01T02:18:08.000
19085744,0,190857440,129 HYDE STREET,2019-07-20T00:00:00.000,192013757,2019-07-20T22:41:12.000,2019-07-20T22:42:15.000,2019-07-20T22:48:32.000,San Francisco,94102.0,B02,3,1554,3,11,0,0,0,0,,,,0,0,0,0,1,735 Alarm system sounded due to malfunction,N None,86 Investigate,,,,"439 Boarding/rooming house, residential hotels",,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Tenderloin,POINT (-122.415653 37.781938),2019-07-20T22:48:32.000,2025-06-01T02:18:08.000
19085745,0,190857450,596 MARKET STREET,2019-07-20T00:00:00.000,192013791,2019-07-20T22:54:51.000,2019-07-20T22:59:55.000,2019-07-20T23:00:37.000,San Francisco,94104.0,B03,13,2109,1,5,0,0,0,0,,,,0,0,0,0,1,553 Public service,N None,86 Investigate,,,,963 Street or road in commercial area,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Financial District/South Beach,POINT (-122.401997 37.788851),2019-07-20T23:00:37.000,2025-06-01T02:18:08.000
19085756,0,190857560,BRANNAN STREET,2019-07-21T00:00:00.000,192020028,2019-07-21T00:08:00.000,2019-07-21T00:12:05.000,2019-07-21T01:03:14.000,San Francisco,94103.0,B02,29,2346,1,4,1,2,0,0,,,,0,0,0,0,1,323 Motor vehicle/pedestrian accident (MV Ped),N None,32 Provide basic life support (BLS),,,,963 Street or road in commercial area,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,Mission,POINT (-122.407588 37.769582),2019-07-21T01:03:14.000,2025-06-01T02:18:08.000
19085762,0,190857620,LAGUNA STREET,2019-07-21T00:00:00.000,192020119,2019-07-21T00:44:16.000,2019-07-21T00:47:43.000,2019-07-21T00:48:09.000,San Francisco,94123.0,B04,16,3352,2,9,0,0,0,0,,,,0,0,0,0,1,"700 False alarm or false call, other",N None,86 Investigate,,,,NNN None,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Marina,POINT (-122.431119 37.800469),2019-07-21T00:48:09.000,2025-06-01T02:18:08.000
