incident_number,exposure_number,id,address,incident_date,call_number,alarm_dttm,arrival_dttm,close_dttm,city,zipcode,battalion,station_area,box,suppression_units,suppression_personnel,ems_units,ems_personnel,other_units,other_personnel,first_unit_on_scene,estimated_property_loss,estimated_contents_loss,fire_fatalities,fire_injuries,civilian_fatalities,civilian_injuries,number_of_alarms,primary_situation,mutual_aid,action_taken_primary,action_taken_secondary,action_taken_other,detector_alerted_occupants,property_use,area_of_fire_origin,ignition_cause,ignition_factor_primary,ignition_factor_secondary,heat_source,item_first_ignited,human_factors_associated_with_ignition,structure_type,structure_status,floor_of_fire_origin,fire_spread,no_flame_spread,number_of_floors_with_minimum_damage,number_of_floors_with_significant_damage,number_of_floors_with_heavy_damage,number_of_floors_with_extreme_damage,detectors_present,detector_type,detector_operation,detector_effectiveness,detector_failure_reason,automatic_extinguishing_system_present,automatic_extinguishing_sytem_type,automatic_extinguishing_sytem_perfomance,automatic_extinguishing_sytem_failure_reason,number_of_sprinkler_heads_operating,supervisor_district,neighborhood_district,point,data_as_of,data_loaded_at
3091037,0,30910370,150 Market St.,2003-11-13T00:00:00.000,33170191,2003-11-13T11:57:55.000,2003-11-13T12:02:46.000,2003-11-13T12:02:46.000,SF,94105,B01,13,,1,5,0,0,0,0,T13,0,0,0,0,0,0,1,611 - Dispatched & canceled en route,,93 - Cancelled enroute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,Financial District/South Beach,POINT (-122.3962452 37.7933063),2003-11-19T21:20:15.000,2025-06-01T02:18:08.000
3091038,0,30910380,890 Market St.,2003-11-13T00:00:00.000,33170192,2003-11-13T11:58:11.000,2003-11-13T12:07:10.000,2003-11-13T12:24:27.000,SF,94111,B03,01,,1,4,0,0,0,0,T01,0,0,0,0,0,0,1,353 - Removal of victim(s) from stalled elev.,,"22 - Rescue, remove from harm",,,,"500 - Mercantile, business, other",,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,Financial District/South Beach,POINT (-122.407416 37.7846),2003-12-12T17:22:46.000,2025-06-01T02:18:08.000
3091042,0,30910420,5th Av. / Geary Bl.,2003-11-13T00:00:00.000,33170197,2003-11-13T12:07:45.000,2003-11-13T12:11:04.000,2003-11-13T12:12:36.000,SF,94121,B07,31,,2,9,0,0,0,0,E31,0,0,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",,86 - Investigate,,,,"962 - Residential street, road or residential dr",,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Inner Richmond,POINT (-122.463213 37.78107),2003-11-13T18:49:01.000,2025-06-01T02:18:08.000
3091051,0,30910510,2nd St. / Mission St.,2003-11-13T00:00:00.000,33170211,2003-11-13T12:36:48.000,2003-11-13T12:38:11.000,2003-11-13T12:47:36.000,SF,94105,B03,01,,1,4,0,0,0,0,E01,0,0,0,0,0,0,1,554 - Assist invalid,,73 - Provide manpower,,,,"000 - Property Use, other",,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,Financial District/South Beach,POINT (-122.399802 37.788006),2003-11-14T00:06:56.000,2025-06-01T02:18:08.000
3091054,0,30910540,21st Av. / Balboa St.,2003-11-13T00:00:00.000,33170215,2003-11-13T12:42:08.000,2003-11-13T12:44:47.000,2003-11-13T12:45:17.000,SF,94121,B07,14,,2,9,0,0,0,0,E14,0,0,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",,86 - Investigate,,,,"962 - Residential street, road or residential dr",,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Outer Richmond,POINT (-122.480175 37.776496),2003-11-19T12:01:22.000,2025-06-01T02:18:08.000
3091056,0,30910560,Haight St. / Pierce St.,2003-11-13T00:00:00.000,33170222,2003-11-13T12:50:14.000,2003-11-13T13:01:18.000,2003-11-13T13:01:18.000,SF,94114,B05,06,,2,9,0,0,0,0,E06,0,0,0,0,0,0,1,155 - Outside compactor/compacted trash fire,,11 - Extinguish,,,,963 - Street or road in commercial area,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Haight Ashbury,POINT (-122.433738 37.771687),2003-11-13T14:23:03.000,2025-06-01T02:18:08.000
3091058,0,30910580,1836 Lake St.,2003-11-13T00:00:00.000,33170224,2003-11-13T12:56:46.000,2003-11-13T13:00:28.000,2003-11-13T13:11:01.000,SF,94121,B07,31,,3,9,0,0,0,0,E31,0,0,0,0,0,0,1,"730 - System malfunction, other",,86 - Investigate,,,,429 - Multifamily dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Seacliff,POINT (-122.47952227 37.78624902),2003-11-13T22:54:18.000,2025-06-01T02:18:08.000
3091063,0,30910630,1541 California St.,2003-11-13T00:00:00.000,33170235,2003-11-13T13:22:08.000,2003-11-13T13:23:58.000,2003-11-13T13:26:34.000,SF,94109,B04,41,,3,10,0,0,0,0,E41,0,0,0,0,0,0,1,745 - Alarm system sounded/no fire-accidental,,86 - Investigate,,,,429 - Multifamily dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Nob Hill,POINT (-122.419716 37.790632),2003-11-13T16:59:11.000,2025-06-01T02:18:08.000
3091065,0,30910650,225 Bush St.,2003-11-13T00:00:00.000,33170239,2003-11-13T13:33:42.000,2003-11-13T13:34:27.000,2003-11-13T13:38:38.000,SF,94104,B01,13,,3,11,0,0,0,0,E13,0,0,0,0,0,0,1,745 - Alarm system sounded/no fire-accidental,,86 - Investigate,,,,599 - Business office,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Financial District/South Beach,POINT (-122.401259 37.791042),2003-11-13T17:02:24.000,2025-06-01T02:18:08.000
3091066,0,30910660,1250 Sunnydale Av.,2003-11-13T00:00:00.000,33170242,2003-11-13T13:38:26.000,2003-11-13T13:41:58.000,2003-11-13T14:18:56.000,SF,94124,B09,43,,3,11,0,0,0,0,E43,0,0,0,0,0,0,1,"743 - Smoke detector, no fire, accidental",,56 - Provide air supply,86 - Investigate,,,419 - 1 or 2 family dwelling,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,Visitacion Valley,POINT (-122.413665 37.711329),2003-11-13T22:23:54.000,2025-06-01T02:18:08.000
