id,incident_number,incident_code,category,descript,day_of_the_week,date,time,police_dept_district,resolution,address,location_x_axis,location_y_axis
8056236571010,80562365,71010,OtherOffenses,Lost/stolen License Plate,Wednesday,2008-05-28,21:00,Ingleside,None,100 Block Of Ellington Avenue,-122.443702843661,37.7144999083969
4094365816040,40943658,16040,Drug/narcotic,Sale Of Marijuana,Wednesday,2004-08-18,16:52,Bayview,"Arrest, Booked","Newcomb Av, Mendell St",-122.389774683107,37.7352265862394
13073994528160,130739945,28160,Vandalism,"Malicious Mischief, Vandalism Of Vehicles",Tuesday,2013-06-25,00:01,Bayview,None,"Somerset St, Karen Ct",-122.406288641766,37.7235580541255
10027991505051,100279915,5051,Burglary,"Burglary Of Store, Forcible Entry",Thursday,2010-03-25,06:16,Ingleside,None,4800 Block Of Mission St,-122.437805967469,37.7205476379806
9010598371000,90105983,71000,Non-criminal,Lost Property,Sunday,2008-10-19,04:00,Southern,None,800 Block Of Bryant St,-122.403404791479,37.775420706711
3022587016040,30225870,16040,Drug/narcotic,Sale Of Marijuana,Sunday,2003-02-23,22:07,Bayview,"Arrest, Booked","Hollister Av, 3rd St",-122.395946406672,37.7217169543114
10083933728160,100839337,28160,Vandalism,"Malicious Mischief, Vandalism Of Vehicles",Friday,2010-09-10,20:58,Bayview,None,1600 Block Of Oakdale Avenue,-122.391431786513,37.7352842415297
8119347816625,81193478,16625,Drug/narcotic,Sale Of Base/rock Cocaine,Friday,2008-11-07,20:30,Tenderloin,"Arrest, Booked","Ofarrell St, Larkin St",-122.417903977564,37.7851670875517
12042762771011,120427627,71011,Non-criminal,"License Plate, Found",Wednesday,2012-05-30,09:57,Park,"Arrest, Cited",800 Block Of Oak St,-122.433314676574,37.7737054374941
3127445407025,31274454,7025,VehicleTheft,Stolen Truck,Wednesday,2003-10-29,17:00,Taraval,None,0 Block Of Palos Pl,-122.484924747097,37.7347327493367
8000722004134,80007220,4134,Assault,Battery,Thursday,2008-01-03,01:40,Park,None,800 Block Of Corbett Avenue,-122.443428829359,37.7533851302761
6079276464070,60792764,64070,SuspiciousOcc,Suspicious Occurrence,Wednesday,2006-07-26,21:50,Park,None,100 Block Of Johnfkennedy Dr,-122.457507583541,37.7711332354432
10010069973000,100100699,73000,Non-criminal,Property For Identification,Sunday,2010-01-31,00:45,Central,None,700 Block Of Vallejo St,-122.409791662293,37.7985083480435
7058873507020,70588735,7020,VehicleTheft,Stolen And Recovered Vehicle,Friday,2007-06-08,14:00,Richmond,None,"Fulton St, 3rd Avenue",-122.460552664492,37.7740299858693
13085052906300,130850529,6300,Larceny/theft,Attempted Theft From A Building,Tuesday,2013-10-08,06:55,Central,None,900 Block Of Bush St,-122.41292895522,37.7896868265784
8040884415150,80408844,15150,OtherOffenses,Violation Of Restraining Order,Saturday,2008-04-19,11:50,Taraval,None,1800 Block Of 30th Avenue,-122.488133386939,37.7527723874069
