id,incident_number,incident_code,category,descript,day_of_the_week,date,time,police_dept_district,resolution,address,location_x_axis,location_y_axis
9111713907021,91117139,7021,VehicleTheft,Stolen Automobile,Thursday,2009-10-29,22:00,Mission,None,"15th St, Valencia St",-122.422045943548,37.7665387195995
13056725719090,130567257,19090,Drunkenness,Under Influence Of Alcohol In A Public Place,Wednesday,2013-07-10,14:44,Southern,None,"5th St, Shipley St",-122.402842748428,37.7798294192767
12007941607021,120079416,7021,VehicleTheft,Stolen Automobile,Saturday,2012-01-28,17:00,Park,None,800 Block Of 14th St,-122.432848510377,37.7674402470936
12095181406365,120951814,6365,Larceny/theft,Petty Theft With Prior,Thursday,2012-11-22,19:30,Southern,"Arrest, Booked",700 Block Of Mission St,-122.403070000847,37.7852686309087
8024470116660,80244701,16660,Drug/narcotic,Possession Of Controlled Substance,Friday,2008-03-07,12:44,Southern,"Arrest, Booked",1000 Block Of Market St,-122.411339562557,37.7812707434494
7052422806244,70524228,6244,Larceny/theft,Grand Theft From Locked Auto,Sunday,2007-05-20,16:00,Southern,None,800 Block Of Bryant St,-122.403404791479,37.775420706711
9105898106361,91058981,6361,Larceny/theft,Petty Theft Shoplifting,Tuesday,2009-10-13,21:27,Richmond,"Arrest, Cited",700 Block Of 7th Avenue,-122.464944716156,37.774384171507
13021333162050,130213331,62050,Warrants,Enroute To Outside Jurisdiction,Thursday,2013-03-14,11:55,Taraval,None,2300 Block Of 46th Avenue,-122.504754306896,37.7426827272368
11037689628100,110376896,28100,Vandalism,"Malicious Mischief, Breaking Windows",Monday,2011-05-09,22:45,Ingleside,"Arrest, Booked",800 Block Of Ellsworth St,-122.416517427405,37.7330103867416
12602462306244,126024623,6244,Larceny/theft,Grand Theft From Locked Auto,Monday,2012-02-20,14:00,Southern,None,"11th St, Folsom St",-122.41402726269,37.7718636177154
9056014906244,90560149,6244,Larceny/theft,Grand Theft From Locked Auto,Sunday,2009-05-31,00:01,Mission,None,"San Bruno Av, 15th St",-122.405709610192,37.7671995252945
12030125305153,120301253,5153,Burglary,"Burglary,store Under Construction, Unlawful Entry",Tuesday,2012-06-12,13:00,Bayview,None,2500 Block Of Marin St,-122.40275678107,37.7481108122818
11051426207021,110514262,7021,VehicleTheft,Stolen Automobile,Saturday,2011-06-25,16:00,Southern,Unfounded,"Bryant St, 8th St",-122.406970988225,37.7725273607571
5011845971000,50118459,71000,Non-criminal,Lost Property,Saturday,2004-11-27,18:00,Park,None,"Clayton St, Grove St",-122.449517526998,37.7744602213449
4085904965016,40859049,65016,OtherOffenses,"Drivers License, Suspended Or Revoked",Wednesday,2004-07-28,15:29,Taraval,"Arrest, Cited","Plymouth Av, Lakeview Avenue",-122.456107085548,37.7182363334683
7015190606244,70151906,6244,Larceny/theft,Grand Theft From Locked Auto,Saturday,2007-02-10,23:00,Southern,None,400 Block Of Beale St,-122.390442417378,37.7867889414482
13077746265016,130777462,65016,OtherOffenses,"Drivers License, Suspended Or Revoked",Sunday,2013-09-15,23:33,Park,"Arrest, Cited","Cole St, Haight St",-122.450709919144,37.7695262270693
9601766971000,96017669,71000,Non-criminal,Lost Property,Friday,2009-03-06,16:15,Central,None,300 Block Of Pine St,-122.40129641674,37.7920063142639
6022519165015,60225191,65015,OtherOffenses,Traffic Violation,Tuesday,2006-02-28,01:11,Mission,"Arrest, Cited",2300 Block Of Mission St,-122.419196838603,37.7594144253287
6089022728165,60890227,28165,Vandalism,"Malicious Mischief, Graffiti",Monday,2006-08-21,19:49,Richmond,"Arrest, Booked","4th Av, Geary Bl",-122.462141270182,37.7811098899332
3123898316621,31238983,16621,Drug/narcotic,Possession Of Base/rock Cocaine,Tuesday,2003-10-21,17:45,Park,"Arrest, Booked",1600 Block Of Eddy St,-122.434799498453,37.7810578352767
9087533015150,90875330,15150,OtherOffenses,Violation Of Restraining Order,Wednesday,2009-08-26,11:20,Mission,"Arrest, Cited",1100 Block Of Potrero Avenue,-122.406324313914,37.7536322498822
8608924228150,86089242,28150,Vandalism,"Malicious Mischief, Vandalism",Tuesday,2008-12-09,21:00,Northern,None,"Bush St, Gough St",-122.425237254245,37.7880691746427
11090936207021,110909362,7021,VehicleTheft,Stolen Automobile,Thursday,2011-11-10,20:30,Ingleside,None,900 Block Of Russia Avenue,-122.429531287536,37.7179979953375
3125943416740,31259434,16740,Drug/narcotic,Under The Influence Of Controlled Substances,Sunday,2003-10-26,17:29,Taraval,"Arrest, Cited",400 Block Of Kirkham St,-122.465522160917,37.7602797190358
13610529106244,136105291,6244,Larceny/theft,Grand Theft From Locked Auto,Sunday,2013-06-23,22:30,Richmond,None,0 Block Of Sealrock Dr,-122.50706596541,37.7807037558799
5005176828160,50051768,28160,Vandalism,"Malicious Mischief, Vandalism Of Vehicles",Thursday,2005-01-06,21:00,Northern,None,2700 Block Of Vallejo St,-122.442553558199,37.7942229567459
12602976406244,126029764,6244,Larceny/theft,Grand Theft From Locked Auto,Monday,2012-02-13,03:15,Southern,None,0 Block Of Rausch St,-122.409774801363,37.7764436831324
4053591064070,40535910,64070,SuspiciousOcc,Suspicious Occurrence,Monday,2004-05-03,15:00,Southern,None,800 Block Of Bryant St,-122.403404791479,37.775420706711
13000577406242,130005774,6242,Larceny/theft,Petty Theft From Locked Auto,Wednesday,2013-01-02,19:30,Ingleside,None,"Velasco Av, Sawyer St",-122.415963018196,37.708996148165
5044836905053,50448369,5053,Burglary,"Burglary Of Store, Unlawful Entry",Friday,2005-04-22,18:40,Northern,"Arrest, Booked",1300 Block Of Webster St,-122.431046366089,37.7830295716044
6037173805013,60371738,5013,Burglary,"Burglary Of Apartment House, Unlawful Entry",Friday,2006-04-07,07:57,Richmond,None,3300 Block Of California St,-122.449320282503,37.7869957153902
9108521315200,91085213,15200,SecondaryCodes,Domestic Violence,Wednesday,2009-10-21,12:25,Bayview,None,1600 Block Of Oakdale Avenue,-122.391431786513,37.7352842415297
7073230209120,70732302,9120,Forgery/counterfeiting,"Forgery, Drivers License Or Id-card",Wednesday,2007-06-20,12:00,Central,None,400 Block Of Powell St,-122.408568445228,37.7887594214703
11068440105013,110684401,5013,Burglary,"Burglary Of Apartment House, Unlawful Entry",Friday,2011-08-12,08:00,Park,None,800 Block Of Ashbury St,-122.446234261409,37.7662094878819
9072629404134,90726294,4134,Assault,Battery,Friday,2009-07-17,00:42,Park,None,1100 Block Of Hayes St,-122.435310896707,37.7752551506123
6078276528160,60782765,28160,Vandalism,"Malicious Mischief, Vandalism Of Vehicles",Monday,2006-07-24,14:00,Southern,None,"Golden Gate Av, Market St",-122.41029351969,37.7822305870036
5045280965016,50452809,65016,OtherOffenses,"Drivers License, Suspended Or Revoked",Sunday,2005-04-24,01:37,Central,"Arrest, Cited","Broadway St, Columbus Avenue",-122.406669739958,37.7978641744165
5022926671010,50229266,71010,OtherOffenses,Lost/stolen License Plate,Saturday,2005-02-26,07:00,Northern,None,"Franklin St, Mcallister St",-122.421893134474,37.779891233591
13015296106244,130152961,6244,Larceny/theft,Grand Theft From Locked Auto,Thursday,2013-02-21,21:00,Richmond,None,700 Block Of 7th Avenue,-122.464944716156,37.774384171507
8105179168000,81051791,68000,Non-criminal,Fire Report,Friday,2008-10-03,02:28,Northern,None,500 Block Of Ivy St,-122.42718841022,37.7767686999004
13027009605053,130270096,5053,Burglary,"Burglary Of Store, Unlawful Entry",Tuesday,2013-04-02,14:30,Central,"Arrest, Booked",200 Block Of Post St,-122.406021838484,37.7886491245294
6035818413060,60358184,13060,Prostitution,Solicits For Act Of Prostitution,Tuesday,2006-04-04,05:04,Northern,"Arrest, Booked","Polk St, Sacramento St",-122.420874632415,37.7914943051906
8021390005153,80213900,5153,Burglary,"Burglary,store Under Construction, Unlawful Entry",Tuesday,2008-02-26,18:00,Central,None,300 Block Of Sacramento St,-122.399559848139,37.7941536532737
