id,incident_number,incident_code,category,descript,day_of_the_week,date,time,police_dept_district,resolution,address,location_x_axis,location_y_axis
14052861904013,140528619,4013,Assault,Aggravated Assault With A Deadly Weapon,Thursday,2014-06-26,02:16,Central,None,400 Block Of Sansome St,-122.401427486084,37.7941982165402
14018726505011,140187265,5011,Burglary,"Burglary Of Apartment House, Forcible Entry",Tuesday,2014-03-04,07:45,Northern,None,1800 Block Of Filbert St,-122.429929539463,37.7986966918738
14015538175000,140155381,75000,MissingPerson,Found Person,Friday,2014-02-21,19:15,Ingleside,Located,2100 Block Of Cayuga Avenue,-122.454269264868,37.7104830193095
14609997906244,146099979,6244,Larceny/theft,Grand Theft From Locked Auto,Wednesday,2014-05-28,15:45,Southern,None,800 Block Of Bryant St,-122.403404791479,37.775420706711
14056444703013,140564447,3013,Robbery,Robbery On The Street With A Dangerous Weapon,Monday,2014-07-07,21:15,Bayview,None,1600 Block Of 23rd St,-122.396359741274,37.7548384184126
14060335228160,140603352,28160,Vandalism,"Malicious Mischief, Vandalism Of Vehicles",Sunday,2014-07-20,11:00,Bayview,None,1000 Block Of Gilman Avenue,-122.389056277059,37.7188220274007
14011225665016,140112256,65016,OtherOffenses,"Drivers License, Suspended Or Revoked",Friday,2014-02-07,17:00,Northern,"Arrest, Cited",1700 Block Of Chestnut St,-122.432139317398,37.8012840767444
14055174526170,140551745,26170,OtherOffenses,Probation Violation,Thursday,2014-07-03,13:30,Tenderloin,"Arrest, Booked",500 Block Of Ellis St,-122.414593411257,37.7845808066125
14035596728165,140355967,28165,Vandalism,"Malicious Mischief, Graffiti",Sunday,2014-04-27,00:01,Ingleside,None,0 Block Of Cortland Avenue,-122.422242952522,37.7408461949576
14049410171010,140494101,71010,OtherOffenses,Lost/stolen License Plate,Friday,2014-06-13,20:00,Bayview,None,1000 Block Of Ingerson Avenue,-122.393894531353,37.7196993108526
14016818027195,140168180,27195,Trespass,Trespassing,Sunday,2014-02-23,03:00,Southern,None,100 Block Of 8th St,-122.41233828883,37.776882471427
14045711527130,140457115,27130,OtherOffenses,Possession Of Burglary Tools,Tuesday,2014-05-27,16:30,Central,"Arrest, Booked",300 Block Of Powell St,-122.408384275542,37.7878271137225
14610789506244,146107895,6244,Larceny/theft,Grand Theft From Locked Auto,Thursday,2014-06-05,16:30,Richmond,None,2800 Block Of Balboa St,-122.489284460054,37.7760268778234
14057692506313,140576925,6313,Larceny/theft,Petty Theft Bicycle,Friday,2014-07-11,17:50,Park,None,800 Block Of Stanyan St,-122.452999353095,37.7668373290881
14050497604134,140504976,4134,Assault,Battery,Wednesday,2014-06-18,09:02,Richmond,Psychopathic Case,5600 Block Of Geary Bl,-122.479938185209,37.7804355312399
14040726704134,140407267,4134,Assault,Battery,Tuesday,2014-05-13,17:30,Southern,None,1000 Block Of Market St,-122.411071423064,37.7817511307229
14012431426080,140124314,26080,OtherOffenses,Conspiracy,Tuesday,2014-02-11,00:01,Northern,"Arrest, Booked",600 Block Of Larch St,-122.428129865519,37.7814240041364
14021952312015,140219523,12015,WeaponLaws,Carrying A Concealed Weapon,Friday,2014-03-14,23:55,Northern,"Arrest, Booked",1300 Block Of Bush St,-122.419486234049,37.7887480806774
14028286562030,140282865,62030,Warrants,Enroute To Parole Officer,Saturday,2014-04-05,13:30,Tenderloin,"Arrest, Booked",300 Block Of Eddy St,-122.412930522059,37.7838344374141
14015224607025,140152246,7025,VehicleTheft,Stolen Truck,Friday,2014-02-21,10:11,Southern,None,1000 Block Of Howard St,-122.408030111231,37.7791285379843
14016544327130,140165443,27130,OtherOffenses,Possession Of Burglary Tools,Tuesday,2014-02-25,14:58,Mission,"Arrest, Booked",100 Block Of Julian Avenue,-122.421046452212,37.7657683346446
14043086007021,140430860,7021,VehicleTheft,Stolen Automobile,Thursday,2014-05-22,20:00,Ingleside,None,700 Block Of Cayuga Avenue,-122.437443869361,37.7261333176324
