id,incident_number,incident_code,category,descript,day_of_the_week,date,time,police_dept_district,resolution,address,location_x_axis,location_y_axis
3078824862050,30788248,62050,Warrants,Enroute To Outside Jurisdiction,Tuesday,2003-07-01,23:59,Northern,"Arrest, Booked","Van Ness Av, Fern St",-122.421861006175,37.7880116318733
4028999164020,40289991,64020,Non-criminal,"Aided Case, Mental Disturbed",Thursday,2004-03-11,23:09,Bayview,None,2900 Block Of San Bruno Avenue,-122.402288649686,37.7246523794049
3030251971000,30302519,71000,Non-criminal,Lost Property,Thursday,2003-03-13,11:00,Mission,None,500 Block Of Valencia St,-122.421876488492,37.7640888944532
7004948619057,70049486,19057,Assault,Threats Against Life,Sunday,2007-01-14,14:15,Mission,Unfounded,0 Block Of Rondel Pl,-122.421249543257,37.7643357809244
11034050671010,110340506,71010,OtherOffenses,Lost/stolen License Plate,Tuesday,2011-04-26,12:00,Bayview,None,"Oakdale Av, Newhall St",-122.392217325531,37.7356625997558
5037381327300,50373813,27300,OtherOffenses,Miscellaneous State Misdemeanor,Tuesday,2005-04-05,12:05,Southern,"Arrest, Cited",800 Block Of Bryant St,-122.403404791479,37.775420706711
3134904116010,31349041,16010,Drug/narcotic,Possession Of Marijuana,Monday,2003-11-17,13:33,Southern,"Arrest, Booked","Market St, Jones St",-122.411979487501,37.7809039696529
4079079416660,40790794,16660,Drug/narcotic,Possession Of Controlled Substance,Sunday,2004-07-11,22:09,Tenderloin,"Arrest, Booked",100 Block Of Golden Gate Avenue,-122.413047972078,37.7819119628298
11088180174000,110881801,74000,MissingPerson,Missing Adult,Monday,2011-10-31,09:00,Taraval,Located,0 Block Of Lobos St,-122.4542979309,37.7148602682687
4129723662020,41297236,62020,Warrants,Enroute To Department Of Corrections,Saturday,2004-11-13,12:24,Northern,"Arrest, Booked",400 Block Of Haight St,-122.429622714719,37.7721558284987
5111026407021,51110264,7021,VehicleTheft,Stolen Automobile,Sunday,2005-10-02,14:30,Bayview,None,0 Block Of Hale St,-122.406491627754,37.7328438268335
10001328028150,100013280,28150,Vandalism,"Malicious Mischief, Vandalism",Tuesday,2010-01-05,09:04,Southern,None,800 Block Of Bryant St,-122.403404791479,37.775420706711
10027206665016,100272066,65016,OtherOffenses,"Drivers License, Suspended Or Revoked",Monday,2010-03-22,23:51,Ingleside,"Arrest, Cited","Geneva Av, Naples St",-122.436177137685,37.7142089386085
12008830405011,120088304,5011,Burglary,"Burglary Of Apartment House, Forcible Entry",Saturday,2012-01-28,17:00,Bayview,None,0 Block Of Dedman Ct,-122.384907106098,37.7368469604958
4109622606314,41096226,6314,Larceny/theft,Grand Theft Bicycle,Friday,2004-09-24,13:31,Central,None,300 Block Of Jefferson St,-122.418270696719,37.8078519838014
6078135316710,60781353,16710,Drug/narcotic,Possession Of Narcotics Paraphernalia,Monday,2006-07-24,08:45,Tenderloin,"Arrest, Cited",300 Block Of Golden Gate Avenue,-122.416330278481,37.7814946497101
4093599005043,40935990,5043,Burglary,"Burglary Of Residence, Unlawful Entry",Monday,2004-08-16,07:30,Southern,None,800 Block Of Bryant St,-122.403404791479,37.775420706711
4050536106244,40505361,6244,Larceny/theft,Grand Theft From Locked Auto,Sunday,2004-05-02,23:30,Ingleside,None,300 Block Of 29th St,-122.427792484689,37.7435764123767
11602611206374,116026112,6374,Larceny/theft,Grand Theft Of Property,Friday,2011-02-25,13:15,Southern,None,1000 Block Of Mission St,-122.409795194505,37.7800356268394
3142270063010,31422700,63010,Warrants,Warrant Arrest,Saturday,2003-12-06,09:11,Park,"Arrest, Booked",500 Block Of Stanyan St,-122.454252426466,37.7724037893378
8102571826080,81025718,26080,OtherOffenses,Conspiracy,Friday,2008-09-26,18:10,Tenderloin,"Arrest, Booked",200 Block Of Turk St,-122.413259498719,37.7829514828801
8009521965010,80095219,65010,OtherOffenses,Traffic Violation Arrest,Sunday,2008-01-27,22:46,Southern,"Arrest, Booked","Harrison St, 7th St",-122.406300138733,37.7755131129937
8027701928160,80277019,28160,Vandalism,"Malicious Mischief, Vandalism Of Vehicles",Friday,2008-03-14,07:00,Bayview,None,"3rd St, Fairfax Avenue",-122.388204239979,37.7418910563993
7131039726170,71310397,26170,OtherOffenses,Probation Violation,Sunday,2007-12-23,12:50,Tenderloin,"Arrest, Booked",400 Block Of Ofarrell St,-122.412563218508,37.7857850619382
10011157706244,100111577,6244,Larceny/theft,Grand Theft From Locked Auto,Monday,2010-02-01,22:30,Ingleside,None,100 Block Of Beacon St,-122.431432341656,37.7395198970845
9057413406244,90574134,6244,Larceny/theft,Grand Theft From Locked Auto,Wednesday,2009-06-03,17:15,Ingleside,None,600 Block Of Geneva Avenue,-122.444476948345,37.7194315569181
10615151928150,106151519,28150,Vandalism,"Malicious Mischief, Vandalism",Thursday,2010-11-25,15:00,Northern,None,0 Block Of Franklin St,-122.420979397957,37.7749945678985
4131139704134,41311397,4134,Assault,Battery,Tuesday,2004-11-16,22:18,Taraval,"Arrest, Booked",1200 Block Of 46th Avenue,-122.506054933005,37.763210588602
5067422906365,50674229,6365,Larceny/theft,Petty Theft With Prior,Thursday,2005-06-16,18:40,Tenderloin,"Arrest, Booked",100 Block Of Ofarrell St,-122.407244087032,37.7865647607685
9053018664070,90530186,64070,SuspiciousOcc,Suspicious Occurrence,Saturday,2009-04-04,13:00,Tenderloin,None,400 Block Of Ofarrell St,-122.411742515582,37.7858882195106
6123941228160,61239412,28160,Vandalism,"Malicious Mischief, Vandalism Of Vehicles",Monday,2006-11-20,16:00,Park,None,"14th St, Noe St",-122.433409294261,37.7674598906238
9122145106303,91221451,6303,Larceny/theft,Petty Theft From A Building,Saturday,2009-11-28,14:55,Southern,None,800 Block Of Market St,-122.406520987144,37.7850629421661
12011060628150,120110606,28150,Vandalism,"Malicious Mischief, Vandalism",Wednesday,2012-02-08,08:00,Richmond,None,500 Block Of 8th Avenue,-122.466150508318,37.7780505235325
