,,,,,,,,,,,,,,"Summary Statistics for Information and Communication Establishments by Geolocation, Industry Description, Year and Data Items"
..Northern Mindanao,"..Computer programming, consultancy and related activities",7,194,194,1,44464,48566,33669,14897,33805,16677,-73,-,-
..Northern Mindanao,"..Data processing, hosting and related activities; web portals",,,,,,,,,,,,,
..Northern Mindanao,..Other information service activities,,,,,,,,,,,,,
..Davao Region,Information and Communication,115,1496,1484,1030,2862242,2636646,634930,2001716,1584564,36869,128,-,16
..Davao Region,"..Publishing of books, periodicals and other publishing activities",9,106,106,2,147106,135550,22408,113142,53242,-,-222,-,-
..Davao Region,..Software publishing,,,,,,,,,,,,,
..Davao Region,"..Motion picture, video and television programme activities",,,,,,,,,,,,,
..Davao Region,..Sound recording and music publishing activities,,,,,,,,,,,,,
..Davao Region,..Radio broadcasting,23,152,147,14,102779,90043,31531,58512,61948,24140,-161,-,-
..Davao Region,..Television programming and broadcasting activities,5,80,80,-,302391,288921,117360,171560,176305,3617,-,-,10
..Davao Region,..Wired telecommunications activities,,,,,,,,,,,,,
..Davao Region,..Wireless telecommunications activities,,,,,,,,,,,,,
..Davao Region,..Satellite telecommunications activities,16,415,415,976,1759443,1698262,127162,1571100,816826,8983,328,-,-
..Davao Region,..Other telecommunications activities,s,s,s,s,s,s,s,s,s,s,s,s,s
..Davao Region,"..Computer programming, consultancy and related activities",18,537,533,38,516846,388244,323128,65116,457945,38,185,-,-
..Davao Region,"..Data processing, hosting and related activities; web portals",s,s,s,s,s,s,s,s,s,s,s,s,s
..Davao Region,..Other information service activities,,,,,,,,,,,,,
..SOCCSKSARGEN,Information and Communication,133,1046,1031,27,1034097,1073642,290677,782964,417765,42508,-1392,2100,73
..SOCCSKSARGEN,"..Publishing of books, periodicals and other publishing activities",,,,,,,,,,,,,
..SOCCSKSARGEN,..Software publishing,,,,,,,,,,,,,
..SOCCSKSARGEN,"..Motion picture, video and television programme activities",5,60,60,-,169838,80326,10765,69562,92081,-,-,-,-
..SOCCSKSARGEN,..Sound recording and music publishing activities,,,,,,,,,,,,,
..SOCCSKSARGEN,..Radio broadcasting,35,365,364,6,228920,212402,68650,143753,119026,5708,-118,2100,4
..SOCCSKSARGEN,..Television programming and broadcasting activities,5,159,159,-,307558,400612,149723,250889,109848,-,-,-,49
..SOCCSKSARGEN,..Wired telecommunications activities,3,91,91,-,78324,71843,20907,50936,35454,4471,202,-,-
..SOCCSKSARGEN,..Wireless telecommunications activities,,,,,,,,,,,,,
..SOCCSKSARGEN,..Satellite telecommunications activities,13,174,174,-,52793,48775,8462,40313,22741,355,-1431,-,-
..SOCCSKSARGEN,..Other telecommunications activities,66,142,128,-,104845,105248,11621,93627,20024,-,-,-,20
..SOCCSKSARGEN,"..Computer programming, consultancy and related activities",6,56,55,21,91819,154435,20550,133885,18591,31974,-46,-,-
..SOCCSKSARGEN,"..Data processing, hosting and related activities; web portals",,,,,,,,,,,,,
..SOCCSKSARGEN,..Other information service activities,,,,,,,,,,,,,
..Caraga,Information and Communication,47,547,528,6,412350,395099,116934,278165,177487,18017,-395,-,11
..Caraga,"..Publishing of books, periodicals and other publishing activities",,,,,,,,,,,,,
..Caraga,..Software publishing,,,,,,,,,,,,,
..Caraga,"..Motion picture, video and television programme activities",,,,,,,,,,,,,
..Caraga,..Sound recording and music publishing activities,,,,,,,,,,,,,
..Caraga,..Radio broadcasting,19,126,124,4,119081,100699,35299,65399,69390,4061,-47,-,11
..Caraga,..Television programming and broadcasting activities,s,s,s,s,s,s,s,s,s,s,s,s,s
..Caraga,..Wired telecommunications activities,s,s,s,s,s,s,s,s,s,s,s,s,s
..Caraga,..Wireless telecommunications activities,,,,,,,,,,,,,
..Caraga,..Satellite telecommunications activities,11,272,272,2,167054,137454,41979,95475,83901,-,-507,-,-
..Caraga,..Other telecommunications activities,12,53,36,-,44186,42731,4987,37744,8143,-,-,-,-
..Caraga,"..Computer programming, consultancy and related activities",s,s,s,s,s,s,s,s,s,s,s,s,s
..Caraga,"..Data processing, hosting and related activities; web portals",,,,,,,,,,,,,
..Caraga,..Other information service activities,,,,,,,,,,,,,
..Autonomous Region in Muslim Mindanao,Information and Communication,7,57,57,3,7673,9723,6378,3345,5600,13043,-136,-,-
..Autonomous Region in Muslim Mindanao,"..Publishing of books, periodicals and other publishing activities",,,,,,,,,,,,,
..Autonomous Region in Muslim Mindanao,..Software publishing,,,,,,,,,,,,,
..Autonomous Region in Muslim Mindanao,"..Motion picture, video and television programme activities",,,,,,,,,,,,,
..Autonomous Region in Muslim Mindanao,..Sound recording and music publishing activities,,,,,,,,,,,,,
..Autonomous Region in Muslim Mindanao,..Radio broadcasting,4,37,37,3,4201,7905,5125,2779,1852,10283,9,-,-
..Autonomous Region in Muslim Mindanao,..Television programming and broadcasting activities,,,,,,,,,,,,,
..Autonomous Region in Muslim Mindanao,..Wired telecommunications activities,,,,,,,,,,,,,
..Autonomous Region in Muslim Mindanao,..Wireless telecommunications activities,,,,,,,,,,,,,
..Autonomous Region in Muslim Mindanao,..Satellite telecommunications activities,s,s,s,s,s,s,s,s,s,s,s,s,s
..Autonomous Region in Muslim Mindanao,..Other telecommunications activities,s,s,s,s,s,s,s,s,s,s,s,s,s
..Autonomous Region in Muslim Mindanao,"..Computer programming, consultancy and related activities",,,,,,,,,,,,,
..Autonomous Region in Muslim Mindanao,"..Data processing, hosting and related activities; web portals",,,,,,,,,,,,,
..Autonomous Region in Muslim Mindanao,..Other information service activities,,,,,,,,,,,,,
