sub_object_code_id,sub_object_code
1305,581620
1306,465861
1307,465813
1308,487070
1309,562990
1310,470123
1311,470194
1312,479989
1313,520130
1314,462542
1315,420331
1316,581076
1317,460125
1318,473133
1319,473267
1320,460670
1321,425308
1322,461140
1323,425800
1324,571410
1325,473234
1326,525210
1327,556650
1328,445102
1329,463526
1330,581060
1331,495005
1332,495004
1333,477931
1334,425130
1335,460157
1336,581910
1337,460173
1338,465997
1339,448914
1340,440167
1341,487210
1342,473242
1343,536220
1344,425945
1345,477942
1346,420710
1347,440201
1348,493029
1349,465815
1350,466302
1351,467511
1352,460201
1353,465919
1354,468618
1355,462599
1356,440137
1357,435702
1358,467411
1359,444925
1360,465103
1361,463508
1362,473101
1363,440138
1364,465805
1365,460118
1366,460644
1367,479988
1368,539150
1369,591260
1370,412001
1371,479998
1372,460637
1373,460174
1374,495045
1375,487370
1376,465318
1377,536340
1378,565110
1379,460640
1380,460150
1381,448922
1382,462662
1383,425940
1384,460189
1385,473258
1386,581020
1387,435271
1388,487270
1389,591050
1390,410999
1391,499000
1392,465568
1393,460902
1394,466005
1395,439813
1396,536150
1397,579930
1398,468121
1399,468619
1400,439532
1401,595020
1402,465242
1403,412310
1404,493027
1405,493009
1406,435490
1407,466501
1408,425521
1409,460685
1410,465001
1411,460671
1412,435285
1413,493012
1414,460171
1415,447611
1416,465378
1417,465917
1418,445139
1419,447011
1420,462653
1421,435226
1422,461115
1423,581720
1424,435551
1425,556130
1426,439151
1427,446214
1428,460903
1429,445150
1430,551100
1431,473211
1432,563501
1433,464010
1434,470192
1435,473255
1436,591010
1437,470196
1438,552300
1439,473217
1440,581290
1441,465676
1442,465844
1443,593010
1444,536690
1445,465745
1446,420110
1447,595260
1448,473172
1449,501030
1450,477951
1451,473109
1452,595280
1453,581089
1454,479992
1455,435242
1456,486081
1457,463540
1458,440134
1459,536110
1460,412912
1461,445299
1462,420111
1463,445202
1464,445172
1465,464700
1466,441201
1467,537110
1468,591030
1469,581110
1470,465887
1471,479941
1472,465352
1473,468113
1474,445514
1475,591090
1476,420130
1477,460681
1478,468614
1479,460669
1480,478001
1481,410610
1482,581105
1483,493015
1484,460164
1485,461142
1486,412910
1487,462641
1488,556210
1489,420620
1490,479960
1491,534110
1492,554510
1493,473261
1494,527850
1495,435260
1496,473212
1497,470176
1498,476902
1499,495009
1500,460701
1501,470168
1502,537115
1503,465277
1504,595070
1505,460190
1506,465774
1507,460194
1508,473253
1509,527910
1510,465644
1511,573610
1512,473102
1513,552430
1514,465271
1515,446212
1516,435289
1517,487180
1518,440211
1519,420311
1520,445417
1521,466012
1522,448919
1523,473142
1524,473235
1525,526120
1526,473204
1527,437501
1528,536817
1529,470118
1530,556200
1531,440299
1532,445170
1533,465305
1534,530510
1535,473254
1536,467651
1537,581421
1538,449998
1539,552436
1540,574230
1541,493003
1542,595332
1543,564990
1544,465375
1545,595190
1546,470119
1547,538300
1548,463103
1549,440204
1550,444951
1551,515620
1552,465573
1553,469912
1554,465408
1555,465866
1556,412321
1557,465267
1558,449109
1559,449201
1560,591290
1561,465312
1562,463550
1563,465102
1564,595120
1565,435290
1566,493023
1567,536160
1568,435214
1569,487010
1570,495003
1571,465207
1572,467214
1573,466103
1574,581010
1575,437921
1576,493018
1577,467141
1578,445711
1579,468615
1580,445301
1581,536170
1582,437621
1583,480199
1584,554110
1585,448930
1586,440153
1587,591080
1588,437521
1589,460147
1590,460684
1591,435223
1592,425150
1593,430490
1594,539130
1595,560220
1596,473137
1597,536440
1598,448311
1599,460663
1600,465306
1601,449105
1602,465907
1603,465426
1604,467213
1605,449104
1606,465802
1607,540010
1608,465854
1609,460599
1610,465850
1611,477999
1612,563101
1613,425175
1614,464030
1615,465825
1616,567220
1617,561990
1618,463575
1619,573210
1620,535999
1621,445203
1622,473112
1623,463566
1624,591410
1625,473136
1626,445513
1627,465325
1628,436770
1629,435213
1630,445211
1631,475954
1632,460155
1633,581082
1634,537210
1635,440214
1636,460192
1637,591400
1638,439812
1639,435341
1640,460180
1641,536280
1642,465953
1643,463592
1644,449103
1645,440131
1646,466013
1647,463520
1648,445701
1649,462511
1650,465818
1651,537340
1652,473218
1653,486700
1654,466502
1655,465916
1656,435212
1657,591360
1658,435227
1659,493020
1660,461110
1661,440110
1662,460142
1663,581940
1664,466701
1665,460501
1666,465816
1667,473166
1668,473246
1669,595329
1670,487290
1671,465376
1672,470109
1673,475958
1674,464530
1675,532310
1676,465299
1677,465801
1678,523030
1679,435701
1680,536610
1681,465868
1682,465572
1683,440207
1684,435342
1685,466009
1686,440108
1687,445512
1688,445110
1689,412920
1690,412999
1691,465344
1692,495031
1693,591240
1694,591170
1695,535920
1696,465909
1697,581163
1698,465876
1699,444531
1700,460504
1701,473241
1702,560970
1703,464510
1704,462861
1705,460691
1706,460668
1707,465272
1708,465765
1709,435282
1710,581093
1711,437611
1712,465366
1713,443311
1714,486360
1715,435251
1716,463572
1717,445204
1718,461105
1719,468181
1720,448928
1721,493068
1722,440170
1723,460680
1724,470212
1725,460149
1726,435292
1727,460203
1728,448934
1729,473135
1730,574500
1731,537610
1732,470180
1733,449111
1734,536190
1735,464200
1736,462621
1737,460167
1738,465902
1739,460664
1740,477311
1741,464060
1742,445201
1743,463542
1744,465262
1745,420912
1746,486140
1747,495049
1748,461119
1749,548995
1750,465575
1751,591017
1752,465542
1753,437219
1754,463104
1755,420233
1756,556430
1757,465821
1758,460642
1759,465769
1760,465878
1761,460702
1762,465913
1763,460612
1764,549700
1765,537410
1766,486680
1767,460690
1768,466207
1769,465425
1770,466401
1771,445710
1772,461155
1773,579010
1774,591130
1775,466109
1776,461121
1777,537810
1778,420235
1779,581164
1780,465915
1781,513160
1782,467142
1783,410913
1784,436660
1785,465206
1786,595310
1787,444942
1788,430210
1789,473201
1790,555110
1791,465803
1792,464720
1793,575210
1794,479991
1795,473167
1796,463112
1797,444943
1798,465814
1799,538200
1800,425913
1801,463108
1802,445136
1803,552440
1804,425306
1805,581760
1806,435222
1807,440106
1808,595090
1809,562610
1810,463505
1811,425230
1812,420370
1813,461122
1814,473233
1815,445210
1816,516110
1817,581960
1818,460179
1819,425220
1820,581141
1821,536530
1822,595100
1823,412930
1824,440139
1825,461170
1826,466997
1827,465252
1828,436761
1829,487285
1830,591430
1831,425930
1832,465566
1833,465202
1834,591016
1835,443212
1836,508010
1837,467217
1838,465744
1839,473206
1840,449112
1841,473252
1842,445214
1843,576110
1844,410916
1845,591442
1846,465565
1847,544110
1848,538020
1849,410611
1850,445101
1851,557810
1852,411226
1853,461113
1854,460128
1855,465571
1856,425510
1857,445131
1858,460141
1859,460205
1860,479987
1861,461161
1862,493067
1863,444940
1864,486165
1865,470166
1866,445220
1867,556140
1868,475417
1869,435614
1870,470128
1871,425991
1872,465678
1873,436750
1874,465321
1875,465273
1876,465402
1877,465775
1878,536980
1879,437911
1880,435286
1881,468612
1882,460165
1883,465406
1884,465914
1885,466304
1886,465209
1887,486730
1888,460104
1889,425941
1890,477921
1891,592020
1892,475942
1893,556150
1894,508610
1895,440121
1896,465210
1897,465856
1898,475920
1899,462850
1900,581990
1901,425942
1902,553220
1903,476901
1904,465320
1905,556710
1906,465827
1907,537360
1908,440210
1909,561000
1910,537530
1911,465770
1912,465574
1913,549740
1914,420232
1915,493004
1916,495046
1917,461187
1918,503070
1919,591310
1920,420640
1921,536330
1922,597070
1923,473165
1924,473264
1925,533310
1926,449204
1927,566000
1928,469911
1929,463513
1930,513091
1931,445217
1932,437631
1933,410950
1934,480112
1935,447205
1936,465762
1937,526130
1938,436390
1939,465778
1940,435210
1941,439814
1942,480161
1943,460207
1944,549745
1945,425520
1946,448933
1947,445145
1948,466014
1949,468613
1950,439816
1951,475419
1952,460107
1953,486755
1954,479986
1955,435114
1956,463515
1957,487170
1958,465403
1959,462521
1960,467216
1961,465809
1962,591015
1963,465311
1964,487220
1965,465812
1966,470170
1967,564290
1968,591441
1969,578110
1970,470165
1971,465409
1972,444933
1973,473227
1974,445413
1975,466111
1976,466305
1977,597080
1978,495006
1979,473221
1980,435283
1981,445302
1982,460113
1983,461168
1984,591175
1985,537515
1986,460204
1987,467111
1988,556120
1989,473265
1990,449110
1991,537310
1992,463525
1993,420313
1994,460120
1995,445103
1996,463527
1997,469914
1998,465211
1999,440102
2000,445730
2001,536410
2002,465225
2003,412320
2004,465822
2005,563710
2006,468119
2007,444927
2008,585010
2009,579910
2010,535830
2011,464210
2012,544980
2013,465808
2014,536870
2015,554310
2016,493053
2017,486770
2018,430320
2019,585040
2020,420360
2021,465545
2022,460650
2023,445216
2024,440169
2025,544430
2026,536850
2027,465552
2028,591091
2029,493006
2030,465316
2031,460649
2032,549730
2033,555310
2034,476123
2035,564000
2036,465304
2037,465410
2038,493010
2039,591250
2040,591180
2041,573220
2042,486260
2043,575110
2044,460112
2045,597110
2046,551200
2047,560960
2048,445735
2049,554120
2050,591443
2051,473138
2052,420237
2053,425943
2054,473243
2055,420150
2056,598090
2057,465405
2058,470126
2059,465859
2060,475199
2061,493064
2062,513810
2063,598041
2064,465776
2065,412914
2066,538201
2067,527050
2068,445140
2069,581111
2070,536820
2071,495019
2072,574130
2073,465203
2074,460109
2075,578990
2076,595060
2077,487400
2078,449208
2079,591040
2080,487300
2081,539420
2082,470710
2083,475111
2084,460206
2085,461114
2086,466703
2087,539510
2088,439811
2089,544440
2090,465303
2091,465829
2092,465806
2093,493040
2094,539110
2095,493026
2096,527970
2097,461181
2098,460185
2099,436160
2100,420231
2101,486120
2102,552420
2103,495016
2104,487120
2105,595046
2106,585060
2107,449107
2108,466008
2109,486160
2110,561410
2111,460195
2112,484901
2113,597011
2114,465276
2115,420314
2116,555120
2117,420234
2118,493005
2119,479902
2120,554000
2121,585050
2122,465858
2123,554420
2124,466902
2125,591432
2126,460176
2127,466011
2128,572110
2129,495051
2130,581094
2131,562410
2132,552450
2133,581030
2134,495052
2135,430150
2136,581280
2137,581210
2138,546990
2139,544210
2140,581063
2141,527990
2142,495011
2143,535310
2144,527610
2145,552220
2146,520290
2147,528030
2148,595040
2149,445105
2150,527000
2151,486740
2152,515030
2153,544410
2154,511010
2155,463572
2156,521010
2157,521030
2158,544510
2159,515020
2160,543410
2161,597050
2162,523010
2163,529990
2164,581520
2165,522000
2166,513010
2167,516010
2168,506070
2169,536420
2170,529000
2171,486780
2172,574110
2173,440221
2174,486610
2175,499999
2176,535990
2177,523020
2178,526810
2179,473247
2180,462899
2181,411110
2182,478902
2183,535960
2184,522010
2185,460143
2186,549990
2187,486390
2188,581067
2189,581160
2190,552230
2191,999987
2192,520010
2193,523030
2194,526610
2195,571110
2196,522020
2197,542210
2198,486670
2199,540000
2200,581750
2201,581325
2202,999986
2203,444936
2204,519990
2205,574240
2206,556140
2207,581077
2208,505010
2209,527080
2210,581065
2211,581016
2212,536220
2213,542990
2214,535810
2215,509010
2216,486430
2217,435283
2218,493032
2219,444939
2220,529310
2221,581270
2222,591080
2223,581360
2224,505070
2225,514020
2226,542110
2227,542610
2228,430120
2229,501070
2230,520000
2231,525190
2232,538000
2233,553110
2234,581580
2235,465342
2236,581880
2237,514010
2238,581450
2239,595010
2240,449102
2241,449204
2242,543990
2243,520190
2244,519120
2245,520990
2246,538010
2247,517010
2248,549250
2249,544990
2250,519110
2251,560610
2252,552115
2253,553210
2254,527010
2255,542810
2256,549210
2257,410110
2258,527890
2259,535930
2260,527040
2261,552410
2262,519130
2263,531990
2264,535510
2265,480111
2266,535210
2267,549260
2268,515010
2269,521050
2270,544930
2271,552270
2272,535520
2273,549410
2274,480141
2275,478201
2276,520100
2277,545990
2278,530210
2279,480399
2280,530310
2281,521020
2282,581014
2283,549510
2284,542980
2285,528050
2286,531510
2287,461181
2288,501040
2289,554990
2290,443111
2291,493028
2292,560990
2293,515610
2294,501010
2295,581820
2296,549500
2297,551110
2298,410310
2299,535710
2300,574990
2301,505020
2302,539200
2303,527410
2304,510210
2305,527020
2306,486460
2307,542410
2308,528990
2309,505050
2310,560710
2311,560830
2312,528000
2313,527510
2314,535820
2315,581180
2316,549750
2317,573610
2318,526710
2319,999989
2320,479999
2321,549610
2322,552310
2323,486600
2324,526990
2325,493013
2326,545310
2327,591340
2328,999988
2329,581066
2330,581140
2331,552210
2332,531210
2333,465670
2334,501050
2335,527030
2336,486180
2337,581142
2338,410981
2339,591330
2340,486380
2341,410610
2342,505040
2343,515710
2344,410120
2345,544420
2346,465544
2347,535110
2348,501020
2349,486030
2350,544310
2351,544610
2352,505060
2353,541200
2354,487285
2355,581860
2356,581130
2357,542510
2358,479997
2359,581084
2360,581950
2361,584010
2362,581071
2363,523050
2364,480599
2365,527070
2366,579990
2367,513710
2368,527830
2369,511060
2370,535610
2371,545110
2372,478951
2373,560510
2374,521060
2375,543310
2376,532210
2377,486150
2378,448999
2379,486580
2380,560980
2381,493036
2382,553120
2383,581770
2384,532110
2385,495029
2386,579050
2387,493025
2388,552260
2389,591270
2390,410911
2391,486290
2392,581064
2393,531350
2394,528910
2395,495031
2396,486470
2397,430130
2398,541100
2399,444931
2400,581086
2401,532410
2402,486100
2403,539610
2404,525010
2405,536280
2406,527210
2407,531000
2408,544150
2409,581068
2410,476121
2411,556210
2412,460619
2413,473262
2414,495010
2415,539220
2416,581420
2417,470120
2418,528010
2419,461106
2420,549810
2421,486630
2422,581470
2423,465265
2424,463511
2425,492001
2426,535000
2427,487990
2428,410220
2429,542310
2430,527060
2431,528020
2432,541990
2433,560290
2434,410941
2435,445216
2436,534210
2437,531310
2438,547990
2439,544910
2440,533000
2441,581430
2442,460156
2443,527860
2444,448918
2445,486530
2446,475999
2447,465575
2448,449999
2449,486450
2450,486500
2451,567000
2452,527710
2453,549110
2454,581330
2455,486210
2456,460630
2457,567110
2458,460504
2459,475890
2460,548995
2461,464710
2462,865SS
2463,44531
2464,9305H
2465,75320
2466,ELIMSC
2467,65202
2468,65201
2469,65207
2470,65205
2471,65911
2472,65302
2473,65301
2474,65806
2475,65803
2476,65802
2477,65801
2478,25920
2479,GFSUP
2480,44931
2481,9505L
2482,75319
2483,75302
2484,75301
2485,35232
2486,ELIMSD
