sub_object_code_id,sub_object_code
2487,65317
2488,63599
2489,44933
2490,45511
2491,45621
2492,45414
2493,39899
2494,865CH
2495,865CY
2496,865CI
2497,865JV
2498,875SS
2499,87599
2500,44939
2501,9302A
2502,65316
2503,65320
2504,65312
2505,63512
2506,48930
2507,48928
2508,48999
2509,48926
2510,78201
2511,63509
2512,63510
2513,63515
2514,63508
2515,63511
2516,99999R
2517,20111
2518,865ER
2519,25110
2520,30150
2521,63542
2522,63541
2523,63540
2524,63525
2525,63520
2526,63572
2527,63571
2528,63503
2529,63550
2530,63526
2531,63519
2532,63539
2533,60681
2534,60699
2535,865UC
2536,86599
2537,875UC
2538,47011
2539,20110
2540,20120
2541,20130
2542,20151
2543,20150
2544,60702
2545,65106
2546,65907
2547,65321
2548,65322
2549,865PC
2550,865LB
2551,865WM
2552,65950
2553,65307
2554,65821
2555,65804
2556,65815
2557,65810
2558,75311
2559,75312
2560,76252
2561,65999
2562,65912
2563,65914
2564,65913
2565,65902
2566,65997
2567,65807
2568,66004
2569,25210
2570,45416
2571,45413
2572,12210
2573,60127
2574,79999
2575,865AC
2576,66501
2577,865CA
2578,9501G
2579,62849
2580,20360
2581,62851
2582,78101
2583,9502M
2584,62511
2585,62531
2586,62542
2587,62599
2588,865EV
2589,99999B
2590,48111
2591,10920
2592,10110
2593,10120
2594,10230
2595,10310
2596,10410
2597,80111
2598,860CD
2599,860PC
2600,860PT
2601,860RP
2602,860SH
2603,45418
2604,9505H
2605,84902
2606,78960
2607,865TI
2608,860CA
2609,860AD
2610,860AN
2611,860AA
2612,860BI
2613,860WP
2614,860CF
2615,860ED
2616,860FA
2617,860FC
2618,860RD
2619,860SS
2620,860PO
2621,860LB
2622,860PW
2623,860UC
2624,65102
2625,65103
2626,65101
2627,875SH
2628,45412
2629,865RD
2630,865CM
2631,62899
2632,62861
2633,62891
2634,865AD
2635,865LL
2636,35631
2637,35632
2638,35611
2639,35612
2640,35531
2641,35539
2642,35512
2643,35521
2644,35511
2645,35519
2646,60199
2647,60116
2648,60115
2649,60152
2650,60143
2651,60147
2652,865UW
2653,865BI
2654,865CD
2655,865CT
2656,865CP
2657,865WP
2658,865HC
2659,865HM
2660,865CF
2661,865HS
2662,865UH
2663,865RC
2664,865HL
2665,865MY
2666,865PK
2667,865PA
2668,865PO
2669,865PT
2670,865PW
2671,865RP
2672,865RB
2673,865RS
2674,865HG
2675,865TY
2676,60189
2677,60173
2678,60194
2679,60193
2680,60190
2681,60191
2682,60192
2683,865RE
2684,875MY
2685,49999
2686,49102
2687,79994
2688,61165
2689,62672
2690,62673
2691,62631
2692,62699
2693,9301G
2694,12910
2695,35228
2696,35491
2697,35411
2698,35499
2699,35490
2700,35331
2701,62611
2702,62621
2703,62691
2704,62681
2705,62651
2706,35210
2707,35225
2708,35222
2709,35218
2710,35219
2711,35110
2712,35351
2713,62641
2714,30140
2715,35226
2716,9502F
2717,9502L
2718,9502Q
2719,60167
2720,60141
2721,60140
2722,60168
2723,69999
2724,865BE
2725,865OC
2726,87591
2727,10940
2728,60136
2729,60149
2730,875ED
2731,25521
2732,25510
2733,25530
2734,25520
2735,25590
2736,20711
2737,20710
2738,875PW
2739,865MT
2740,865PD
2741,865SH
2742,865WO
2743,865TR
2744,865MO
2745,875TC
2746,9502T
2747,865DA
2748,865FC
2749,875CC
2750,25940
2751,25941
2752,60690
2753,11110
2754,76251
2755,60505
2756,60501
2757,60502
2758,20911
2759,865RG
2760,60130
2761,20921
2762,20299
2763,60155
2764,60684
2765,865AR
2766,865AS
2767,865C8
2768,865CS
2769,865CO
2770,865ED
2771,865EC
2772,865BD
2773,875EV
2774,20630
2775,865GE
2776,865AP
2777,865AA
2778,62619
2779,35702
2780,35701
2781,865FA
2782,875TI
2783,44539
2784,60165
2785,60121
2786,76111
2787,79992
2788,10943
2789,10912
2790,10913
2791,10930
2792,35244
2793,40199
2794,45299
2795,45417
2796,890SD
2797,48917
2798,865EL
2799,9502D
2800,60179
2801,60104
2802,60164
2803,60166
2804,875SP
2805,30490
2806,875SD
2807,60176
2808,60163
2809,60178
2810,78902
2811,9302C
2812,84901
2813,10999
2814,11115
2815,11310
2816,60101
2817,60198
2818,48990
2819,46121
2820,20610
2821,20620
2822,20640
2823,9305A
2824,12930
2825,12410
2826,12510
2827,12110
2828,12310
2829,12320
2830,12340
2831,40211
2832,40110
2833,40214
2834,40207
2835,40222
2836,40220
2837,40221
2838,48998
2839,45301
2840,45103
2841,45105
2842,45150
2843,45107
2844,45131
2845,45128
2846,45136
2847,45139
2848,45134
2849,45138
2850,45102
2851,45145
2852,45106
2853,45146
2854,45169
2855,45121
2856,45203
2857,45201
2858,45209
2859,45217
2860,45202
2861,45204
2862,45211
2863,45214
2864,45218
2865,45213
2866,79995
2867,79997
2868,40108
2869,60171
2870,60107
2871,60103
2872,60113
2873,60112
2874,61199
2875,60133
2876,60128
2877,60134
2878,60129
2879,60135
2880,60131
2881,60138
2882,44998
2883,40103
2884,40105
2885,40166
2886,40168
2887,40150
2888,40107
2889,40131
2890,40153
2891,40139
2892,40140
2893,40124
2894,40134
2895,40138
2896,40102
2897,40145
2898,40106
2899,40154
2900,40137
2901,40101
2902,40148
2903,40121
2904,40203
2905,40201
2906,40202
2907,40204
2908,60148
2909,9302I
2910,45999
2911,20240
2912,60197
2913,60186
2914,60619
2915,60602
2916,60605
2917,60604
2918,60698
2919,60629
2920,60609
2921,60612
2922,60637
2923,48311
2924,60694
2925,60693
2926,60701
2927,60799
2928,60125
2929,875ZZ
2930,25317
2931,60704
2932,48923
2933,60102
2934,25120
2935,60108
2936,67151
2937,44011
2938,44012
2939,9505A
2940,67411
2941,67421
2942,67511
2943,67521
2944,67111
2945,67141
2946,67651
2947,67611
2948,67711
2949,67311
2950,67321
2951,67215
2952,67213
2953,63591
2954,60114
2955,60150
2956,60618
2957,60676
2958,44951
2959,9305W
2960,65916
2961,65917
2962,60680
2963,60673
2964,60668
2965,60678
2966,60667
2967,60663
2968,60674
2969,60679
2970,60664
2971,60670
2972,60672
2973,60671
2974,44925
2975,69911
2976,40156
2977,45161
2978,25230
2979,25930
2980,44932
2981,37501
2982,37421
2983,37425
2984,37611
2985,37621
2986,38111
2987,37512
2988,37522
2989,37521
2990,37921
2991,37911
2992,37217
2993,37212
2994,37216
2995,37213
2996,37219
2997,37214
2998,37321
2999,37311
3000,37711
3001,37712
3002,60126
3003,60124
3004,60175
3005,61183
3006,61184
3007,61185
3008,61111
3009,61106
3010,9502A
3011,61161
3012,61117
3013,61142
3014,61152
3015,61116
3016,61155
3017,61156
3018,61115
3019,61164
3020,61167
3021,60151
3022,48915
3023,48916
3024,80141
3025,60639
3026,48912
3027,46219
3028,46214
3029,46211
3030,60801
3031,60802
3032,48914
3033,61168
3034,61118
3035,61140
3036,61120
3037,61162
3038,61160
3039,61135
3040,61119
3041,61143
3042,61133
3043,61141
3044,61131
3045,61132
3046,61130
3047,61144
3048,63592
3049,20931
3050,61105
3051,61181
3052,61112
3053,61150
3054,61108
3055,61121
3056,61180
3057,61101
3058,61109
3059,61102
3060,61103
3061,61170
3062,61110
3063,61104
3064,67214
3065,67217
3066,67216
3067,25150
3068,30120
3069,77111
3070,77211
3071,77911
3072,77999
3073,77933
3074,77931
3075,77942
3076,77951
3077,77611
3078,77411
3079,77311
3080,35271
3081,37441
3082,37411
3083,37499
3084,35285
3085,35220
3086,60688
3087,60687
3088,60652
3089,60689
3090,66201
3091,66203
3092,66207
3093,66295
3094,66222
3095,66302
3096,66304
3097,66301
3098,66401
3099,66999
3100,66701
3101,66101
3102,66109
3103,66103
3104,66102
3105,66105
3106,66104
3107,66601
3108,25305
3109,25130
3110,41101
3111,49103
3112,49104
3113,49101
3114,47101
3115,9505M
3116,9505N
3117,20330
3118,20231
3119,20235
3120,68611
3121,68613
3122,68612
3123,68711
3124,9505T
3125,9305M
3126,9305P
3127,35282
3128,35283
3129,35211
3130,35213
3131,35214
3132,35241
3133,35223
3134,60611
3135,20230
3136,46212
3137,46213
3138,9502J
3139,60627
3140,60641
3141,60675
3142,60644
3143,60647
3144,60642
3145,20320
3146,20370
3147,20340
3148,20350
3149,25111
3150,25112
3151,20331
3152,35112
3153,35111
3154,35249
3155,35230
3156,35212
3157,35221
3158,35242
3159,35215
3160,35284
3161,35216
3162,35227
3163,35217
3164,68113
3165,68121
3166,68111
3167,68131
3168,68181
3169,9505W
3170,78001
3171,80399
3172,75940
3173,75999
3174,9303R
3175,75930
3176,9505P
3177,75910
3178,64000
3179,64500
3180,64200
3181,64700
3182,64100
3183,64600
3184,35260
3185,35250
3186,1401
3187,1402
3188,1701
3189,4000
3190,2300
3191,2801
3192,2900
3193,2401
3194,3599
3195,3500
3196,2790
3197,2789
3198,2799
3199,2700
3200,2761
3201,3000
3202,3100
3203,2200
3204,2105
3205,2019
3206,1201
3207,1101
3208,101
3209,401
3210,901
3211,501
3212,081W2
3213,081C3
3214,081C4
3215,081C0
3216,081M2
3217,081CT
3218,081EV
3219,081H3
3220,081H9
3221,081UL
3222,081PM
3223,081RE
3224,081CB
3225,081SH
3226,081ET
3227,081PA
3228,081PF
3229,081PR
3230,081PE
3231,081C5
3232,081CI
3233,081W1
3234,081WB
3235,ELIMUC
3236,1601
3237,1571
3238,1501
3239,1911
3240,1901
3241,36360
3242,36370
3243,36380
3244,70199
3245,48211
3246,06F00
3247,1912
3248,1301
3249,1371
3250,1372
3251,63102
3252,63104
3253,63105
3254,9505C
3255,2783
3256,3131
3257,2103
3258,3200
3259,081SS
3260,904
3261,081RR
3262,2800
3263,2786
3264,601
3265,5200
3266,081CY
3267,081PX
3268,081PS
3269,081TX
3270,2202
3271,081HT
3272,081H2
3273,7999
3274,4461
3275,4921
3276,3596
3277,2600
3278,6700
3279,0955L
3280,1551
3281,1561
3282,081ER
3283,2802
3284,2899
3285,2803
3286,2911
3287,2941
3288,2931
3289,2999
3290,3521
3291,3571
3292,2721
3293,2731
3294,2751
3295,2781
3296,2782
3297,3141
3298,3199
3299,5221
3300,2201
3301,1204
3302,081W6
3303,081H8
3304,081RP
3305,1599
3306,2301
3307,ELIMUD
3308,4499
3309,4951
3310,4299
3311,4399
3312,4699
3313,4493
3314,4421
3315,4492
3316,4441
3317,4451
3318,4481
3319,4931
3320,4941
3321,4999
3322,4961
3323,4599
3324,4531
3325,2601
3326,081WG
3327,3551
3328,081HZ
3329,081H4
3330,081RV
3331,1379
3332,081HF
3333,06P00
3334,3135
3335,3231
3336,2001
3337,081HE
3338,081CA
3339,2305
3340,081WC
3341,04A01
3342,4925
3343,2631
3344,5321
3345,3011
3346,081RS
3347,081H7
3348,081H0
3349,2811
3350,06R00
3351,3801
3352,6061
3353,081FM
3354,081WA
3355,081C8
3356,3581
3357,3920
3358,2500
3359,081WU
3360,6400
3361,0951G
3362,2104
3363,2106
3364,3561
3365,2661
3366,081VM
3367,081CW
3368,5111
3369,081AR
3370,081ED
3371,5100
3372,081HS
3373,081RF
3374,5323
3375,6000
3376,2521
3377,081SB
3378,0952T
3379,6161
3380,6261
3381,081BI
3382,081WM
3383,081CP
3384,081PG
3385,6200
3386,4221
3387,4341
3388,4950
3389,4899
3390,2302
3391,3552
3392,2710
3393,3021
3394,3031
3395,3051
3396,3121
3397,081PK
3398,3800
3399,081WE
3400,3041
3401,0931G
3402,4975
3403,081WF
3404,3211
3405,7000
3406,3221
3407,2029
3408,081WR
3409,1573
3410,1309
3411,4971
3412,6099
3413,5211
3414,4974
3415,4973
3416,3531
3417,06B00
3418,3541
3419,2501
3420,4281
3421,4977
3422,4972
3423,2703
3424,0952M
3425,081WP
3426,098GR
3427,2771
3428,4211
3429,4231
3430,4241
3431,4298
3432,4251
3433,4261
3434,4799
3435,2699
3436,2951
3437,3511
3438,0932L
3439,1913
3440,081H1
3441,081HV
3442,081MY
3443,081HR
3444,4970
3445,2711
3446,081HH
3447,0952F
3448,0952L
3449,0952Q
3450,0955H
3451,0935P
3452,7121
3453,1104
3454,1303
3455,902
3456,1005
3457,1102
3458,201
3459,081AP
3460,1021
3461,081UW
3462,1999
3463,1202
3464,4521
3465,5499
3466,3400
3467,081FA
3468,1022
3469,081CM
3470,6029
3471,4331
3472,0955A
3473,5400
3474,5300
3475,4431
3476,081DA
3477,5461
3478,4911
3479,2921
3480,3151
3481,3241
3482,081UH
3483,081PL
3484,2681
3485,4511
3486,5241
3487,5311
3488,2671
3489,081CE
3490,081PH
3491,3542
3492,081CH
3493,2791
3494,3421
3495,7411
3496,1562
3497,2741
3498,3651
3499,081FF
3500,0952D
3501,081HN
3502,3791
3503,3771
3504,2000
3505,081TY
3506,3621
3507,3631
3508,3910
3509,081MR
3510,081PO
3511,081FD
3512,081TC
3513,6300
3514,7111
3515,081RB
3516,3662
3517,3751
3518,3781
3519,3753
3520,0932D
3521,0932F
3522,0934Z
3523,0935M
3524,097L9
3525,097S1
3526,098PL
3527,081LB
3528,0932K
3529,3641
3530,3642
3531,3711
3532,2722
3533,3629
3534,3671
3535,3627
3536,3628
3537,3611
3538,3617
3539,3612
3540,3736
3541,081MO
3542,3632
3543,3633
3544,3725
3545,3724
3546,3721
3547,3722
3548,3723
3549,3613
3550,3622
3551,3615
3552,3625
3553,3623
3554,3620
3555,3626
3556,3618
3557,3741
3558,3731
3559,3734
3560,3735
3561,3802
3562,081UA
3563,6041
3564,081AC
3565,0935N
3566,081BD
3567,0955C
3568,2709
3569,3917
3570,081CJ
3571,6051
3572,6084
3573,6091
3574,081WD
3575,3321
3576,3311
3577,3300
3578,3312
3579,3313
3580,3314
3581,081WS
3582,0955T
3583,6071
3584,2804
3585,0955W
3586,2702
3587,0935T
3588,0955P
3589,081CS
3590,5421
3591,6100
3592,081SR
3593,1801
3594,308
3595,309
3596,301
3597,313
3598,311
3599,0955M
3600,0955N
3601,6499
3602,0952J
3603,4321
3604,3122
3605,081OC
3606,0952A
3607,3411
3608,081HW
3609,1600
3610,5114
3611,5312
3612,8199
3613,35234
3614,35233
3615,1910
3616,67218
3617,69901
3618,69902
3619,49105
3620,9301H
3621,9305N
3622,9305O
3623,9305X
3624,2100
3625,78990
3626,60180
3627,60903
3628,60902
3629,60906
3630,60901
3631,65905
3632,76123
3633,44940
3634,9305C
3635,9305T
3636,9303M
3637,79950
3638,9502W
3639,875JV
3640,875PT
3641,65953
3642,65952
3643,65918
3644,66005
3645,9302K
3646,79945
3647,9302L
3648,9302N
3649,0932C
3650,6083
3651,0952W
3652,6098
3653,0932H
3654,2701
3655,2102
3656,0925M
3657,3673
3658,3616
3659,9305L
3660,7311
3661,65318
3662,865AN
3663,66006
3664,66007
3665,0935Y
3666,0935Z
3667,865PR
3668,70211
3669,70201
3670,61186
3671,68614
3672,68100
3673,79940
3674,49109
3675,865SC
3676,60905
3677,60907
3678,25990
3679,865SP
3680,9302R
3681,37215
3682,86099
3683,67142
3684,67161
3685,875MO
3686,875UL
3687,9502S
3688,875PO
3689,865AT
3690,35311
3691,35341
3692,35342
3693,25310
3694,875RE
3695,75415
3696,1500
3697,2805
3698,2101
3699,6511
3700,1300
3701,0952S
3702,098CT
3703,3644
3704,3634
3705,65326
3706,65325
3707,62841
3708,875UW
3709,865CR
3710,098HC
3711,5243
3712,06C00
3713,3111
3714,60500
3715,60600
3716,865WC
3717,0934G
3718,69912
3719,66503
3720,66504
3721,66502
3722,66306
3723,66111
3724,66112
3725,66110
3726,66113
3727,36660
3728,36760
3729,66114
3730,25307
3731,25306
3732,49106
3733,20233
3734,20236
3735,20234
3736,20311
3737,35113
3738,3652
3739,60651
3740,60607
3741,60696
3742,40167
3743,48920
3744,77921
3745,875RC
3746,40210
3747,45710
3748,45705
3749,45701
3750,45711
3751,45715
3752,45730
3753,45735
3754,45512
3755,865RH
3756,60183
3757,60157
3758,60188
3759,875AC
3760,875BE
3761,9502C
3762,60201
3763,6399
3764,081CR
3765,0952C
3766,2013
3767,2099
3768,081AS
3769,081C2
3770,081RC
3771,0932Q
3772,7421
3773,4001
3774,4491
3775,2519
3776,081PD
3777,081HC
3778,5244
3779,0935L
3780,096BS
3781,2723
3782,0413R
3783,097CI
3784,49311
3785,07999D
3786,3595
3787,097GR
3788,5414
3789,07999A
3790,06D00
3791,2704
3792,0935H
3793,48918
3794,49997
3795,79751
3796,10511
3797,35245
3798,36610
3799,30130
3800,48919
3801,44922
3802,60146
3803,60202
3804,60195
3805,66008
3806,860DA
3807,860CM
3808,9306D
3809,45CAP
3810,62598
3811,9303S
3812,0936T
3813,081TF
3814,098RP
3815,081WO
3816,0932W
3817,3661
3818,097CH
3819,3915
3820,0932N
3821,098OT
3822,11225
3823,11220
3824,48929
3825,25160
3826,35292
3827,35293
3828,35288
3829,10513
3830,10515
3831,80121
3832,10514
3833,10516
3834,10512
3835,081HU
3836,60685
3837,1502
3838,35289
3839,35290
3840,35291
3841,60169
3842,60170
3843,20237
3844,35235
3845,865C4
3846,40299
3847,45513
3848,60159
3849,865CC
3850,875SC
3851,875AA
3852,02CCT
3853,02CRR
3854,097AH
3855,1512
3856,02CAR
3857,02CCA
3858,02CPM
3859,02CCP
3860,02CC3
3861,02CHT
3862,02CWM
3863,02CC5
3864,02CET
3865,02CMO
3866,02CMR
3867,02CPO
3868,2708
3869,2707
3870,875CA
3871,098RF
3872,78951
3873,081CX
3874,081PP
3875,7361
3876,081AG
3877,2784
3878,44936
3879,875WP
3880,9302F
3881,80151
3882,35542
3883,35540
3884,65998
3885,65120
3886,02CED
3887,02CCW
3888,02CPL
3889,2003
3890,2002
3891,097CG
3892,860AP
3893,081LS
3894,2010
3895,081UE
3896,930MT
3897,39535
3898,097DE
3899,0932G
3900,0932X
3901,0933X
3902,0935C
3903,0935W
3904,093MT
3905,081YB
3906,081AD
3907,875PK
3908,20112
3909,39909
3910,60181
3911,865CL
3912,865HO
3913,1316
3914,5110
3915,875TR
3916,63573
3917,63576
3918,63575
3919,1503
3920,081HO
3921,081EA
3922,60174
3923,9307G
3924,66901
3925,75414
3926,12111
3927,47501
3928,35115
3929,35114
3930,68615
3931,9505Q
3932,0932J
3933,0932M
3934,9799
3935,3619
3936,3913
3937,02CUP
3938,0955Q
3939,3322
3940,0935X
3941,3593
3942,07999R
3943,06G00
3944,61122
3945,61123
3946,9302J
3947,75413
3948,081CO
3949,20312
3950,9302Q
3951,62653
3952,62652
3953,12912
3954,12321
3955,865PX
3956,45419
3957,65990
3958,2651
3959,081SM
3960,3610
3961,0934C
3962,3591
3963,081PZ
