incident_datetime,incident_date,incident_time,incident_year,incident_day_of_week,report_datetime,row_id,incident_id,incident_number,cad_number,report_type_code,report_type_description,filed_online,incident_code,incident_category,incident_subcategory,incident_description,resolution,intersection,cnn,police_district,analysis_neighborhood,supervisor_district,supervisor_district_2012,latitude,longitude,point,:@computed_region_jwn9_ihcz,:@computed_region_jg9y_a9du,:@computed_region_h4ep_8xdi,:@computed_region_n4xg_c4py,:@computed_region_nqbw_i6c3,:@computed_region_viu7_rrfi,:@computed_region_26cr_cadq,:@computed_region_qgnn_b9vv
2022-06-15T21:00:00.000,2022-06-15T00:00:00.000,21:00,2022,Wednesday,2022-06-17T10:03:00.000,116172372000,1161723,220393471,221680934.0,IS,Initial Supplement,,72000,Non-Criminal,Non-Criminal,Found  Property,Open or Active,22ND ST \ BRYANT ST,23971000.0,Mission,Mission,9.0,9.0,37.75599670410156,-122.40943145751952,POINT (-122.40943145751953 37.75599670410156),53.0,,,,3.0,,2.0,3.0
2022-09-28T05:30:00.000,2022-09-28T00:00:00.000,05:30,2022,Wednesday,2022-09-28T23:35:00.000,119825605013,1198256,220665719,222712867.0,II,Initial,,5013,Burglary,Burglary - Residential,"Burglary, Apartment House, Unlawful Entry",Open or Active,24TH ST \ HARRISON ST,23978000.0,Mission,Mission,9.0,9.0,37.752628326416016,-122.41190338134766,POINT (-122.41190338134766 37.752628326416016),53.0,,,,3.0,,2.0,3.0
2022-12-06T01:04:00.000,2022-12-06T00:00:00.000,01:04,2022,Tuesday,2022-12-06T01:28:00.000,122160026141,1221600,220835940,223400096.0,II,Initial,,26141,Other Miscellaneous,Kidnapping,Kidnapping (Adult victim),Open or Active,18TH ST \ COLLINGWOOD ST,25815000.0,Tenderloin,Castro/Upper Market,8.0,8.0,37.76082229614258,-122.43611145019533,POINT (-122.43611145019531 37.76082229614258),38.0,,,,5.0,,5.0,3.0
2022-09-23T21:09:00.000,2022-09-23T00:00:00.000,21:09,2022,Friday,2022-09-23T21:09:00.000,119678565010,1196785,220652794,222663557.0,II,Initial,,65010,Traffic Violation Arrest,Traffic Violation Arrest,Traffic Violation Arrest,Cite or Arrest Adult,17TH ST \ KANSAS ST,23774000.0,Bayview,Potrero Hill,10.0,10.0,37.76472473144531,-122.40352630615234,POINT (-122.40352630615234 37.76472473144531),54.0,,,,,,9.0,1.0
2022-10-11T08:00:00.000,2022-10-11T00:00:00.000,08:00,2022,Tuesday,2022-10-14T10:49:00.000,120548528150,1205485,226194146,,II,Coplogic Initial,True,28150,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Property",Open or Active,LEAVENWORTH ST \ TURK ST,24934000.0,Tenderloin,Tenderloin,5.0,6.0,37.78279495239258,-122.41405487060548,POINT (-122.41405487060547 37.78279495239258),20.0,,1.0,1.0,1.0,,10.0,5.0
2022-08-05T00:00:00.000,2022-08-05T00:00:00.000,00:00,2022,Friday,2022-08-27T14:45:00.000,118646309026,1186463,220579198,222391797.0,II,Initial,,9026,Fraud,Fraud,False Personation and Cheat Crimes (general),Open or Active,23RD ST \ HOFFMAN AVE,26085000.0,Mission,Noe Valley,8.0,8.0,37.75249862670898,-122.4407730102539,POINT (-122.4407730102539 37.752498626708984),51.0,,,,,,5.0,3.0
2022-09-07T17:30:00.000,2022-09-07T00:00:00.000,17:30,2022,Wednesday,2022-09-08T08:22:00.000,119108805153,1191088,220610576,222511126.0,II,Initial,,5153,Burglary,Burglary - Other,"Burglary, Non-residential, Unlawful Entry",Open or Active,15TH ST \ HARRISON ST,24223000.0,Mission,Mission,9.0,9.0,37.7667236328125,-122.41322326660156,POINT (-122.41322326660156 37.7667236328125),53.0,,,,3.0,,2.0,3.0
2022-08-25T07:44:00.000,2022-08-25T00:00:00.000,07:44,2022,Thursday,2022-08-25T07:45:00.000,118557904134,1185579,220572700,222370536.0,II,Initial,,4134,Assault,Simple Assault,Battery,Cite or Arrest Adult,04TH ST \ ELLIS ST \ MARKET ST \ STOCKTON ST,24892000.0,Tenderloin,South of Market,6.0,6.0,37.785743713378906,-122.40583038330078,POINT (-122.40583038330078 37.785743713378906),32.0,,,,,,10.0,5.0
2022-10-15T11:20:00.000,2022-10-15T00:00:00.000,11:20,2022,Saturday,2022-10-15T11:20:00.000,120434465010,1204344,220708541,222881149.0,II,Initial,,65010,Traffic Violation Arrest,Traffic Violation Arrest,Traffic Violation Arrest,Cite or Arrest Adult,CARROLL AVE \ INGALLS ST,20450000.0,Bayview,Bayview Hunters Point,10.0,10.0,37.72285079956055,-122.38961791992188,POINT (-122.38961791992188 37.72285079956055),78.0,,,,,,9.0,2.0
2018-11-21T15:00:00.000,2018-11-21T00:00:00.000,15:00,2018,Wednesday,2018-11-21T20:23:00.000,74029071000,740290,186269734,,II,Coplogic Initial,True,71000,Lost Property,Lost Property,Lost Property,Open or Active,08TH ST \ HOWARD ST,24299000.0,Southern,South of Market,6.0,6.0,37.77622222900391,-122.41160583496094,POINT (-122.41160583496094 37.776222229003906),32.0,,1.0,1.0,1.0,,10.0,1.0
