incident_datetime,incident_date,incident_time,incident_year,incident_day_of_week,report_datetime,row_id,incident_id,incident_number,cad_number,report_type_code,report_type_description,filed_online,incident_code,incident_category,incident_subcategory,incident_description,resolution,intersection,cnn,police_district,analysis_neighborhood,supervisor_district,supervisor_district_2012,latitude,longitude,point,:@computed_region_jwn9_ihcz,:@computed_region_jg9y_a9du,:@computed_region_h4ep_8xdi,:@computed_region_n4xg_c4py,:@computed_region_nqbw_i6c3,:@computed_region_viu7_rrfi,:@computed_region_26cr_cadq,:@computed_region_qgnn_b9vv
2019-04-10T07:40:00.000,2019-04-10T00:00:00.000,07:40,2019,Wednesday,2019-04-10T07:43:00.000,78891264070,788912,190253690,191000713.0,II,Initial,,64070,Suspicious Occ,Suspicious Occ,Suspicious Occurrence,Open or Active,MARKET ST \ ANNIE ST,30737000.0,Central,Financial District/South Beach,6.0,6.0,37.78804951251912,-122.4028365699477,POINT (-122.4028365699477 37.788049512519116),32.0,,,,,,10.0,6.0
2019-01-10T10:59:00.000,2019-01-10T00:00:00.000,10:59,2019,Thursday,2019-01-10T10:59:00.000,75777816110,757778,190023716,190101422.0,II,Initial,,16110,Drug Offense,Drug Violation,"Heroin, Possession For Sale",Cite or Arrest Adult,WILLOW ST \ LARKIN ST,25150000.0,Tenderloin,Tenderloin,5.0,6.0,37.78377752229813,-122.41761857247508,POINT (-122.41761857247508 37.783777522298124),20.0,,1.0,,,,10.0,5.0
2019-04-23T14:00:00.000,2019-04-23T00:00:00.000,14:00,2019,Tuesday,2019-04-24T15:25:00.000,79408109029,794081,190292121,191142781.0,II,Initial,,9029,Fraud,Fraud,False Personation to Receive Money or Property,Open or Active,UNNAMED 021 \ MADDUX AVE \ QUINT ST,20732000.0,Bayview,Bayview Hunters Point,10.0,10.0,37.73530770832697,-122.39820852286668,POINT (-122.39820852286668 37.73530770832697),87.0,,,,,,9.0,2.0
2019-02-07T20:10:00.000,2019-02-07T00:00:00.000,20:10,2019,Thursday,2019-02-07T20:29:00.000,76770607026,767706,190095925,190383605.0,VI,Vehicle Initial,,7026,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Other Vehicle",Open or Active,VALENCIA ST \ 20TH ST,24153000.0,Mission,Mission,9.0,9.0,37.758498507780814,-122.42127173012832,POINT (-122.42127173012831 37.758498507780814),52.0,,,,3.0,,2.0,3.0
2019-01-20T12:51:00.000,2019-01-20T00:00:00.000,12:51,2019,Sunday,2019-01-20T19:53:00.000,76180906244,761809,196014052,,II,Coplogic Initial,True,6244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,47TH AVE \ IRVING ST,27952000.0,Taraval,Sunset/Parkside,4.0,4.0,37.76223759790458,-122.5071301982847,POINT (-122.5071301982847 37.76223759790458),39.0,,,,,,7.0,10.0
2018-12-09T02:00:00.000,2018-12-09T00:00:00.000,02:00,2018,Sunday,2018-12-10T21:54:00.000,74693206244,746932,186283251,,II,Coplogic Initial,True,6244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,17TH ST \ POND ST,25801000.0,Mission,Castro/Upper Market,8.0,8.0,37.76266812644032,-122.43212405745926,POINT (-122.43212405745926 37.76266812644032),38.0,,,,5.0,,5.0,3.0
2018-09-16T23:34:00.000,2018-09-16T00:00:00.000,23:34,2018,Sunday,2018-09-16T23:34:00.000,71542007041,715420,180703451,182593757.0,VI,Vehicle Initial,,7041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Cite or Arrest Adult,HARKNESS AVE \ GIRARD ST,20557000.0,Ingleside,Visitacion Valley,10.0,10.0,37.717776410135976,-122.4006186151397,POINT (-122.4006186151397 37.717776410135976),91.0,,,,,,9.0,9.0
2018-09-04T23:00:00.000,2018-09-04T00:00:00.000,23:00,2018,Tuesday,2018-09-12T19:00:00.000,71371605043,713716,180671444,182480899.0,IS,Initial Supplement,,5043,Burglary,Burglary - Residential,"Burglary, Residence, Unlawful Entry",Open or Active,FOLSOM ST \ 23RD ST,23991000.0,Mission,Mission,9.0,9.0,37.75409888187165,-122.41423351041936,POINT (-122.41423351041935 37.75409888187165),53.0,,,,3.0,,2.0,3.0
2018-08-13T21:30:00.000,2018-08-13T00:00:00.000,21:30,2018,Monday,2018-08-14T10:04:00.000,70270606313,702706,180608964,182261004.0,II,Initial,,6313,Larceny Theft,Larceny Theft - Bicycle,"Theft, Bicycle, $200-$950",Open or Active,HERMANN ST \ LAGUNA ST,25863000.0,Southern,Hayes Valley,8.0,8.0,37.77086854458143,-122.42513550957302,POINT (-122.42513550957302 37.77086854458143),27.0,,,,,,5.0,7.0
2018-12-29T13:00:00.000,2018-12-29T00:00:00.000,13:00,2018,Saturday,2018-12-29T13:26:00.000,75360506153,753605,180979618,183631633.0,II,Initial,,6153,Larceny Theft,Larceny Theft - Other,"Theft, From Person, $200-$950 (other than Pickpocket)",Open or Active,NORTH POINT ST \ LARKIN ST,25589000.0,Central,Russian Hill,2.0,2.0,37.80549664761133,-122.4220068226566,POINT (-122.42200682265661 37.80549664761133),98.0,,,,,,6.0,6.0
