incident_datetime,incident_date,incident_time,incident_year,incident_day_of_week,report_datetime,row_id,incident_id,incident_number,cad_number,report_type_code,report_type_description,filed_online,incident_code,incident_category,incident_subcategory,incident_description,resolution,intersection,cnn,police_district,analysis_neighborhood,supervisor_district,supervisor_district_2012,latitude,longitude,point,:@computed_region_jwn9_ihcz,:@computed_region_jg9y_a9du,:@computed_region_h4ep_8xdi,:@computed_region_n4xg_c4py,:@computed_region_nqbw_i6c3,:@computed_region_viu7_rrfi,:@computed_region_26cr_cadq,:@computed_region_qgnn_b9vv
2023-02-21T04:01:00.000,2023-02-21T00:00:00.000,04:01,2023,Tuesday,2023-02-21T09:00:00.000,124679107021,1246791,230127107,230520290.0,VI,Vehicle Initial,,7021,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",Open or Active,HOWARD ST \ DORE ST,24247000.0,Southern,South of Market,6.0,6.0,37.77451625638196,-122.41376884859906,POINT (-122.41376884859906 37.77451625638196),32.0,,,1.0,1.0,,10.0,1.0
2018-03-15T10:41:00.000,2018-03-15T00:00:00.000,10:41,2018,Thursday,2018-03-15T10:41:00.000,64620375025,646203,180003869,180741333.0,IS,Initial Supplement,,75025,Non-Criminal,Non-Criminal,Search Warrant Service,Cite or Arrest Adult,HILL POINT AVE \ PARNASSUS AVE,26310000.0,Park,Inner Sunset,7.0,5.0,37.764068603515625,-122.45578002929688,POINT (-122.45578002929688 37.764068603515625),110.0,,,,,,11.0,7.0
2019-12-30T22:15:00.000,2019-12-30T00:00:00.000,22:15,2019,Monday,2019-12-30T22:16:00.000,88785004013,887850,190980348,193643732.0,IS,Initial Supplement,,4013,Assault,Aggravated Assault,"Assault, Aggravated, W/ Other Weapon",Open or Active,DON CHEE WAY \ STEUART ST,54150000.0,Central,Financial District/South Beach,3.0,3.0,37.79377365112305,-122.39385986328124,POINT (-122.39385986328125 37.79377365112305),108.0,,,,4.0,,3.0,6.0
2020-06-01T12:00:00.000,2020-06-01T00:00:00.000,12:00,2020,Monday,2020-12-31T12:00:00.000,100780409024,1007804,209003126,209003126.0,II,Initial,,9024,Fraud,Fraud,"Fraudulent Game or Trick, Obtaining Money or Property",Open or Active,04TH ST \ LONG BRIDGE ST,34168000.0,Out of SF,Mission Bay,6.0,6.0,37.77346692060748,-122.39143433652146,POINT (-122.39143433652146 37.773466920607476),34.0,,,,,,10.0,1.0
2023-02-19T20:30:00.000,2023-02-19T00:00:00.000,20:30,2023,Sunday,2023-02-20T10:36:00.000,124644705153,1246447,230124614,230511082.0,II,Initial,,5153,Burglary,Burglary - Other,"Burglary, Non-residential, Unlawful Entry",Open or Active,THE EMBARCADERO \ BEACH ST \ GRANT AVE,25475000.0,Central,North Beach,3.0,3.0,37.80811075299725,-122.40905049651286,POINT (-122.40905049651286 37.80811075299725),99.0,,,,,,3.0,6.0
2018-06-03T12:45:00.000,2018-06-03T00:00:00.000,12:45,2018,Sunday,2018-06-03T13:18:00.000,67563306244,675633,186125302,,II,Coplogic Initial,True,6244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,LURMONT TER \ LEAVENWORTH ST,25519000.0,Central,Russian Hill,3.0,2.0,37.80170674982928,-122.41787748900316,POINT (-122.41787748900317 37.80170674982928),107.0,,,,,,6.0,6.0
2021-03-24T00:00:00.000,2021-03-24T00:00:00.000,00:00,2021,Wednesday,2021-03-27T19:18:00.000,101708606224,1017086,216033526,,II,Coplogic Initial,True,6224,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",Open or Active,UPPER TER \ ASHBURY TER,26209000.0,Park,Castro/Upper Market,8.0,8.0,37.76459772935074,-122.44403694146978,POINT (-122.44403694146978 37.76459772935074),112.0,,,,,,5.0,7.0
2021-04-29T15:40:00.000,2021-04-29T00:00:00.000,15:40,2021,Thursday,2021-05-09T16:07:00.000,102867607056,1028676,210284943,211290619.0,VI,Vehicle Initial,,7056,Embezzlement,Embezzlement,"Vehicle, Rental, Failure to Return",Open or Active,WHEAT ST \ PAUL AVE,20575000.0,Bayview,Bayview Hunters Point,10.0,10.0,37.72344678051801,-122.40007300242718,POINT (-122.40007300242718 37.72344678051801),86.0,,,,,,9.0,2.0
2018-07-28T03:00:00.000,2018-07-28T00:00:00.000,03:00,2018,Saturday,2018-07-28T19:32:00.000,69858506244,698585,186175799,,II,Coplogic Initial,True,6244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,30TH ST \ SANCHEZ ST,21907000.0,Ingleside,Glen Park,8.0,8.0,37.74195291001208,-122.42891141803588,POINT (-122.42891141803587 37.74195291001208),59.0,,,,,,5.0,9.0
2021-03-19T12:38:00.000,2021-03-19T00:00:00.000,12:38,2021,Friday,2021-03-19T15:07:00.000,101467905083,1014679,210174322,210782092.0,II,Initial,,5083,Burglary,Burglary - Hot Prowl,"Burglary, Hot Prowl, Unlawful Entry",Open or Active,SILVER AVE \ CAMBRIDGE ST,20992000.0,Bayview,Excelsior,11.0,9.0,37.7290464439128,-122.41948647811893,POINT (-122.41948647811891 37.7290464439128),92.0,,,,,,2.0,2.0
2018-05-13T14:35:00.000,2018-05-13T00:00:00.000,14:35,2018,Sunday,2018-05-13T14:35:00.000,66792163010,667921,180179410,181331923.0,IS,Initial Supplement,,63010,Warrant,Other,"Warrant Arrest, Local SF Warrant",Cite or Arrest Adult,MERCHANT ST \ KEARNY ST,24773000.0,Central,Chinatown,3.0,3.0,37.79485953222834,-122.40487561154784,POINT (-122.40487561154785 37.794859532228344),104.0,,,,,,3.0,6.0
2023-01-20T15:45:00.000,2023-01-20T00:00:00.000,15:45,2023,Friday,2023-01-20T16:05:00.000,123659816662,1236598,230046795,230202235.0,II,Initial,,16662,Drug Offense,Drug Violation,"Controlled Substance, Possession For Sale",Open or Active,EDDY ST \ HYDE ST,25138000.0,Tenderloin,Tenderloin,5.0,6.0,37.78351564008561,-122.41588253952084,POINT (-122.41588253952085 37.78351564008561),20.0,,1.0,1.0,,,10.0,5.0
2020-04-24T11:24:00.000,2020-04-24T00:00:00.000,11:24,2020,Friday,2020-05-11T23:14:00.000,92653806372,926538,206078974,,II,Coplogic Initial,True,6372,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, $50-$200",Open or Active,CLAY ST \ PARKHURST ALY,25046000.0,Central,Chinatown,3.0,3.0,37.79389572143555,-122.40919494628906,POINT (-122.40919494628906 37.79389572143555),16.0,,,,,,3.0,6.0
2020-05-21T12:00:00.000,2020-05-21T00:00:00.000,12:00,2020,Thursday,2020-05-28T15:59:00.000,93079864070,930798,200323238,201492443.0,II,Initial,,64070,Suspicious Occ,Suspicious Occ,Suspicious Occurrence,Open or Active,26TH ST \ HAMPSHIRE ST,23948000.0,Mission,Mission,9.0,9.0,37.74971771240234,-122.40689849853516,POINT (-122.40689849853516 37.749717712402344),53.0,,,,3.0,,2.0,3.0
2018-04-25T20:29:00.000,2018-04-25T00:00:00.000,20:29,2018,Wednesday,2018-04-25T20:29:00.000,66114707043,661147,180299905,181153495.0,VS,Vehicle Supplement,,7043,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Motorcycle",Open or Active,21ST AVE \ LAWTON ST,27346000.0,Taraval,Sunset/Parkside,4.0,4.0,37.75787353515625,-122.47887420654295,POINT (-122.47887420654297 37.75787353515625),39.0,,,,,,7.0,10.0
2023-01-28T21:46:00.000,2023-01-28T00:00:00.000,21:46,2023,Saturday,2023-01-30T10:45:00.000,123961907041,1239619,230067525,230282489.0,IS,Initial Supplement,,7041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Open or Active,03RD ST \ GALVEZ AVE,20231000.0,Bayview,Bayview Hunters Point,10.0,10.0,37.74110763100082,-122.38847589500467,POINT (-122.38847589500467 37.74110763100082),86.0,,,,,,9.0,2.0
2020-02-23T12:00:00.000,2020-02-23T00:00:00.000,12:00,2020,Sunday,2020-03-06T16:50:00.000,91019671000,910196,200168824,200662757.0,II,Initial,,71000,Lost Property,Lost Property,Lost Property,Open or Active,24TH ST \ DOLORES ST,25614000.0,Mission,Mission,8.0,8.0,37.7518424987793,-122.42515563964844,POINT (-122.42515563964844 37.7518424987793),52.0,,,,,,5.0,3.0
2018-05-20T10:00:00.000,2018-05-20T00:00:00.000,10:00,2018,Sunday,2018-05-20T16:27:00.000,67047206244,670472,180376058,181402642.0,II,Initial,,6244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,THE EMBARCADERO \ BATTERY ST \ LOMBARD ST,24819000.0,Central,Financial District/South Beach,3.0,3.0,37.80407224940463,-122.4019734281221,POINT (-122.4019734281221 37.804072249404626),77.0,,,,,,3.0,6.0
2018-06-12T18:00:00.000,2018-06-12T00:00:00.000,18:00,2018,Tuesday,2018-06-13T21:14:00.000,67913307021,679133,180439850,181643533.0,VI,Vehicle Initial,,7021,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",Open or Active,CENTRAL AVE \ BUENA VISTA AVE,26320000.0,Taraval,Haight Ashbury,8.0,5.0,37.76894423372636,-122.44335605613304,POINT (-122.44335605613303 37.76894423372636),112.0,,,,,,11.0,7.0
2018-08-09T13:56:00.000,2018-08-09T00:00:00.000,13:56,2018,Thursday,2018-08-09T14:07:00.000,70108305053,701083,180595838,182211992.0,II,Initial,,5053,Burglary,Burglary - Commercial,"Burglary, Store, Unlawful Entry",Open or Active,GRANT AVE \ POST ST,24660000.0,Central,Financial District/South Beach,3.0,3.0,37.78869399111178,-122.40522117345618,POINT (-122.40522117345618 37.78869399111178),19.0,,,,,,3.0,6.0
2018-04-19T18:30:00.000,2018-04-19T00:00:00.000,18:30,2018,Thursday,2018-04-30T19:45:00.000,66375206224,663752,186097814,,II,Coplogic Initial,True,6224,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",Open or Active,MISSION ST \ VALENCIA ST,21338000.0,Ingleside,Bernal Heights,9.0,9.0,37.74538803100586,-122.4200210571289,POINT (-122.4200210571289 37.74538803100586),83.0,,,,,,2.0,9.0
