incident_number,exposure_number,id,address,incident_date,call_number,alarm_dttm,arrival_dttm,close_dttm,city,zipcode,battalion,station_area,box,suppression_units,suppression_personnel,ems_units,ems_personnel,other_units,other_personnel,first_unit_on_scene,estimated_property_loss,estimated_contents_loss,fire_fatalities,fire_injuries,civilian_fatalities,civilian_injuries,number_of_alarms,primary_situation,mutual_aid,action_taken_primary,action_taken_secondary,action_taken_other,detector_alerted_occupants,property_use,area_of_fire_origin,ignition_cause,ignition_factor_primary,ignition_factor_secondary,heat_source,item_first_ignited,human_factors_associated_with_ignition,structure_type,structure_status,floor_of_fire_origin,fire_spread,no_flame_spread,number_of_floors_with_minimum_damage,number_of_floors_with_significant_damage,number_of_floors_with_heavy_damage,number_of_floors_with_extreme_damage,detectors_present,detector_type,detector_operation,detector_effectiveness,detector_failure_reason,automatic_extinguishing_system_present,automatic_extinguishing_sytem_type,automatic_extinguishing_sytem_perfomance,automatic_extinguishing_sytem_failure_reason,number_of_sprinkler_heads_operating,supervisor_district,neighborhood_district,point,data_as_of,data_loaded_at
13087353,0,130873530,3RD ST / JERROLD AV,2013-09-15,132580271,2013-09-15 17:19:40,2013-09-15 17:22:17,2013-09-15 17:22:36,San Francisco,94124.0,B10,25,6467,1,4,0,0,0,0,E25,10000.0,1.0,0,0,0,0,1,641  -  Vicinity alarm (incid. another location),,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"960  -  Street, other","24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,12  - Exterior wall covering or finish,Y,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,1  - Fire too small to activate detector,"1  - Alerted occupants, occupants responded",U  - Undetermined,N  - None Present,U  - Undetermined,3  - Fire too small to activate system,,0.0,10.0,Bayview Hunters Point,"-122.38931, 37.738742",2013-09-18 13:38:50,2025-06-01 02:18:08
13087356,0,130873560,848 CLAYTON ST,2013-09-15,132580274,2013-09-15 17:35:51,2013-09-15 17:39:22,2013-09-15 17:42:22,San Francisco,94117.0,B05,12,5151,1,4,0,0,0,0,E12,10000.0,1.0,0,0,0,0,1,735  -  Alarm system sounded due to malfunction,,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,429  -  Multifamily dwellings,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,12  - Exterior wall covering or finish,Y,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,1  - Fire too small to activate detector,"1  - Alerted occupants, occupants responded",U  - Undetermined,N  - None Present,U  - Undetermined,3  - Fire too small to activate system,,0.0,8.0,Haight Ashbury,"-122.44743266, 37.76561803",2013-12-04 09:14:44,2025-06-01 02:18:08
13087358,0,130873580,127 ELLIS ST,2013-09-15,132580276,2013-09-15 17:50:46,2013-09-15 17:55:30,2013-09-15 18:08:37,San Francisco,94102.0,B03,1,1366,1,5,0,0,0,0,T01,10000.0,1.0,0,0,0,0,1,353  -  Removal of victim(s) from stalled elev.,,"22  -  Rescue, remove from harm",64  -  Shut down system,86  -  Investigate,1  -  Detector alerted occupants,"449  -  Hotel/motel, commercial","24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,12  - Exterior wall covering or finish,Y,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,1  - Fire too small to activate detector,"1  - Alerted occupants, occupants responded",U  - Undetermined,N  - None Present,U  - Undetermined,3  - Fire too small to activate system,,0.0,3.0,Tenderloin,"-122.408366, 37.785357",2013-10-04 18:49:28,2025-06-01 02:18:08
13087368,0,130873680,2347 40TH AV,2013-09-15,132580286,2013-09-15 18:22:08,2013-09-15 18:28:32,2013-09-15 21:11:04,San Francisco,94116.0,B08,18,7621,1,5,0,0,0,0,T18,10000.0,1.0,0,0,0,0,1,"311  -  Medical assist, assist EMS crew",,"00  -  Action taken, other",86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"400  -  Residential, other","24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,12  - Exterior wall covering or finish,Y,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,1  - Fire too small to activate detector,"1  - Alerted occupants, occupants responded",U  - Undetermined,N  - None Present,U  - Undetermined,3  - Fire too small to activate system,,0.0,4.0,Sunset/Parkside,"-122.497174586, 37.743918925",2013-09-18 07:49:25,2025-06-01 02:18:08
13087374,0,130873740,FILLMORE ST / HAIGHT ST,2013-09-15,132580293,2013-09-15 18:32:55,2013-09-15 18:37:34,2013-09-15 18:43:34,San Francisco,94114.0,B05,6,3526,1,4,0,0,0,0,E06,10000.0,1.0,0,0,0,0,1,323  -  Auto/Ped. Accident (Veh.),,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"962  -  Residential street, road or residential dr","24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,12  - Exterior wall covering or finish,Y,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,1  - Fire too small to activate detector,"1  - Alerted occupants, occupants responded",U  - Undetermined,N  - None Present,U  - Undetermined,3  - Fire too small to activate system,,0.0,5.0,Hayes Valley,"-122.430436, 37.772107",2013-09-23 11:27:02,2025-06-01 02:18:08
13087375,0,130873750,MONTGOMERY ST / FILBERT ST,2013-09-15,132580294,2013-09-15 18:33:11,2013-09-15 18:39:40,2013-09-15 18:43:53,San Francisco,94133.0,B01,28,1225,1,4,0,0,0,0,E28,10000.0,1.0,0,0,0,0,1,323  -  Auto/Ped. Accident (Veh.),,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"960  -  Street, other","24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,12  - Exterior wall covering or finish,Y,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,1  - Fire too small to activate detector,"1  - Alerted occupants, occupants responded",U  - Undetermined,N  - None Present,U  - Undetermined,3  - Fire too small to activate system,,0.0,3.0,North Beach,"-122.404611, 37.80196",2013-09-19 21:42:05,2025-06-01 02:18:08
13087379,0,130873790,MARKET ST / BUCHANAN ST,2013-09-15,132580298,2013-09-15 18:55:41,2013-09-15 19:00:46,2013-09-15 19:03:46,San Francisco,94117.0,B02,36,3416,1,4,0,0,0,0,E36,10000.0,1.0,0,0,0,0,1,911  -  Citizen complaint,,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"000  -  Property Use, other","24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,12  - Exterior wall covering or finish,Y,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,1  - Fire too small to activate detector,"1  - Alerted occupants, occupants responded",U  - Undetermined,N  - None Present,U  - Undetermined,3  - Fire too small to activate system,,0.0,8.0,Hayes Valley,"-122.426312, 37.769603",2014-03-14 17:09:50,2025-06-01 02:18:08
13087381,0,130873810,HUDSON AV / CASHMERE ST,2013-09-15,132580300,2013-09-15 19:00:42,2013-09-15 19:04:33,2013-09-15 19:04:42,San Francisco,94124.0,B10,25,652,1,4,0,0,0,0,E25,10000.0,1.0,0,0,0,0,1,641  -  Vicinity alarm (incid. another location),,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"960  -  Street, other","24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,12  - Exterior wall covering or finish,Y,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,1  - Fire too small to activate detector,"1  - Alerted occupants, occupants responded",U  - Undetermined,N  - None Present,U  - Undetermined,3  - Fire too small to activate system,,0.0,10.0,Bayview Hunters Point,"-122.383428, 37.735804",2013-09-18 13:45:21,2025-06-01 02:18:08
13087385,0,130873850,17TH ST / MISSISSIPPI ST,2013-09-15,132580304,2013-09-15 19:06:07,2013-09-15 19:09:28,2013-09-15 19:09:48,San Francisco,94107.0,B03,29,2431,2,9,0,0,0,0,E29,10000.0,1.0,0,0,0,0,1,"711  -  Municipal alarm system, Street Box False",,"00  -  Action taken, other",86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"000  -  Property Use, other","24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,12  - Exterior wall covering or finish,Y,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,1  - Fire too small to activate detector,"1  - Alerted occupants, occupants responded",U  - Undetermined,N  - None Present,U  - Undetermined,3  - Fire too small to activate system,,0.0,10.0,Mission Bay,"-122.394833, 37.765249",2013-09-24 14:16:01,2025-06-01 02:18:08
13087387,0,130873870,MARKET ST / BUCHANAN ST,2013-09-15,132580306,2013-09-15 19:06:29,2013-09-15 19:18:17,2013-09-15 19:19:42,San Francisco,94103.0,B02,36,3416,1,4,0,0,0,0,E36,10000.0,1.0,0,0,0,0,1,"118  -  Trash or rubbish fire, contained",,86  -  Investigate,86  -  Investigate,86  -  Investigate,U  -  Unknown,"000  -  Property Use, other","24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,12  - Exterior wall covering or finish,Y,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,1  - Fire too small to activate detector,"1  - Alerted occupants, occupants responded",U  - Undetermined,N  - None Present,U  - Undetermined,3  - Fire too small to activate system,,0.0,8.0,Hayes Valley,"-122.426312, 37.769603",2014-03-14 17:11:43,2025-06-01 02:18:08
13087389,0,130873890,THE EMBARCADERO NOR  / LOMBARD ST,2013-09-15,132580308,2013-09-15 19:15:03,2013-09-15 19:20:29,2013-09-15 19:23:21,San Francisco,94111.0,B01,13,1222,1,4,0,0,0,0,E13,10000.0,1.0,0,0,0,0,1,522  -  Water or steam leak,,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,174  -  Rapid transit station,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,12  - Exterior wall covering or finish,Y,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,1  - Fire too small to activate detector,"1  - Alerted occupants, occupants responded",U  - Undetermined,N  - None Present,U  - Undetermined,3  - Fire too small to activate system,,0.0,3.0,Financial District/South Beach,"-122.402039, 37.804257",2013-11-02 13:59:45,2025-06-01 02:18:08
13087392,0,130873920,1065 SUTTER ST,2013-09-15,132580311,2013-09-15 19:23:03,2013-09-15 19:27:12,2013-09-15 19:49:07,San Francisco,94102.0,B04,3,1557,3,10,0,0,0,0,E03,10000.0,1.0,0,0,0,0,1,"712  -  Direct tie to FD, malicious/false alarm",,63  -  Restore fire alarm system,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,429  -  Multifamily dwellings,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,12  - Exterior wall covering or finish,Y,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,1  - Fire too small to activate detector,"1  - Alerted occupants, occupants responded",U  - Undetermined,N  - None Present,U  - Undetermined,3  - Fire too small to activate system,,0.0,3.0,Nob Hill,"-122.417859, 37.787975",2013-09-16 10:04:26,2025-06-01 02:18:08
13087393,0,130873930,100 FONT BL,2013-09-15,132580312,2013-09-15 19:27:22,2013-09-15 19:32:12,2013-09-15 19:50:53,San Francisco,94112.0,B08,33,8422,3,11,0,0,0,0,E33,10000.0,1.0,0,0,0,0,1,"700  -  False alarm or false call, other",,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,429  -  Multifamily dwellings,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,12  - Exterior wall covering or finish,Y,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,1  - Fire too small to activate detector,"1  - Alerted occupants, occupants responded",U  - Undetermined,N  - None Present,U  - Undetermined,3  - Fire too small to activate system,,0.0,7.0,Lakeshore,"-122.473006, 37.715106",2013-09-16 07:17:37,2025-06-01 02:18:08
13087396,0,130873960,885 UNIVERSITY ST,2013-09-15,132580315,2013-09-15 19:34:21,2013-09-15 19:42:19,2013-09-15 22:03:35,San Francisco,94134.0,B09,44,6322,1,4,0,0,0,0,E44,10000.0,1.0,0,0,0,0,1,511  -  Lock - out,,"00  -  Action taken, other",86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"000  -  Property Use, other","24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,12  - Exterior wall covering or finish,Y,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,1  - Fire too small to activate detector,"1  - Alerted occupants, occupants responded",U  - Undetermined,N  - None Present,U  - Undetermined,3  - Fire too small to activate system,,0.0,9.0,Portola,"-122.41083968, 37.71928332",2013-09-26 20:41:42,2025-06-01 02:18:08
13087403,0,130874030,1406 STURGEON ST,2013-09-15,132580325,2013-09-15 20:07:45,2013-09-15 20:12:02,2013-09-15 21:22:30,TI,94130.0,B03,48,2931,2,4,0,0,0,0,E48,10000.0,1.0,0,0,0,0,1,"311  -  Medical assist, assist EMS crew",,32  -  Provide basic life support (BLS),86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"962  -  Residential street, road or residential dr","24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,12  - Exterior wall covering or finish,Y,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,1  - Fire too small to activate detector,"1  - Alerted occupants, occupants responded",U  - Undetermined,N  - None Present,U  - Undetermined,3  - Fire too small to activate system,,0.0,6.0,Treasure Island,"-122.37541672, 37.82648962",2013-09-15 21:28:04,2025-06-01 02:18:08
13087407,0,130874070,807 ASHBURY ST,2013-09-15,132580330,2013-09-15 20:07:25,2013-09-15 20:14:48,2013-09-15 20:26:22,San Francisco,94117.0,B05,12,5143,3,11,0,0,0,0,E12,10000.0,1.0,0,0,0,0,1,735  -  Alarm system sounded due to malfunction,,63  -  Restore fire alarm system,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,429  -  Multifamily dwellings,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,12  - Exterior wall covering or finish,Y,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,1  - Fire too small to activate detector,"1  - Alerted occupants, occupants responded",U  - Undetermined,N  - None Present,U  - Undetermined,3  - Fire too small to activate system,,0.0,8.0,Haight Ashbury,"-122.44662705, 37.76697763",2013-11-22 17:34:06,2025-06-01 02:18:08
13087411,0,130874110,25 TAYLOR ST,2013-09-15,132580333,2013-09-15 20:18:11,2013-09-15 20:21:30,2013-09-15 20:22:28,San Francisco,94105.0,B03,1,1454,3,10,0,0,0,0,E01,10000.0,1.0,0,0,0,0,1,"740  -  Unintentional alarm, other",,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,181  -  Live performance theater,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,12  - Exterior wall covering or finish,Y,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,1  - Fire too small to activate detector,"1  - Alerted occupants, occupants responded",U  - Undetermined,N  - None Present,U  - Undetermined,3  - Fire too small to activate system,,0.0,5.0,Tenderloin,"-122.41108, 37.782505",2013-09-15 22:54:59,2025-06-01 02:18:08
13087414,0,130874140,25 TAYLOR ST,2013-09-15,132580336,2013-09-15 20:28:50,2013-09-15 20:33:24,2013-09-15 20:34:37,San Francisco,94104.0,B03,1,1454,1,4,0,0,0,0,E01,10000.0,1.0,0,0,0,0,1,"711  -  Municipal alarm system, Street Box False",,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,963  -  Street or road in commercial area,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,12  - Exterior wall covering or finish,Y,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,1  - Fire too small to activate detector,"1  - Alerted occupants, occupants responded",U  - Undetermined,N  - None Present,U  - Undetermined,3  - Fire too small to activate system,,0.0,5.0,Tenderloin,"-122.41108, 37.782505",2013-09-16 17:11:06,2025-06-01 02:18:08
