incident_number,exposure_number,id,address,incident_date,call_number,alarm_dttm,arrival_dttm,close_dttm,city,zipcode,battalion,station_area,box,suppression_units,suppression_personnel,ems_units,ems_personnel,other_units,other_personnel,first_unit_on_scene,estimated_property_loss,estimated_contents_loss,fire_fatalities,fire_injuries,civilian_fatalities,civilian_injuries,number_of_alarms,primary_situation,mutual_aid,action_taken_primary,action_taken_secondary,action_taken_other,detector_alerted_occupants,property_use,area_of_fire_origin,ignition_cause,ignition_factor_primary,ignition_factor_secondary,heat_source,item_first_ignited,human_factors_associated_with_ignition,structure_type,structure_status,floor_of_fire_origin,fire_spread,no_flame_spread,number_of_floors_with_minimum_damage,number_of_floors_with_significant_damage,number_of_floors_with_heavy_damage,number_of_floors_with_extreme_damage,detectors_present,detector_type,detector_operation,detector_effectiveness,detector_failure_reason,automatic_extinguishing_system_present,automatic_extinguishing_sytem_type,automatic_extinguishing_sytem_perfomance,automatic_extinguishing_sytem_failure_reason,number_of_sprinkler_heads_operating,supervisor_district,neighborhood_district,point,data_as_of,data_loaded_at
7060489,0,70604890,California Street / Gough Street,2007-07-29,72100292,2007-07-29 17:13:09,2007-07-29 17:18:05,2007-07-29 17:20:48,San Francisco,94115.0,B04,38,7116.0,1,4,1,2,0,0,E38,1000.0,100.0,0,0,0,0,1,"311  -  Medical assist, assist EMS crew",,86  -  Investigate,86  -  Investigate,86  -  Investigate,U  -  Unknown,"962  -  Residential street, road or residential dr","24  -  Cooking area, kitchen",2  -  Unintentional,12  -  Heat source too close to combustibles,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"10  - Structural component or finish, other",1.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",,N  - None Present,1  - Wet - pipe sprinkler,3  - Fire too small to activate system,,0.0,2.0,Pacific Heights,"-122.425619, 37.78995",2007-07-29 17:35:20,2025-06-01 02:18:08
7060492,0,70604920,3220 Sacramento Street,2007-07-29,72100295,2007-07-29 17:19:43,2007-07-29 17:23:46,2007-07-29 18:04:10,San Francisco,94109.0,B01,10,7116.0,2,6,0,0,0,0,74,1000.0,100.0,0,0,0,0,1,"500  -  Service Call, other",,86  -  Investigate,86  -  Investigate,86  -  Investigate,U  -  Unknown,"962  -  Residential street, road or residential dr","24  -  Cooking area, kitchen",2  -  Unintentional,12  -  Heat source too close to combustibles,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"10  - Structural component or finish, other",1.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",,N  - None Present,1  - Wet - pipe sprinkler,3  - Fire too small to activate system,,0.0,2.0,Presidio Heights,"-122.4460104, 37.78854931",2007-07-29 21:34:50,2025-06-01 02:18:08
7060501,0,70605010,"8 Cameron Way,",2007-07-29,72100304,2007-07-29 17:55:17,2007-07-29 17:59:53,2007-07-29 18:16:41,San Francisco,94124.0,B10,17,7116.0,1,4,1,2,0,0,E17,1000.0,100.0,0,0,0,0,1,323  -  Auto/Ped. Accident (Veh.),,86  -  Investigate,86  -  Investigate,86  -  Investigate,U  -  Unknown,"962  -  Residential street, road or residential dr","24  -  Cooking area, kitchen",2  -  Unintentional,12  -  Heat source too close to combustibles,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"10  - Structural component or finish, other",1.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",,N  - None Present,1  - Wet - pipe sprinkler,3  - Fire too small to activate system,,0.0,10.0,Bayview Hunters Point,"-122.385634, 37.720153",2007-08-19 17:42:40,2025-06-01 02:18:08
7060502,0,70605020,447 Valencia Street,2007-07-29,72100305,2007-07-29 17:54:26,2007-07-29 18:00:07,2007-07-29 18:12:45,San Francisco,94102.0,B02,6,7116.0,3,11,0,0,0,0,E06,1000.0,100.0,0,0,0,0,1,"700  -  False alarm or false call, other",,86  -  Investigate,86  -  Investigate,86  -  Investigate,U  -  Unknown,429  -  Multifamily dwellings,"24  -  Cooking area, kitchen",2  -  Unintentional,12  -  Heat source too close to combustibles,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"10  - Structural component or finish, other",1.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",,N  - None Present,1  - Wet - pipe sprinkler,3  - Fire too small to activate system,,0.0,9.0,Mission,"-122.42166, 37.765846",2007-07-29 18:24:35,2025-06-01 02:18:08
7060506,0,70605060,1150 Pierce Street,2007-07-29,72100310,2007-07-29 18:07:44,2007-07-29 18:12:37,2007-07-29 18:33:18,San Francisco,94102.0,B05,5,7116.0,3,11,0,0,0,0,E05,1000.0,100.0,0,0,0,0,1,"740  -  Unintentional alarm, other",,86  -  Investigate,86  -  Investigate,86  -  Investigate,U  -  Unknown,"000  -  Property Use, other","24  -  Cooking area, kitchen",2  -  Unintentional,12  -  Heat source too close to combustibles,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"10  - Structural component or finish, other",1.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",,N  - None Present,1  - Wet - pipe sprinkler,3  - Fire too small to activate system,,0.0,5.0,Western Addition,"-122.43469884, 37.78064822",2007-07-29 18:47:37,2025-06-01 02:18:08
7060510,0,70605100,14th Street / Mission Street,2007-07-29,72100316,2007-07-29 18:33:17,2007-07-29 18:39:29,2007-07-29 18:56:41,San Francisco,94102.0,B02,36,7116.0,1,4,0,0,0,0,E36,1000.0,100.0,0,0,0,0,1,444  -  Power line down (wire),,65  -  Secure property,86  -  Investigate,86  -  Investigate,U  -  Unknown,983  -  Pipe/power line or oth. util. right/way,"24  -  Cooking area, kitchen",2  -  Unintentional,12  -  Heat source too close to combustibles,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"10  - Structural component or finish, other",1.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",,N  - None Present,1  - Wet - pipe sprinkler,3  - Fire too small to activate system,,0.0,9.0,Mission,"-122.419983, 37.768272",2007-07-29 22:28:17,2025-06-01 02:18:08
7060512,0,70605120,Market Street / 10th Street,2007-07-29,72100319,2007-07-29 19:05:17,2007-07-29 19:07:59,2007-07-29 20:30:37,San Francisco,94102.0,B02,36,7116.0,3,8,0,0,0,0,E36,1000.0,100.0,0,0,0,0,1,322  -  Vehicle accident with injuries,,"30  -  Emergency medical services, other",86  -  Investigate,86  -  Investigate,U  -  Unknown,"962  -  Residential street, road or residential dr","24  -  Cooking area, kitchen",2  -  Unintentional,12  -  Heat source too close to combustibles,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"10  - Structural component or finish, other",1.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",,N  - None Present,1  - Wet - pipe sprinkler,3  - Fire too small to activate system,,0.0,6.0,Tenderloin,"-122.417505, 37.77654",2007-07-29 22:30:56,2025-06-01 02:18:08
7060514,0,70605140,"19th Avenue / Lincoln Way,",2007-07-29,72100321,2007-07-29 19:06:15,2007-07-29 19:14:23,2007-07-29 19:19:46,San Francisco,94122.0,B08,22,7116.0,1,5,0,0,0,0,T18,1000.0,100.0,0,0,0,0,1,554  -  Assist invalid,,71  -  Assist physically disabled,86  -  Investigate,86  -  Investigate,U  -  Unknown,173  -  Bus station,"24  -  Cooking area, kitchen",2  -  Unintentional,12  -  Heat source too close to combustibles,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"10  - Structural component or finish, other",1.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",,N  - None Present,1  - Wet - pipe sprinkler,3  - Fire too small to activate system,,0.0,4.0,Sunset/Parkside,"-122.477309, 37.765446",2007-08-01 16:01:54,2025-06-01 02:18:08
7060527,0,70605270,Hudson Avenue / Whitney Young Cr.,2007-07-29,72100337,2007-07-29 19:53:58,2007-07-29 20:05:04,2007-07-29 20:25:44,San Francisco,94124.0,B10,17,7116.0,1,4,0,0,0,0,E17,1000.0,100.0,0,0,0,0,1,"550  -  Public service assistance, other",,86  -  Investigate,86  -  Investigate,86  -  Investigate,U  -  Unknown,"962  -  Residential street, road or residential dr","24  -  Cooking area, kitchen",2  -  Unintentional,12  -  Heat source too close to combustibles,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"10  - Structural component or finish, other",1.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",,N  - None Present,1  - Wet - pipe sprinkler,3  - Fire too small to activate system,,0.0,10.0,Bayview Hunters Point,"-122.382178, 37.733632",2007-08-19 17:44:11,2025-06-01 02:18:08
7060529,0,70605290,815 Buena Vista West Avenue,2007-07-29,72100338,2007-07-29 20:02:00,2007-07-29 20:07:45,2007-07-29 20:18:10,San Francisco,94102.0,B05,21,7116.0,3,11,0,0,0,0,E21,1000.0,100.0,0,0,0,0,1,"740  -  Unintentional alarm, other",,86  -  Investigate,86  -  Investigate,86  -  Investigate,U  -  Unknown,429  -  Multifamily dwellings,"24  -  Cooking area, kitchen",2  -  Unintentional,12  -  Heat source too close to combustibles,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"10  - Structural component or finish, other",1.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",,N  - None Present,1  - Wet - pipe sprinkler,3  - Fire too small to activate system,,0.0,8.0,Haight Ashbury,"-122.443159, 37.769144",2007-07-29 22:49:04,2025-06-01 02:18:08
7060530,0,70605300,California Street / Battery Street,2007-07-29,72100339,2007-07-29 20:07:27,2007-07-29 20:09:27,2007-07-29 20:33:26,San Francisco,94104.0,B01,13,7116.0,3,12,0,0,0,0,RC1,1000.0,100.0,0,0,0,0,1,323  -  Auto/Ped. Accident (Veh.),,86  -  Investigate,86  -  Investigate,86  -  Investigate,U  -  Unknown,"960  -  Street, other","24  -  Cooking area, kitchen",2  -  Unintentional,12  -  Heat source too close to combustibles,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"10  - Structural component or finish, other",1.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",,N  - None Present,1  - Wet - pipe sprinkler,3  - Fire too small to activate system,,0.0,3.0,Financial District/South Beach,"-122.399962, 37.793209",2007-07-29 21:44:36,2025-06-01 02:18:08
