incident_number,exposure_number,id,address,incident_date,call_number,alarm_dttm,arrival_dttm,close_dttm,city,zipcode,battalion,station_area,box,suppression_units,suppression_personnel,ems_units,ems_personnel,other_units,other_personnel,first_unit_on_scene,estimated_property_loss,estimated_contents_loss,fire_fatalities,fire_injuries,civilian_fatalities,civilian_injuries,number_of_alarms,primary_situation,mutual_aid,action_taken_primary,action_taken_secondary,action_taken_other,detector_alerted_occupants,property_use,area_of_fire_origin,ignition_cause,ignition_factor_primary,ignition_factor_secondary,heat_source,item_first_ignited,human_factors_associated_with_ignition,structure_type,structure_status,floor_of_fire_origin,fire_spread,no_flame_spread,number_of_floors_with_minimum_damage,number_of_floors_with_significant_damage,number_of_floors_with_heavy_damage,number_of_floors_with_extreme_damage,detectors_present,detector_type,detector_operation,detector_effectiveness,detector_failure_reason,automatic_extinguishing_system_present,automatic_extinguishing_sytem_type,automatic_extinguishing_sytem_perfomance,automatic_extinguishing_sytem_failure_reason,number_of_sprinkler_heads_operating,supervisor_district,neighborhood_district,point,data_as_of,data_loaded_at
15075173,0,150751730,2300 Folsom Street,2015-07-16,151972204,2015-07-16 15:26:21,2015-07-16 15:26:21,2015-07-16 16:11:40,San Francisco,94110,B06,7,5447,1,4,1,2,0,0,,50.0,50.0,0,0,0,0,1,"320 Emergency medical service incident, other",N None,31 Provide first aid & check for injuries,63 Restore fire alarm system,86 Investigate,1 Detector alerted occupants,"960 Street, other",00 Other area of fire origin,2 Unintentional,UU Undetermined,,UU Undetermined,UU Undetermined,N None,1 Enclosed building,2 In normal use,1.0,,NO,,,,,1 Present,1 Smoke,1 Fire too small to activate detector,"1 Detector alerted occupants, occupants responded","0 Detector failure reason, other",N None Present,1 Wet - pipe sprinkler system,1 System operated and was effective,Fire not in area protected by the system,1.0,9.0,Mission,"-122.41491, 37.760448",2015-07-16 16:11:40,2025-06-01 02:18:08
15075177,0,150751770,500 Parnassus Avenue,2015-07-16,151972247,2015-07-16 15:33:48,2015-07-16 15:38:11,2015-07-16 15:51:33,San Francisco,94122,B05,12,7323,3,10,0,0,0,0,,50.0,50.0,0,0,0,0,1,"745 Alarm system activation, no fire  -  unintentional",N None,63 Restore fire alarm system,63 Restore fire alarm system,86 Investigate,1 Detector alerted occupants,331 Hospital  -  medical or psychiatric,00 Other area of fire origin,2 Unintentional,UU Undetermined,,UU Undetermined,UU Undetermined,N None,1 Enclosed building,2 In normal use,1.0,,NO,,,,,1 Present,1 Smoke,1 Fire too small to activate detector,"1 Detector alerted occupants, occupants responded","0 Detector failure reason, other",N None Present,1 Wet - pipe sprinkler system,1 System operated and was effective,Fire not in area protected by the system,1.0,7.0,Inner Sunset,"-122.45932, 37.763713",2015-07-16 15:51:33,2025-06-01 02:18:08
15075181,0,150751810,747 Howard Street,2015-07-16,151972276,2015-07-16 15:39:14,2015-07-16 15:45:30,2015-07-16 16:28:19,San Francisco,94103,B03,1,2214,3,10,0,0,0,0,,50.0,50.0,0,0,0,0,1,"700 False alarm or false call, other",N None,86 Investigate,63 Restore fire alarm system,86 Investigate,1 Detector alerted occupants,"122 Convention center, exhibition hall",00 Other area of fire origin,2 Unintentional,UU Undetermined,,UU Undetermined,UU Undetermined,N None,1 Enclosed building,2 In normal use,1.0,,NO,,,,,1 Present,1 Smoke,1 Fire too small to activate detector,"1 Detector alerted occupants, occupants responded","0 Detector failure reason, other",N None Present,1 Wet - pipe sprinkler system,1 System operated and was effective,Fire not in area protected by the system,1.0,6.0,South of Market,"-122.401228, 37.783864",2015-07-16 16:28:19,2025-06-01 02:18:08
15075183,0,150751830,251 Leland Avenue,2015-07-16,151972289,2015-07-16 15:43:20,2015-07-16 15:48:12,2015-07-16 15:56:32,San Francisco,94134,B09,44,6256,1,4,0,0,0,0,,50.0,50.0,0,0,0,0,1,"140 Natural vegetation fire, other",N None,11 Extinguishment by fire service personnel,63 Restore fire alarm system,86 Investigate,1 Detector alerted occupants,124 Playground,"90 Outside area, other",2 Unintentional,11 Abandoned or discarded materials or products,,"60 Heat from other open flame or smoking materials, other","72 Light vegetation  -  not crop, including grass",3 Unattended or unsupervised person,1 Enclosed building,2 In normal use,1.0,,NO,,,,,1 Present,1 Smoke,1 Fire too small to activate detector,"1 Detector alerted occupants, occupants responded","0 Detector failure reason, other",N None Present,1 Wet - pipe sprinkler system,1 System operated and was effective,Fire not in area protected by the system,1.0,10.0,Visitacion Valley,"-122.409085, 37.712401",2015-07-16 15:56:32,2025-06-01 02:18:08
15075188,0,150751880,Taylor St/sacramento Street,2015-07-16,151972384,2015-07-16 16:10:06,2015-07-16 16:16:31,2015-07-16 16:19:25,San Francisco,94108,B01,41,1445,2,9,0,0,0,0,,50.0,50.0,0,0,0,0,1,"652 Steam, vapor, fog or dust thought to be smoke",N None,"70 Assistance, other",63 Restore fire alarm system,86 Investigate,1 Detector alerted occupants,NNN None,00 Other area of fire origin,2 Unintentional,UU Undetermined,,UU Undetermined,UU Undetermined,N None,1 Enclosed building,2 In normal use,1.0,,NO,,,,,1 Present,1 Smoke,1 Fire too small to activate detector,"1 Detector alerted occupants, occupants responded","0 Detector failure reason, other",N None Present,1 Wet - pipe sprinkler system,1 System operated and was effective,Fire not in area protected by the system,1.0,3.0,Nob Hill,"-122.412653, 37.792551",2015-07-20 00:00:00,2025-06-01 02:18:08
15075189,0,150751890,179 Monterey Bl,2015-07-16,151972410,2015-07-16 16:19:13,2015-07-16 16:25:38,2015-07-16 17:49:09,San Francisco,94131,B09,26,8214,1,4,1,2,0,0,,50.0,50.0,0,0,0,0,1,"311 Medical assist, assist EMS crew",N None,"30 Emergency medical services, other",63 Restore fire alarm system,86 Investigate,1 Detector alerted occupants,"400 Residential, other",00 Other area of fire origin,2 Unintentional,UU Undetermined,,UU Undetermined,UU Undetermined,N None,1 Enclosed building,2 In normal use,1.0,,NO,,,,,1 Present,1 Smoke,1 Fire too small to activate detector,"1 Detector alerted occupants, occupants responded","0 Detector failure reason, other",N None Present,1 Wet - pipe sprinkler system,1 System operated and was effective,Fire not in area protected by the system,1.0,7.0,West of Twin Peaks,"-122.439224, 37.731517",2015-07-16 17:49:09,2025-06-01 02:18:08
15075196,0,150751960,657 Clay Street,2015-07-16,151972479,2015-07-16 16:35:39,2015-07-16 16:38:53,2015-07-16 16:49:18,San Francisco,94111,B01,13,1233,3,11,0,0,0,0,,50.0,50.0,0,0,0,0,1,"743 Smoke detector activation, no fire  -  unintentional",N None,86 Investigate,63 Restore fire alarm system,86 Investigate,1 Detector alerted occupants,"449 Hotel/motel, commercial",00 Other area of fire origin,2 Unintentional,UU Undetermined,,UU Undetermined,UU Undetermined,N None,1 Enclosed building,2 In normal use,1.0,,NO,,,,,1 Present,1 Smoke,1 Fire too small to activate detector,"1 Detector alerted occupants, occupants responded","0 Detector failure reason, other",N None Present,1 Wet - pipe sprinkler system,1 System operated and was effective,Fire not in area protected by the system,1.0,3.0,Chinatown,"-122.404064, 37.794478",2015-07-16 16:49:18,2025-06-01 02:18:08
15075198,0,150751980,Geneva Av/alemany Bl,2015-07-16,151972492,2015-07-16 16:41:49,2015-07-16 16:46:21,2015-07-16 18:14:53,San Francisco,94112,B09,15,8332,1,4,1,2,0,0,,50.0,50.0,0,0,0,0,1,322 Motor vehicle accident with injuries,N None,31 Provide first aid & check for injuries,63 Restore fire alarm system,86 Investigate,1 Detector alerted occupants,NNN None,00 Other area of fire origin,2 Unintentional,UU Undetermined,,UU Undetermined,UU Undetermined,N None,1 Enclosed building,2 In normal use,1.0,,NO,,,,,1 Present,1 Smoke,1 Fire too small to activate detector,"1 Detector alerted occupants, occupants responded","0 Detector failure reason, other",N None Present,1 Wet - pipe sprinkler system,1 System operated and was effective,Fire not in area protected by the system,1.0,11.0,Outer Mission,"-122.442327, 37.717835",2015-07-16 18:14:53,2025-06-01 02:18:08
15075202,0,150752020,Funston Av/lincoln Way,2015-07-16,151972552,2015-07-16 16:58:46,2015-07-16 17:02:01,2015-07-16 17:07:31,San Francisco,94122,B08,22,7346,1,4,0,0,0,0,,50.0,50.0,0,0,0,0,1,413 Oil or other combustible liquid spill,N None,"00 Action taken, other",63 Restore fire alarm system,86 Investigate,1 Detector alerted occupants,"962 Residential street, road or residential driveway",00 Other area of fire origin,2 Unintentional,UU Undetermined,,UU Undetermined,UU Undetermined,N None,1 Enclosed building,2 In normal use,1.0,,NO,,,,,1 Present,1 Smoke,1 Fire too small to activate detector,"1 Detector alerted occupants, occupants responded","0 Detector failure reason, other",N None Present,1 Wet - pipe sprinkler system,1 System operated and was effective,Fire not in area protected by the system,1.0,7.0,Inner Sunset,"-122.470729, 37.765738",2015-07-16 17:07:31,2025-06-01 02:18:08
15075209,0,150752090,15th St/harrison Street,2015-07-16,151972619,2015-07-16 17:13:03,2015-07-16 17:18:39,2015-07-16 17:23:22,San Francisco,94103,B02,29,5217,1,4,0,0,0,0,,50.0,50.0,0,0,0,0,1,"240 Explosion (no fire), other",N None,86 Investigate,63 Restore fire alarm system,86 Investigate,1 Detector alerted occupants,"960 Street, other",00 Other area of fire origin,2 Unintentional,UU Undetermined,,UU Undetermined,UU Undetermined,N None,1 Enclosed building,2 In normal use,1.0,,NO,,,,,1 Present,1 Smoke,1 Fire too small to activate detector,"1 Detector alerted occupants, occupants responded","0 Detector failure reason, other",N None Present,1 Wet - pipe sprinkler system,1 System operated and was effective,Fire not in area protected by the system,1.0,9.0,Mission,"-122.41323, 37.766726",2015-07-16 17:23:22,2025-06-01 02:18:08
