incident_number,exposure_number,id,address,incident_date,call_number,alarm_dttm,arrival_dttm,close_dttm,city,zipcode,battalion,station_area,box,suppression_units,suppression_personnel,ems_units,ems_personnel,other_units,other_personnel,first_unit_on_scene,estimated_property_loss,estimated_contents_loss,fire_fatalities,fire_injuries,civilian_fatalities,civilian_injuries,number_of_alarms,primary_situation,mutual_aid,action_taken_primary,action_taken_secondary,action_taken_other,detector_alerted_occupants,property_use,area_of_fire_origin,ignition_cause,ignition_factor_primary,ignition_factor_secondary,heat_source,item_first_ignited,human_factors_associated_with_ignition,structure_type,structure_status,floor_of_fire_origin,fire_spread,no_flame_spread,number_of_floors_with_minimum_damage,number_of_floors_with_significant_damage,number_of_floors_with_heavy_damage,number_of_floors_with_extreme_damage,detectors_present,detector_type,detector_operation,detector_effectiveness,detector_failure_reason,automatic_extinguishing_system_present,automatic_extinguishing_sytem_type,automatic_extinguishing_sytem_perfomance,automatic_extinguishing_sytem_failure_reason,number_of_sprinkler_heads_operating,supervisor_district,neighborhood_district,point,data_as_of,data_loaded_at
15114508,0,151145080,5210 Diamond Heights Bl,2015-10-25,152982664,2015-10-25 17:51:27,2015-10-25 17:56:18,2015-10-25 18:02:30,San Francisco,94131,B06,26.0,8163,3,10,0,0,0,0,,50.0,100.0,0,0,0,0,1,735 Alarm system sounded due to malfunction,N None,86 Investigate,63 Restore fire alarm system,84 Refer to proper authority,1 Detector alerted occupants,211 Preschool,"24 Cooking area, kitchen",2 Unintentional,NN None,,UU Undetermined,UU Undetermined,N None,1 Enclosed building,2 In normal use,1.0,,NO,1.0,,,,1 Present,1 Smoke,2 Detector operated,"1 Detector alerted occupants, occupants responded",,N None Present,1 Wet - pipe sprinkler system,1 System operated and was effective,,1.0,8.0,Glen Park,"-122.44055, 37.743469",2015-10-25 18:02:30,2025-06-01 02:18:08
15114523,0,151145230,495 Beach Street,2015-10-25,152982782,2015-10-25 18:26:44,2015-10-25 18:32:19,2015-10-25 19:07:03,San Francisco,94133,B01,28.0,1521,3,11,2,3,0,0,,50.0,100.0,0,0,0,0,1,"500 Service Call, other",N None,31 Provide first aid & check for injuries,63 Restore fire alarm system,84 Refer to proper authority,1 Detector alerted occupants,"500 Mercantile, business, other","24 Cooking area, kitchen",2 Unintentional,NN None,,UU Undetermined,UU Undetermined,N None,1 Enclosed building,2 In normal use,1.0,,NO,1.0,,,,1 Present,1 Smoke,2 Detector operated,"1 Detector alerted occupants, occupants responded",,N None Present,1 Wet - pipe sprinkler system,1 System operated and was effective,,1.0,3.0,North Beach,"-122.417106, 37.807023",2015-10-25 19:07:03,2025-06-01 02:18:08
15114525,0,151145250,2390 Chestnut St 101,2015-10-25,152982804,2015-10-25 18:31:58,2015-10-25 18:35:49,2015-10-25 18:44:27,San Francisco,94123,B04,16.0,4211,3,10,0,0,0,0,,50.0,100.0,0,0,0,0,1,"730 System malfunction, other",N None,86 Investigate,63 Restore fire alarm system,84 Refer to proper authority,1 Detector alerted occupants,429 Multifamily dwelling,"24 Cooking area, kitchen",2 Unintentional,NN None,,UU Undetermined,UU Undetermined,N None,1 Enclosed building,2 In normal use,1.0,,NO,1.0,,,,1 Present,1 Smoke,2 Detector operated,"1 Detector alerted occupants, occupants responded",,N None Present,1 Wet - pipe sprinkler system,1 System operated and was effective,,1.0,2.0,Marina,"-122.442654, 37.800071",2015-10-25 18:44:27,2025-06-01 02:18:08
15114530,0,151145300,10 Marina Bl,2015-10-25,152982845,2015-10-25 18:39:05,2015-10-25 18:50:43,2015-10-25 19:27:31,San Francisco,94123,B04,16.0,3452,3,10,2,4,0,0,,50.0,100.0,0,0,0,0,1,"360 Water & ice - related rescue, other",N None,86 Investigate,82 Notify other agencies.,84 Refer to proper authority,1 Detector alerted occupants,"898 Dock, marina, pier, wharf","24 Cooking area, kitchen",2 Unintentional,NN None,,UU Undetermined,UU Undetermined,N None,1 Enclosed building,2 In normal use,1.0,,NO,1.0,,,,1 Present,1 Smoke,2 Detector operated,"1 Detector alerted occupants, occupants responded",,N None Present,1 Wet - pipe sprinkler system,1 System operated and was effective,,1.0,2.0,Marina,"-122.432271, 37.805252",2015-10-25 19:27:31,2025-06-01 02:18:08
15114532,0,151145320,500 Blk Douglass Street,2015-10-25,152982859,2015-10-25 18:45:23,2015-10-25 18:51:58,2015-10-25 18:52:03,San Francisco,94114,B06,24.0,5463,1,4,0,0,0,0,,50.0,100.0,0,0,0,0,1,"700 False alarm or false call, other",N None,86 Investigate,63 Restore fire alarm system,84 Refer to proper authority,1 Detector alerted occupants,419 1 or 2 family dwelling,"24 Cooking area, kitchen",2 Unintentional,NN None,,UU Undetermined,UU Undetermined,N None,1 Enclosed building,2 In normal use,1.0,,NO,1.0,,,,1 Present,1 Smoke,2 Detector operated,"1 Detector alerted occupants, occupants responded",,N None Present,1 Wet - pipe sprinkler system,1 System operated and was effective,,1.0,8.0,Noe Valley,"-122.438863, 37.755432",2015-10-25 18:52:03,2025-06-01 02:18:08
15114538,0,151145380,Junipero Serra Bl/19th Avenue,2015-10-25,152982974,2015-10-25 19:16:57,2015-10-25 19:22:30,2015-10-25 20:42:49,San Francisco,94132,B08,33.0,8422,4,15,2,3,0,0,,50.0,100.0,0,0,0,0,1,"300 Rescue, EMS incident, other",N None,31 Provide first aid & check for injuries,63 Restore fire alarm system,84 Refer to proper authority,1 Detector alerted occupants,961 Highway or divided highway,"24 Cooking area, kitchen",2 Unintentional,NN None,,UU Undetermined,UU Undetermined,N None,1 Enclosed building,2 In normal use,1.0,,NO,1.0,,,,1 Present,1 Smoke,2 Detector operated,"1 Detector alerted occupants, occupants responded",,N None Present,1 Wet - pipe sprinkler system,1 System operated and was effective,,1.0,11.0,Oceanview/Merced/Ingleside,"-122.47257, 37.717173",2015-10-25 20:42:49,2025-06-01 02:18:08
15114539,0,151145390,41 Albion St A,2015-10-25,152982977,2015-10-25 19:16:43,2015-10-25 19:23:35,2015-10-25 19:33:57,San Francisco,94103,B02,6.0,5226,3,11,0,0,0,0,,50.0,100.0,0,0,0,0,1,"600 Good intent call, other",N None,86 Investigate,63 Restore fire alarm system,84 Refer to proper authority,1 Detector alerted occupants,429 Multifamily dwelling,"24 Cooking area, kitchen",2 Unintentional,NN None,,UU Undetermined,UU Undetermined,N None,1 Enclosed building,2 In normal use,1.0,,NO,1.0,,,,1 Present,1 Smoke,2 Detector operated,"1 Detector alerted occupants, occupants responded",,N None Present,1 Wet - pipe sprinkler system,1 System operated and was effective,,1.0,9.0,Mission,"-122.423126, 37.765797",2015-10-25 19:33:57,2025-06-01 02:18:08
15114543,0,151145430,Battery St/pine Street,2015-10-25,152983003,2015-10-25 19:28:25,2015-10-25 19:31:16,2015-10-25 19:32:47,San Francisco,94111,B01,13.0,1167,2,9,0,0,0,0,,50.0,100.0,0,0,0,0,1,"711 Municipal alarm system, malicious false alarm",N None,86 Investigate,63 Restore fire alarm system,84 Refer to proper authority,1 Detector alerted occupants,963 Street or road in commercial area,"24 Cooking area, kitchen",2 Unintentional,NN None,,UU Undetermined,UU Undetermined,N None,1 Enclosed building,2 In normal use,1.0,,NO,1.0,,,,1 Present,1 Smoke,2 Detector operated,"1 Detector alerted occupants, occupants responded",,N None Present,1 Wet - pipe sprinkler system,1 System operated and was effective,,1.0,3.0,Financial District/South Beach,"-122.399766, 37.792259",2015-10-25 19:32:47,2025-06-01 02:18:08
15114551,0,151145510,18th St/carolina Street,2015-10-25,152983072,2015-10-25 19:46:07,2015-10-25 19:51:07,2015-10-25 19:56:14,San Francisco,94107,B03,37.0,2456,1,4,0,0,0,0,,50.0,100.0,0,0,0,0,1,"651 Smoke scare, odor of smoke",N None,86 Investigate,63 Restore fire alarm system,84 Refer to proper authority,1 Detector alerted occupants,"962 Residential street, road or residential driveway","24 Cooking area, kitchen",2 Unintentional,NN None,,UU Undetermined,UU Undetermined,N None,1 Enclosed building,2 In normal use,1.0,,NO,1.0,,,,1 Present,1 Smoke,2 Detector operated,"1 Detector alerted occupants, occupants responded",,N None Present,1 Wet - pipe sprinkler system,1 System operated and was effective,,1.0,10.0,Potrero Hill,"-122.400391, 37.762347",2015-10-25 19:56:14,2025-06-01 02:18:08
15114558,0,151145580,Tennessee St/marin Street,2015-10-25,152983141,2015-10-25 20:06:36,2015-10-25 20:10:10,2015-10-25 20:12:42,San Francisco,94124,B10,25.0,2641,1,4,0,0,0,0,,50.0,100.0,0,0,0,0,1,622 No incident found on arrival at dispatch address,N None,86 Investigate,63 Restore fire alarm system,84 Refer to proper authority,1 Detector alerted occupants,"940 Water area, other","24 Cooking area, kitchen",2 Unintentional,NN None,,UU Undetermined,UU Undetermined,N None,1 Enclosed building,2 In normal use,1.0,,NO,1.0,,,,1 Present,1 Smoke,2 Detector operated,"1 Detector alerted occupants, occupants responded",,N None Present,1 Wet - pipe sprinkler system,1 System operated and was effective,,1.0,10.0,Bayview Hunters Point,"-122.388362, 37.74891",2015-10-25 20:12:42,2025-06-01 02:18:08
