by_month_incident_date,incident_category,analysis_neighborhood,count,point
2024-10-01T00:00:00.000,Non-Criminal,Oceanview/Merced/Ingleside,1,POINT (-122.45581817626953 37.71122360229492)
2022-03-01T00:00:00.000,Assault,Western Addition,2,POINT (-122.42904060264011 37.781847438583505)
2024-08-01T00:00:00.000,Fraud,Western Addition,1,POINT (-122.43669891357422 37.77800750732422)
2018-02-01T00:00:00.000,Larceny Theft,Noe Valley,1,POINT (-122.44273998408656 37.75157350686344)
2018-10-01T00:00:00.000,Missing Person,Marina,1,POINT (-122.4472885131836 37.80516052246094)
2023-10-01T00:00:00.000,Assault,Western Addition,1,POINT (-122.42214537963808 37.788942623294176)
2019-06-01T00:00:00.000,Assault,North Beach,1,POINT (-122.41020654508439 37.80031549840949)
2020-04-01T00:00:00.000,Motor Vehicle Theft,Visitacion Valley,1,POINT (-122.41876220703125 37.71193313598633)
2020-06-01T00:00:00.000,Warrant,Castro/Upper Market,1,POINT (-122.43485368203896 37.75928916994242)
2020-07-01T00:00:00.000,Malicious Mischief,Financial District/South Beach,2,POINT (-122.3991470336914 37.795162200927734)
2023-05-01T00:00:00.000,Miscellaneous Investigation,Tenderloin,1,POINT (-122.40987396240234 37.787147521972656)
2020-10-01T00:00:00.000,Other Offenses,Potrero Hill,1,POINT (-122.39651489257812 37.75231170654297)
2021-06-01T00:00:00.000,Malicious Mischief,Sunset/Parkside,1,POINT (-122.48140883785467 37.76337309290054)
2019-08-01T00:00:00.000,Other Miscellaneous,Excelsior,1,POINT (-122.4386215209961 37.715309143066406)
2023-07-01T00:00:00.000,Other Miscellaneous,Castro/Upper Market,1,POINT (-122.44337463378906 37.7603759765625)
2024-02-01T00:00:00.000,Offences Against The Family And Children,Outer Mission,1,POINT (-122.43716430664062 37.723480224609375)
2024-11-01T00:00:00.000,Weapons Carrying Etc,Mission,1,POINT (-122.41925811767578 37.775146484375)
2022-09-01T00:00:00.000,Malicious Mischief,Financial District/South Beach,1,POINT (-122.39979553222656 37.78800582885742)
2018-06-01T00:00:00.000,Fraud,Western Addition,1,POINT (-122.43232727050781 37.781429290771484)
2022-02-01T00:00:00.000,Fraud,Western Addition,2,POINT (-122.43214039079034 37.78049625961115)
2020-11-01T00:00:00.000,Offences Against The Family And Children,Tenderloin,1,POINT (-122.41927343381671 37.78356778488696)
2022-12-01T00:00:00.000,Burglary,Bayview Hunters Point,1,POINT (-122.38606262207031 37.745758056640625)
2025-04-01T00:00:00.000,Other Miscellaneous,Presidio Heights,2,POINT (-122.45928192138672 37.78691482543945)
2021-10-01T00:00:00.000,Larceny Theft,South of Market,1,POINT (-122.4067111664031 37.781680265811794)
2024-11-01T00:00:00.000,Warrant,Pacific Heights,1,POINT (-122.42909240722656 37.79045867919922)
2024-08-01T00:00:00.000,Fraud,Marina,1,POINT (-122.43183135986328 37.7956428527832)
2019-03-01T00:00:00.000,Malicious Mischief,Bayview Hunters Point,1,POINT (-122.38961791992188 37.72285079956055)
2020-12-01T00:00:00.000,Fire Report,Mission,1,POINT (-122.41433563875279 37.74926977171113)
2019-05-01T00:00:00.000,Assault,Castro/Upper Market,1,POINT (-122.43941385268313 37.76142456517843)
2019-06-01T00:00:00.000,Burglary,Outer Richmond,1,POINT (-122.49130249023438 37.7817268371582)
2022-08-01T00:00:00.000,Drug Offense,Tenderloin,1,POINT (-122.41992950439453 37.786827087402344)
2018-07-01T00:00:00.000,Malicious Mischief,North Beach,1,POINT (-122.4072036743164 37.79877471923828)
2023-04-01T00:00:00.000,Other Offenses,Noe Valley,1,POINT (-122.42423248291016 37.74223709106445)
2020-12-01T00:00:00.000,Larceny Theft,Russian Hill,1,POINT (-122.42341305643612 37.79573710834212)
2018-02-01T00:00:00.000,Burglary,South of Market,1,POINT (-122.41417694091797 37.77579879760742)
2018-08-01T00:00:00.000,Assault,Excelsior,1,POINT (-122.42335239558257 37.72783247523369)
2018-05-01T00:00:00.000,Non-Criminal,Mission,1,POINT (-122.42040252685547 37.77287292480469)
2019-10-01T00:00:00.000,Malicious Mischief,Financial District/South Beach,1,POINT (-122.39979802517325 37.788007159435885)
2021-05-01T00:00:00.000,Larceny Theft,Haight Ashbury,1,POINT (-122.45052179615425 37.76859272659574)
2018-08-01T00:00:00.000,Larceny Theft,Golden Gate Park,2,POINT (-122.47614222782613 37.77098463967463)
2024-08-01T00:00:00.000,Larceny Theft,Hayes Valley,1,POINT (-122.42588806152344 37.77459716796875)
2020-01-01T00:00:00.000,Non-Criminal,Tenderloin,1,POINT (-122.41423797607422 37.783721923828125)
2023-01-01T00:00:00.000,Fraud,Outer Mission,1,POINT (-122.44450117945567 37.72109565955879)
2023-01-01T00:00:00.000,Missing Person,Financial District/South Beach,1,POINT (-122.4020657306611 37.78872115135928)
2019-04-01T00:00:00.000,Larceny Theft,Bayview Hunters Point,1,POINT (-122.39768981933594 37.7332763671875)
2024-09-01T00:00:00.000,Larceny Theft,Sunset/Parkside,1,POINT (-122.50910949707031 37.75841522216797)
2018-04-01T00:00:00.000,Malicious Mischief,Financial District/South Beach,1,POINT (-122.38779489071396 37.78709723841606)
2022-08-01T00:00:00.000,Weapons Offense,Mission,1,POINT (-122.42261969178954 37.77250281646585)
2023-07-01T00:00:00.000,Motor Vehicle Theft,Financial District/South Beach,1,POINT (-122.39130831189652 37.78245396537465)
2020-10-01T00:00:00.000,Other Offenses,Bernal Heights,2,POINT (-122.40521240234375 37.74647521972656)
2019-05-01T00:00:00.000,Other Offenses,Financial District/South Beach,1,POINT (-122.40050506591797 37.78744888305664)
2023-01-01T00:00:00.000,Larceny Theft,Oceanview/Merced/Ingleside,4,POINT (-122.46221160888672 37.72526550292969)
2022-06-01T00:00:00.000,Assault,Castro/Upper Market,1,POINT (-122.44287872314453 37.761722564697266)
2022-02-01T00:00:00.000,Offences Against The Family And Children,Sunset/Parkside,1,POINT (-122.4810168988631 37.75777829101296)
2022-05-01T00:00:00.000,Fire Report,Western Addition,1,POINT (-122.42911214124777 37.7822970726532)
2020-09-01T00:00:00.000,Drug Offense,Bayview Hunters Point,1,POINT (-122.39207295645808 37.73085518204947)
2024-06-01T00:00:00.000,Suspicious Occ,Pacific Heights,1,POINT (-122.42890167236328 37.78953552246094)
2019-11-01T00:00:00.000,Other,Mission Bay,1,POINT (-122.39335632324219 37.775787353515625)
2021-11-01T00:00:00.000,Larceny Theft,Castro/Upper Market,2,POINT (-122.42812628426 37.75889049564497)
2024-05-01T00:00:00.000,Lost Property,Visitacion Valley,1,POINT (-122.40773010253906 37.71717071533203)
2019-03-01T00:00:00.000,Other Miscellaneous,Financial District/South Beach,1,POINT (-122.39826202392578 37.791717529296875)
2018-08-01T00:00:00.000,Burglary,Bayview Hunters Point,1,POINT (-122.38848199675726 37.73353395912637)
2020-10-01T00:00:00.000,Larceny Theft,Portola,1,POINT (-122.40655319099005 37.72419422572373)
2019-10-01T00:00:00.000,Non-Criminal,Bayview Hunters Point,1,POINT (-122.39405059814453 37.74616241455078)
2024-10-01T00:00:00.000,Motor Vehicle Theft,South of Market,1,POINT (-122.41471099853516 37.77622985839844)
2018-12-01T00:00:00.000,Lost Property,Castro/Upper Market,1,POINT (-122.42866513028684 37.76450761219125)
2021-07-01T00:00:00.000,Burglary,Mission,1,POINT (-122.41073071858334 37.76817786907554)
2019-02-01T00:00:00.000,Other Miscellaneous,Marina,1,POINT (-122.42472839355469 37.80228042602539)
2022-12-01T00:00:00.000,Larceny Theft,Mission,3,POINT (-122.41966897380142 37.76505133632968)
2018-07-01T00:00:00.000,Larceny Theft,Marina,1,POINT (-122.43713770497808 37.79687934038074)
2019-07-01T00:00:00.000,Larceny Theft,Financial District/South Beach,3,POINT (-122.40719866123467 37.79069395085125)
2018-04-01T00:00:00.000,Larceny Theft,Noe Valley,1,POINT (-122.42476654052734 37.74782943725586)
2023-06-01T00:00:00.000,Malicious Mischief,Japantown,1,POINT (-122.43120574951172 37.784568786621094)
2022-03-01T00:00:00.000,Burglary,West of Twin Peaks,1,POINT (-122.46473679987977 37.743658624571886)
2022-09-01T00:00:00.000,Larceny Theft,Russian Hill,2,POINT (-122.42088317871094 37.799903869628906)
2025-02-01T00:00:00.000,Motor Vehicle Theft,South of Market,1,POINT (-122.41069030761719 37.77302551269531)
2020-03-01T00:00:00.000,Larceny Theft,Portola,1,POINT (-122.40459442138672 37.72737503051758)
