by_month_incident_date,incident_category,analysis_neighborhood,count,point
2023-02-01T00:00:00.000,Recovered Vehicle,Visitacion Valley,2,POINT (-122.41876983642578 37.710731506347656)
2020-10-01T00:00:00.000,Fraud,Outer Richmond,1,POINT (-122.51129492624534 37.77507596005672)
2020-12-01T00:00:00.000,Warrant,Castro/Upper Market,1,POINT (-122.43170166015625 37.76432418823242)
2022-11-01T00:00:00.000,Warrant,South of Market,1,POINT (-122.41414642333984 37.77824020385742)
2018-02-01T00:00:00.000,Larceny Theft,Mission Bay,1,POINT (-122.39335512646646 37.775787314614526)
2023-06-01T00:00:00.000,Non-Criminal,Sunset/Parkside,1,POINT (-122.48104953693301 37.742814402568605)
2019-07-01T00:00:00.000,Warrant,Glen Park,1,POINT (-122.43405151367188 37.733890533447266)
2020-01-01T00:00:00.000,Non-Criminal,Bayview Hunters Point,1,POINT (-122.39747873558031 37.718834357405456)
2022-08-01T00:00:00.000,Malicious Mischief,Visitacion Valley,1,POINT (-122.41688537597656 37.7099494934082)
2022-07-01T00:00:00.000,Larceny Theft,Haight Ashbury,2,POINT (-122.43579421432649 37.76905845294093)
2022-11-01T00:00:00.000,Burglary,West of Twin Peaks,1,POINT (-122.46126032497482 37.74463722327029)
2022-02-01T00:00:00.000,Assault,Mission,2,POINT (-122.42096409369465 37.75529478092247)
2020-04-01T00:00:00.000,Recovered Vehicle,Western Addition,1,POINT (-122.42411041259766 37.78247833251953)
2020-06-01T00:00:00.000,Other Miscellaneous,Outer Mission,1,POINT (-122.43701934814453 37.723724365234375)
2022-01-01T00:00:00.000,Weapons Carrying Etc,Mission,1,POINT (-122.41241455078125 37.7654914855957)
2023-06-01T00:00:00.000,Missing Person,Excelsior,1,POINT (-122.43963075817982 37.70954046240261)
2021-04-01T00:00:00.000,Disorderly Conduct,Marina,1,POINT (-122.44660949707031 37.801788330078125)
2020-04-01T00:00:00.000,Larceny Theft,Nob Hill,1,POINT (-122.41552640250956 37.7921852429135)
2019-04-01T00:00:00.000,Arson,Western Addition,1,POINT (-122.43232727050781 37.781429290771484)
2023-09-01T00:00:00.000,Motor Vehicle Theft,Inner Richmond,1,POINT (-122.47137305129667 37.775027580108734)
2023-06-01T00:00:00.000,Larceny Theft,Twin Peaks,1,POINT (-122.44956970214844 37.7541389465332)
2020-02-01T00:00:00.000,Fraud,Nob Hill,1,POINT (-122.41336822509766 37.796085357666016)
2020-11-01T00:00:00.000,Forgery And Counterfeiting,Tenderloin,1,POINT (-122.41992950439453 37.786827087402344)
2022-01-01T00:00:00.000,Miscellaneous Investigation,Pacific Heights,1,POINT (-122.43359474868316 37.7898915192474)
2018-03-01T00:00:00.000,Motor Vehicle Theft,Presidio Heights,1,POINT (-122.44279310120568 37.78288533553736)
2018-10-01T00:00:00.000,Traffic Violation Arrest,Mission,1,POINT (-122.41950988769531 37.763427734375)
2020-12-01T00:00:00.000,Other Miscellaneous,Outer Mission,1,POINT (-122.42957069966147 37.731039887442556)
2022-09-01T00:00:00.000,Recovered Vehicle,Mission,1,POINT (-122.41985794392231 37.75536572869792)
2021-12-01T00:00:00.000,Burglary,Potrero Hill,1,POINT (-122.38874053955078 37.7630500793457)
2019-11-01T00:00:00.000,Other Miscellaneous,Noe Valley,1,POINT (-122.4271240234375 37.748497009277344)
2020-05-01T00:00:00.000,Malicious Mischief,Visitacion Valley,1,POINT (-122.40616713697777 37.718265586892045)
2020-09-01T00:00:00.000,Larceny Theft,Mission,1,POINT (-122.4224853515625 37.74801254272461)
2020-07-01T00:00:00.000,Larceny Theft,Marina,1,POINT (-122.43220520019531 37.797508239746094)
2022-02-01T00:00:00.000,Other,Marina,1,POINT (-122.43497257681223 37.8028475139412)
2023-04-01T00:00:00.000,Fraud,South of Market,3,POINT (-122.4112777709961 37.77157974243164)
2018-02-01T00:00:00.000,Larceny Theft,Chinatown,2,POINT (-122.40779876708984 37.79587936401367)
2020-03-01T00:00:00.000,Assault,Lone Mountain/USF,1,POINT (-122.44609069824219 37.7739372253418)
2022-12-01T00:00:00.000,Larceny Theft,Mission,2,POINT (-122.42440795898438 37.76800537109375)
2019-02-01T00:00:00.000,Non-Criminal,Nob Hill,1,POINT (-122.41647274733711 37.79477728502869)
2019-12-01T00:00:00.000,Assault,Portola,1,POINT (-122.40953383048655 37.72874525317477)
2024-04-01T00:00:00.000,Other Miscellaneous,Western Addition,1,POINT (-122.42321014404297 37.78640365600586)
2023-11-01T00:00:00.000,Offences Against The Family And Children,Tenderloin,1,POINT (-122.41827098126804 37.787037946181535)
2018-10-01T00:00:00.000,Non-Criminal,Hayes Valley,1,POINT (-122.42607032528431 37.77552454478846)
2024-04-01T00:00:00.000,Missing Person,Mission,1,POINT (-122.41006469726562 37.75273895263672)
2018-08-01T00:00:00.000,Drug Offense,South of Market,1,POINT (-122.41093444824219 37.779212951660156)
2022-04-01T00:00:00.000,Disorderly Conduct,Bayview Hunters Point,1,POINT (-122.38961791992188 37.72285079956055)
2019-11-01T00:00:00.000,Malicious Mischief,Japantown,1,POINT (-122.43154907226562 37.78630447387695)
