by_month_incident_date,incident_category,analysis_neighborhood,count,point
2018-03-01T00:00:00.000,Assault,Tenderloin,1,POINT (-122.4133529663086 37.787662506103516)
2018-01-01T00:00:00.000,Forgery And Counterfeiting,Tenderloin,1,POINT (-122.41480664938405 37.78651981906591)
2022-06-01T00:00:00.000,Warrant,Castro/Upper Market,1,POINT (-122.44643363830613 37.7610067180246)
2022-11-01T00:00:00.000,Non-Criminal,Portola,1,POINT (-122.41139440467059 37.73060789533227)
2019-01-01T00:00:00.000,Suspicious Occ,Outer Richmond,1,POINT (-122.47398247146391 37.78057538107447)
2024-03-01T00:00:00.000,Burglary,Financial District/South Beach,1,POINT (-122.3909683227539 37.790069580078125)
2018-07-01T00:00:00.000,Larceny Theft,Western Addition,1,POINT (-122.42283808747601 37.78454660878887)
2019-03-01T00:00:00.000,Larceny Theft,South of Market,3,POINT (-122.41093657493794 37.77921168445851)
2018-09-01T00:00:00.000,Malicious Mischief,Inner Richmond,1,POINT (-122.46722412109375 37.7770881652832)
2021-01-01T00:00:00.000,Assault,Mission,1,POINT (-122.42063903808594 37.766624450683594)
2022-01-01T00:00:00.000,Assault,Tenderloin,1,POINT (-122.41644912401847 37.78631021732119)
2021-09-01T00:00:00.000,Other Miscellaneous,South of Market,1,POINT (-122.41067849395363 37.77205206601267)
2025-03-01T00:00:00.000,Lost Property,Excelsior,1,POINT (-122.4410171508789 37.716461181640625)
2021-01-01T00:00:00.000,Warrant,Financial District/South Beach,1,POINT (-122.39344473448949 37.786472337124636)
2018-10-01T00:00:00.000,Other Miscellaneous,Oceanview/Merced/Ingleside,1,POINT (-122.45040130615234 37.71839141845703)
2023-08-01T00:00:00.000,Stolen Property,Bayview Hunters Point,1,POINT (-122.39241790771484 37.72916030883789)
2021-06-01T00:00:00.000,Other Offenses,Inner Richmond,2,POINT (-122.46414497098554 37.779090726308574)
2019-02-01T00:00:00.000,Case Closure,Mission,1,POINT (-122.41241455078125 37.7654914855957)
2023-02-01T00:00:00.000,Warrant,Financial District/South Beach,1,POINT (-122.40504455566406 37.78776550292969)
2019-08-01T00:00:00.000,Warrant,Tenderloin,1,POINT (-122.41992794913615 37.78682752578904)
2023-06-01T00:00:00.000,Motor Vehicle Theft,Russian Hill,1,POINT (-122.42148036693389 37.80269492337929)
2020-04-01T00:00:00.000,Larceny Theft,Potrero Hill,1,POINT (-122.39069849493485 37.7629257461423)
2021-05-01T00:00:00.000,Larceny Theft,Potrero Hill,1,POINT (-122.38874053955078 37.7630500793457)
2022-01-01T00:00:00.000,Larceny Theft,West of Twin Peaks,1,POINT (-122.45758819580078 37.73556137084961)
2019-02-01T00:00:00.000,Assault,Nob Hill,1,POINT (-122.4170150756836 37.78910827636719)
2021-09-01T00:00:00.000,Motor Vehicle Theft,Visitacion Valley,1,POINT (-122.42224083209325 37.71131669257075)
2021-10-01T00:00:00.000,Assault,West of Twin Peaks,1,POINT (-122.47454732860476 37.72119692139814)
2018-10-01T00:00:00.000,Miscellaneous Investigation,Financial District/South Beach,1,POINT (-122.4020657306611 37.78872115135928)
2020-11-01T00:00:00.000,Other Miscellaneous,Mission,1,POINT (-122.4078140258789 37.76835250854492)
2024-11-01T00:00:00.000,Malicious Mischief,Bayview Hunters Point,2,POINT (-122.38569641113281 37.717796325683594)
2019-11-01T00:00:00.000,Larceny Theft,Pacific Heights,2,POINT (-122.43327158077216 37.78608542804948)
2024-02-01T00:00:00.000,Larceny Theft,Golden Gate Park,2,POINT (-122.4751205444336 37.76554489135742)
2023-08-01T00:00:00.000,Other Offenses,West of Twin Peaks,1,POINT (-122.45917437674753 37.74728631866501)
2018-04-01T00:00:00.000,Traffic Violation Arrest,Lone Mountain/USF,1,POINT (-122.44749724585684 37.77279045274103)
2022-01-01T00:00:00.000,Burglary,Western Addition,1,POINT (-122.43726348876953 37.780799865722656)
2020-10-01T00:00:00.000,Malicious Mischief,Hayes Valley,1,POINT (-122.42791371593532 37.77625366680294)
2023-11-01T00:00:00.000,Forgery And Counterfeiting,Noe Valley,1,POINT (-122.43613769843236 37.74956202651197)
2020-06-01T00:00:00.000,Suspicious Occ,Mission,1,POINT (-122.41048669029503 37.76560583760297)
2018-07-01T00:00:00.000,Case Closure,Excelsior,1,POINT (-122.4261474609375 37.73088073730469)
2018-09-01T00:00:00.000,Assault,Golden Gate Park,1,POINT (-122.46721649169922 37.771663665771484)
2020-06-01T00:00:00.000,Malicious Mischief,Visitacion Valley,1,POINT (-122.42288970947266 37.709163665771484)
2024-10-01T00:00:00.000,Warrant,Lakeshore,1,POINT (-122.5002212524414 37.718955993652344)
2021-06-01T00:00:00.000,Other Miscellaneous,Lakeshore,1,POINT (-122.48386439662316 37.72701952219783)
2018-10-01T00:00:00.000,Recovered Vehicle,West of Twin Peaks,1,POINT (-122.45564270019531 37.7347526550293)
2022-11-01T00:00:00.000,Offences Against The Family And Children,Mission,1,POINT (-122.41247993630192 37.770629853050906)
2024-04-01T00:00:00.000,Recovered Vehicle,Golden Gate Park,1,POINT (-122.46858215332031 37.765830993652344)
2019-04-01T00:00:00.000,Larceny Theft,Financial District/South Beach,2,POINT (-122.39760833374864 37.79350860298837)
2021-10-01T00:00:00.000,Traffic Violation Arrest,North Beach,1,POINT (-122.40386199951172 37.798221588134766)
2023-09-01T00:00:00.000,Miscellaneous Investigation,Tenderloin,1,POINT (-122.4177067508564 37.78423573864025)
2022-05-01T00:00:00.000,Larceny Theft,Inner Richmond,1,POINT (-122.46683033625 37.78656813474089)
2024-03-01T00:00:00.000,Fraud,Visitacion Valley,1,POINT (-122.41351318359375 37.70964050292969)
2018-01-01T00:00:00.000,Assault,Tenderloin,3,POINT (-122.41278076171875 37.78486633300781)
2021-07-01T00:00:00.000,Larceny Theft,Japantown,1,POINT (-122.43120574951172 37.784568786621094)
2022-03-01T00:00:00.000,Motor Vehicle Theft,Financial District/South Beach,1,POINT (-122.39516062311648 37.78431101165721)
2020-02-01T00:00:00.000,Burglary,West of Twin Peaks,1,POINT (-122.46905667927525 37.73796988091464)
2019-10-01T00:00:00.000,Other Miscellaneous,Mission Bay,1,POINT (-122.39143371582031 37.773468017578125)
