by_month_incident_date,incident_category,analysis_neighborhood,count,point
2019-05-01T00:00:00.000,Larceny Theft,Presidio Heights,1,POINT (-122.44679278091652 37.78726185246508)
2019-01-01T00:00:00.000,Larceny Theft,Hayes Valley,1,POINT (-122.4315746434308 37.77769992435941)
2019-06-01T00:00:00.000,Larceny Theft,Western Addition,2,POINT (-122.42208679403626 37.780821047158554)
2021-07-01T00:00:00.000,Assault,Mission,1,POINT (-122.42189025878906 37.76491928100586)
2019-12-01T00:00:00.000,Fraud,Mission,2,POINT (-122.42043281853437 37.76337555115752)
2019-03-01T00:00:00.000,Robbery,Inner Sunset,1,POINT (-122.4525693550501 37.764509360738124)
2019-12-01T00:00:00.000,Larceny Theft,Potrero Hill,1,POINT (-122.39957958699718 37.75469183949377)
2019-05-01T00:00:00.000,Non-Criminal,Outer Richmond,1,POINT (-122.4931640625 37.777774810791016)
2018-09-01T00:00:00.000,Larceny Theft,Mission,2,POINT (-122.4215316772461 37.766571044921875)
2019-10-01T00:00:00.000,Non-Criminal,Castro/Upper Market,1,POINT (-122.43653106689453 37.763980865478516)
2022-04-01T00:00:00.000,Other,Tenderloin,1,POINT (-122.41569387441227 37.78258503232177)
2020-06-01T00:00:00.000,Burglary,Inner Sunset,1,POINT (-122.46417202379678 37.76413086896357)
2023-01-01T00:00:00.000,Fraud,Presidio Heights,1,POINT (-122.44921112060547 37.78419494628906)
2018-07-01T00:00:00.000,Drug Offense,Western Addition,1,POINT (-122.423828125 37.78107833862305)
2023-04-01T00:00:00.000,Malicious Mischief,Financial District/South Beach,1,POINT (-122.40074402274553 37.7911771722094)
2025-01-01T00:00:00.000,Non-Criminal,South of Market,1,POINT (-122.40337371826172 37.77671432495117)
2019-11-01T00:00:00.000,Traffic Violation Arrest,Mission,1,POINT (-122.41796112060547 37.758697509765625)
2020-10-01T00:00:00.000,Larceny Theft,Sunset/Parkside,1,POINT (-122.4766845703125 37.75796890258789)
2018-04-01T00:00:00.000,Assault,Tenderloin,3,POINT (-122.4180908203125 37.786102294921875)
2023-10-01T00:00:00.000,Fraud,Pacific Heights,1,POINT (-122.42451795190823 37.792841413380785)
2022-07-01T00:00:00.000,Larceny Theft,Financial District/South Beach,1,POINT (-122.40093308290575 37.79210840263532)
2020-01-01T00:00:00.000,Other,Tenderloin,1,POINT (-122.41502380371094 37.78553009033203)
2020-10-01T00:00:00.000,Larceny Theft,Russian Hill,1,POINT (-122.4181137084961 37.7945671081543)
2022-01-01T00:00:00.000,Malicious Mischief,Tenderloin,1,POINT (-122.41297149658203 37.785789489746094)
2020-07-01T00:00:00.000,Other Miscellaneous,Nob Hill,1,POINT (-122.40859504581255 37.78922561367261)
2020-05-01T00:00:00.000,Lost Property,Financial District/South Beach,1,POINT (-122.40137481689453 37.78926467895508)
2024-06-01T00:00:00.000,Warrant,Financial District/South Beach,1,POINT (-122.40504455566406 37.78776550292969)
2022-04-01T00:00:00.000,Burglary,Bernal Heights,1,POINT (-122.41358184814453 37.73589324951172)
2022-02-01T00:00:00.000,Malicious Mischief,South of Market,1,POINT (-122.40728965907793 37.77630595203942)
2018-07-01T00:00:00.000,Larceny Theft,Financial District/South Beach,1,POINT (-122.40441842894154 37.792638655548835)
2024-07-01T00:00:00.000,Disorderly Conduct,Pacific Heights,1,POINT (-122.42798614501953 37.79330825805664)
2022-06-01T00:00:00.000,Larceny Theft,Sunset/Parkside,1,POINT (-122.49056243896484 37.74052047729492)
2018-03-01T00:00:00.000,Larceny Theft,Financial District/South Beach,5,POINT (-122.40695698813221 37.78943368124484)
2020-07-01T00:00:00.000,Forgery And Counterfeiting,Bayview Hunters Point,1,POINT (-122.40327519404315 37.74312376235638)
2022-03-01T00:00:00.000,Offences Against The Family And Children,South of Market,1,POINT (-122.40827178955078 37.77886199951172)
2020-01-01T00:00:00.000,Larceny Theft,West of Twin Peaks,1,POINT (-122.47424958559543 37.724082608085105)
2021-01-01T00:00:00.000,Stolen Property,Nob Hill,1,POINT (-122.41903686523438 37.79078674316406)
2019-12-01T00:00:00.000,Traffic Collision,Pacific Heights,1,POINT (-122.42542298086832 37.78899469838761)
2020-02-01T00:00:00.000,Larceny Theft,Mission,1,POINT (-122.41618347167969 37.77141189575195)
2023-02-01T00:00:00.000,Larceny Theft,Bayview Hunters Point,2,POINT (-122.39016440205603 37.73166293784926)
2019-12-01T00:00:00.000,Suspicious Occ,Tenderloin,1,POINT (-122.4169898328862 37.78720062525248)
2024-01-01T00:00:00.000,Drug Offense,Tenderloin,4,POINT (-122.41588253952085 37.78351564008561)
2022-04-01T00:00:00.000,Recovered Vehicle,Outer Mission,1,POINT (-122.43599094660901 37.72671921895877)
2020-10-01T00:00:00.000,Burglary,Inner Richmond,1,POINT (-122.46456909179688 37.78499221801758)
2023-09-01T00:00:00.000,Larceny Theft,Financial District/South Beach,2,POINT (-122.40303039550781 37.787025451660156)
2022-04-01T00:00:00.000,Non-Criminal,Noe Valley,1,POINT (-122.42880249023438 37.74276351928711)
2021-02-01T00:00:00.000,Burglary,Excelsior,1,POINT (-122.44025421142578 37.71603775024414)
2018-06-01T00:00:00.000,Recovered Vehicle,Tenderloin,2,POINT (-122.4124117474483 37.783004077643476)
2019-12-01T00:00:00.000,Larceny Theft,Inner Sunset,1,POINT (-122.45374298095703 37.761878967285156)
2025-01-01T00:00:00.000,Larceny Theft,Nob Hill,1,POINT (-122.41865539550781 37.788909912109375)
2020-12-01T00:00:00.000,Lost Property,Noe Valley,1,POINT (-122.44273998408656 37.75157350686344)
2020-07-01T00:00:00.000,Assault,Castro/Upper Market,1,POINT (-122.42661594569095 37.76706972875583)
2018-09-01T00:00:00.000,Larceny Theft,Golden Gate Park,1,POINT (-122.48980712890625 37.77089309692383)
