by_month_incident_date,incident_category,analysis_neighborhood,count,point
2021-05-01T00:00:00.000,Malicious Mischief,Chinatown,1,POINT (-122.40551293674359 37.797064589576394)
2021-05-01T00:00:00.000,Malicious Mischief,Chinatown,1,POINT (-122.41254425048828 37.80192947387695)
2021-05-01T00:00:00.000,Malicious Mischief,Chinatown,1,POINT (-122.41230773925781 37.80101013183594)
2021-05-01T00:00:00.000,Malicious Mischief,Chinatown,1,POINT (-122.41137627177315 37.801125131492675)
2021-05-01T00:00:00.000,Malicious Mischief,Chinatown,1,POINT (-122.40694463021457 37.79746897240277)
2021-05-01T00:00:00.000,Malicious Mischief,Chinatown,1,POINT (-122.41026352609894 37.79742018466854)
2021-05-01T00:00:00.000,Malicious Mischief,Excelsior,1,POINT (-122.44041773893213 37.717244618148314)
2021-05-01T00:00:00.000,Malicious Mischief,Excelsior,1,POINT (-122.44256591796875 37.71466064453125)
2021-05-01T00:00:00.000,Malicious Mischief,Excelsior,1,POINT (-122.44198634816915 37.70805761187209)
2021-05-01T00:00:00.000,Malicious Mischief,Excelsior,2,POINT (-122.43617646639477 37.714209482735754)
2021-05-01T00:00:00.000,Malicious Mischief,Excelsior,2,POINT (-122.43392944335938 37.71580505371094)
2021-05-01T00:00:00.000,Malicious Mischief,Excelsior,1,POINT (-122.43393069423925 37.71580621368506)
2021-05-01T00:00:00.000,Malicious Mischief,Excelsior,1,POINT (-122.43746185302734 37.72116470336914)
2021-05-01T00:00:00.000,Malicious Mischief,Excelsior,1,POINT (-122.43163313557467 37.723167238602805)
2021-05-01T00:00:00.000,Malicious Mischief,Excelsior,2,POINT (-122.42135620117188 37.728302001953125)
2021-05-01T00:00:00.000,Malicious Mischief,Financial District/South Beach,1,POINT (-122.39318768414466 37.78096880274808)
2021-05-01T00:00:00.000,Malicious Mischief,Financial District/South Beach,1,POINT (-122.40797042725728 37.79026253374628)
2021-05-01T00:00:00.000,Malicious Mischief,Financial District/South Beach,1,POINT (-122.4069595336914 37.789432525634766)
2021-05-01T00:00:00.000,Malicious Mischief,Financial District/South Beach,1,POINT (-122.40695698813221 37.78943368124484)
2021-05-01T00:00:00.000,Malicious Mischief,Financial District/South Beach,1,POINT (-122.4067711451779 37.788499477941336)
2021-05-01T00:00:00.000,Malicious Mischief,Financial District/South Beach,1,POINT (-122.40785217285156 37.785491943359375)
2021-05-01T00:00:00.000,Malicious Mischief,Financial District/South Beach,1,POINT (-122.40785252141461 37.785491559268934)
2021-05-01T00:00:00.000,Malicious Mischief,Financial District/South Beach,1,POINT (-122.4004684855585 37.78503028396464)
2021-05-01T00:00:00.000,Malicious Mischief,Financial District/South Beach,1,POINT (-122.40350341796875 37.78512191772461)
2021-05-01T00:00:00.000,Malicious Mischief,Financial District/South Beach,1,POINT (-122.4037094116211 37.7840461730957)
2021-05-01T00:00:00.000,Malicious Mischief,Financial District/South Beach,1,POINT (-122.40302819424984 37.78702441743788)
2021-05-01T00:00:00.000,Malicious Mischief,Financial District/South Beach,1,POINT (-122.40504455566406 37.78776550292969)
2021-05-01T00:00:00.000,Malicious Mischief,Financial District/South Beach,1,POINT (-122.40291595458984 37.78811264038086)
2021-05-01T00:00:00.000,Malicious Mischief,Financial District/South Beach,2,POINT (-122.40349177637127 37.78796308981769)
2021-05-01T00:00:00.000,Malicious Mischief,Financial District/South Beach,1,POINT (-122.40343080114775 37.787641847617515)
2021-05-01T00:00:00.000,Malicious Mischief,Financial District/South Beach,1,POINT (-122.4020657306611 37.78872115135928)
2021-05-01T00:00:00.000,Malicious Mischief,Financial District/South Beach,1,POINT (-122.39925504994814 37.78757927640804)
2021-05-01T00:00:00.000,Malicious Mischief,Financial District/South Beach,1,POINT (-122.39878845214844 37.78720474243164)
2021-05-01T00:00:00.000,Malicious Mischief,Financial District/South Beach,1,POINT (-122.40148983641853 37.78582921318811)
2021-05-01T00:00:00.000,Malicious Mischief,Financial District/South Beach,1,POINT (-122.39723205566406 37.78596496582031)
2021-05-01T00:00:00.000,Malicious Mischief,Financial District/South Beach,1,POINT (-122.39723446118445 37.785963990446874)
2021-05-01T00:00:00.000,Malicious Mischief,Financial District/South Beach,2,POINT (-122.39670517825668 37.78554213006711)
2021-05-01T00:00:00.000,Malicious Mischief,Financial District/South Beach,1,POINT (-122.39564546789741 37.78637893587979)
2021-05-01T00:00:00.000,Malicious Mischief,Financial District/South Beach,1,POINT (-122.39579264200438 37.78709954244846)
2021-05-01T00:00:00.000,Malicious Mischief,Financial District/South Beach,1,POINT (-122.39447784423828 37.78730010986328)
2021-05-01T00:00:00.000,Malicious Mischief,Financial District/South Beach,1,POINT (-122.39360046386719 37.78799819946289)
2021-05-01T00:00:00.000,Malicious Mischief,Financial District/South Beach,1,POINT (-122.39395904541016 37.7877082824707)
2021-05-01T00:00:00.000,Malicious Mischief,Financial District/South Beach,1,POINT (-122.39272283486896 37.78868666104212)
2021-05-01T00:00:00.000,Malicious Mischief,Financial District/South Beach,1,POINT (-122.39118194580078 37.78745651245117)
2021-05-01T00:00:00.000,Malicious Mischief,Financial District/South Beach,1,POINT (-122.39117965917615 37.78745518601511)
2021-05-01T00:00:00.000,Malicious Mischief,Financial District/South Beach,1,POINT (-122.39131164550781 37.78245544433594)
2021-05-01T00:00:00.000,Malicious Mischief,Financial District/South Beach,1,POINT (-122.39207458496094 37.78184509277344)
2021-05-01T00:00:00.000,Malicious Mischief,Financial District/South Beach,1,POINT (-122.38984639339479 37.783609175905454)
2021-05-01T00:00:00.000,Malicious Mischief,Financial District/South Beach,1,POINT (-122.39031948501302 37.78813450138674)
2021-05-01T00:00:00.000,Malicious Mischief,Financial District/South Beach,1,POINT (-122.39695784020824 37.796346859010335)
2021-05-01T00:00:00.000,Malicious Mischief,Financial District/South Beach,1,POINT (-122.3979721069336 37.79531478881836)
2021-05-01T00:00:00.000,Malicious Mischief,Financial District/South Beach,1,POINT (-122.3931813328012 37.79323049132005)
2021-05-01T00:00:00.000,Malicious Mischief,Financial District/South Beach,1,POINT (-122.39250183105469 37.79376983642578)
2021-05-01T00:00:00.000,Malicious Mischief,Financial District/South Beach,1,POINT (-122.39109612051386 37.792436047188296)
2021-05-01T00:00:00.000,Malicious Mischief,Financial District/South Beach,1,POINT (-122.39252471923828 37.79130935668945)
2021-05-01T00:00:00.000,Malicious Mischief,Financial District/South Beach,1,POINT (-122.39252462341119 37.791310970148544)
2021-05-01T00:00:00.000,Malicious Mischief,Financial District/South Beach,1,POINT (-122.3909683227539 37.790069580078125)
2021-05-01T00:00:00.000,Malicious Mischief,Financial District/South Beach,2,POINT (-122.39669036865234 37.790462493896484)
2021-05-01T00:00:00.000,Malicious Mischief,Financial District/South Beach,3,POINT (-122.39668969554637 37.79046106747903)
2021-05-01T00:00:00.000,Malicious Mischief,Financial District/South Beach,2,POINT (-122.39957203000154 37.791326532588194)
2021-05-01T00:00:00.000,Malicious Mischief,Financial District/South Beach,1,POINT (-122.4020004272461 37.78910446166992)
2021-05-01T00:00:00.000,Malicious Mischief,Financial District/South Beach,1,POINT (-122.40055526483039 37.790247403765534)
2021-05-01T00:00:00.000,Malicious Mischief,Financial District/South Beach,1,POINT (-122.40367126464844 37.79080581665039)
2021-05-01T00:00:00.000,Malicious Mischief,Financial District/South Beach,1,POINT (-122.40393437803117 37.79028602531556)
2021-05-01T00:00:00.000,Malicious Mischief,Financial District/South Beach,1,POINT (-122.40539867427 37.789631596400895)
2021-05-01T00:00:00.000,Malicious Mischief,Financial District/South Beach,1,POINT (-122.4054946899414 37.79008102416992)
2021-05-01T00:00:00.000,Malicious Mischief,Financial District/South Beach,1,POINT (-122.40579958020592 37.79177821192182)
2021-05-01T00:00:00.000,Malicious Mischief,Financial District/South Beach,1,POINT (-122.40276336669922 37.792850494384766)
2021-05-01T00:00:00.000,Malicious Mischief,Financial District/South Beach,1,POINT (-122.39897155761719 37.79428482055664)
2021-05-01T00:00:00.000,Malicious Mischief,Financial District/South Beach,1,POINT (-122.40041268582165 37.79544849687888)
2021-05-01T00:00:00.000,Malicious Mischief,Financial District/South Beach,1,POINT (-122.40222864084357 37.79842970069638)
2021-05-01T00:00:00.000,Malicious Mischief,Financial District/South Beach,1,POINT (-122.39869570327996 37.79888096617859)
2021-05-01T00:00:00.000,Malicious Mischief,Financial District/South Beach,1,POINT (-122.40025046404315 37.800607119774014)
2021-05-01T00:00:00.000,Malicious Mischief,Financial District/South Beach,1,POINT (-122.39766693115234 37.79923629760742)
2021-05-01T00:00:00.000,Malicious Mischief,Glen Park,2,POINT (-122.42487335205078 37.739009857177734)
2021-05-01T00:00:00.000,Malicious Mischief,Glen Park,1,POINT (-122.42770734768459 37.73721373583178)
2021-05-01T00:00:00.000,Malicious Mischief,Glen Park,1,POINT (-122.42949632650812 37.73782382635252)
2021-05-01T00:00:00.000,Malicious Mischief,Glen Park,1,POINT (-122.43007168017607 37.737449311366646)
2021-05-01T00:00:00.000,Malicious Mischief,Glen Park,1,POINT (-122.43135070800781 37.73661804199219)
2021-05-01T00:00:00.000,Malicious Mischief,Glen Park,1,POINT (-122.43628692626953 37.73732376098633)
2021-05-01T00:00:00.000,Malicious Mischief,Glen Park,1,POINT (-122.43078518312257 37.738456900910705)
2021-05-01T00:00:00.000,Malicious Mischief,Golden Gate Park,1,POINT (-122.49606323242188 37.76546096801758)
2021-05-01T00:00:00.000,Malicious Mischief,Golden Gate Park,1,POINT (-122.46858300040638 37.76583002753937)
2021-05-01T00:00:00.000,Malicious Mischief,Golden Gate Park,1,POINT (-122.46438598632812 37.76642990112305)
2021-05-01T00:00:00.000,Malicious Mischief,Golden Gate Park,1,POINT (-122.46438443928187 37.76643003016088)
2021-05-01T00:00:00.000,Malicious Mischief,Golden Gate Park,1,POINT (-122.46067810058594 37.76744842529297)
2021-05-01T00:00:00.000,Malicious Mischief,Golden Gate Park,1,POINT (-122.4601058959961 37.77040100097656)
2021-05-01T00:00:00.000,Malicious Mischief,Golden Gate Park,1,POINT (-122.46010759360802 37.77039934904093)
2021-05-01T00:00:00.000,Malicious Mischief,Golden Gate Park,3,POINT (-122.46721649169922 37.771663665771484)
2021-05-01T00:00:00.000,Malicious Mischief,Golden Gate Park,1,POINT (-122.5082778930664 37.76923370361328)
2021-05-01T00:00:00.000,Malicious Mischief,Haight Ashbury,1,POINT (-122.45316314697266 37.76730728149414)
2021-05-01T00:00:00.000,Malicious Mischief,Haight Ashbury,1,POINT (-122.43851676936984 37.77012624593282)
2021-05-01T00:00:00.000,Malicious Mischief,Haight Ashbury,1,POINT (-122.44534499148274 37.77021017395845)
2021-05-01T00:00:00.000,Malicious Mischief,Haight Ashbury,1,POINT (-122.44895799417851 37.771668738673135)
2021-05-01T00:00:00.000,Malicious Mischief,Haight Ashbury,1,POINT (-122.4507064819336 37.769527435302734)
2021-05-01T00:00:00.000,Malicious Mischief,Haight Ashbury,1,POINT (-122.45071018189665 37.769526043647296)
