by_month_incident_date,incident_category,analysis_neighborhood,count,point
2018-08-01T00:00:00.000,Larceny Theft,Mission,1,POINT (-122.41344451904297 37.757362365722656)
2018-07-01T00:00:00.000,Non-Criminal,Outer Mission,1,POINT (-122.44756206258599 37.71948111883161)
2022-03-01T00:00:00.000,Motor Vehicle Theft,Financial District/South Beach,1,POINT (-122.40201568603516 37.800384521484375)
2022-06-01T00:00:00.000,Assault,Nob Hill,1,POINT (-122.41075554756274 37.79153086852616)
2023-03-01T00:00:00.000,Recovered Vehicle,Western Addition,1,POINT (-122.43214416503906 37.780494689941406)
2021-04-01T00:00:00.000,Malicious Mischief,Nob Hill,1,POINT (-122.4170150756836 37.78910827636719)
2020-11-01T00:00:00.000,Other Miscellaneous,Mission,1,POINT (-122.42188644715362 37.76491737717617)
2023-04-01T00:00:00.000,Malicious Mischief,Outer Mission,1,POINT (-122.44590919705256 37.71882769510046)
2022-09-01T00:00:00.000,Non-Criminal,Inner Richmond,1,POINT (-122.46321068115432 37.78107016365421)
2023-08-01T00:00:00.000,Disorderly Conduct,Oceanview/Merced/Ingleside,1,POINT (-122.45011901855469 37.722084045410156)
2019-11-01T00:00:00.000,Malicious Mischief,South of Market,1,POINT (-122.40928340438033 37.77965775127483)
2019-05-01T00:00:00.000,Larceny Theft,South of Market,1,POINT (-122.39385986328125 37.777976989746094)
2020-04-01T00:00:00.000,Malicious Mischief,South of Market,2,POINT (-122.41251373291016 37.780479431152344)
2021-12-01T00:00:00.000,Larceny Theft,Inner Richmond,1,POINT (-122.4640121459961 37.7772331237793)
2019-12-01T00:00:00.000,Motor Vehicle Theft,Sunset/Parkside,1,POINT (-122.48757950223802 37.759359419791274)
2025-04-01T00:00:00.000,Larceny Theft,Nob Hill,1,POINT (-122.40917205810547 37.79204177856445)
2024-05-01T00:00:00.000,Warrant,Potrero Hill,1,POINT (-122.39859008789062 37.753684997558594)
2022-11-01T00:00:00.000,Offences Against The Family And Children,Marina,1,POINT (-122.42618004477822 37.80109545463191)
2022-04-01T00:00:00.000,Burglary,Sunset/Parkside,1,POINT (-122.48332232478784 37.74458706805213)
2023-05-01T00:00:00.000,Malicious Mischief,Castro/Upper Market,1,POINT (-122.4432144165039 37.75779724121094)
2022-03-01T00:00:00.000,Non-Criminal,Sunset/Parkside,1,POINT (-122.48613739013672 37.738853454589844)
2023-09-01T00:00:00.000,Other Miscellaneous,Tenderloin,2,POINT (-122.41918170505187 37.78310139923345)
2023-04-01T00:00:00.000,Other Miscellaneous,Mission,1,POINT (-122.41859394629981 37.753836586731786)
2021-01-01T00:00:00.000,Motor Vehicle Theft,Bayview Hunters Point,1,POINT (-122.38805581962099 37.720692804010646)
2018-12-01T00:00:00.000,Fraud,Chinatown,1,POINT (-122.40807910223747 37.794940685499824)
2018-10-01T00:00:00.000,Suspicious Occ,Tenderloin,1,POINT (-122.41423797607422 37.783721923828125)
2020-05-01T00:00:00.000,Burglary,Financial District/South Beach,1,POINT (-122.40476729151963 37.79066708138873)
2022-04-01T00:00:00.000,Motor Vehicle Theft,Bayview Hunters Point,1,POINT (-122.40218351932117 37.750580761479114)
2022-12-01T00:00:00.000,Larceny Theft,Oceanview/Merced/Ingleside,1,POINT (-122.4592056274414 37.72183609008789)
2023-07-01T00:00:00.000,Drug Offense,Tenderloin,1,POINT (-122.4144287109375 37.7846565246582)
2022-03-01T00:00:00.000,Fraud,South of Market,1,POINT (-122.41532135009766 37.77671813964844)
2019-05-01T00:00:00.000,Larceny Theft,Western Addition,1,POINT (-122.42778015136719 37.7839241027832)
2023-12-01T00:00:00.000,Assault,Financial District/South Beach,2,POINT (-122.4067711451779 37.788499477941336)
2019-06-01T00:00:00.000,Motor Vehicle Theft,Sunset/Parkside,1,POINT (-122.47510528564453 37.73462677001953)
2022-06-01T00:00:00.000,Malicious Mischief,Mission Bay,1,POINT (-122.40080427775587 37.77113778727857)
2020-07-01T00:00:00.000,Motor Vehicle Theft,Outer Richmond,1,POINT (-122.48339012150191 37.776351004984654)
2024-07-01T00:00:00.000,Suspicious Occ,Tenderloin,1,POINT (-122.41714477539062 37.78144836425781)
2022-02-01T00:00:00.000,Assault,Mission,1,POINT (-122.4213638305664 37.7681884765625)
2018-01-01T00:00:00.000,Larceny Theft,Pacific Heights,1,POINT (-122.42696380615234 37.788326263427734)
2018-11-01T00:00:00.000,Arson,Mission Bay,1,POINT (-122.38971710205078 37.77293014526367)
2022-04-01T00:00:00.000,Motor Vehicle Theft,Mission,1,POINT (-122.42158508300781 37.76991653442383)
2019-01-01T00:00:00.000,Larceny Theft,Potrero Hill,1,POINT (-122.39640808105469 37.76129913330078)
2024-01-01T00:00:00.000,Burglary,Sunset/Parkside,1,POINT (-122.5004360274692 37.75879396657133)
2022-01-01T00:00:00.000,Motor Vehicle Theft,Pacific Heights,1,POINT (-122.4287109375 37.788578033447266)
2022-03-01T00:00:00.000,Motor Vehicle Theft,Financial District/South Beach,1,POINT (-122.39603476680188 37.78853592966637)
2023-07-01T00:00:00.000,Missing Person,Russian Hill,1,POINT (-122.4241705655949 37.7994845314223)
2018-10-01T00:00:00.000,Motor Vehicle Theft,Tenderloin,1,POINT (-122.41607173623363 37.784448840613585)
2021-01-01T00:00:00.000,Larceny Theft,Golden Gate Park,1,POINT (-122.47264099121094 37.76753616333008)
2018-02-01T00:00:00.000,Non-Criminal,Lakeshore,1,POINT (-122.50671742965267 37.7354697570021)
2022-02-01T00:00:00.000,Assault,Japantown,1,POINT (-122.43390655517578 37.78504943847656)
