by_month_incident_date,incident_category,analysis_neighborhood,count,point
2024-02-01T00:00:00.000,Malicious Mischief,Potrero Hill,1,POINT (-122.39667510986328 37.75470733642578)
2024-02-01T00:00:00.000,Malicious Mischief,Potrero Hill,1,POINT (-122.38800048828125 37.75539016723633)
2024-02-01T00:00:00.000,Malicious Mischief,Potrero Hill,1,POINT (-122.38719940185547 37.75684356689453)
2024-02-01T00:00:00.000,Malicious Mischief,Potrero Hill,1,POINT (-122.38985443115234 37.764259338378906)
2024-02-01T00:00:00.000,Malicious Mischief,Potrero Hill,1,POINT (-122.39141845703125 37.76036071777344)
2024-02-01T00:00:00.000,Malicious Mischief,Potrero Hill,1,POINT (-122.40341186523438 37.76344680786133)
2024-02-01T00:00:00.000,Malicious Mischief,Presidio Heights,2,POINT (-122.44483184814453 37.78461837768555)
2024-02-01T00:00:00.000,Malicious Mischief,Presidio Heights,1,POINT (-122.45011901855469 37.78683853149414)
2024-02-01T00:00:00.000,Malicious Mischief,Presidio Heights,1,POINT (-122.44865417480469 37.7879753112793)
2024-02-01T00:00:00.000,Malicious Mischief,Presidio Heights,1,POINT (-122.44679260253906 37.787261962890625)
2024-02-01T00:00:00.000,Malicious Mischief,Russian Hill,1,POINT (-122.42304992675781 37.7939338684082)
2024-02-01T00:00:00.000,Malicious Mischief,Russian Hill,1,POINT (-122.42105102539062 37.79238510131836)
2024-02-01T00:00:00.000,Malicious Mischief,Russian Hill,2,POINT (-122.42176818847656 37.79594421386719)
2024-02-01T00:00:00.000,Malicious Mischief,Russian Hill,1,POINT (-122.41890716552734 37.806861877441406)
2024-02-01T00:00:00.000,Malicious Mischief,Russian Hill,1,POINT (-122.41386413574219 37.80272674560547)
2024-02-01T00:00:00.000,Malicious Mischief,Russian Hill,1,POINT (-122.42308807373047 37.802490234375)
2024-02-01T00:00:00.000,Malicious Mischief,Russian Hill,1,POINT (-122.4241714477539 37.79948425292969)
2024-02-01T00:00:00.000,Malicious Mischief,Russian Hill,2,POINT (-122.42200469970703 37.80549621582031)
2024-02-01T00:00:00.000,Malicious Mischief,Seacliff,1,POINT (-122.47325134277344 37.78628921508789)
2024-02-01T00:00:00.000,Malicious Mischief,South of Market,1,POINT (-122.39506530761719 37.78070068359375)
2024-02-01T00:00:00.000,Malicious Mischief,South of Market,1,POINT (-122.3963851928711 37.7808952331543)
2024-02-01T00:00:00.000,Malicious Mischief,South of Market,1,POINT (-122.39706420898438 37.778751373291016)
2024-02-01T00:00:00.000,Malicious Mischief,South of Market,4,POINT (-122.400146484375 37.78121566772461)
2024-02-01T00:00:00.000,Malicious Mischief,South of Market,1,POINT (-122.40571594238281 37.780879974365234)
2024-02-01T00:00:00.000,Malicious Mischief,South of Market,1,POINT (-122.40815734863281 37.78053665161133)
2024-02-01T00:00:00.000,Malicious Mischief,South of Market,1,POINT (-122.40938568115234 37.777976989746094)
2024-02-01T00:00:00.000,Malicious Mischief,South of Market,1,POINT (-122.4088363647461 37.77841567993164)
2024-02-01T00:00:00.000,Malicious Mischief,South of Market,1,POINT (-122.41093444824219 37.779212951660156)
2024-02-01T00:00:00.000,Malicious Mischief,South of Market,1,POINT (-122.41315460205078 37.77745819091797)
2024-02-01T00:00:00.000,Malicious Mischief,South of Market,1,POINT (-122.41513061523438 37.7758903503418)
2024-02-01T00:00:00.000,Malicious Mischief,South of Market,1,POINT (-122.41691589355469 37.77607727050781)
2024-02-01T00:00:00.000,Malicious Mischief,South of Market,1,POINT (-122.41590881347656 37.775272369384766)
2024-02-01T00:00:00.000,Malicious Mischief,South of Market,1,POINT (-122.41160583496094 37.776222229003906)
2024-02-01T00:00:00.000,Malicious Mischief,South of Market,1,POINT (-122.41107177734375 37.775794982910156)
2024-02-01T00:00:00.000,Malicious Mischief,South of Market,1,POINT (-122.40728759765625 37.77630615234375)
2024-02-01T00:00:00.000,Malicious Mischief,South of Market,1,POINT (-122.4095230102539 37.77455139160156)
2024-02-01T00:00:00.000,Malicious Mischief,South of Market,1,POINT (-122.40851593017578 37.77375793457031)
2024-02-01T00:00:00.000,Malicious Mischief,South of Market,3,POINT (-122.41107177734375 37.77333450317383)
2024-02-01T00:00:00.000,Malicious Mischief,South of Market,1,POINT (-122.41069030761719 37.77302551269531)
2024-02-01T00:00:00.000,Malicious Mischief,South of Market,1,POINT (-122.41342163085938 37.772342681884766)
2024-02-01T00:00:00.000,Malicious Mischief,South of Market,1,POINT (-122.41067504882812 37.77205276489258)
2024-02-01T00:00:00.000,Malicious Mischief,South of Market,1,POINT (-122.40913391113281 37.77082061767578)
2024-02-01T00:00:00.000,Malicious Mischief,South of Market,3,POINT (-122.40895080566406 37.783287048339844)
2024-02-01T00:00:00.000,Malicious Mischief,South of Market,1,POINT (-122.40924835205078 37.78139877319336)
2024-02-01T00:00:00.000,Malicious Mischief,South of Market,2,POINT (-122.40725708007812 37.78211975097656)
2024-02-01T00:00:00.000,Malicious Mischief,South of Market,2,POINT (-122.39893341064453 37.78378677368164)
2024-02-01T00:00:00.000,Malicious Mischief,South of Market,1,POINT (-122.40583038330078 37.785743713378906)
2024-02-01T00:00:00.000,Malicious Mischief,Sunset/Parkside,1,POINT (-122.50608825683594 37.747318267822266)
2024-02-01T00:00:00.000,Malicious Mischief,Sunset/Parkside,1,POINT (-122.47604370117188 37.73269271850586)
2024-02-01T00:00:00.000,Malicious Mischief,Sunset/Parkside,1,POINT (-122.47510528564453 37.73462677001953)
2024-02-01T00:00:00.000,Malicious Mischief,Sunset/Parkside,1,POINT (-122.4811782836914 37.74468231201172)
2024-02-01T00:00:00.000,Malicious Mischief,Sunset/Parkside,2,POINT (-122.4845199584961 37.746402740478516)
2024-02-01T00:00:00.000,Malicious Mischief,Sunset/Parkside,1,POINT (-122.4908218383789 37.744258880615234)
2024-02-01T00:00:00.000,Malicious Mischief,Sunset/Parkside,1,POINT (-122.49309539794922 37.74602127075195)
2024-02-01T00:00:00.000,Malicious Mischief,Sunset/Parkside,1,POINT (-122.49444580078125 37.742225646972656)
2024-02-01T00:00:00.000,Malicious Mischief,Sunset/Parkside,2,POINT (-122.48932647705078 37.7536735534668)
2024-02-01T00:00:00.000,Malicious Mischief,Sunset/Parkside,1,POINT (-122.47754669189453 37.75419235229492)
