"incident_number","exposure_number","id","address","incident_date","call_number","alarm_dttm","arrival_dttm","close_dttm","city","zipcode","battalion","station_area","box","suppression_units","suppression_personnel","ems_units","ems_personnel","other_units","other_personnel","first_unit_on_scene","estimated_property_loss","estimated_contents_loss","fire_fatalities","fire_injuries","civilian_fatalities","civilian_injuries","number_of_alarms","primary_situation","mutual_aid","action_taken_primary","action_taken_secondary","action_taken_other","detector_alerted_occupants","property_use","area_of_fire_origin","ignition_cause","ignition_factor_primary","ignition_factor_secondary","heat_source","item_first_ignited","human_factors_associated_with_ignition","structure_type","structure_status","floor_of_fire_origin","fire_spread","no_flame_spread","number_of_floors_with_minimum_damage","number_of_floors_with_significant_damage","number_of_floors_with_heavy_damage","number_of_floors_with_extreme_damage","detectors_present","detector_type","detector_operation","detector_effectiveness","detector_failure_reason","automatic_extinguishing_system_present","automatic_extinguishing_sytem_type","automatic_extinguishing_sytem_perfomance","automatic_extinguishing_sytem_failure_reason","number_of_sprinkler_heads_operating","supervisor_district","neighborhood_district","point","data_as_of","data_loaded_at"
"06024942","0","060249420","5th St. / Market St.","2006-03-31T00:00:00.000","060900158","2006-03-31T12:29:29.000","2006-03-31T12:34:29.000","2006-03-31T12:36:24.000","SF","94103","B03","01",,"1","4","0","0","0","0","T01","0","0","0","0","0","0","1","554 - Assist invalid","None","22 - Rescue, remove from harm",,,,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,"6","South of Market","POINT (-122.407486 37.783529)","2006-03-31T13:25:27.000","2025-06-10T02:23:58.000"
"06024944","0","060249440","350 Masonic Av.","2006-03-31T00:00:00.000","060900160","2006-03-31T12:41:03.000","2006-03-31T12:43:59.000","2006-03-31T12:47:27.000","SF","94117","B05","21",,"1","4","0","0","0","0","E21","0","0","0","0","0","0","1","733 - Smoke detector activation/malfunction","None","86 - Investigate",,,,"210 - Schools, non-adult",,,,,,,,,,,,,,,,,,,,,,,,,,,"2","Lone Mountain/USF","POINT (-122.446857 37.778148)","2006-03-31T18:55:29.000","2025-06-10T02:23:58.000"
"06024948","0","060249480","151 - 161 Powell St.","2006-03-31T00:00:00.000","060900167","2006-03-31T13:15:51.000","2006-03-31T13:21:00.000","2006-03-31T13:22:41.000","SF","94105","B01","01",,"3","10","0","0","0","0","E01","0","0","0","0","0","0","1","113 - Cooking fire, confined to container","None","86 - Investigate",,,"1 - Detector alerted occupants","429 - Multifamily dwellings",,,,,,,,,,,,,,,,,,,,,,,,,,,"3","Tenderloin","POINT (-122.40832551 37.78616151)","2006-03-31T14:33:37.000","2025-06-10T02:23:58.000"
"06024949","0","060249490","2020 Ocean Av.","2006-03-31T00:00:00.000","060900168","2006-03-31T13:16:27.000","2006-03-31T13:19:19.000","2006-03-31T14:06:51.000","SF","94112","B09","15",,"6","20","1","2","0","0","E15","0","0","0","0","0","0","1","531 - Smoke or odor removal","None","45 - Remove hazard","51 - Ventilate",,,"564 - Laundry, dry cleaning",,,,,,,,,,,,,,,,,,,,,,,,,,,"7","West of Twin Peaks","POINT (-122.464857 37.726311)","2006-03-31T21:02:47.000","2025-06-10T02:23:58.000"
"06024959","0","060249590","1 Thomas More Wy.","2006-03-31T00:00:00.000","060900179","2006-03-31T13:43:14.000","2006-03-31T13:46:23.000","2006-03-31T14:28:18.000","SF","94112","B08","33",,"3","11","0","0","0","0","E33","0","0","0","0","0","0","1","531 - Smoke or odor removal","None","51 - Ventilate","63 - Restore fire alarm system","86 - Investigate",,"439 - Boarding/rooming house, res. hotels",,,,,,,,,,,,,,,,,,,,,,,,,,,"7","Lakeshore","POINT (-122.472679 37.71284)","2006-03-31T21:11:21.000","2025-06-10T02:23:58.000"
"06024963","0","060249630","Ofarrell St. / Van Ness Av.","2006-03-31T00:00:00.000","060900185","2006-03-31T14:17:49.000","2006-03-31T14:21:41.000","2006-03-31T14:24:37.000","SF","94109","B04","03",,"1","5","0","0","0","0","T03","0","0","0","0","0","0","1","500 - Service Call, other","None","86 - Investigate",,,,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,"5","Western Addition","POINT (-122.421195 37.784754)","2006-04-03T08:58:40.000","2025-06-10T02:23:58.000"
"06024965","0","060249650","500 Post St.","2006-03-31T00:00:00.000","060900187","2006-03-31T14:22:41.000","2006-03-31T14:27:09.000","2006-03-31T14:30:25.000","SF","94133","B01","03",,"3","10","0","0","0","0","E41","0","0","0","0","0","0","1","745 - Alarm system sounded/no fire-accidental","None","86 - Investigate",,,,"429 - Multifamily dwellings",,,,,,,,,,,,,,,,,,,,,,,,,,,"3","Nob Hill","POINT (-122.410472 37.788324)","2006-03-31T18:21:15.000","2025-06-10T02:23:58.000"
"06024966","0","060249660","2175 16th St.","2006-03-31T00:00:00.000","060900188","2006-03-31T14:24:52.000","2006-03-31T14:29:27.000","2006-03-31T14:58:38.000","SF","94103","B02","29",,"3","10","0","0","0","0","T07","0","0","0","0","0","0","1","745 - Alarm system sounded/no fire-accidental","None","86 - Investigate",,,,"599 - Business office",,,,,,,,,,,,,,,,,,,,,,,,,,,"9","Mission","POINT (-122.408249 37.765671)","2006-03-31T18:41:21.000","2025-06-10T02:23:58.000"
"06024967","0","060249670","557 2nd St.","2006-03-31T00:00:00.000","060900191","2006-03-31T14:28:23.000","2006-03-31T14:57:01.000","2006-03-31T14:57:01.000","SF","94105","B03","08",,"1","4","0","0","0","0",,"0","0","0","0","0","0","1","512 - Ring or jewelry removal","None","86 - Investigate",,,,"400 - Residential, other",,,,,,,,,,,,,,,,,,,,,,,,,,,"6","Financial District/South Beach","POINT (-122.3920849 37.78176986)","2006-03-31T14:57:01.000","2025-06-10T02:23:58.000"
"06024968","0","060249680","625 Polk St.","2006-03-31T00:00:00.000","060900192","2006-03-31T14:31:26.000","2006-03-31T14:35:06.000","2006-03-31T14:41:26.000","SF","94102","B02","03",,"3","11","0","0","0","0","T03","0","0","0","0","0","0","1","743 - Smoke detector, no fire, accidental","None","86 - Investigate",,,,"000 - Property Use, other",,,,,,,,,,,,,,,,,,,,,,,,,,,"5","Tenderloin","POINT (-122.419134 37.78242)","2006-03-31T16:06:24.000","2025-06-10T02:23:58.000"
"06024972","0","060249720","Bay View St. / Newhall St.","2006-03-31T00:00:00.000","060900197","2006-03-31T14:39:51.000","2006-03-31T14:43:24.000","2006-03-31T14:44:04.000","SF","94124","B10","17",,"2","9","0","0","0","0","E17","0","0","0","0","0","0","1","711 - Municipal alarm system, Street Box False","None","86 - Investigate",,,,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,"10","Bayview Hunters Point","POINT (-122.3946371 37.73296592)","2006-03-31T20:36:13.000","2025-06-10T02:23:58.000"
