"incident_number","exposure_number","id","address","incident_date","call_number","alarm_dttm","arrival_dttm","close_dttm","city","zipcode","battalion","station_area","box","suppression_units","suppression_personnel","ems_units","ems_personnel","other_units","other_personnel","first_unit_on_scene","estimated_property_loss","estimated_contents_loss","fire_fatalities","fire_injuries","civilian_fatalities","civilian_injuries","number_of_alarms","primary_situation","mutual_aid","action_taken_primary","action_taken_secondary","action_taken_other","detector_alerted_occupants","property_use","area_of_fire_origin","ignition_cause","ignition_factor_primary","ignition_factor_secondary","heat_source","item_first_ignited","human_factors_associated_with_ignition","structure_type","structure_status","floor_of_fire_origin","fire_spread","no_flame_spread","number_of_floors_with_minimum_damage","number_of_floors_with_significant_damage","number_of_floors_with_heavy_damage","number_of_floors_with_extreme_damage","detectors_present","detector_type","detector_operation","detector_effectiveness","detector_failure_reason","automatic_extinguishing_system_present","automatic_extinguishing_sytem_type","automatic_extinguishing_sytem_perfomance","automatic_extinguishing_sytem_failure_reason","number_of_sprinkler_heads_operating","supervisor_district","neighborhood_district","point","data_as_of","data_loaded_at"
"06029273","0","060292730","388 Beale St.","2006-04-15T00:00:00.000","061050277","2006-04-15T16:59:05.000","2006-04-15T17:02:16.000","2006-04-15T17:09:40.000","SF","94111","B03","35",,"1","4","0","0","0","0","E01","0","0","0","0","0","0","1","600 - Good intent call, other","None","22 - Rescue, remove from harm",,,,"000 - Property Use, other",,,,,,,,,,,,,,,,,,,,,,,,,,,"6","Financial District/South Beach","POINT (-122.39145 37.787572)","2006-04-15T18:57:11.000","2025-06-10T02:23:58.000"
"06029281","0","060292810","2254 Leavenworth St.","2006-04-15T00:00:00.000","061050285","2006-04-15T17:17:45.000","2006-04-15T17:21:23.000","2006-04-15T17:31:34.000","SF","94133","B01","28",,"3","12","0","0","0","0","E28","0","0","0","0","0","0","1","745 - Alarm system sounded/no fire-accidental","None","86 - Investigate",,,,"429 - Multifamily dwellings",,,,,,,,,,,,,,,,,,,,,,,,,,,"3","Russian Hill","POINT (-122.41770037 37.80200328)","2006-04-15T22:00:06.000","2025-06-10T02:23:58.000"
"06029290","0","060292900","Post St. / Scott St.","2006-04-15T00:00:00.000","061050298","2006-04-15T17:36:06.000","2006-04-15T17:38:41.000","2006-04-15T17:40:17.000","SF","94104","B04","10",,"3","11","0","0","0","0","E10","50",,"0","0","0","0","1","700 - False alarm or false call, other","None","86 - Investigate",,,,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,"5","Japantown","POINT (-122.438021 37.78453)","2006-04-27T10:57:54.000","2025-06-10T02:23:58.000"
"06029299","0","060292990","5685 Diamond Heights Bl.","2006-04-15T00:00:00.000","061050308","2006-04-15T18:31:04.000","2006-04-15T18:33:43.000","2006-04-15T18:46:24.000","SF","94131","B06","26",,"3","10","0","0","0","0","E26","0","0","0","0","0","0","1","113 - Cooking fire, confined to container","None","86 - Investigate",,,"1 - Detector alerted occupants","419 - 1 or 2 family dwelling","24 - Cooking area, kitchen","1 - Intentional","00 - Other factor contributed to ignition",,"10 - Heat from powered equipment, other","76 - Cooking materials, inc. Edible materi","N - None",,,,,,,,,,,,,,,,,,,,"8","Glen Park","POINT (-122.4392 37.738554)","2006-04-15T20:56:14.000","2025-06-10T02:23:58.000"
"06029301","0","060293010","14th St. / Mission St.","2006-04-15T00:00:00.000","061050310","2006-04-15T18:34:02.000","2006-04-15T18:36:12.000","2006-04-15T18:36:29.000","SF","94110","B02","36",,"1","4","0","0","0","0","T07","0","0","0","0","0","0","1","711 - Municipal alarm system, Street Box False","None","86 - Investigate",,,,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,"9","Mission","POINT (-122.419983 37.768272)","2006-04-28T10:30:07.000","2025-06-10T02:23:58.000"
"06029311","0","060293110","150 Lombard St.","2006-04-15T00:00:00.000","061050321","2006-04-15T19:30:58.000","2006-04-15T19:35:02.000","2006-04-15T19:50:41.000","SF","94133","B01","28",,"3","12","0","0","0","0","T13","0","0","0","0","0","0","1","745 - Alarm system sounded/no fire-accidental","None","86 - Investigate",,,,"429 - Multifamily dwellings",,,,,,,,,,,,,,,,,,,,,,,,,,,"3","Financial District/South Beach","POINT (-122.4042 37.803997)","2006-04-15T21:58:56.000","2025-06-10T02:23:58.000"
"06029314","0","060293140","1000 Montgomery St.","2006-04-15T00:00:00.000","061050325","2006-04-15T19:41:13.000","2006-04-15T19:45:33.000","2006-04-15T19:52:11.000","SF","94133","B01","13",,"1","4","0","0","0","0","E41","0","0","0","0","0","0","1","311 - Medical assist, assist EMS crew","None","70 - Assistance, other",,,,"962 - Residential street, road or residential dr",,,,,,,,,,,,,,,,,,,,,,,,,,,"3","North Beach","POINT (-122.403793 37.798301)","2006-04-15T20:09:44.000","2025-06-10T02:23:58.000"
"06029316","0","060293160","685 Willow St.","2006-04-15T00:00:00.000","061050327","2006-04-15T19:44:46.000","2006-04-15T19:49:37.000","2006-04-15T19:57:02.000","SF","94102","B02","05",,"1","4","0","0","0","0","E38","0","0","0","0","0","0","1","743 - Smoke detector, no fire, accidental","None","86 - Investigate",,,,"429 - Multifamily dwellings",,,,,,,,,,,,,,,,,,,,,,,,,,,"5","Western Addition","POINT (-122.428828 37.782284)","2006-04-15T20:33:03.000","2025-06-10T02:23:58.000"
"06029317","0","060293170","200 Brannan St.","2006-04-15T00:00:00.000","061050333","2006-04-15T19:53:24.000","2006-04-15T19:56:18.000","2006-04-15T21:28:01.000","SF","94105","B03","08",,"10","33","0","0","0","0","E35","100",,"0","0","0","0","1","111 - Building fire","None","00 - Action taken, other",,,,"400 - Residential, other","77 - Roof surface: exterior","U - Cause undetermined after investigation",,,"10 - Heat from powered equipment, other","81 - Electrical wire, cable insulation","N - None","1 -Enclosed building","2 -In normal use","5",,"1","1","0","0","0","1 -Present","5 -More than one type present","2 -Detector operated","1 -Alerted occupants, occupants responded",,"N -None Present",,,,"0","6","Financial District/South Beach","POINT (-122.389972 37.783609)","2006-04-15T22:59:07.000","2025-06-10T02:23:58.000"
"06029325","0","060293250","681 Market St.","2006-04-15T00:00:00.000","061050342","2006-04-15T20:27:52.000","2006-04-15T20:31:51.000","2006-04-15T20:38:53.000","SF","94103","B03","01",,"3","11","0","0","0","0","E35","0","0","0","0","0","0","1","711 - Municipal alarm system, Street Box False","None","86 - Investigate",,,,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,"6","Financial District/South Beach","POINT (-122.40275878 37.78764604)","2006-04-15T21:54:14.000","2025-06-10T02:23:58.000"
