per_month_incident_date,incident_category,analysis_neighborhood,count,geolocation_x_axis,geolocation_y_axis
2020-12-01,Other Offenses,Bayview Hunters Point,1,-122.40307582574934,37.73899041615456
2019-11-01,Drug Offense,Tenderloin,2,-122.4124117474483,37.783004077643476
2025-04-01,Suspicious Occ,Pacific Heights,1,-122.4243392944336,37.79196548461914
2022-08-01,Malicious Mischief,Bayview Hunters Point,1,-122.39002227783203,37.71929931640625
2024-10-01,Burglary,Tenderloin,2,-122.41588592529297,37.78351593017578
2019-02-01,Non-Criminal,Outer Mission,1,-122.45428466796875,37.708255767822266
2022-11-01,Assault,Bayview Hunters Point,2,-122.40583815976386,37.74239176061754
2018-02-01,Offences Against The Family And Children,Nob Hill,1,-122.41865587356023,37.78890961112855
2018-05-01,Assault,Sunset/Parkside,1,-122.47676086425781,37.743003845214844
2019-05-01,Larceny Theft,Bernal Heights,1,-122.41912130184564,37.746775139448474
2018-08-01,Non-Criminal,Financial District/South Beach,1,-122.40081024169922,37.788814544677734
2023-09-01,Other Miscellaneous,Potrero Hill,1,-122.39667510986328,37.75470733642578
2022-01-01,Malicious Mischief,Bayview Hunters Point,1,-122.3785400390625,37.72894287109375
2018-04-01,Missing Person,Mission,1,-122.42128446199904,37.74885044177842
2019-01-01,Traffic Violation Arrest,Mission,1,-122.41454315185547,37.75729751586914
2024-11-01,Larceny Theft,Bayview Hunters Point,1,-122.39124298095703,37.73322296142578
2021-02-01,Fraud,Russian Hill,1,-122.4164912582733,37.799525267018154
2019-08-01,Larceny Theft,Pacific Heights,1,-122.43455772227033,37.79247163604224
2019-11-01,Assault,Mission,1,-122.42070007324219,37.774009704589844
2022-09-01,Recovered Vehicle,Haight Ashbury,1,-122.44731140136719,37.77187728881836
2019-07-01,Larceny Theft,Marina,1,-122.43933868408203,37.7994270324707
2018-08-01,Motor Vehicle Theft,South of Market,1,-122.39684295654297,37.7805290222168
2019-11-01,Malicious Mischief,South of Market,1,-122.4058310124795,37.78574398866823
2018-09-01,Other Miscellaneous,Nob Hill,1,-122.4208755493164,37.79149627685547
2018-12-01,Burglary,Tenderloin,9,-122.40803527832031,37.78641128540039
2019-02-01,Other Miscellaneous,South of Market,1,-122.39498138427734,37.7770881652832
2021-02-01,Larceny Theft,Excelsior,6,-122.44025513581519,37.716038818883085
2018-01-01,Larceny Theft,Marina,1,-122.43604278564453,37.799842834472656
2023-12-01,Other Miscellaneous,Tenderloin,2,-122.41799627043912,37.785641708798344
2021-07-01,Lost Property,Mission,1,-122.41835021972656,37.772220611572266
2024-03-01,Recovered Vehicle,Bayview Hunters Point,3,-122.39018249511719,37.722225189208984
2019-09-01,Larceny Theft,Castro/Upper Market,1,-122.43013000488281,37.7572021484375
2019-02-01,Non-Criminal,Tenderloin,1,-122.41588253952085,37.78351564008561
2019-10-01,Larceny Theft,Castro/Upper Market,1,-122.42804718017578,37.758087158203125
2022-02-01,Miscellaneous Investigation,Mission,1,-122.41748659732667,37.765183133520345
2019-05-01,Larceny Theft,Lincoln Park,3,-122.50037384033203,37.785667419433594
2025-04-01,Larceny Theft,Bayview Hunters Point,2,-122.38140106201172,37.729488372802734
2020-05-01,Malicious Mischief,Sunset/Parkside,1,-122.484130859375,37.740806579589844
2021-08-01,Larceny Theft,Pacific Heights,1,-122.44247436523438,37.7896614074707
2024-09-01,Recovered Vehicle,Inner Richmond,1,-122.46307373046875,37.77914047241211
2023-10-01,Malicious Mischief,Lone Mountain/USF,1,-122.44684600830078,37.77766799926758
2018-07-01,Non-Criminal,Mission Bay,1,-122.39119934924325,37.77100919089478
2023-09-01,Assault,Potrero Hill,1,-122.38584899902344,37.75294494628906
2019-12-01,Larceny Theft,Glen Park,1,-122.43550109863281,37.73678970336914
2019-12-01,Malicious Mischief,Mission,1,-122.42047882080078,37.7650032043457
2022-08-01,Disorderly Conduct,North Beach,3,-122.41360473632812,37.80561828613281
2024-02-01,Forgery And Counterfeiting,Sunset/Parkside,1,-122.4990005493164,37.738285064697266
2022-06-01,Larceny Theft,Outer Mission,1,-122.44255065917969,37.723167419433594
2021-07-01,Motor Vehicle Theft,Presidio Heights,1,-122.44660949707031,37.78630065917969
2020-08-01,Motor Vehicle Theft,Mission,1,-122.42127227783203,37.75849914550781
2024-02-01,Robbery,Bernal Heights,1,-122.40521240234375,37.74647521972656
2024-04-01,Missing Person,Sunset/Parkside,1,-122.49628448486328,37.76084899902344
2022-01-01,Malicious Mischief,Noe Valley,2,-122.4299616769325,37.754761229669455
2020-11-01,Weapons Offense,Mission,1,-122.41329405061053,37.7557659128205
2018-02-01,Robbery,Financial District/South Beach,1,-122.40639887891692,37.786615346301794
2019-01-01,Non-Criminal,Japantown,2,-122.43136639807875,37.78537264618818
2023-09-01,Recovered Vehicle,Western Addition,2,-122.43270874023438,37.78329086303711
2023-07-01,Other Miscellaneous,South of Market,1,-122.39684142850209,37.78211912156566
2022-10-01,Larceny Theft,Outer Mission,1,-122.43486785888672,37.724586486816406
2023-06-01,Larceny Theft,Sunset/Parkside,1,-122.48033905029297,37.76342010498047
2020-05-01,Non-Criminal,Tenderloin,1,-122.41214750780264,37.78589292711297
