per_month_incident_date,incident_category,analysis_neighborhood,count,geolocation_x_axis,geolocation_y_axis
2019-06-01,Motor Vehicle Theft,Mission,1,-122.4192249331554,37.76831934824594
2018-07-01,Suspicious Occ,Outer Richmond,1,-122.48473358154297,37.780094146728516
2018-02-01,Larceny Theft,Presidio Heights,1,-122.45462036132812,37.78403091430664
2024-10-01,Drug Offense,South of Market,6,-122.41471099853516,37.77622985839844
2022-03-01,Assault,Western Addition,2,-122.43836550237133,37.7777941886761
2021-05-01,Offences Against The Family And Children,Mission,1,-122.41925811767578,37.775146484375
2024-03-01,Lost Property,Marina,1,-122.44660949707031,37.801788330078125
2024-10-01,Recovered Vehicle,South of Market,1,-122.41657257080078,37.77390670776367
2021-05-01,Burglary,Bayview Hunters Point,1,-122.38973236083984,37.75271987915039
2019-01-01,Non-Criminal,Potrero Hill,1,-122.39141752820116,37.76036149087783
2022-11-01,Larceny Theft,Hayes Valley,1,-122.42231206867004,37.77361912904158
2024-01-01,Non-Criminal,Marina,1,-122.4267578125,37.80393600463867
2024-11-01,Assault,Nob Hill,1,-122.42251586914062,37.791290283203125
2018-06-01,Larceny Theft,Inner Sunset,1,-122.46644592285156,37.765926361083984
2024-04-01,Motor Vehicle Theft,Presidio Heights,1,-122.44697570800781,37.788185119628906
2021-03-01,Assault,Marina,1,-122.4428482055664,37.79997634887695
2019-06-01,Offences Against The Family And Children,Noe Valley,1,-122.42950008687838,37.749964501216276
2022-12-01,Larceny Theft,Mission,1,-122.41901397705078,37.758201599121094
2021-09-01,Traffic Violation Arrest,Mission,1,-122.41374961166352,37.77034734336754
2024-12-01,Larceny Theft,Noe Valley,3,-122.4244613647461,37.74463653564453
2018-07-01,Fraud,Mission,1,-122.41873168945312,37.76673889160156
2020-11-01,Burglary,Golden Gate Park,1,-122.4491431743565,37.772578915669655
2020-01-01,Larceny Theft,South of Market,2,-122.40493334783943,37.781499507548546
2020-10-01,Warrant,Mission,1,-122.42169189453125,37.762916564941406
2020-07-01,Larceny Theft,Outer Mission,1,-122.44161987304688,37.725379943847656
2022-10-01,Robbery,Glen Park,1,-122.43431099654349,37.73944659472607
2022-09-01,Larceny Theft,North Beach,1,-122.41838073730469,37.80597686767578
2020-07-01,Disorderly Conduct,Mission,1,-122.42189025878906,37.76491928100586
2019-03-01,Non-Criminal,South of Market,3,-122.40583038330078,37.785743713378906
2018-01-01,Lost Property,Mission,1,-122.4103637500852,37.76430998385109
2020-06-01,Larceny Theft,Golden Gate Park,1,-122.47989542911418,37.77049587780269
2020-04-01,Larceny Theft,Tenderloin,1,-122.41880798339844,37.78123474121094
2022-05-01,Fraud,Sunset/Parkside,1,-122.50150540036482,37.758747220156586
2021-02-01,Assault,Bayview Hunters Point,1,-122.38897705078125,37.716087341308594
2022-02-01,Assault,Bayview Hunters Point,2,-122.38311822134833,37.74388333564679
2019-01-01,Malicious Mischief,Castro/Upper Market,1,-122.42881774902344,37.76612854003906
2022-12-01,Other Miscellaneous,Japantown,2,-122.42978259351794,37.78556384617361
2021-03-01,Larceny Theft,Hayes Valley,1,-122.42735743676651,37.773455461431
2023-04-01,Recovered Vehicle,Portola,1,-122.40607123587701,37.72565770881371
2018-04-01,Non-Criminal,Western Addition,1,-122.42246374465972,37.78268536745206
2023-06-01,Non-Criminal,Bayview Hunters Point,1,-122.39990997314453,37.735286712646484
2022-07-01,Recovered Vehicle,South of Market,3,-122.40528580238285,37.77385630397913
2021-08-01,Larceny Theft,Haight Ashbury,1,-122.4339221892179,37.77262031024476
2020-03-01,Motor Vehicle Theft,Russian Hill,1,-122.41834458844583,37.7957162465606
2023-10-01,Weapons Carrying Etc,Bernal Heights,1,-122.40452729048533,37.74429791488461
2024-08-01,Other,Tenderloin,2,-122.4180908203125,37.786102294921875
2022-06-01,Fraud,Tenderloin,3,-122.41259765625,37.783931732177734
2021-05-01,Larceny Theft,Western Addition,1,-122.43195343017578,37.779563903808594
2019-04-01,Recovered Vehicle,Mission,1,-122.40912991017443,37.752795583046776
2021-05-01,Larceny Theft,Lakeshore,2,-122.5002212524414,37.718955993652344
2024-09-01,Larceny Theft,Japantown,2,-122.43473052978516,37.784942626953125
2023-01-01,Suicide,Inner Richmond,1,-122.46962703232886,37.78076873794362
2019-08-01,Malicious Mischief,Tenderloin,1,-122.41983032226562,37.78635787963867
2024-01-01,Malicious Mischief,Mission,1,-122.42040252685547,37.77287292480469
2021-06-01,Assault,Treasure Island,1,-122.37446594238281,37.82386016845703
2019-08-01,Motor Vehicle Theft,Bayview Hunters Point,1,-122.39277648925781,37.73503875732422
2023-06-01,Malicious Mischief,Mission,1,-122.41052654649906,37.75753872210959
2023-05-01,Burglary,Tenderloin,1,-122.416259765625,37.785377502441406
2022-11-01,Burglary,Pacific Heights,1,-122.43364712515255,37.78795027159103
2018-01-01,Malicious Mischief,Glen Park,2,-122.4328384399414,37.73402786254883
2022-09-01,Offences Against The Family And Children,Outer Richmond,1,-122.49116516113281,37.7797966003418
2023-03-01,Larceny Theft,Russian Hill,1,-122.42289378669996,37.80060119948848
2024-10-01,Motor Vehicle Theft,Hayes Valley,1,-122.43760681152344,37.77406311035156
2020-07-01,Case Closure,South of Market,1,-122.40284729003906,37.78154754638672
2022-01-01,Burglary,West of Twin Peaks,1,-122.45576477050781,37.72995376586914
2020-07-01,Fraud,Haight Ashbury,1,-122.4471206665039,37.77093505859375
2021-09-01,Arson,Glen Park,1,-122.4315945603496,37.73376542115194
2023-03-01,Warrant,Tenderloin,1,-122.41780853271484,37.78470993041992
2023-06-01,Larceny Theft,Potrero Hill,1,-122.39990737812333,37.75724266322745
2018-10-01,Malicious Mischief,Japantown,1,-122.44014739990234,37.78425979614258
2020-08-01,Burglary,Noe Valley,1,-122.42950008687838,37.749964501216276
2021-06-01,Non-Criminal,Noe Valley,1,-122.4384765625,37.75102233886719
2023-10-01,Larceny Theft,Financial District/South Beach,1,-122.39031948501302,37.78813450138674
2020-01-01,Larceny Theft,South of Market,1,-122.41050575404132,37.77709218421705
2023-03-01,Malicious Mischief,Tenderloin,1,-122.41822814941406,37.77848815917969
2022-08-01,Larceny Theft,Noe Valley,1,-122.42880559654122,37.74276428684755
2023-04-01,Burglary,Financial District/South Beach,1,-122.3922119140625,37.77927780151367
2024-01-01,Non-Criminal,Twin Peaks,1,-122.4427261352539,37.7525634765625
2018-10-01,Disorderly Conduct,Sunset/Parkside,1,-122.50114162839529,37.738191827906576
2018-09-01,Other Miscellaneous,Lakeshore,1,-122.47867389258518,37.7179026129727
2023-01-01,Other,Tenderloin,1,-122.41095161908784,37.78414101130419
2018-10-01,Drug Offense,Tenderloin,1,-122.41424157409635,37.78372378203807
2022-08-01,Burglary,Lone Mountain/USF,1,-122.44590236721321,37.772995404835264
2023-01-01,Recovered Vehicle,Mission,1,-122.42123413085938,37.77352523803711
2024-07-01,Assault,Bernal Heights,1,-122.4228515625,37.738399505615234
2020-11-01,Burglary,North Beach,1,-122.41139221191406,37.803035736083984
2021-08-01,Suspicious Occ,Financial District/South Beach,1,-122.3967056274414,37.78554153442383
2020-02-01,Recovered Vehicle,Western Addition,1,-122.42410820197163,37.782477050575544
2018-10-01,Arson,Noe Valley,1,-122.42880249023438,37.74276351928711
2024-04-01,Larceny Theft,Chinatown,1,-122.40907287597656,37.795719146728516
2018-12-01,Assault,Treasure Island,2,-122.37268829345703,37.82910919189453
2018-02-01,Other Miscellaneous,Excelsior,1,-122.42839050292969,37.73078918457031
2019-12-01,Assault,Financial District/South Beach,1,-122.39869570327996,37.79888096617859
2023-08-01,Weapons Carrying Etc,Tenderloin,1,-122.41992950439453,37.786827087402344
2019-04-01,Burglary,Financial District/South Beach,1,-122.40196990966797,37.804073333740234
2020-05-01,Larceny Theft,Pacific Heights,1,-122.43359474868316,37.7898915192474
2023-07-01,Missing Person,Lincoln Park,1,-122.50373077392578,37.781532287597656
2022-01-01,Weapons Offense,Castro/Upper Market,1,-122.42592030312977,37.759829612490556
2018-03-01,Larceny Theft,Pacific Heights,1,-122.43749516138324,37.790292348582696
2020-02-01,Non-Criminal,Mission Bay,1,-122.39335632324219,37.775787353515625
2023-08-01,Motor Vehicle Theft,Bayview Hunters Point,1,-122.39820445776351,37.71140425446126
2020-01-01,Burglary,Inner Sunset,1,-122.47642517089844,37.754241943359375
2023-09-01,Warrant,South of Market,1,-122.40769634542264,37.78261211006559
2018-11-01,Larceny Theft,Financial District/South Beach,6,-122.39109612051386,37.792436047188296
2018-09-01,Burglary,Financial District/South Beach,1,-122.39779625740289,37.794434006013915
2018-09-01,Non-Criminal,Bayview Hunters Point,1,-122.39105679712927,37.74636177868099
2018-09-01,Fraud,Financial District/South Beach,1,-122.40257133181603,37.79189893804923
2019-02-01,Malicious Mischief,Castro/Upper Market,1,-122.42857360839844,37.76357650756836
2022-09-01,Robbery,Mission,1,-122.42173152253879,37.7632997673923
2020-03-01,Malicious Mischief,Mission,1,-122.42204381448558,37.76653957529556
2022-10-01,Recovered Vehicle,Bayview Hunters Point,1,-122.39888763427734,37.72783660888672
2021-03-01,Assault,Tenderloin,2,-122.41945454389607,37.78450084289595
2019-04-01,Disorderly Conduct,Western Addition,1,-122.43291473388672,37.78435516357422
2022-06-01,Motor Vehicle Theft,West of Twin Peaks,1,-122.44522336014823,37.738692932551636
2019-12-01,Assault,Oceanview/Merced/Ingleside,1,-122.4661636352539,37.7106819152832
2020-05-01,Robbery,Oceanview/Merced/Ingleside,1,-122.46616069566643,37.71068225290847
2021-08-01,Burglary,Mission,1,-122.41966897380142,37.76505133632968
2023-08-01,Disorderly Conduct,Tenderloin,3,-122.41513061523438,37.779788970947266
2018-10-01,Larceny Theft,Haight Ashbury,1,-122.4491195678711,37.76164627075195
2021-07-01,Larceny Theft,South of Market,1,-122.40238189697266,37.778602600097656
2024-06-01,Non-Criminal,Inner Richmond,1,-122.47097778320312,37.784523010253906
2020-06-01,Disorderly Conduct,nan,1,-122.41278076171875,37.78486633300781
2023-07-01,Offences Against The Family And Children,Financial District/South Beach,1,-122.39085672212423,37.78441056823969
2021-05-01,Suspicious Occ,Marina,1,-122.4291000366211,37.798858642578125
2023-05-01,Offences Against The Family And Children,Sunset/Parkside,1,-122.4928059781853,37.75725859303012
2020-08-01,Malicious Mischief,Chinatown,1,-122.4073715209961,37.7932243347168
2024-07-01,Other Miscellaneous,Mission,1,-122.41500091552734,37.76210021972656
2018-10-01,Larceny Theft,Financial District/South Beach,1,-122.40785217285156,37.785491943359375
2020-02-01,Larceny Theft,Castro/Upper Market,1,-122.4340591430664,37.762550354003906
2019-05-01,Traffic Violation Arrest,Mission,1,-122.42135541826262,37.759372452792256
2024-07-01,Fraud,Outer Richmond,1,-122.4817886352539,37.784027099609375
2018-02-01,Fraud,Bernal Heights,1,-122.41617187986607,37.7348557150529
2019-09-01,Motor Vehicle Theft,West of Twin Peaks,1,-122.47130403787814,37.72372006985325
2019-11-01,Assault,Tenderloin,2,-122.41076482950653,37.78321431177312
2020-03-01,Fraud,Nob Hill,1,-122.4085922241211,37.78922653198242
2024-03-01,Missing Person,Mission,2,-122.42630767822266,37.76960372924805
