per_month_incident_date,incident_category,analysis_neighborhood,count,geolocation_x_axis,geolocation_y_axis
2024-10-01,Larceny Theft,West of Twin Peaks,4,-122.45921325683594,37.72453308105469
2024-10-01,Larceny Theft,West of Twin Peaks,1,-122.46324157714844,37.725589752197266
2024-10-01,Larceny Theft,West of Twin Peaks,2,-122.46407318115234,37.72825241088867
2024-10-01,Larceny Theft,West of Twin Peaks,1,-122.45738220214844,37.72758865356445
2024-10-01,Larceny Theft,West of Twin Peaks,1,-122.45894622802734,37.72918701171875
2024-10-01,Larceny Theft,West of Twin Peaks,1,-122.45342254638672,37.73230743408203
2024-10-01,Larceny Theft,West of Twin Peaks,2,-122.45950317382812,37.734291076660156
2024-10-01,Larceny Theft,West of Twin Peaks,1,-122.47317504882812,37.73372268676758
2024-10-01,Larceny Theft,West of Twin Peaks,1,-122.47423553466797,37.72688674926758
2024-10-01,Larceny Theft,West of Twin Peaks,1,-122.47167205810547,37.72163009643555
2024-10-01,Larceny Theft,West of Twin Peaks,1,-122.47057342529297,37.73658752441406
2024-10-01,Larceny Theft,West of Twin Peaks,1,-122.47096252441406,37.737648010253906
2024-10-01,Larceny Theft,West of Twin Peaks,1,-122.47209167480469,37.73759841918945
2024-10-01,Larceny Theft,West of Twin Peaks,1,-122.47122955322266,37.74138259887695
2024-10-01,Larceny Theft,West of Twin Peaks,1,-122.47235107421875,37.7413330078125
2024-10-01,Larceny Theft,West of Twin Peaks,1,-122.47248077392578,37.74319076538086
2024-10-01,Larceny Theft,West of Twin Peaks,1,-122.47274017333984,37.74692153930664
2024-10-01,Larceny Theft,nan,187,-122.37317657470703,37.82961654663086
2024-11-01,Larceny Theft,Bayview Hunters Point,1,-122.40028381347656,37.71086502075195
2024-11-01,Larceny Theft,Bayview Hunters Point,1,-122.3864517211914,37.71116256713867
2024-11-01,Larceny Theft,Bayview Hunters Point,2,-122.38569641113281,37.717796325683594
2024-11-01,Larceny Theft,Bayview Hunters Point,1,-122.3907241821289,37.716922760009766
2024-11-01,Larceny Theft,Bayview Hunters Point,1,-122.39509582519531,37.71205520629883
2024-11-01,Larceny Theft,Bayview Hunters Point,1,-122.39900970458984,37.7213020324707
2024-11-01,Larceny Theft,Bayview Hunters Point,15,-122.40078735351562,37.72361755371094
2024-11-01,Larceny Theft,Bayview Hunters Point,1,-122.39834594726562,37.72303771972656
2024-11-01,Larceny Theft,Bayview Hunters Point,1,-122.39599609375,37.71893310546875
2024-11-01,Larceny Theft,Bayview Hunters Point,1,-122.39543151855469,37.71955871582031
2024-11-01,Larceny Theft,Bayview Hunters Point,2,-122.39018249511719,37.722225189208984
2024-11-01,Larceny Theft,Bayview Hunters Point,2,-122.38408660888672,37.71966552734375
2024-11-01,Larceny Theft,Bayview Hunters Point,1,-122.38584899902344,37.730167388916016
2024-11-01,Larceny Theft,Bayview Hunters Point,1,-122.3826904296875,37.72742462158203
2024-11-01,Larceny Theft,Bayview Hunters Point,4,-122.3791732788086,37.728233337402344
2024-11-01,Larceny Theft,Bayview Hunters Point,1,-122.38156127929688,37.72867965698242
2024-11-01,Larceny Theft,Bayview Hunters Point,1,-122.37992858886719,37.73337936401367
2024-11-01,Larceny Theft,Bayview Hunters Point,1,-122.3909683227539,37.734012603759766
2024-11-01,Larceny Theft,Bayview Hunters Point,1,-122.39124298095703,37.73322296142578
2024-11-01,Larceny Theft,Bayview Hunters Point,1,-122.3957290649414,37.731910705566406
2024-11-01,Larceny Theft,Bayview Hunters Point,1,-122.3907241821289,37.73103713989258
2024-11-01,Larceny Theft,Bayview Hunters Point,1,-122.39128875732422,37.730411529541016
2024-11-01,Larceny Theft,Bayview Hunters Point,1,-122.39185333251953,37.72978591918945
2024-11-01,Larceny Theft,Bayview Hunters Point,1,-122.39110565185547,37.72747802734375
2024-11-01,Larceny Theft,Bayview Hunters Point,1,-122.3978500366211,37.729427337646484
2024-11-01,Larceny Theft,Bayview Hunters Point,1,-122.39717864990234,37.72990798950195
2024-11-01,Larceny Theft,Bayview Hunters Point,1,-122.39888763427734,37.72783660888672
