per_month_incident_date,incident_category,analysis_neighborhood,count,geolocation_x_axis,geolocation_y_axis
2021-09-01,Malicious Mischief,Outer Richmond,1,-122.47857883989529,37.78417398580619
2018-12-01,Traffic Violation Arrest,Mission,1,-122.42057800292969,37.76499557495117
2022-08-01,Assault,Portola,2,-122.40560754920035,37.7324386568328
2020-06-01,Larceny Theft,Lone Mountain/USF,1,-122.44684600830078,37.77766799926758
2018-06-01,Malicious Mischief,Bayview Hunters Point,2,-122.37699954645048,37.73100987038522
2018-03-01,Traffic Violation Arrest,Chinatown,1,-122.40972157983978,37.79473682446444
2024-12-01,Fraud,Potrero Hill,1,-122.40111541748047,37.759735107421875
2020-06-01,Weapons Offense,Western Addition,1,-122.44002692307818,37.77758676678615
2021-08-01,Motor Vehicle Theft,Oceanview/Merced/Ingleside,1,-122.45082065276989,37.719354884440385
2024-10-01,Larceny Theft,South of Market,3,-122.40699768066406,37.770050048828125
2022-06-01,Assault,Tenderloin,2,-122.41349029541016,37.779991149902344
2025-02-01,Suspicious Occ,Bayview Hunters Point,1,-122.38829040527344,37.73060607910156
2023-06-01,Burglary,Nob Hill,1,-122.41739133606869,37.790973190511274
2025-03-01,Non-Criminal,Lakeshore,1,-122.5002212524414,37.718955993652344
2022-10-01,Larceny Theft,Tenderloin,1,-122.41461944580078,37.78558349609375
2019-01-01,Assault,Financial District/South Beach,1,-122.39997496307357,37.78701078672742
2019-08-01,Assault,Visitacion Valley,1,-122.40350341796875,37.71435546875
2024-11-01,Other Miscellaneous,West of Twin Peaks,1,-122.46537780761719,37.75033187866211
2024-01-01,Weapons Offense,Mission,1,-122.42142521378148,37.760101292412216
2022-11-01,Fire Report,Haight Ashbury,1,-122.43704223632812,37.77126693725586
2020-01-01,Drug Offense,Hayes Valley,1,-122.42105326145904,37.77569523157464
2019-04-01,Other Miscellaneous,Bernal Heights,1,-122.40521240234375,37.74647521972656
2020-02-01,Larceny Theft,Marina,2,-122.43384673355347,37.797298027642356
2023-04-01,Assault,Sunset/Parkside,1,-122.48841672050985,37.74061646576498
2020-05-01,Burglary,South of Market,2,-122.40151810859764,37.77438465486808
2022-02-01,Larceny Theft,Castro/Upper Market,1,-122.4266128540039,37.76707077026367
2024-06-01,Larceny Theft,Mission,1,-122.40850067138672,37.75605392456055
2021-05-01,Larceny Theft,Financial District/South Beach,2,-122.39250183105469,37.79376983642578
2019-12-01,Lost Property,South of Market,1,-122.40769958496094,37.78261184692383
2024-01-01,Non-Criminal,Tenderloin,2,-122.41827392578125,37.78703689575195
2025-02-01,Larceny Theft,Potrero Hill,1,-122.39879608154297,37.75584030151367
2024-06-01,Larceny Theft,Sunset/Parkside,1,-122.50462341308594,37.741764068603516
2019-12-01,Malicious Mischief,Tenderloin,1,-122.41889953613281,37.78170394897461
2021-11-01,Robbery,Mission,2,-122.41796470626194,37.758698271638025
2024-04-01,Larceny Theft,Excelsior,1,-122.42691040039062,37.72515106201172
2018-06-01,Larceny Theft,Mission,1,-122.41702581621057,37.76036702181753
2022-10-01,Assault,Western Addition,1,-122.42097473144531,37.78335189819336
2024-11-01,Assault,Bayview Hunters Point,1,-122.38606262207031,37.745758056640625
2024-10-01,Larceny Theft,West of Twin Peaks,1,-122.44200897216797,37.72991180419922
2023-06-01,Disorderly Conduct,Bayview Hunters Point,1,-122.38919329994268,37.74529840818052
2020-12-01,Larceny Theft,Visitacion Valley,1,-122.41131582587983,37.7143669576848
2022-09-01,Malicious Mischief,Bernal Heights,1,-122.41352844238281,37.74676513671875
2024-08-01,Motor Vehicle Theft,Excelsior,1,-122.41840362548828,37.72642517089844
2023-07-01,Larceny Theft,Mission,1,-122.4239730834961,37.77136993408203
2021-09-01,Motor Vehicle Theft,West of Twin Peaks,1,-122.47279357910156,37.71876907348633
2024-07-01,Assault,West of Twin Peaks,1,-122.47528839111328,37.73745346069336
2018-05-01,Larceny Theft,Portola,1,-122.41790641441541,37.725220740670984
2021-07-01,Recovered Vehicle,Golden Gate Park,1,-122.45344543457031,37.77175521850586
2022-03-01,Larceny Theft,Nob Hill,1,-122.4153823852539,37.79774856567383
2023-05-01,Drug Offense,Excelsior,1,-122.43699645996094,37.71074676513672
2018-07-01,Other,Potrero Hill,1,-122.3989388430369,37.75730094770081
2018-02-01,Weapons Carrying Etc,nan,2,-122.38642120361328,37.72954177856445
2024-06-01,Recovered Vehicle,South of Market,1,-122.41187286376953,37.777618408203125
2024-05-01,Missing Person,Mission Bay,1,-122.3979721069336,37.77593994140625
2019-03-01,Non-Criminal,Mission,1,-122.41748809814453,37.76518249511719
2024-11-01,Offences Against The Family And Children,Excelsior,2,-122.42418670654297,37.723594665527344
2022-09-01,Motor Vehicle Theft,Nob Hill,1,-122.41846466064453,37.787967681884766
2019-04-01,Malicious Mischief,Bayview Hunters Point,1,-122.39537811279297,37.729652404785156
2024-03-01,Warrant,South of Market,1,-122.40928649902344,37.779659271240234
2023-10-01,Burglary,North Beach,2,-122.4069595336914,37.80549621582031
2022-08-01,Offences Against The Family And Children,Bayview Hunters Point,1,-122.38140106201172,37.729488372802734
2022-01-01,Offences Against The Family And Children,Bayview Hunters Point,1,-122.38752801616741,37.73773065757427
2020-01-01,Fraud,Bernal Heights,1,-122.41822052001953,37.748165130615234
2018-05-01,Weapons Carrying Etc,Hayes Valley,1,-122.42912798697296,37.769456127696515
2020-08-01,Other Miscellaneous,Tenderloin,2,-122.41287994384766,37.78535461425781
2023-11-01,Miscellaneous Investigation,Portola,1,-122.4134750366211,37.72771453857422
2018-09-01,Malicious Mischief,Western Addition,3,-122.44021606445312,37.77851104736328
2024-10-01,Weapons Carrying Etc,Mission,3,-122.41204833984375,37.75423049926758
2023-01-01,Burglary,Lakeshore,1,-122.47299194335938,37.71501159667969
2022-09-01,Non-Criminal,Bayview Hunters Point,1,-122.38763427734375,37.75156021118164
2021-07-01,Motor Vehicle Theft,Oceanview/Merced/Ingleside,1,-122.47157204610089,37.716126070657985
2025-02-01,Miscellaneous Investigation,North Beach,1,-122.41213989257812,37.806758880615234
2022-08-01,Traffic Collision,Bayview Hunters Point,1,-122.39207295645808,37.73085518204947
2019-09-01,Malicious Mischief,Visitacion Valley,1,-122.42224083209325,37.71131669257075
2022-02-01,Malicious Mischief,Financial District/South Beach,1,-122.39359716503304,37.787996308614986
2021-01-01,Recovered Vehicle,Mission,1,-122.41096197259283,37.760427451635174
2018-04-01,Assault,Tenderloin,1,-122.41259765625,37.783931732177734
2019-09-01,Larceny Theft,Excelsior,1,-122.43515661564116,37.71850779639347
2022-08-01,Assault,Tenderloin,1,-122.41799627043912,37.785641708798344
2019-06-01,Non-Criminal,Nob Hill,1,-122.42001957474174,37.78728002558399
2023-11-01,Other Miscellaneous,Russian Hill,1,-122.42158275659317,37.79502734453366
2018-03-01,Robbery,Mission,1,-122.40645261741048,37.75427693264331
2021-01-01,Motor Vehicle Theft,Seacliff,1,-122.48964135506954,37.78748651536362
2018-10-01,Malicious Mischief,Chinatown,1,-122.4101622929145,37.79691960714546
2025-01-01,Larceny Theft,Marina,1,-122.43183135986328,37.7956428527832
2019-10-01,Fraud,Bernal Heights,1,-122.42167663574219,37.742820739746094
2023-06-01,Recovered Vehicle,West of Twin Peaks,1,-122.45651636164169,37.73426736269087
2025-04-01,Larceny Theft,Bayview Hunters Point,1,-122.38642120361328,37.72954177856445
2024-06-01,Other Miscellaneous,Western Addition,1,-122.44002532958984,37.777587890625
2020-03-01,Non-Criminal,Chinatown,1,-122.41026352609894,37.79742018466854
2020-01-01,Lost Property,Financial District/South Beach,1,-122.40640258789062,37.78661346435547
2020-05-01,Recovered Vehicle,South of Market,1,-122.40443125222771,37.77944033373502
2020-10-01,Malicious Mischief,West of Twin Peaks,1,-122.45162200927734,37.744503021240234
2020-08-01,Larceny Theft,Presidio Heights,1,-122.45214312550972,37.781853290494546
2021-07-01,Assault,North Beach,2,-122.4172592163086,37.807071685791016
2019-04-01,Miscellaneous Investigation,Western Addition,1,-122.43214039079034,37.78049625961115
2021-10-01,Larceny Theft,Mission,2,-122.40713900933308,37.75131023015545
2024-09-01,Non-Criminal,Bernal Heights,1,-122.4181900024414,37.733985900878906
2025-03-01,Assault,Outer Mission,2,-122.44660949707031,37.720726013183594
2024-01-01,Drug Offense,Tenderloin,3,-122.41314697265625,37.7809944152832
2018-04-01,Assault,Bayview Hunters Point,1,-122.38268699042688,37.727424871385494
2019-11-01,Other Offenses,Bayview Hunters Point,2,-122.38179490192714,37.737769711792836
2021-05-01,Larceny Theft,Noe Valley,1,-122.43171691894531,37.74982833862305
2023-01-01,Traffic Violation Arrest,Tenderloin,1,-122.42121645936334,37.7852326274979
2018-03-01,Non-Criminal,Sunset/Parkside,1,-122.48177007604417,37.73778066877769
2021-01-01,Larceny Theft,Noe Valley,1,-122.44061600568222,37.7509020971662
2022-09-01,Larceny Theft,Mission,1,-122.42252634633256,37.77159510239282
2023-10-01,Drug Offense,Mission,1,-122.42057800292969,37.76499557495117
2023-01-01,Motor Vehicle Theft,Tenderloin,1,-122.41151428222656,37.78694152832031
2018-06-01,Other Miscellaneous,South of Market,1,-122.40895216005933,37.78328785199654
2022-06-01,Recovered Vehicle,South of Market,3,-122.40486479517743,37.784006612420036
2019-05-01,Warrant,Sunset/Parkside,1,-122.50926908111617,37.76214292060292
2019-03-01,Assault,Mission,1,-122.42093658447266,37.76991653442383
2021-11-01,Assault,Bayview Hunters Point,3,-122.38606262207031,37.745758056640625
2021-08-01,Motor Vehicle Theft,Haight Ashbury,1,-122.4319076538086,37.770965576171875
2019-05-01,Suspicious Occ,Glen Park,1,-122.43414453855247,37.73355034231799
2018-02-01,Burglary,Noe Valley,1,-122.43132781982422,37.745826721191406
2021-10-01,Other Miscellaneous,North Beach,1,-122.40467834472656,37.798118591308594
2022-01-01,Larceny Theft,Haight Ashbury,1,-122.44364929199219,37.77042770385742
2021-06-01,Disorderly Conduct,Castro/Upper Market,1,-122.42992401123047,37.76606369018555
2025-01-01,Other Miscellaneous,Sunset/Parkside,1,-122.50033569335938,37.74195861816406
2020-12-01,Burglary,Financial District/South Beach,1,-122.40303039550781,37.787025451660156
2018-02-01,Warrant,South of Market,1,-122.41261666820427,37.77702641978903
2023-04-01,Non-Criminal,Tenderloin,1,-122.4124117474483,37.783004077643476
2022-09-01,Malicious Mischief,South of Market,1,-122.3953038732683,37.779296389723044
2019-03-01,Lost Property,Excelsior,1,-122.44101956350755,37.716459544514585
2019-02-01,Fraud,Oceanview/Merced/Ingleside,1,-122.46539099009073,37.72167387619277
2018-12-01,Motor Vehicle Theft,Bayview Hunters Point,1,-122.38081359863281,37.72636413574219
2021-11-01,Larceny Theft,Pacific Heights,3,-122.4239730834961,37.7901611328125
2022-10-01,Larceny Theft,Marina,1,-122.4381872179519,37.80515884427554
2019-10-01,Larceny Theft,West of Twin Peaks,1,-122.45921325683594,37.72453308105469
2019-02-01,Other Miscellaneous,North Beach,1,-122.41505432128906,37.804481506347656
2024-07-01,Warrant,Financial District/South Beach,1,-122.38963317871094,37.786224365234375
2024-11-01,Case Closure,Presidio Heights,1,-122.45706176757812,37.78780746459961
2021-01-01,Other Offenses,Bayview Hunters Point,2,-122.3907241821289,37.716922760009766
2019-12-01,Motor Vehicle Theft,Financial District/South Beach,1,-122.40433292406829,37.79072193376572
2022-07-01,Larceny Theft,Mission,1,-122.40499114990234,37.76971435546875
2018-09-01,Recovered Vehicle,Bayview Hunters Point,1,-122.39105679712927,37.74636177868099
2023-08-01,Larceny Theft,Golden Gate Park,11,-122.51092529296875,37.77043533325195
2025-03-01,Burglary,Mission,1,-122.4092788696289,37.763084411621094
2019-09-01,Warrant,Bernal Heights,1,-122.42167663574219,37.742820739746094
