per_month_incident_date,incident_category,analysis_neighborhood,count,geolocation_x_axis,geolocation_y_axis
2018-04-01,Robbery,Financial District/South Beach,1,-122.39097101886335,37.79006979947905
2023-07-01,Fraud,Outer Mission,1,-122.42639116629013,37.73367501603134
2020-08-01,Motor Vehicle Theft,Visitacion Valley,1,-122.40653228759766,37.712284088134766
2019-06-01,Burglary,South of Market,1,-122.40968304216152,37.772837756469265
2020-04-01,Larceny Theft,South of Market,1,-122.41187022703075,37.77761914280685
2019-03-01,Larceny Theft,Marina,1,-122.42891397690136,37.79792540700026
2020-04-01,Motor Vehicle Theft,Noe Valley,1,-122.42854785025972,37.751637796979566
2021-11-01,Assault,Western Addition,1,-122.42382522763067,37.78107768298222
2024-03-01,Larceny Theft,Hayes Valley,1,-122.4255142211914,37.772735595703125
2020-08-01,Larceny Theft,Financial District/South Beach,1,-122.40334871137732,37.8040301248352
2021-03-01,Malicious Mischief,Financial District/South Beach,1,-122.4067711451779,37.788499477941336
2021-12-01,Larceny Theft,South of Market,5,-122.39893341064453,37.78378677368164
2018-10-01,Lost Property,Castro/Upper Market,1,-122.43780517578125,37.75589370727539
2022-06-01,Larceny Theft,Marina,4,-122.4393366547218,37.79942531094891
2020-11-01,Weapons Carrying Etc,Tenderloin,1,-122.41569387441227,37.78258503232177
2020-07-01,Warrant,South of Market,2,-122.40571594238281,37.780879974365234
2021-10-01,Assault,Nob Hill,1,-122.41739133606869,37.790973190511274
2023-10-01,Lost Property,Nob Hill,1,-122.42021179199219,37.78822326660156
2022-12-01,Malicious Mischief,Mission,1,-122.41048431396484,37.76560592651367
2019-05-01,Larceny Theft,Pacific Heights,3,-122.43877333956095,37.7882783986221
2020-09-01,Larceny Theft,Sunset/Parkside,1,-122.49715997096197,37.72976975410381
2020-03-01,Burglary,Twin Peaks,1,-122.44089731231821,37.754492599902214
2019-12-01,Larceny Theft,Hayes Valley,1,-122.42871856689453,37.777099609375
2024-03-01,Recovered Vehicle,Tenderloin,1,-122.4133529663086,37.787662506103516
2020-03-01,Burglary,Russian Hill,1,-122.42491880507073,37.80320550752961
2020-01-01,Larceny Theft,Hayes Valley,1,-122.42133331298828,37.77709197998047
2022-01-01,Other Miscellaneous,Sunset/Parkside,1,-122.4771728515625,37.7635612487793
2023-02-01,Stolen Property,Outer Richmond,1,-122.475235623004,37.78245727248492
2018-02-01,Larceny Theft,South of Market,1,-122.41471100473302,37.77623051953945
2018-10-01,Assault,Haight Ashbury,3,-122.44995880126953,37.76580047607422
2018-04-01,Non-Criminal,Castro/Upper Market,1,-122.43177032470703,37.75625991821289
